"Round4ScoringAverage_RANKTHISWEEK_2008","Round4ScoringAverage_RANKLASTWEEK_2008","Round4ScoringAverage_PLAYERNAME_2008","Round4ScoringAverage__2008","Round4ScoringAverage_AVG_2008","Round4ScoringAverage_TOTALSTROKES_2008","Round4ScoringAverage_TOTALROUNDS_2008","stat_name","year"
1,1,"Steve Allan",NA,68.29,478,7,"Round4ScoringAverage",2008
2,2,"Steve Stricker",NA,69.13,1037,15,"Round4ScoringAverage",2008
2,2,"Bob Tway",NA,69.13,1037,15,"Round4ScoringAverage",2008
4,4,"Padraig Harrington",NA,69.18,761,11,"Round4ScoringAverage",2008
5,5,"Ryuji Imada",NA,69.2,1038,15,"Round4ScoringAverage",2008
5,5,"Ron Whittaker",NA,69.2,346,5,"Round4ScoringAverage",2008
7,7,"Rod Pampling",NA,69.33,832,12,"Round4ScoringAverage",2008
8,8,"Hunter Mahan",NA,69.59,1183,17,"Round4ScoringAverage",2008
9,9,"Peter Lonard",NA,69.81,1117,16,"Round4ScoringAverage",2008
10,10,"Kent Jones",NA,69.92,839,12,"Round4ScoringAverage",2008
11,11,"Glen Day",NA,70,840,12,"Round4ScoringAverage",2008
11,11,"Brenden Pappas",NA,70,560,8,"Round4ScoringAverage",2008
13,13,"Chad Campbell",NA,70.05,1331,19,"Round4ScoringAverage",2008
14,14,"Steve Elkington",NA,70.06,1191,17,"Round4ScoringAverage",2008
14,14,"John Senden",NA,70.06,1261,18,"Round4ScoringAverage",2008
16,16,"Shane Bertsch",NA,70.16,1333,19,"Round4ScoringAverage",2008
17,17,"Chad Collins",NA,70.18,772,11,"Round4ScoringAverage",2008
17,17,"Vijay Singh",NA,70.18,1193,17,"Round4ScoringAverage",2008
19,19,"KJ Choi",NA,70.2,1053,15,"Round4ScoringAverage",2008
19,19,"Pat Perez",NA,70.2,1404,20,"Round4ScoringAverage",2008
21,21,"Ryan Palmer",NA,70.25,843,12,"Round4ScoringAverage",2008
22,22,"Aaron Baddeley",NA,70.27,1054,15,"Round4ScoringAverage",2008
23,23,"Ben Crane",NA,70.28,1265,18,"Round4ScoringAverage",2008
24,24,"Michael Letzig",NA,70.29,984,14,"Round4ScoringAverage",2008
25,25,"Mathew Goggin",NA,70.33,1266,18,"Round4ScoringAverage",2008
25,25,"Richard Johnson",NA,70.33,633,9,"Round4ScoringAverage",2008
25,25,"Phil Mickelson",NA,70.33,1266,18,"Round4ScoringAverage",2008
25,25,"Brett Rumford",NA,70.33,633,9,"Round4ScoringAverage",2008
29,29,"Steve Lowery",NA,70.36,774,11,"Round4ScoringAverage",2008
30,30,"Scott McCarron",NA,70.38,563,8,"Round4ScoringAverage",2008
31,31,"Stephen Ames",NA,70.39,1267,18,"Round4ScoringAverage",2008
32,32,"Jason Gore",NA,70.4,1056,15,"Round4ScoringAverage",2008
33,33,"Kevin Sutherland",NA,70.41,1549,22,"Round4ScoringAverage",2008
34,34,"Jason Day",NA,70.42,845,12,"Round4ScoringAverage",2008
35,35,"JP Hayes",NA,70.43,493,7,"Round4ScoringAverage",2008
36,36,"Nick OHern",NA,70.44,1127,16,"Round4ScoringAverage",2008
37,37,"Mark Wilson",NA,70.46,1691,24,"Round4ScoringAverage",2008
38,38,"Freddie Jacobson",NA,70.47,1057,15,"Round4ScoringAverage",2008
38,38,"DJ Trahan",NA,70.47,1339,19,"Round4ScoringAverage",2008
40,40,"Ryan Armour",NA,70.5,846,12,"Round4ScoringAverage",2008
