"GoingfortheGreen_RANKTHISWEEK_2005","GoingfortheGreen_RANKLASTWEEK_2005","GoingfortheGreen_PLAYERNAME_2005","GoingfortheGreen_ROUNDS_2005","GoingfortheGreen_Pct_2005","GoingfortheGreen_ATTEMPTS_2005","GoingfortheGreen_NONATTEMPTS_2005","GoingfortheGreen_RTPGOINGFORTHEGREEN_2005","GoingfortheGreen_RTPNOTGOINGFORTHEGRN_2005","stat_name","year"
1,1,"Tiger Woods",76,73.02,157,58,-105,-1,"GoingfortheGreen",2005
2,2,"Scott Hend",75,72.27,185,71,-92,20,"GoingfortheGreen",2005
3,3,"Brett Wetterich",76,71.43,180,72,-81,4,"GoingfortheGreen",2005
4,4,"Vijay Singh",111,71.39,242,97,-150,-3,"GoingfortheGreen",2005
5,5,"Lucas Glover",88,70.23,210,89,-116,3,"GoingfortheGreen",2005
6,6,"Mathias Gronberg",60,69.44,150,66,-84,6,"GoingfortheGreen",2005
7,7,"Phil Mickelson",81,66.49,125,63,-76,-4,"GoingfortheGreen",2005
8,8,"Scott Gutschewski",86,66.3,181,92,-108,12,"GoingfortheGreen",2005
9,9,"Kevin Stadler",96,65.15,215,115,-127,11,"GoingfortheGreen",2005
10,10,"John Daly",78,64.52,140,77,-81,5,"GoingfortheGreen",2005
11,11,"Lee Westwood",50,64.22,70,39,-36,5,"GoingfortheGreen",2005
12,12,"Sergio Garcia",73,64.1,125,70,-79,-5,"GoingfortheGreen",2005
13,13,"DJ Trahan",81,63.94,172,97,-109,1,"GoingfortheGreen",2005
14,14,"Hank Kuehne",84,63.82,187,106,-83,11,"GoingfortheGreen",2005
15,15,"Harrison Frazar",105,62.71,227,135,-132,0,"GoingfortheGreen",2005
16,16,"Mark Hensby",70,62.5,115,69,-65,5,"GoingfortheGreen",2005
17,17,"Jonathan Byrd",103,62.22,219,133,-121,-3,"GoingfortheGreen",2005
18,18,"Daniel Chopra",108,61.69,219,136,-114,-1,"GoingfortheGreen",2005
