"GoingfortheGreen_RANKTHISWEEK_2005","GoingfortheGreen_RANKLASTWEEK_2005","GoingfortheGreen_PLAYERNAME_2005","GoingfortheGreen_ROUNDS_2005","GoingfortheGreen_Pct_2005","GoingfortheGreen_ATTEMPTS_2005","GoingfortheGreen_NONATTEMPTS_2005","GoingfortheGreen_RTPGOINGFORTHEGREEN_2005","GoingfortheGreen_RTPNOTGOINGFORTHEGRN_2005","stat_name","year"
19,19,"John Elliott",58,61.46,118,74,-53,11,"GoingfortheGreen",2005
20,20,"James Driscoll",73,61.29,152,96,-96,-2,"GoingfortheGreen",2005
21,21,"Nick Watney",91,61.11,198,126,-123,0,"GoingfortheGreen",2005
22,22,"Charles Warren",89,61.08,193,123,-104,-2,"GoingfortheGreen",2005
23,23,"Tag Ridings",93,60.7,207,134,-118,1,"GoingfortheGreen",2005
24,24,"Brandt Jobe",96,60.68,179,116,-109,16,"GoingfortheGreen",2005
25,25,"Brenden Pappas",51,60.64,114,74,-83,14,"GoingfortheGreen",2005
26,26,"Retief Goosen",71,59.88,97,65,-67,-3,"GoingfortheGreen",2005
27,27,"Ryan Palmer",101,59.87,188,126,-97,-1,"GoingfortheGreen",2005
28,28,"John Rollins",97,59.82,195,131,-122,-4,"GoingfortheGreen",2005
29,29,"Kenny Perry",82,59.72,126,85,-69,-1,"GoingfortheGreen",2005
30,30,"Davis Love III",80,59.59,115,78,-79,4,"GoingfortheGreen",2005
31,31,"Jesper Parnevik",84,59.52,150,102,-70,5,"GoingfortheGreen",2005
32,32,"Steve Lowery",100,59.38,209,143,-111,7,"GoingfortheGreen",2005
33,33,"Chris Smith",93,59,200,139,-99,10,"GoingfortheGreen",2005
34,34,"Robert Allenby",95,58.6,167,118,-86,-16,"GoingfortheGreen",2005
35,35,"Arjun Atwal",65,58.44,135,96,-79,-9,"GoingfortheGreen",2005
36,36,"Hunter Mahan",103,58.19,206,148,-107,-17,"GoingfortheGreen",2005
37,37,"Rod Pampling",89,58.11,154,111,-86,5,"GoingfortheGreen",2005
38,38,"JJ Henry",102,58.04,195,141,-101,-9,"GoingfortheGreen",2005
39,39,"Greg Owen",84,57.8,163,119,-93,3,"GoingfortheGreen",2005
40,40,"Mark Calcavecchia",92,57.61,159,117,-90,-9,"GoingfortheGreen",2005
41,41,"Michael Long",72,57.14,140,105,-78,2,"GoingfortheGreen",2005
42,42,"Billy Mayfair",114,56.88,219,166,-122,-21,"GoingfortheGreen",2005
43,43,"Steve Allan",102,56.62,201,154,-98,7,"GoingfortheGreen",2005
44,44,"Frank Lickliter II",100,56.52,195,150,-109,-20,"GoingfortheGreen",2005
44,44,"Justin Rose",99,56.52,195,150,-105,0,"GoingfortheGreen",2005
46,46,"John Huston",90,56.44,171,132,-84,-17,"GoingfortheGreen",2005
47,47,"Carlos Franco",78,56.38,159,123,-86,-9,"GoingfortheGreen",2005
48,48,"Charles Howell III",95,56.27,157,122,-108,-10,"GoingfortheGreen",2005
49,49,"Sean OHair",103,56.25,180,140,-94,0,"GoingfortheGreen",2005
50,50,"Roland Thatcher",75,56.23,149,116,-68,7,"GoingfortheGreen",2005
51,51,"Pat Perez",89,56.04,153,120,-61,7,"GoingfortheGreen",2005
52,52,"Ted Purdy",122,55.8,207,164,-114,-4,"GoingfortheGreen",2005
53,53,"Hunter Haas",83,55.79,159,126,-85,-7,"GoingfortheGreen",2005
54,54,"Bo Van Pelt",112,55.77,203,161,-121,-15,"GoingfortheGreen",2005
55,55,"John Senden",101,54.65,194,161,-100,-8,"GoingfortheGreen",2005
56,56,"Dennis Paulson",63,54.63,124,103,-71,4,"GoingfortheGreen",2005
57,57,"Aaron Baddeley",84,54.61,160,133,-89,3,"GoingfortheGreen",2005
58,58,"Bradley Hughes",52,54.5,103,86,-49,10,"GoingfortheGreen",2005
59,59,"Stuart Appleby",84,53.68,124,107,-68,-18,"GoingfortheGreen",2005
60,60,"DA Points",94,53.52,175,152,-89,-11,"GoingfortheGreen",2005
61,61,"Joe Durant",81,53.41,141,123,-64,-2,"GoingfortheGreen",2005
62,62,"Neal Lancaster",95,53.29,178,156,-85,-27,"GoingfortheGreen",2005
63,63,"Woody Austin",100,53.14,186,164,-105,-20,"GoingfortheGreen",2005
64,64,"Fred Couples",72,53.13,85,75,-41,-6,"GoingfortheGreen",2005
65,65,"Scott McCarron",78,53.11,128,113,-67,-3,"GoingfortheGreen",2005
66,66,"Joey Snyder III",102,53.09,189,167,-110,8,"GoingfortheGreen",2005
67,67,"Brendan Jones",81,52.9,155,138,-90,-12,"GoingfortheGreen",2005
68,68,"Tom Pernice Jr",111,52.82,187,167,-106,-15,"GoingfortheGreen",2005
69,69,"David Hearn",68,52.3,125,114,-60,-3,"GoingfortheGreen",2005
70,70,"Jose Maria Olazabal",55,52,78,72,-43,-10,"GoingfortheGreen",2005
71,71,"Adam Scott",72,51.79,101,94,-60,-22,"GoingfortheGreen",2005
72,72,"Vaughn Taylor",99,51.68,185,173,-104,-16,"GoingfortheGreen",2005
73,73,"Jeff Maggert",79,51.61,112,105,-47,-8,"GoingfortheGreen",2005
74,74,"Jeff Brehaut",71,51.59,130,122,-62,-23,"GoingfortheGreen",2005
75,75,"Jason Allred",75,51.45,124,117,-59,14,"GoingfortheGreen",2005
76,76,"Ryuji Imada",78,51.16,132,126,-63,-8,"GoingfortheGreen",2005
77,77,"Rory Sabbatini",81,51.15,111,106,-61,-2,"GoingfortheGreen",2005
78,78,"Tim Petrovic",97,51.01,151,145,-84,5,"GoingfortheGreen",2005
79,79,"Brian Davis",75,50.99,129,124,-77,-15,"GoingfortheGreen",2005
80,80,"Jason Bohn",91,50.97,157,151,-108,-3,"GoingfortheGreen",2005
81,81,"Tim Herron",100,50.91,140,135,-74,-17,"GoingfortheGreen",2005
82,82,"Jonathan Kaye",77,50.81,126,122,-63,-21,"GoingfortheGreen",2005
83,83,"Patrick Sheehan",114,50.4,190,187,-83,-4,"GoingfortheGreen",2005
84,84,"Hideto Tanihara",50,50.29,87,86,-42,10,"GoingfortheGreen",2005
85,85,"Padraig Harrington",50,50,78,78,-46,-5,"GoingfortheGreen",2005
85,85,"Will Ma Kenzie",75,50,136,136,-63,-11,"GoingfortheGreen",2005
87,87,"Paul Gow",78,49.81,130,131,-57,-1,"GoingfortheGreen",2005
88,88,"Brian Bateman",98,49.7,164,166,-88,-4,"GoingfortheGreen",2005
88,88,"Brett Quigley",96,49.7,167,169,-96,-19,"GoingfortheGreen",2005
90,90,"Kevin Sutherland",89,49.48,143,146,-88,2,"GoingfortheGreen",2005
91,91,"Tom Lehman",69,49.43,86,88,-33,-15,"GoingfortheGreen",2005
92,92,"Chad Campbell",95,49.26,133,137,-71,-14,"GoingfortheGreen",2005
93,93,"Dan Forsman",52,49.19,91,94,-50,-11,"GoingfortheGreen",2005
94,94,"DJ Brigman",76,49.14,114,118,-57,-12,"GoingfortheGreen",2005
95,95,"Justin Bolli",65,48.91,112,117,-57,-8,"GoingfortheGreen",2005
96,96,"Zach Johnson",96,48.89,154,161,-85,-18,"GoingfortheGreen",2005
97,97,"Craig Barlow",81,48.87,130,136,-67,-11,"GoingfortheGreen",2005
98,98,"Steve Flesch",90,48.81,123,129,-61,-5,"GoingfortheGreen",2005
99,99,"Ben Crane",78,48.8,102,107,-72,-3,"GoingfortheGreen",2005
100,100,"Jerry Kelly",101,48.74,135,142,-64,-17,"GoingfortheGreen",2005
101,101,"Steve Elkington",67,48.57,102,108,-55,-16,"GoingfortheGreen",2005
102,102,"Joey Sindelar",104,48.51,195,207,-88,-17,"GoingfortheGreen",2005
103,103,"Tim Clark",92,48.46,110,117,-73,-19,"GoingfortheGreen",2005
104,104,"Scott Verplank",87,48.33,116,124,-64,-23,"GoingfortheGreen",2005
105,105,"Stephen Ames",82,48.1,101,109,-58,0,"GoingfortheGreen",2005
106,106,"Andrew Magee",82,48.04,135,146,-72,-13,"GoingfortheGreen",2005
107,107,"Billy Andrade",83,47.89,136,148,-81,-23,"GoingfortheGreen",2005
108,108,"Joe Ogilvie",103,47.85,145,158,-72,-19,"GoingfortheGreen",2005
109,109,"Carl Pettersson",109,47.68,175,192,-101,-23,"GoingfortheGreen",2005
110,110,"Tom Gillis",77,47.64,131,144,-62,-12,"GoingfortheGreen",2005
111,111,"Arron Oberholser",65,47.62,90,99,-50,-13,"GoingfortheGreen",2005
112,112,"Shaun Micheel",81,47.58,118,130,-60,-9,"GoingfortheGreen",2005
113,113,"JL Lewis",98,47.38,154,171,-80,-19,"GoingfortheGreen",2005
114,114,"Alex Cejka",84,47.35,125,139,-54,-16,"GoingfortheGreen",2005
115,115,"Mario Tiziani",67,47.21,110,123,-48,-5,"GoingfortheGreen",2005
116,116,"David Toms",87,47.14,107,120,-75,-18,"GoingfortheGreen",2005
117,117,"Rich Beem",66,47.12,90,101,-47,-10,"GoingfortheGreen",2005
118,118,"Briny Baird",98,46.88,158,179,-100,-17,"GoingfortheGreen",2005
119,119,"Steve Jones",56,46.63,76,87,-30,-6,"GoingfortheGreen",2005
120,120,"Cameron Beckman",96,46.58,150,172,-84,0,"GoingfortheGreen",2005
121,121,"KJ Choi",78,46.52,87,100,-52,-9,"GoingfortheGreen",2005
122,122,"Tjaart van der Walt",56,46.43,104,120,-43,-11,"GoingfortheGreen",2005
123,123,"Thomas Levet",54,46.21,61,71,-31,15,"GoingfortheGreen",2005
124,124,"Geoff Ogilvy",97,46.13,131,153,-79,-18,"GoingfortheGreen",2005
125,125,"Bart Bryant",91,45.96,131,154,-70,-20,"GoingfortheGreen",2005
126,126,"Marco Dawson",82,45.91,146,172,-81,-16,"GoingfortheGreen",2005
127,127,"Craig Perks",67,45.74,102,121,-46,7,"GoingfortheGreen",2005
128,128,"Dudley Hart",84,45.42,129,155,-75,-12,"GoingfortheGreen",2005
128,128,"Duffy Waldorf",86,45.42,129,155,-81,-1,"GoingfortheGreen",2005
130,130,"Peter Lonard",85,45.27,110,133,-46,-22,"GoingfortheGreen",2005
130,130,"Rob Rashell",65,45.27,91,110,-38,5,"GoingfortheGreen",2005
132,132,"Charlie Wi",67,45.15,107,130,-56,-10,"GoingfortheGreen",2005
133,133,"Ian Poulter",62,45.11,60,73,-29,-10,"GoingfortheGreen",2005
134,134,"Freddie Jacobson",72,45.05,91,111,-45,12,"GoingfortheGreen",2005
135,135,"Bernhard Langer",67,44.85,74,91,-36,-10,"GoingfortheGreen",2005
136,136,"Stewart Cink",98,44.74,119,147,-48,-15,"GoingfortheGreen",2005
137,137,"Hidemichi Tanaka",106,44.7,173,214,-87,-13,"GoingfortheGreen",2005
138,138,"Richard Johnson",50,44.62,83,103,-42,-10,"GoingfortheGreen",2005
139,139,"Rocco Mediate",73,44.36,114,143,-63,-10,"GoingfortheGreen",2005
140,140,"Mike Weir",71,44.13,79,100,-42,-12,"GoingfortheGreen",2005
141,141,"Matt Davidson",53,44,88,112,-51,-2,"GoingfortheGreen",2005
142,142,"Kevin Na",88,43.75,133,171,-66,-18,"GoingfortheGreen",2005
143,143,"Paul Azinger",66,43.7,104,134,-48,-4,"GoingfortheGreen",2005
144,144,"Michael Allen",90,43.67,131,169,-82,4,"GoingfortheGreen",2005
145,145,"Paul Claxton",79,43.66,117,151,-58,-22,"GoingfortheGreen",2005
146,146,"Glen Day",80,43.48,120,156,-60,-14,"GoingfortheGreen",2005
147,147,"Brent Geiberger",61,43.43,86,112,-46,-12,"GoingfortheGreen",2005
148,148,"Shigeki Maruyama",99,43.13,135,178,-81,-27,"GoingfortheGreen",2005
149,149,"Robert Gamez",91,43.04,133,176,-70,-20,"GoingfortheGreen",2005
150,150,"Jose Coceres",56,42.93,88,117,-31,9,"GoingfortheGreen",2005
151,151,"Kent Jones",99,42.6,144,194,-76,-11,"GoingfortheGreen",2005
152,152,"Bob Tway",87,42.52,108,146,-56,-9,"GoingfortheGreen",2005
153,153,"Lee Janzen",75,42.39,103,140,-50,-14,"GoingfortheGreen",2005
154,154,"Todd Fischer",99,42.26,142,194,-61,-24,"GoingfortheGreen",2005
155,155,"Doug Barron",70,42.15,110,151,-49,-20,"GoingfortheGreen",2005
155,155,"Jim Furyk",94,42.15,110,151,-64,-36,"GoingfortheGreen",2005
157,157,"Justin Leonard",78,42.13,75,103,-42,-12,"GoingfortheGreen",2005
158,158,"Robert Damron",89,41.94,130,180,-61,-26,"GoingfortheGreen",2005
158,158,"Bob Heintz",67,41.94,104,144,-61,-13,"GoingfortheGreen",2005
160,160,"Todd Hamilton",94,41.78,122,170,-63,-9,"GoingfortheGreen",2005
161,161,"Dean Wilson",86,41.74,134,187,-84,-17,"GoingfortheGreen",2005
162,162,"Darron Stiles",78,41.54,113,159,-56,-32,"GoingfortheGreen",2005
163,163,"Jay Williamson",53,41.18,77,110,-41,-3,"GoingfortheGreen",2005
164,164,"Chris DiMarco",83,41.13,95,136,-45,-24,"GoingfortheGreen",2005
165,165,"Brad Faxon",75,40.95,86,124,-32,-8,"GoingfortheGreen",2005
166,166,"Bob Estes",92,40.91,117,169,-64,-20,"GoingfortheGreen",2005
167,167,"Danny Briggs",70,40.65,100,146,-41,-13,"GoingfortheGreen",2005
168,168,"Phillip Price",77,40.64,102,149,-64,-23,"GoingfortheGreen",2005
169,169,"Tommy Armour III",103,40.34,142,210,-84,-19,"GoingfortheGreen",2005
170,170,"Matt Kuchar",60,40.28,85,126,-43,-4,"GoingfortheGreen",2005
171,171,"Jeff Sluman",94,40.24,134,199,-75,-24,"GoingfortheGreen",2005
172,172,"Matt Gogel",78,40.15,104,155,-46,-5,"GoingfortheGreen",2005
173,173,"Heath Slocum",103,39.39,141,217,-70,-38,"GoingfortheGreen",2005
174,174,"Omar Uresti",84,39.38,115,177,-71,-35,"GoingfortheGreen",2005
175,175,"Glen Hnatiuk",59,38.69,77,122,-33,-22,"GoingfortheGreen",2005
176,176,"Steve Stricker",62,38.46,85,136,-52,-25,"GoingfortheGreen",2005
177,177,"Chris Riley",67,37.74,60,99,-25,10,"GoingfortheGreen",2005
178,178,"Luke Donald",67,37.19,45,76,-26,-19,"GoingfortheGreen",2005
179,179,"Jay Haas",54,36.94,58,99,-31,-4,"GoingfortheGreen",2005
180,180,"Ben Curtis",65,36.92,72,123,-30,10,"GoingfortheGreen",2005
181,181,"John Cook",72,35.29,78,143,-35,-27,"GoingfortheGreen",2005
182,182,"JP Hayes",63,35.21,75,138,-40,-28,"GoingfortheGreen",2005
183,183,"Skip Kendall",80,34.77,97,182,-40,-11,"GoingfortheGreen",2005
184,184,"Chris Anderson",66,34.6,82,155,-43,-16,"GoingfortheGreen",2005
185,185,"Larry Mize",54,34.25,62,119,-22,-19,"GoingfortheGreen",2005
186,186,"Franklin Langham",91,34.23,102,196,-54,-13,"GoingfortheGreen",2005
187,187,"Stephen Leaney",89,34,102,198,-66,-32,"GoingfortheGreen",2005
188,188,"Len Mattiace",86,33.22,99,199,-37,-19,"GoingfortheGreen",2005
189,189,"Bill Glasson",54,32.76,57,117,-21,-2,"GoingfortheGreen",2005
190,190,"Kirk Triplett",55,32.7,52,107,-24,-11,"GoingfortheGreen",2005
191,191,"Fred Funk",102,31.46,95,207,-45,-45,"GoingfortheGreen",2005
192,192,"Corey Pavin",77,30.57,70,159,-37,-26,"GoingfortheGreen",2005
193,193,"Olin Browne",99,30.55,95,216,-46,-36,"GoingfortheGreen",2005
194,194,"Mark Wilson",74,30.43,77,176,-38,-21,"GoingfortheGreen",2005
195,195,"Brian Gay",101,29.89,107,251,-54,-37,"GoingfortheGreen",2005
196,196,"Jim Carter",62,29.7,60,142,-20,-11,"GoingfortheGreen",2005
197,197,"Tom Byrum",83,28.37,82,207,-44,-33,"GoingfortheGreen",2005
198,198,"Gavin Coles",70,25.3,63,186,-33,-21,"GoingfortheGreen",2005
199,199,"Mark Brooks",72,25.1,61,182,-31,-4,"GoingfortheGreen",2005
200,200,"Jeff Hart",63,22.67,51,174,-24,-19,"GoingfortheGreen",2005
201,201,"Mark OMeara",66,21.6,46,167,-12,-14,"GoingfortheGreen",2005
202,202,"Loren Roberts",54,17.54,30,141,-23,-25,"GoingfortheGreen",2005
