"OnePuttPercentageRound5_RANKTHISWEEK_2008","OnePuttPercentageRound5_RANKLASTWEEK_2008","OnePuttPercentageRound5_PLAYERNAME_2008","OnePuttPercentageRound5__2008","OnePuttPercentageRound5_Pct_2008","OnePuttPercentageRound5_OF1PUTTS_2008","OnePuttPercentageRound5_OFHOLES_2008","stat_name","year"
1,1,"Charley Hoffman",NA,66.67,12,18,"OnePuttPercentageRound5",2008
2,2,"Kenny Perry",NA,55.56,10,18,"OnePuttPercentageRound5",2008
2,2,"Jeff Quinney",NA,55.56,10,18,"OnePuttPercentageRound5",2008
2,2,"Bubba Watson",NA,55.56,10,18,"OnePuttPercentageRound5",2008
2,2,"Charlie Wi",NA,55.56,10,18,"OnePuttPercentageRound5",2008
6,6,"Michael Allen",NA,50,9,18,"OnePuttPercentageRound5",2008
6,6,"Rich Beem",NA,50,9,18,"OnePuttPercentageRound5",2008
6,6,"Olin Browne",NA,50,9,18,"OnePuttPercentageRound5",2008
6,6,"Brian Davis",NA,50,9,18,"OnePuttPercentageRound5",2008
6,6,"Scott McCarron",NA,50,9,18,"OnePuttPercentageRound5",2008
6,6,"Joe Ogilvie",NA,50,9,18,"OnePuttPercentageRound5",2008
6,6,"Chez Reavie",NA,50,9,18,"OnePuttPercentageRound5",2008
13,13,"Tommy Armour III",NA,44.44,8,18,"OnePuttPercentageRound5",2008
13,13,"Bart Bryant",NA,44.44,8,18,"OnePuttPercentageRound5",2008
13,13,"Fred Couples",NA,44.44,8,18,"OnePuttPercentageRound5",2008
13,13,"Robert Gamez",NA,44.44,8,18,"OnePuttPercentageRound5",2008
13,13,"Bill Haas",NA,44.44,8,18,"OnePuttPercentageRound5",2008
13,13,"Michael Letzig",NA,44.44,8,18,"OnePuttPercentageRound5",2008
13,13,"Jin Park",NA,44.44,8,18,"OnePuttPercentageRound5",2008
13,13,"Nicholas Thompson",NA,44.44,8,18,"OnePuttPercentageRound5",2008
13,13,"Mike Weir",NA,44.44,8,18,"OnePuttPercentageRound5",2008
22,22,"Robert Allenby",NA,38.89,7,18,"OnePuttPercentageRound5",2008
22,22,"Ryan Armour",NA,38.89,7,18,"OnePuttPercentageRound5",2008
22,22,"Woody Austin",NA,38.89,7,18,"OnePuttPercentageRound5",2008
22,22,"Chad Campbell",NA,38.89,7,18,"OnePuttPercentageRound5",2008
22,22,"Stewart Cink",NA,38.89,7,18,"OnePuttPercentageRound5",2008
22,22,"Paul Claxton",NA,38.89,7,18,"OnePuttPercentageRound5",2008
22,22,"Ken Duke",NA,38.89,7,18,"OnePuttPercentageRound5",2008
22,22,"Joe Durant",NA,38.89,7,18,"OnePuttPercentageRound5",2008
22,22,"Steve Elkington",NA,38.89,7,18,"OnePuttPercentageRound5",2008
22,22,"Steve Flesch",NA,38.89,7,18,"OnePuttPercentageRound5",2008
22,22,"Paul Goydos",NA,38.89,7,18,"OnePuttPercentageRound5",2008
22,22,"Ryuji Imada",NA,38.89,7,18,"OnePuttPercentageRound5",2008
22,22,"Matt Jones",NA,38.89,7,18,"OnePuttPercentageRound5",2008
22,22,"Frank Lickliter II",NA,38.89,7,18,"OnePuttPercentageRound5",2008
22,22,"Jeff Maggert",NA,38.89,7,18,"OnePuttPercentageRound5",2008
22,22,"Tom Scherrer",NA,38.89,7,18,"OnePuttPercentageRound5",2008
22,22,"DJ Trahan",NA,38.89,7,18,"OnePuttPercentageRound5",2008
22,22,"Scott Verplank",NA,38.89,7,18,"OnePuttPercentageRound5",2008
40,40,"Shane Bertsch",NA,33.33,6,18,"OnePuttPercentageRound5",2008
40,40,"Anthony Kim",NA,33.33,6,18,"OnePuttPercentageRound5",2008
40,40,"Justin Leonard",NA,33.33,6,18,"OnePuttPercentageRound5",2008
40,40,"Steve Marino",NA,33.33,6,18,"OnePuttPercentageRound5",2008
40,40,"John Merrick",NA,33.33,6,18,"OnePuttPercentageRound5",2008
40,40,"Ryan Moore",NA,33.33,6,18,"OnePuttPercentageRound5",2008
40,40,"Kevin Na",NA,33.33,6,18,"OnePuttPercentageRound5",2008
40,40,"Rod Pampling",NA,33.33,6,18,"OnePuttPercentageRound5",2008
40,40,"Tim Petrovic",NA,33.33,6,18,"OnePuttPercentageRound5",2008
40,40,"John Senden",NA,33.33,6,18,"OnePuttPercentageRound5",2008
40,40,"Heath Slocum",NA,33.33,6,18,"OnePuttPercentageRound5",2008
40,40,"Kevin Stadler",NA,33.33,6,18,"OnePuttPercentageRound5",2008
40,40,"Chris Stroud",NA,33.33,6,18,"OnePuttPercentageRound5",2008
40,40,"Kevin Sutherland",NA,33.33,6,18,"OnePuttPercentageRound5",2008
40,40,"Vaughn Taylor",NA,33.33,6,18,"OnePuttPercentageRound5",2008
40,40,"Johnson Wagner",NA,33.33,6,18,"OnePuttPercentageRound5",2008
56,56,"Brad Adamonis",NA,27.78,5,18,"OnePuttPercentageRound5",2008
56,56,"Ben Crane",NA,27.78,5,18,"OnePuttPercentageRound5",2008
56,56,"Brian Gay",NA,27.78,5,18,"OnePuttPercentageRound5",2008
56,56,"Lucas Glover",NA,27.78,5,18,"OnePuttPercentageRound5",2008
56,56,"Mathew Goggin",NA,27.78,5,18,"OnePuttPercentageRound5",2008
56,56,"JJ Henry",NA,27.78,5,18,"OnePuttPercentageRound5",2008
56,56,"Dustin Johnson",NA,27.78,5,18,"OnePuttPercentageRound5",2008
56,56,"Martin Laird",NA,27.78,5,18,"OnePuttPercentageRound5",2008
56,56,"Brett Rumford",NA,27.78,5,18,"OnePuttPercentageRound5",2008
56,56,"Kyle Thompson",NA,27.78,5,18,"OnePuttPercentageRound5",2008
56,56,"Charles Warren",NA,27.78,5,18,"OnePuttPercentageRound5",2008
67,67,"Justin Bolli",NA,22.22,4,18,"OnePuttPercentageRound5",2008
67,67,"Jason Gore",NA,22.22,4,18,"OnePuttPercentageRound5",2008
67,67,"Jesper Parnevik",NA,22.22,4,18,"OnePuttPercentageRound5",2008
67,67,"Patrick Sheehan",NA,22.22,4,18,"OnePuttPercentageRound5",2008
67,67,"Boo Weekley",NA,22.22,4,18,"OnePuttPercentageRound5",2008
67,67,"YE Yang",NA,22.22,4,18,"OnePuttPercentageRound5",2008
