"TotalMoneyOfficialandUnofficial_RANKTHISWEEK_2014","TotalMoneyOfficialandUnofficial_RANKLASTWEEK_2014","TotalMoneyOfficialandUnofficial_PLAYERNAME_2014","TotalMoneyOfficialandUnofficial_EVENTS_2014","TotalMoneyOfficialandUnofficial_MONEY_2014","stat_name","year"
42,42,"Freddie Jacobson",28,2144289,"TotalMoneyOfficialandUnofficial",2014
43,43,"Seung Yul Noh",27,2115234,"TotalMoneyOfficialandUnofficial",2014
44,44,"Charles Howell III",30,2082044,"TotalMoneyOfficialandUnofficial",2014
45,45,"Tim Clark",26,2066344,"TotalMoneyOfficialandUnofficial",2014
46,46,"George McNeill",24,2014357,"TotalMoneyOfficialandUnofficial",2014
47,47,"Charl Schwartzel",18,1997482,"TotalMoneyOfficialandUnofficial",2014
48,48,"Charley Hoffman",25,1977296,"TotalMoneyOfficialandUnofficial",2014
49,49,"Matt Jones",25,1928154,"TotalMoneyOfficialandUnofficial",2014
50,50,"Ian Poulter",20,1901693,"TotalMoneyOfficialandUnofficial",2014
51,51,"Henrik Stenson",16,1894235,"TotalMoneyOfficialandUnofficial",2014
52,52,"Angel Cabrera",23,1868559,"TotalMoneyOfficialandUnofficial",2014
53,53,"Erik Compton",29,1856976,"TotalMoneyOfficialandUnofficial",2014
54,54,"Will Ma Kenzie",27,1853822,"TotalMoneyOfficialandUnofficial",2014
55,55,"Brian Stuard",29,1852531,"TotalMoneyOfficialandUnofficial",2014
56,56,"Chris Stroud",25,1826399,"TotalMoneyOfficialandUnofficial",2014
57,57,"Geoff Ogilvy",26,1809632,"TotalMoneyOfficialandUnofficial",2014
58,58,"Ernie Els",24,1799569,"TotalMoneyOfficialandUnofficial",2014
59,59,"KJ Choi",24,1777848,"TotalMoneyOfficialandUnofficial",2014
60,60,"Victor Dubuisson",12,1742986,"TotalMoneyOfficialandUnofficial",2014
61,61,"Steven Bowditch",30,1734693,"TotalMoneyOfficialandUnofficial",2014
62,62,"Chesson Hadley",29,1703316,"TotalMoneyOfficialandUnofficial",2014
63,63,"Brandt Snedeker",25,1652380,"TotalMoneyOfficialandUnofficial",2014
64,64,"Ryo Ishikawa",25,1650579,"TotalMoneyOfficialandUnofficial",2014
65,65,"Camilo Villegas",29,1642124,"TotalMoneyOfficialandUnofficial",2014
66,66,"Morgan Hoffmann",32,1595922,"TotalMoneyOfficialandUnofficial",2014
67,67,"Jason Bohn",25,1585189,"TotalMoneyOfficialandUnofficial",2014
68,68,"Jonas Blixt",24,1551698,"TotalMoneyOfficialandUnofficial",2014
69,69,"Justin Hicks",30,1544061,"TotalMoneyOfficialandUnofficial",2014
70,70,"Ben Crane",25,1534634,"TotalMoneyOfficialandUnofficial",2014
71,71,"Jerry Kelly",24,1531059,"TotalMoneyOfficialandUnofficial",2014
72,72,"Russell Knox",26,1513630,"TotalMoneyOfficialandUnofficial",2014
73,73,"Daniel Summerhays",27,1509543,"TotalMoneyOfficialandUnofficial",2014
74,74,"Steve Stricker",14,1491747,"TotalMoneyOfficialandUnofficial",2014
75,75,"Ben Martin",26,1482836,"TotalMoneyOfficialandUnofficial",2014
76,76,"Stuart Appleby",29,1477971,"TotalMoneyOfficialandUnofficial",2014
77,77,"Lee Westwood",21,1473604,"TotalMoneyOfficialandUnofficial",2014
78,78,"Luke Donald",17,1451440,"TotalMoneyOfficialandUnofficial",2014
79,79,"Scott Brown",30,1441725,"TotalMoneyOfficialandUnofficial",2014
80,80,"Thomas Bjorn",11,1389950,"TotalMoneyOfficialandUnofficial",2014
81,81,"Scott Stallings",28,1385689,"TotalMoneyOfficialandUnofficial",2014
82,82,"Shawn Stefani",17,1369259,"TotalMoneyOfficialandUnofficial",2014
83,83,"Brendan Steele",26,1359890,"TotalMoneyOfficialandUnofficial",2014
84,84,"Carl Pettersson",28,1348393,"TotalMoneyOfficialandUnofficial",2014
85,85,"Kevin Chappell",28,1343412,"TotalMoneyOfficialandUnofficial",2014
86,86,"David Hearn",29,1335824,"TotalMoneyOfficialandUnofficial",2014
87,87,"Jamie Donaldson",13,1329823,"TotalMoneyOfficialandUnofficial",2014
88,88,"Brendon de Jonge",32,1316395,"TotalMoneyOfficialandUnofficial",2014
89,89,"Pat Perez",25,1315080,"TotalMoneyOfficialandUnofficial",2014
90,90,"Francesco Molinari",13,1314074,"TotalMoneyOfficialandUnofficial",2014
91,91,"Robert Streb",21,1300075,"TotalMoneyOfficialandUnofficial",2014
92,92,"William McGirt",29,1275738,"TotalMoneyOfficialandUnofficial",2014
93,93,"Jason Kokrak",19,1200381,"TotalMoneyOfficialandUnofficial",2014
94,94,"Andrew Svoboda",24,1168073,"TotalMoneyOfficialandUnofficial",2014
95,95,"Scott Langley",29,1151496,"TotalMoneyOfficialandUnofficial",2014
96,96,"Billy Hurley III",26,1145299,"TotalMoneyOfficialandUnofficial",2014
97,97,"Bo Van Pelt",26,1132218,"TotalMoneyOfficialandUnofficial",2014
98,98,"Jeff Overton",24,1115467,"TotalMoneyOfficialandUnofficial",2014
99,99,"Rory Sabbatini",27,1114736,"TotalMoneyOfficialandUnofficial",2014
100,100,"Robert Garrigus",25,1095474,"TotalMoneyOfficialandUnofficial",2014
101,101,"Retief Goosen",27,1068573,"TotalMoneyOfficialandUnofficial",2014
102,102,"Vijay Singh",26,1045028,"TotalMoneyOfficialandUnofficial",2014
103,103,"Brooks Koepka",16,1043115,"TotalMoneyOfficialandUnofficial",2014
104,104,"Martin Flores",26,1035447,"TotalMoneyOfficialandUnofficial",2014
105,105,"John Huh",28,974043,"TotalMoneyOfficialandUnofficial",2014
106,106,"Kevin Kisner",26,954497,"TotalMoneyOfficialandUnofficial",2014
107,107,"Louis Oosthuizen",16,946134,"TotalMoneyOfficialandUnofficial",2014
108,108,"Aaron Baddeley",24,942559,"TotalMoneyOfficialandUnofficial",2014
109,109,"Mike Weir",26,934413,"TotalMoneyOfficialandUnofficial",2014
110,110,"Michael Thompson",22,932300,"TotalMoneyOfficialandUnofficial",2014
111,111,"Stewart Cink",25,929166,"TotalMoneyOfficialandUnofficial",2014
112,112,"Gonzalo Fdez Castano",25,926493,"TotalMoneyOfficialandUnofficial",2014
113,113,"Nick Watney",25,913398,"TotalMoneyOfficialandUnofficial",2014
114,114,"Boo Weekley",25,909340,"TotalMoneyOfficialandUnofficial",2014
115,115,"Justin Leonard",23,892949,"TotalMoneyOfficialandUnofficial",2014
116,116,"Troy Merritt",20,882864,"TotalMoneyOfficialandUnofficial",2014
117,117,"Paul Casey",16,877968,"TotalMoneyOfficialandUnofficial",2014
118,118,"Tim Wilkinson",26,856679,"TotalMoneyOfficialandUnofficial",2014
119,119,"Kiradech Aphibarnrat",10,854428,"TotalMoneyOfficialandUnofficial",2014
120,120,"Brian Davis",28,842539,"TotalMoneyOfficialandUnofficial",2014
121,121,"Luke Guthrie",26,840555,"TotalMoneyOfficialandUnofficial",2014
122,122,"Bryce Molder",25,828605,"TotalMoneyOfficialandUnofficial",2014
123,123,"Michael Putnam",30,818799,"TotalMoneyOfficialandUnofficial",2014
124,124,"David Toms",20,801355,"TotalMoneyOfficialandUnofficial",2014
125,125,"Andres Romero",26,782184,"TotalMoneyOfficialandUnofficial",2014
126,126,"Danny Lee",28,781295,"TotalMoneyOfficialandUnofficial",2014
127,127,"Jim Renner",25,763978,"TotalMoneyOfficialandUnofficial",2014
128,128,"Miguel Angel Jimenez",9,757000,"TotalMoneyOfficialandUnofficial",2014
129,129,"Jhonattan Vegas",23,751763,"TotalMoneyOfficialandUnofficial",2014
130,130,"Sangmoon Bae",25,746111,"TotalMoneyOfficialandUnofficial",2014
131,131,"James Hahn",27,735259,"TotalMoneyOfficialandUnofficial",2014
132,132,"Nicholas Thompson",30,713377,"TotalMoneyOfficialandUnofficial",2014
133,133,"Charlie Beljan",26,712652,"TotalMoneyOfficialandUnofficial",2014
134,134,"Ricky Barnes",27,706855,"TotalMoneyOfficialandUnofficial",2014
135,135,"David Lingmerth",26,676661,"TotalMoneyOfficialandUnofficial",2014
136,136,"Richard Sterne",7,654232,"TotalMoneyOfficialandUnofficial",2014
137,137,"Martin Laird",21,651663,"TotalMoneyOfficialandUnofficial",2014
138,138,"Bud Cauley",19,647886,"TotalMoneyOfficialandUnofficial",2014
139,139,"Jason Allred",9,626734,"TotalMoneyOfficialandUnofficial",2014
140,140,"Ben Curtis",24,625515,"TotalMoneyOfficialandUnofficial",2014
141,141,"Brad Fritsch",19,624391,"TotalMoneyOfficialandUnofficial",2014
142,142,"Richard Lee",27,618443,"TotalMoneyOfficialandUnofficial",2014
143,143,"Brice Garnett",28,617805,"TotalMoneyOfficialandUnofficial",2014
144,144,"Jonathan Byrd",24,617014,"TotalMoneyOfficialandUnofficial",2014
145,145,"Briny Baird",17,616316,"TotalMoneyOfficialandUnofficial",2014
146,146,"Roberto Castro",27,615933,"TotalMoneyOfficialandUnofficial",2014
147,147,"Brian Gay",26,605368,"TotalMoneyOfficialandUnofficial",2014
148,148,"Stephen Gallacher",14,601751,"TotalMoneyOfficialandUnofficial",2014
149,149,"Will Wilcox",16,586159,"TotalMoneyOfficialandUnofficial",2014
150,150,"Matteo Manassero",11,581318,"TotalMoneyOfficialandUnofficial",2014
151,151,"Greg Chalmers",27,578979,"TotalMoneyOfficialandUnofficial",2014
152,152,"Heath Slocum",23,566167,"TotalMoneyOfficialandUnofficial",2014
153,153,"Andrew Loupe",22,563121,"TotalMoneyOfficialandUnofficial",2014
154,154,"JJ Henry",28,554615,"TotalMoneyOfficialandUnofficial",2014
155,155,"Robert Karlsson",7,545695,"TotalMoneyOfficialandUnofficial",2014
156,156,"Chad Campbell",19,543298,"TotalMoneyOfficialandUnofficial",2014
157,157,"John Merrick",25,516148,"TotalMoneyOfficialandUnofficial",2014
158,158,"Robert Allenby",29,514288,"TotalMoneyOfficialandUnofficial",2014
159,159,"Hudson Swafford",26,513883,"TotalMoneyOfficialandUnofficial",2014
160,160,"Sean OHair",26,508793,"TotalMoneyOfficialandUnofficial",2014
161,161,"Tiger Woods",8,508275,"TotalMoneyOfficialandUnofficial",2014
162,162,"George Coetzee",7,496239,"TotalMoneyOfficialandUnofficial",2014
163,163,"Tommy Gainey",26,490590,"TotalMoneyOfficialandUnofficial",2014
164,164,"Thongchai Jaidee",9,475211,"TotalMoneyOfficialandUnofficial",2014
165,165,"Kyle Stanley",28,473581,"TotalMoneyOfficialandUnofficial",2014
166,166,"Peter Hanson",14,461031,"TotalMoneyOfficialandUnofficial",2014
167,167,"Ken Duke",25,455589,"TotalMoneyOfficialandUnofficial",2014
168,168,"Tyrone Van Aswegen",25,454856,"TotalMoneyOfficialandUnofficial",2014
169,169,"Wes Roach",22,453616,"TotalMoneyOfficialandUnofficial",2014
170,170,"Trevor Immelman",28,447516,"TotalMoneyOfficialandUnofficial",2014
171,171,"Mikko Ilonen",5,429475,"TotalMoneyOfficialandUnofficial",2014
172,172,"Scott Piercy",12,411635,"TotalMoneyOfficialandUnofficial",2014
173,173,"Chad Collins",28,408434,"TotalMoneyOfficialandUnofficial",2014
174,174,"Branden Grace",12,402368,"TotalMoneyOfficialandUnofficial",2014
175,175,"Johnson Wagner",24,393729,"TotalMoneyOfficialandUnofficial",2014
176,176,"Thorbjorn Olesen",15,391222,"TotalMoneyOfficialandUnofficial",2014
177,177,"Troy Matteson",23,387796,"TotalMoneyOfficialandUnofficial",2014
178,178,"Ted Potter Jr",24,386341,"TotalMoneyOfficialandUnofficial",2014
179,179,"Charlie Wi",25,384796,"TotalMoneyOfficialandUnofficial",2014
180,180,"James Driscoll",25,371404,"TotalMoneyOfficialandUnofficial",2014
181,181,"Joe Durant",15,369268,"TotalMoneyOfficialandUnofficial",2014
182,182,"Padraig Harrington",17,369175,"TotalMoneyOfficialandUnofficial",2014
183,183,"Joost Luiten",9,368250,"TotalMoneyOfficialandUnofficial",2014
184,184,"Josh Teater",28,366241,"TotalMoneyOfficialandUnofficial",2014
185,185,"DA Points",27,364653,"TotalMoneyOfficialandUnofficial",2014
186,186,"Jeff Maggert",19,360157,"TotalMoneyOfficialandUnofficial",2014
187,187,"Hideto Tanihara",4,359000,"TotalMoneyOfficialandUnofficial",2014
188,188,"Bernhard Langer",2,324000,"TotalMoneyOfficialandUnofficial",2014
189,189,"Bernd Wiesberger",5,320889,"TotalMoneyOfficialandUnofficial",2014
190,190,"Kenny Perry",7,320588,"TotalMoneyOfficialandUnofficial",2014
191,191,"Jamie Lovemark",20,305944,"TotalMoneyOfficialandUnofficial",2014
192,192,"Derek Ernst",28,305654,"TotalMoneyOfficialandUnofficial",2014
193,193,"Steve Marino",13,294565,"TotalMoneyOfficialandUnofficial",2014
194,194,"Woody Austin",22,292824,"TotalMoneyOfficialandUnofficial",2014
195,195,"John Rollins",28,289757,"TotalMoneyOfficialandUnofficial",2014
196,196,"Edoardo Molinari",2,288911,"TotalMoneyOfficialandUnofficial",2014
197,197,"Davis Love III",22,284800,"TotalMoneyOfficialandUnofficial",2014
198,198,"Spencer Levin",20,277780,"TotalMoneyOfficialandUnofficial",2014
199,199,"Jason Gore",7,273857,"TotalMoneyOfficialandUnofficial",2014
200,200,"Peter Malnati",18,271326,"TotalMoneyOfficialandUnofficial",2014
201,201,"YE Yang",28,254525,"TotalMoneyOfficialandUnofficial",2014
202,202,"Shane Lowry",4,253367,"TotalMoneyOfficialandUnofficial",2014
203,203,"Dicky Pride",13,243592,"TotalMoneyOfficialandUnofficial",2014
204,204,"John Peterson",25,238230,"TotalMoneyOfficialandUnofficial",2014
205,205,"Tim Herron",15,212771,"TotalMoneyOfficialandUnofficial",2014
206,206,"Lucas Glover",26,210166,"TotalMoneyOfficialandUnofficial",2014
207,207,"John Mallinger",14,209958,"TotalMoneyOfficialandUnofficial",2014
208,208,"Scott Gardiner",18,209270,"TotalMoneyOfficialandUnofficial",2014
209,209,"David Howell",3,208943,"TotalMoneyOfficialandUnofficial",2014
210,210,"Chris Wood",4,207751,"TotalMoneyOfficialandUnofficial",2014
211,211,"David Lynn",11,207414,"TotalMoneyOfficialandUnofficial",2014
212,212,"Gregory Bourdy",3,202458,"TotalMoneyOfficialandUnofficial",2014
213,213,"Marcel Siem",4,202179,"TotalMoneyOfficialandUnofficial",2014
214,214,"Stuart Manley",1,197500,"TotalMoneyOfficialandUnofficial",2014
215,215,"Max Homa",8,195924,"TotalMoneyOfficialandUnofficial",2014
216,216,"Scott Hend",3,193767,"TotalMoneyOfficialandUnofficial",2014
217,217,"Shiv Kapur",2,191968,"TotalMoneyOfficialandUnofficial",2014
218,218,"Jim Herman",21,187337,"TotalMoneyOfficialandUnofficial",2014
219,219,"Eric Axley",10,180734,"TotalMoneyOfficialandUnofficial",2014
220,220,"Nicolas Colsaerts",13,179367,"TotalMoneyOfficialandUnofficial",2014
221,221,"Justin Thomas",7,170237,"TotalMoneyOfficialandUnofficial",2014
222,222,"Kevin Tway",23,167278,"TotalMoneyOfficialandUnofficial",2014
223,223,"Marc Warren",2,164142,"TotalMoneyOfficialandUnofficial",2014
224,224,"Miguel Angel Carballo",15,161491,"TotalMoneyOfficialandUnofficial",2014
225,225,"Bronson La Cassie",18,160632,"TotalMoneyOfficialandUnofficial",2014
226,226,"Bob Estes",2,156000,"TotalMoneyOfficialandUnofficial",2014
227,227,"Mark Wilson",25,155313,"TotalMoneyOfficialandUnofficial",2014
228,228,"Rod Pampling",7,154051,"TotalMoneyOfficialandUnofficial",2014
229,229,"Maximilian Kieffer",2,145000,"TotalMoneyOfficialandUnofficial",2014
230,230,"Stephen Ames",18,141143,"TotalMoneyOfficialandUnofficial",2014
231,231,"Mark Calcavecchia",9,141108,"TotalMoneyOfficialandUnofficial",2014
232,232,"DH Lee",20,138642,"TotalMoneyOfficialandUnofficial",2014
233,233,"Danny Willett",4,138328,"TotalMoneyOfficialandUnofficial",2014
234,234,"Jin Jeong",3,135250,"TotalMoneyOfficialandUnofficial",2014
235,235,"Darren Clarke",15,128293,"TotalMoneyOfficialandUnofficial",2014
236,236,"Mark Anderson",8,122598,"TotalMoneyOfficialandUnofficial",2014
237,237,"Fred Funk",9,122417,"TotalMoneyOfficialandUnofficial",2014
238,238,"Peter Uihlein",7,122250,"TotalMoneyOfficialandUnofficial",2014
239,239,"Chris DiMarco",8,121370,"TotalMoneyOfficialandUnofficial",2014
240,240,"WC Liang",3,118000,"TotalMoneyOfficialandUnofficial",2014
241,241,"Tim Petrovic",10,109299,"TotalMoneyOfficialandUnofficial",2014
242,242,"Alexander Levy",2,108500,"TotalMoneyOfficialandUnofficial",2014
243,243,"Darren Fichardt",2,107750,"TotalMoneyOfficialandUnofficial",2014
244,244,"Gaganjeet Bhullar",3,103925,"TotalMoneyOfficialandUnofficial",2014
245,245,"Austin Cook",1,102467,"TotalMoneyOfficialandUnofficial",2014
246,246,"Fred Couples",3,101160,"TotalMoneyOfficialandUnofficial",2014
247,247,"Scott Verplank",13,100696,"TotalMoneyOfficialandUnofficial",2014
248,248,"Fabrizio Zanotti",2,100575,"TotalMoneyOfficialandUnofficial",2014
249,249,"Peter Jacobsen",2,1e+05,"TotalMoneyOfficialandUnofficial",2014
249,249,"Roope Kakko",1,1e+05,"TotalMoneyOfficialandUnofficial",2014
249,249,"Ricardo Santos",1,1e+05,"TotalMoneyOfficialandUnofficial",2014
252,252,"Cody Gribble",1,98598,"TotalMoneyOfficialandUnofficial",2014
253,253,"Blake Adams",8,98439,"TotalMoneyOfficialandUnofficial",2014
254,254,"Ryuji Imada",9,98186,"TotalMoneyOfficialandUnofficial",2014
255,255,"Matt Bettencourt",14,96825,"TotalMoneyOfficialandUnofficial",2014
256,256,"Greg Owen",8,95117,"TotalMoneyOfficialandUnofficial",2014
257,257,"David Duval",15,94709,"TotalMoneyOfficialandUnofficial",2014
258,258,"Hyung Sung Kim",6,92982,"TotalMoneyOfficialandUnofficial",2014
259,259,"Pablo Larrazabal",5,92250,"TotalMoneyOfficialandUnofficial",2014
260,260,"Alex Prugh",16,90606,"TotalMoneyOfficialandUnofficial",2014
261,261,"Anirban Lahiri",4,90510,"TotalMoneyOfficialandUnofficial",2014
262,262,"Mike Hendry",2,89500,"TotalMoneyOfficialandUnofficial",2014
263,263,"Kevin Foley",15,87738,"TotalMoneyOfficialandUnofficial",2014
264,264,"Tommy Fleetwood",3,87000,"TotalMoneyOfficialandUnofficial",2014
265,265,"Rafa Cabrera Bello",6,86950,"TotalMoneyOfficialandUnofficial",2014
266,266,"Brett Rumford",3,86000,"TotalMoneyOfficialandUnofficial",2014
267,267,"Doug LaBelle II",12,84209,"TotalMoneyOfficialandUnofficial",2014
268,268,"Jay McLuen",2,84171,"TotalMoneyOfficialandUnofficial",2014
268,268,"Alvaro Quiros",2,84171,"TotalMoneyOfficialandUnofficial",2014
270,270,"Wu Ashun",3,82875,"TotalMoneyOfficialandUnofficial",2014
271,271,"Oscar Fraustro",2,82660,"TotalMoneyOfficialandUnofficial",2014
272,272,"Greg Norman",1,80000,"TotalMoneyOfficialandUnofficial",2014
273,273,"Siddikur Rahman",2,77933,"TotalMoneyOfficialandUnofficial",2014
274,274,"John Daly",15,76635,"TotalMoneyOfficialandUnofficial",2014
275,275,"Patrick Cantlay",5,76131,"TotalMoneyOfficialandUnofficial",2014
276,276,"Patrick Rodgers",7,75104,"TotalMoneyOfficialandUnofficial",2014
277,277,"Jaco Van Zyl",1,75100,"TotalMoneyOfficialandUnofficial",2014
278,278,"Andres Gonzales",2,75000,"TotalMoneyOfficialandUnofficial",2014
279,279,"Fabian Gomez",5,73116,"TotalMoneyOfficialandUnofficial",2014
280,280,"Cameron Beckman",12,72835,"TotalMoneyOfficialandUnofficial",2014
281,281,"Koumei Oda",2,69753,"TotalMoneyOfficialandUnofficial",2014
282,282,"Lee Williams",13,66075,"TotalMoneyOfficialandUnofficial",2014
283,283,"Byeong Hun An",1,65350,"TotalMoneyOfficialandUnofficial",2014
284,284,"Mark Brown",1,64000,"TotalMoneyOfficialandUnofficial",2014
284,284,"Wenyi Huang",1,64000,"TotalMoneyOfficialandUnofficial",2014
286,286,"Lee Janzen",8,63946,"TotalMoneyOfficialandUnofficial",2014
287,287,"Brady Watt",4,61288,"TotalMoneyOfficialandUnofficial",2014
288,288,"Billy Andrade",2,60833,"TotalMoneyOfficialandUnofficial",2014
288,288,"Brad Faxon",1,60833,"TotalMoneyOfficialandUnofficial",2014
290,290,"Daniel Berger",1,59588,"TotalMoneyOfficialandUnofficial",2014
291,291,"Hao Tong Li",1,58000,"TotalMoneyOfficialandUnofficial",2014
292,292,"Jose Coceres",6,57620,"TotalMoneyOfficialandUnofficial",2014
293,293,"Alex Cejka",6,57059,"TotalMoneyOfficialandUnofficial",2014
294,294,"Will Claxton",8,56886,"TotalMoneyOfficialandUnofficial",2014
295,295,"Lexi Thompson",1,55000,"TotalMoneyOfficialandUnofficial",2014
296,296,"Seukhyun Baek",2,54700,"TotalMoneyOfficialandUnofficial",2014
297,297,"Emiliano Grillo",2,53806,"TotalMoneyOfficialandUnofficial",2014
298,298,"Tom Watson",5,53727,"TotalMoneyOfficialandUnofficial",2014
299,299,"Tag Ridings",12,53647,"TotalMoneyOfficialandUnofficial",2014
300,300,"Kristoffer Broberg",1,52964,"TotalMoneyOfficialandUnofficial",2014
301,301,"Prayad Marksaeng",2,52600,"TotalMoneyOfficialandUnofficial",2014
302,302,"Joe Ogilvie",13,52035,"TotalMoneyOfficialandUnofficial",2014
303,303,"Hiroyuki Fujita",1,49000,"TotalMoneyOfficialandUnofficial",2014
303,303,"Masahiro Kawamura",2,49000,"TotalMoneyOfficialandUnofficial",2014
305,305,"Jose Maria Olazabal",1,48600,"TotalMoneyOfficialandUnofficial",2014
306,306,"Harrison Frazar",15,47247,"TotalMoneyOfficialandUnofficial",2014
307,307,"Steve Flesch",5,46352,"TotalMoneyOfficialandUnofficial",2014
308,308,"Dawie van der Walt",2,46000,"TotalMoneyOfficialandUnofficial",2014
309,309,"Mark Tullo",1,45500,"TotalMoneyOfficialandUnofficial",2014
310,310,"Paul Goydos",19,43441,"TotalMoneyOfficialandUnofficial",2014
311,311,"Daisuke Maruyama",1,43000,"TotalMoneyOfficialandUnofficial",2014
312,312,"Daniel Popovic",1,42875,"TotalMoneyOfficialandUnofficial",2014
313,313,"Yoshitaka Takeya",1,42625,"TotalMoneyOfficialandUnofficial",2014
314,314,"Tano Goya",1,42000,"TotalMoneyOfficialandUnofficial",2014
315,315,"Raphael Jacquelin",1,41250,"TotalMoneyOfficialandUnofficial",2014
316,316,"Mu Hu",1,40750,"TotalMoneyOfficialandUnofficial",2014
317,317,"Robert Jan Derksen",1,40500,"TotalMoneyOfficialandUnofficial",2014
318,318,"Huang Mingjie",1,40250,"TotalMoneyOfficialandUnofficial",2014
319,319,"Dudley Hart",4,40217,"TotalMoneyOfficialandUnofficial",2014
320,320,"Jon Curran",1,37952,"TotalMoneyOfficialandUnofficial",2014
321,321,"Lucas Bjerregaard",1,37754,"TotalMoneyOfficialandUnofficial",2014
321,321,"Zac Blair",1,37754,"TotalMoneyOfficialandUnofficial",2014
321,321,"Garth Mulroy",1,37754,"TotalMoneyOfficialandUnofficial",2014
324,324,"Adilson da Silva",1,37500,"TotalMoneyOfficialandUnofficial",2014
324,324,"Tim Sluiter",1,37500,"TotalMoneyOfficialandUnofficial",2014
326,326,"Oliver Goss",7,37160,"TotalMoneyOfficialandUnofficial",2014
327,327,"Alexandre Rocha",1,35500,"TotalMoneyOfficialandUnofficial",2014
328,328,"Chris Smith",7,33620,"TotalMoneyOfficialandUnofficial",2014
329,329,"Mikko Korhonen",1,32500,"TotalMoneyOfficialandUnofficial",2014
329,329,"Angelo Que",1,32500,"TotalMoneyOfficialandUnofficial",2014
331,331,"Billy Mayfair",4,32118,"TotalMoneyOfficialandUnofficial",2014
332,332,"Marc Turnesa",6,30959,"TotalMoneyOfficialandUnofficial",2014
333,333,"Glen Day",5,30628,"TotalMoneyOfficialandUnofficial",2014
333,333,"Steven Ihm",1,30628,"TotalMoneyOfficialandUnofficial",2014
335,335,"Edward Loar",19,29958,"TotalMoneyOfficialandUnofficial",2014
