"PuttingAverage_RANKTHISWEEK_2016","PuttingAverage_RANKLASTWEEK_2016","PuttingAverage_PLAYERNAME_2016","PuttingAverage_ROUNDS_2016","PuttingAverage_AVG_2016","PuttingAverage_GIRPUTTS_2016","PuttingAverage_GREENSHIT_2016","PuttingAverage_BIRDIECONVERSION_2016","PuttingAverage_GIRRANK_2016","stat_name","year"
1,1,"Jordan Spieth",34,1.672,575,344,39.36,152,"PuttingAverage",2016
2,2,"Steve Stricker",25,1.696,463,273,33.21,190,"PuttingAverage",2016
3,3,"Andrew Loupe",50,1.712,986,576,34.97,147,"PuttingAverage",2016
4,4,"Kevin Kisner",49,1.717,963,561,33.63,43,"PuttingAverage",2016
5,5,"Aaron Baddeley",51,1.718,986,574,32.22,169,"PuttingAverage",2016
5,9,"Phil Mickelson",37,1.718,687,400,35.09,105,"PuttingAverage",2016
7,7,"Brian Gay",22,1.72,356,207,30.92,207,"PuttingAverage",2016
8,13,"Jonas Blixt",46,1.721,864,502,32.67,191,"PuttingAverage",2016
9,7,"Jason Bohn",37,1.724,786,456,30.55,31,"PuttingAverage",2016
10,5,"Hideki Matsuyama",40,1.726,806,467,36.48,13,"PuttingAverage",2016
10,12,"Brandt Snedeker",47,1.726,877,508,32.54,98,"PuttingAverage",2016
12,10,"Daniel Summerhays",55,1.727,1076,623,32.69,165,"PuttingAverage",2016
13,14,"Dustin Johnson",37,1.728,662,383,39.27,73,"PuttingAverage",2016
14,15,"Marc Leishman",41,1.729,778,450,32.96,93,"PuttingAverage",2016
14,10,"Ryan Moore",40,1.729,721,417,30.12,81,"PuttingAverage",2016
16,18,"Vaughn Taylor",30,1.73,597,345,32.46,148,"PuttingAverage",2016
17,20,"Ricky Barnes",57,1.736,1156,666,30.57,118,"PuttingAverage",2016
17,20,"Jason Day",36,1.736,611,352,35.8,51,"PuttingAverage",2016
19,15,"Adam Hadwin",53,1.737,1105,636,29.97,65,"PuttingAverage",2016
19,22,"Freddie Jacobson",54,1.737,1089,627,31.2,128,"PuttingAverage",2016
21,23,"Ben Crane",48,1.739,951,547,31.68,159,"PuttingAverage",2016
22,25,"Luke Guthrie",31,1.74,623,358,30.62,141,"PuttingAverage",2016
22,25,"Troy Merritt",41,1.74,811,466,30.04,163,"PuttingAverage",2016
22,17,"Adam Scott",39,1.74,790,454,35.9,14,"PuttingAverage",2016
25,18,"Anirban Lahiri",44,1.742,803,461,32.75,172,"PuttingAverage",2016
25,28,"Kevin Na",52,1.742,1042,598,31.77,40,"PuttingAverage",2016
27,24,"Peter Malnati",53,1.743,1051,603,30.28,160,"PuttingAverage",2016
27,38,"William McGirt",54,1.743,1147,658,30.79,44,"PuttingAverage",2016
27,31,"Kyle Reifers",63,1.743,1332,764,30.26,53,"PuttingAverage",2016
30,35,"Rickie Fowler",42,1.744,872,500,33.87,5,"PuttingAverage",2016
30,31,"Patton Kizzire",57,1.744,1081,620,31.99,117,"PuttingAverage",2016
30,44,"Tim Wilkinson",40,1.744,818,469,30.77,111,"PuttingAverage",2016
33,27,"Derek Fathauer",58,1.745,1134,650,31.12,178,"PuttingAverage",2016
33,38,"Rory McIlroy",37,1.745,644,369,36.51,32,"PuttingAverage",2016
35,35,"Byeong Hun An",23,1.746,391,224,34.38,103,"PuttingAverage",2016
36,38,"George McNeill",33,1.747,627,359,30.08,193,"PuttingAverage",2016
37,35,"Smylie Kaufman",57,1.748,1157,662,32.02,34,"PuttingAverage",2016
37,31,"Ben Martin",48,1.748,1007,576,30.54,65,"PuttingAverage",2016
39,34,"Spencer Levin",62,1.749,1308,748,28.42,59,"PuttingAverage",2016
40,28,"Alex Cejka",47,1.75,999,571,30.58,49,"PuttingAverage",2016
40,28,"Carlos Ortiz",47,1.75,954,545,30.7,132,"PuttingAverage",2016
42,41,"Zach Johnson",42,1.751,809,462,30.8,48,"PuttingAverage",2016
43,44,"Jon Curran",55,1.752,1083,618,28.36,174,"PuttingAverage",2016
43,44,"Charley Hoffman",49,1.752,925,528,30.55,151,"PuttingAverage",2016
43,54,"Charles Howell III",63,1.752,1351,771,31.25,36,"PuttingAverage",2016
43,44,"Seung Yul Noh",54,1.752,1118,638,30.93,97,"PuttingAverage",2016
43,41,"Sean OHair",45,1.752,939,536,30.47,82,"PuttingAverage",2016
43,50,"Cameron Tringale",47,1.752,974,556,30.4,94,"PuttingAverage",2016
49,50,"Bryce Molder",50,1.753,1001,571,28.35,157,"PuttingAverage",2016
49,50,"DJ Trahan",23,1.753,482,275,31.27,76,"PuttingAverage",2016
51,89,"Retief Goosen",37,1.754,726,414,28.26,180,"PuttingAverage",2016
51,65,"Brian Harman",60,1.754,1205,687,30.76,155,"PuttingAverage",2016
51,53,"Jimmy Walker",43,1.754,826,471,33.62,104,"PuttingAverage",2016
51,65,"Steve Wheatcroft",53,1.754,1005,573,27.94,195,"PuttingAverage",2016
55,62,"David Lingmerth",54,1.755,1023,583,31.03,85,"PuttingAverage",2016
55,54,"Ryan Palmer",46,1.755,983,560,32.26,45,"PuttingAverage",2016
57,57,"Graeme McDowell",33,1.756,618,352,30.77,109,"PuttingAverage",2016
57,44,"Will Wilcox",47,1.756,929,529,31.12,169,"PuttingAverage",2016
59,59,"John Huh",51,1.757,1072,610,28.38,74,"PuttingAverage",2016
59,59,"Matt Kuchar",46,1.757,884,503,31.01,71,"PuttingAverage",2016
59,59,"Justin Leonard",28,1.757,529,301,27.91,197,"PuttingAverage",2016
62,57,"Nick Taylor",57,1.758,1183,673,29.19,100,"PuttingAverage",2016
63,65,"Jason Dufner",53,1.759,1089,619,31.88,27,"PuttingAverage",2016
63,41,"Jason Gore",51,1.759,1085,617,29.64,54,"PuttingAverage",2016
63,44,"Michael Kim",62,1.759,1226,697,29.56,173,"PuttingAverage",2016
63,71,"Justin Rose",35,1.759,714,406,32.59,9,"PuttingAverage",2016
67,74,"DH Lee",35,1.76,644,366,28.02,203,"PuttingAverage",2016
68,65,"Kevin Chappell",49,1.761,1041,591,30.27,60,"PuttingAverage",2016
69,109,"Roberto Castro",55,1.762,1212,688,28.57,21,"PuttingAverage",2016
69,77,"Branden Grace",31,1.762,615,349,29.8,23,"PuttingAverage",2016
69,86,"Tom Hoge",47,1.762,941,534,28.68,164,"PuttingAverage",2016
69,84,"JB Holmes",39,1.762,749,425,33.65,100,"PuttingAverage",2016
69,77,"Carl Pettersson",31,1.762,555,315,29.3,206,"PuttingAverage",2016
69,62,"Brian Stuard",24,1.762,488,277,28.99,142,"PuttingAverage",2016
75,74,"Daniel Berger",52,1.763,1040,590,30.68,62,"PuttingAverage",2016
75,62,"David Hearn",55,1.763,1183,671,27.54,41,"PuttingAverage",2016
75,80,"Russell Henley",42,1.763,901,511,27.45,46,"PuttingAverage",2016
75,65,"Martin Laird",46,1.763,950,539,31.17,113,"PuttingAverage",2016
79,86,"John Senden",48,1.764,1011,573,29.72,78,"PuttingAverage",2016
79,71,"Cameron Smith",45,1.764,891,505,29.9,176,"PuttingAverage",2016
79,54,"Michael Thompson",46,1.764,944,535,31.33,124,"PuttingAverage",2016
82,81,"Si Woo Kim",63,1.766,1275,722,29.68,153,"PuttingAverage",2016
82,81,"Kyle Stanley",57,1.766,1190,674,29.23,96,"PuttingAverage",2016
82,71,"Henrik Stenson",30,1.766,673,381,33.95,8,"PuttingAverage",2016
85,77,"Stuart Appleby",39,1.767,765,433,27.48,185,"PuttingAverage",2016
85,65,"Brendan Steele",48,1.767,1060,600,30.27,22,"PuttingAverage",2016
87,103,"Erik Compton",45,1.768,852,482,28.84,198,"PuttingAverage",2016
87,81,"Graham DeLaet",50,1.768,1112,629,30.25,17,"PuttingAverage",2016
89,74,"Morgan Hoffmann",43,1.769,856,484,31.06,169,"PuttingAverage",2016
89,89,"Billy Horschel",45,1.769,888,502,30.94,77,"PuttingAverage",2016
