"LateRound5ScoringAverage_RANKTHISWEEK_2009","LateRound5ScoringAverage_RANKLASTWEEK_2009","LateRound5ScoringAverage_PLAYERNAME_2009","LateRound5ScoringAverage__2009","LateRound5ScoringAverage_AVG_2009","LateRound5ScoringAverage_TOTALSTROKES_2009","LateRound5ScoringAverage_TOTALROUNDS_2009","stat_name","year"
1,1,"Matt Kuchar",NA,64,64,1,"LateRound5ScoringAverage",2009
2,2,"Nick Watney",NA,65,65,1,"LateRound5ScoringAverage",2009
3,3,"Cameron Beckman",NA,66,66,1,"LateRound5ScoringAverage",2009
4,4,"Joe Durant",NA,67,67,1,"LateRound5ScoringAverage",2009
4,4,"John Merrick",NA,67,67,1,"LateRound5ScoringAverage",2009
4,4,"Mike Weir",NA,67,67,1,"LateRound5ScoringAverage",2009
7,7,"Joe Ogilvie",NA,68,68,1,"LateRound5ScoringAverage",2009
8,8,"Alex Cejka",NA,69,69,1,"LateRound5ScoringAverage",2009
8,8,"Tim Clark",NA,69,69,1,"LateRound5ScoringAverage",2009
8,8,"Ben Crane",NA,69,69,1,"LateRound5ScoringAverage",2009
8,8,"Pat Perez",NA,69,69,1,"LateRound5ScoringAverage",2009
8,8,"Tom Pernice Jr",NA,69,69,1,"LateRound5ScoringAverage",2009
8,8,"Webb Simpson",NA,69,69,1,"LateRound5ScoringAverage",2009
14,14,"Michael Allen",NA,70,70,1,"LateRound5ScoringAverage",2009
14,14,"Richard Johnson",NA,70,70,1,"LateRound5ScoringAverage",2009
14,14,"Nicholas Thompson",NA,70,70,1,"LateRound5ScoringAverage",2009
14,14,"DJ Trahan",NA,70,70,1,"LateRound5ScoringAverage",2009
18,18,"Rich Beem",NA,71,71,1,"LateRound5ScoringAverage",2009
18,18,"Mathew Goggin",NA,71,71,1,"LateRound5ScoringAverage",2009
18,18,"John Mallinger",NA,71,71,1,"LateRound5ScoringAverage",2009
18,18,"Tim Petrovic",NA,71,71,1,"LateRound5ScoringAverage",2009
18,18,"Chris Stroud",NA,71,71,1,"LateRound5ScoringAverage",2009
23,23,"Bob Estes",NA,72,72,1,"LateRound5ScoringAverage",2009
23,23,"Dustin Johnson",NA,72,72,1,"LateRound5ScoringAverage",2009
23,23,"Michael Letzig",NA,72,72,1,"LateRound5ScoringAverage",2009
26,26,"Robert Garrigus",NA,73,73,1,"LateRound5ScoringAverage",2009
27,27,"Bubba Watson",NA,75,75,1,"LateRound5ScoringAverage",2009
28,28,"Vaughn Taylor",NA,76,76,1,"LateRound5ScoringAverage",2009
29,29,"Steve Stricker",NA,77,77,1,"LateRound5ScoringAverage",2009
30,30,"Brendon de Jonge",NA,78,78,1,"LateRound5ScoringAverage",2009
