"PuttingAverage_RANKTHISWEEK_2005","PuttingAverage_RANKLASTWEEK_2005","PuttingAverage_PLAYERNAME_2005","PuttingAverage_ROUNDS_2005","PuttingAverage_AVG_2005","PuttingAverage_GIRPUTTS_2005","PuttingAverage_GREENSHIT_2005","PuttingAverage_BIRDIECONVERSION_2005","PuttingAverage_GIRRANK_2005","stat_name","year"
34,34,"Gavin Coles",70,1.759,1379,784,28.08,165,"PuttingAverage",2005
34,34,"Dudley Hart",84,1.759,1768,1005,29.81,61,"PuttingAverage",2005
34,34,"Phillip Price",77,1.759,1504,855,29.59,98,"PuttingAverage",2005
38,38,"Bob Estes",92,1.76,1885,1071,28.79,114,"PuttingAverage",2005
38,38,"Mark Wilson",74,1.76,1461,830,28.95,75,"PuttingAverage",2005
40,40,"JP Hayes",63,1.761,1250,710,30.47,155,"PuttingAverage",2005
40,40,"Justin Leonard",78,1.761,1553,882,29.28,94,"PuttingAverage",2005
40,40,"Steve Lowery",100,1.761,1969,1118,30.94,113,"PuttingAverage",2005
43,43,"Bart Bryant",91,1.762,1989,1129,29.94,17,"PuttingAverage",2005
43,43,"Zach Johnson",96,1.762,2009,1140,29.79,53,"PuttingAverage",2005
43,43,"Jesper Parnevik",84,1.762,1589,902,29.4,183,"PuttingAverage",2005
43,43,"Corey Pavin",77,1.762,1448,822,28.41,157,"PuttingAverage",2005
43,43,"Vaughn Taylor",99,1.762,2061,1170,31.42,80,"PuttingAverage",2005
48,48,"Patrick Sheehan",114,1.763,2207,1252,30.32,144,"PuttingAverage",2005
49,49,"Cameron Beckman",96,1.764,1893,1073,29.84,109,"PuttingAverage",2005
49,49,"John Cook",72,1.764,1420,805,28.02,133,"PuttingAverage",2005
49,49,"Harrison Frazar",105,1.764,2135,1210,32.5,58,"PuttingAverage",2005
49,49,"Brian Gay",101,1.764,1958,1110,28.83,162,"PuttingAverage",2005
49,49,"Shigeki Maruyama",99,1.764,2036,1154,29.44,88,"PuttingAverage",2005
54,54,"Glen Day",80,1.765,1534,869,28.94,174,"PuttingAverage",2005
54,54,"Carl Pettersson",109,1.765,2205,1249,29.83,73,"PuttingAverage",2005
54,54,"Jay Williamson",53,1.765,1068,605,28.12,142,"PuttingAverage",2005
57,57,"Doug Barron",70,1.766,1489,843,28,46,"PuttingAverage",2005
57,57,"Olin Browne",99,1.766,2088,1182,27.71,15,"PuttingAverage",2005
57,57,"Brett Quigley",96,1.766,1893,1072,29.94,112,"PuttingAverage",2005
60,60,"Vijay Singh",111,1.767,2446,1384,31.06,4,"PuttingAverage",2005
61,61,"Retief Goosen",71,1.768,1308,740,30.85,38,"PuttingAverage",2005
61,61,"Richard Johnson",50,1.768,1084,613,29.74,28,"PuttingAverage",2005
61,61,"Kevin Na",88,1.768,1651,934,29.69,194,"PuttingAverage",2005
64,64,"Jason Bohn",91,1.769,1914,1082,28.78,74,"PuttingAverage",2005
64,64,"Hank Kuehne",84,1.769,1564,884,31.14,178,"PuttingAverage",2005
64,64,"Darron Stiles",78,1.769,1610,910,29.66,60,"PuttingAverage",2005
64,64,"Kirk Triplett",55,1.769,1065,602,28.79,121,"PuttingAverage",2005
68,68,"Todd Hamilton",94,1.77,1846,1043,28.56,140,"PuttingAverage",2005
68,68,"Mark Hensby",70,1.77,1363,770,31.47,149,"PuttingAverage",2005
68,68,"Ryuji Imada",78,1.77,1593,900,29.51,127,"PuttingAverage",2005
68,68,"Frank Lickliter II",100,1.77,2005,1133,29.85,83,"PuttingAverage",2005
68,68,"Mark OMeara",66,1.77,1257,710,26.55,196,"PuttingAverage",2005
73,73,"Matt Gogel",78,1.771,1514,855,27.78,159,"PuttingAverage",2005
74,74,"Scott Gutschewski",86,1.772,1768,998,30.99,33,"PuttingAverage",2005
74,74,"Hunter Mahan",103,1.772,2149,1213,30.26,52,"PuttingAverage",2005
74,74,"Scott McCarron",78,1.772,1487,839,29.75,147,"PuttingAverage",2005
74,74,"Tom Pernice Jr",111,1.772,2144,1210,29.39,151,"PuttingAverage",2005
74,74,"Loren Roberts",54,1.772,1106,624,27.77,89,"PuttingAverage",2005
79,79,"Mark Calcavecchia",92,1.773,1892,1067,30.99,76,"PuttingAverage",2005
79,79,"Lucas Glover",88,1.773,1853,1045,29.53,35,"PuttingAverage",2005
79,79,"Freddie Jacobson",72,1.773,1411,796,29.65,163,"PuttingAverage",2005
79,79,"Kevin Stadler",96,1.773,1897,1070,31.3,116,"PuttingAverage",2005
83,83,"Woody Austin",100,1.774,2056,1159,31.02,120,"PuttingAverage",2005
83,83,"Luke Donald",67,1.774,1311,739,26.63,22,"PuttingAverage",2005
85,85,"Chad Campbell",95,1.775,2015,1135,28.51,20,"PuttingAverage",2005
85,85,"Hidemichi Tanaka",106,1.775,2180,1228,28.68,48,"PuttingAverage",2005
87,87,"Brandt Jobe",96,1.776,1927,1085,30.17,85,"PuttingAverage",2005
88,88,"Dan Forsman",52,1.777,1107,623,29.9,14,"PuttingAverage",2005
88,88,"Jonathan Kaye",77,1.777,1578,888,29.38,53,"PuttingAverage",2005
88,88,"Neal Lancaster",95,1.777,1987,1118,30.02,92,"PuttingAverage",2005
88,88,"Jeff Sluman",94,1.777,2015,1134,27.56,45,"PuttingAverage",2005
92,92,"Daniel Chopra",108,1.778,2126,1196,30.51,133,"PuttingAverage",2005
92,92,"Heath Slocum",103,1.778,2165,1218,27.83,23,"PuttingAverage",2005
92,92,"Nick Watney",91,1.778,1885,1060,29.64,68,"PuttingAverage",2005
95,95,"Brian Bateman",98,1.779,1944,1093,29.08,117,"PuttingAverage",2005
95,95,"Peter Lonard",85,1.779,1729,972,28.38,122,"PuttingAverage",2005
95,95,"Davis Love III",80,1.779,1605,902,30.26,51,"PuttingAverage",2005
95,95,"Rod Pampling",89,1.779,1765,992,30.04,82,"PuttingAverage",2005
95,95,"Bob Tway",87,1.779,1793,1008,28.17,36,"PuttingAverage",2005
95,95,"Bo Van Pelt",112,1.779,2471,1389,30.16,18,"PuttingAverage",2005
101,101,"Craig Barlow",81,1.78,1645,924,29.86,53,"PuttingAverage",2005
101,101,"Padraig Harrington",50,1.78,965,542,28.89,154,"PuttingAverage",2005
101,101,"JL Lewis",98,1.78,2075,1166,28.52,72,"PuttingAverage",2005
101,101,"Billy Mayfair",114,1.78,2449,1376,28.99,10,"PuttingAverage",2005
105,105,"KJ Choi",78,1.781,1501,843,28.71,124,"PuttingAverage",2005
105,105,"James Driscoll",73,1.781,1439,808,28.2,145,"PuttingAverage",2005
105,105,"Lee Janzen",75,1.781,1498,841,29.13,131,"PuttingAverage",2005
105,105,"John Rollins",97,1.781,2002,1124,29.72,78,"PuttingAverage",2005
109,109,"Stephen Leaney",89,1.782,1834,1029,27.85,61,"PuttingAverage",2005
110,110,"Stephen Ames",82,1.783,1573,882,28.49,169,"PuttingAverage",2005
110,110,"Tim Petrovic",97,1.783,1940,1088,27.65,102,"PuttingAverage",2005
110,110,"Joey Sindelar",104,1.783,2290,1284,28.84,19,"PuttingAverage",2005
113,113,"Len Mattiace",86,1.784,1497,839,27.77,202,"PuttingAverage",2005
113,113,"Charles Warren",89,1.784,1929,1081,30.28,16,"PuttingAverage",2005
115,115,"John Daly",78,1.785,1533,859,31.19,152,"PuttingAverage",2005
115,115,"Tom Gillis",77,1.785,1546,866,28.09,125,"PuttingAverage",2005
115,115,"Jerry Kelly",101,1.785,2105,1179,27.27,70,"PuttingAverage",2005
115,115,"Arron Oberholser",65,1.785,1353,758,27.51,50,"PuttingAverage",2005
119,119,"Jeff Brehaut",71,1.787,1508,844,28.44,5,"PuttingAverage",2005
120,120,"Briny Baird",98,1.788,2140,1197,28.62,12,"PuttingAverage",2005
120,120,"Robert Damron",89,1.788,1829,1023,27.23,137,"PuttingAverage",2005
120,120,"Brent Geiberger",61,1.788,1205,674,25.85,141,"PuttingAverage",2005
120,120,"Ian Poulter",62,1.788,1116,624,27.97,172,"PuttingAverage",2005
120,120,"Mario Tiziani",67,1.788,1386,775,27.48,67,"PuttingAverage",2005
120,120,"Duffy Waldorf",86,1.788,1752,980,29.62,64,"PuttingAverage",2005
120,120,"Brett Wetterich",76,1.788,1627,910,30.77,24,"PuttingAverage",2005
127,127,"Jonathan Byrd",103,1.789,2061,1152,30.41,115,"PuttingAverage",2005
127,127,"Jose Coceres",56,1.789,1052,588,27.99,193,"PuttingAverage",2005
127,127,"Brian Davis",75,1.789,1587,887,30.17,79,"PuttingAverage",2005
127,127,"John Elliott",58,1.789,1068,597,29.03,200,"PuttingAverage",2005
131,131,"Pat Perez",89,1.79,1829,1022,29.84,139,"PuttingAverage",2005
131,131,"Kenny Perry",82,1.79,1824,1019,29.19,3,"PuttingAverage",2005
131,131,"Rory Sabbatini",81,1.79,1532,856,29.94,188,"PuttingAverage",2005
131,131,"Adam Scott",72,1.79,1473,823,28.47,40,"PuttingAverage",2005
135,135,"Mark Brooks",72,1.791,1386,774,25.78,197,"PuttingAverage",2005
135,135,"Matt Kuchar",60,1.791,1216,679,26.14,150,"PuttingAverage",2005
135,135,"John Senden",101,1.791,2171,1212,28.74,30,"PuttingAverage",2005
138,138,"Kevin Sutherland",89,1.792,1883,1051,27.88,44,"PuttingAverage",2005
138,138,"DJ Trahan",81,1.792,1686,941,28.48,31,"PuttingAverage",2005
140,140,"Robert Allenby",95,1.793,1996,1113,29.46,11,"PuttingAverage",2005
140,140,"Steve Elkington",67,1.793,1452,810,26.05,42,"PuttingAverage",2005
140,140,"Will Ma Kenzie",75,1.793,1540,859,29.69,93,"PuttingAverage",2005
140,140,"Justin Rose",99,1.793,2087,1164,28.42,29,"PuttingAverage",2005
140,140,"Omar Uresti",84,1.793,1804,1006,27.96,59,"PuttingAverage",2005
145,145,"Rob Rashell",65,1.794,1243,693,26.3,200,"PuttingAverage",2005
146,146,"Bernhard Langer",67,1.795,1407,784,27.49,101,"PuttingAverage",2005
146,146,"Jeff Maggert",79,1.795,1567,873,28.75,84,"PuttingAverage",2005
146,146,"Larry Mize",54,1.795,1005,560,27.14,165,"PuttingAverage",2005
149,149,"Bill Glasson",54,1.796,1083,603,24.25,118,"PuttingAverage",2005
149,149,"Charles Howell III",95,1.796,1924,1071,28.28,71,"PuttingAverage",2005
149,149,"Andrew Magee",82,1.796,1541,858,28.77,183,"PuttingAverage",2005
149,149,"Sean OHair",103,1.796,2152,1198,29.07,41,"PuttingAverage",2005
149,149,"Joey Snyder III",102,1.796,2169,1208,27.2,21,"PuttingAverage",2005
154,154,"Fred Couples",72,1.797,1502,836,30.18,25,"PuttingAverage",2005
154,154,"Greg Owen",84,1.797,1738,967,28.99,43,"PuttingAverage",2005
156,156,"Rocco Mediate",73,1.798,1546,860,27.74,87,"PuttingAverage",2005
156,156,"DA Points",94,1.798,1891,1052,28.16,103,"PuttingAverage",2005
158,158,"Paul Gow",78,1.799,1486,826,28.09,170,"PuttingAverage",2005
158,158,"Jay Haas",54,1.799,1020,567,28.4,176,"PuttingAverage",2005
160,160,"Tom Byrum",83,1.8,1746,970,25.93,105,"PuttingAverage",2005
160,160,"Skip Kendall",80,1.8,1586,881,25.91,153,"PuttingAverage",2005
160,160,"Tom Lehman",69,1.8,1467,815,27.09,34,"PuttingAverage",2005
163,163,"Tommy Armour III",103,1.801,2276,1264,26.52,26,"PuttingAverage",2005
163,163,"Chris Smith",93,1.801,2087,1159,29.13,13,"PuttingAverage",2005
165,165,"Stuart Appleby",84,1.802,1735,963,28.35,48,"PuttingAverage",2005
165,165,"JJ Henry",102,1.802,2260,1254,27.45,8,"PuttingAverage",2005
165,165,"Glen Hnatiuk",59,1.802,1211,672,26.08,32,"PuttingAverage",2005
168,168,"Fred Funk",102,1.804,2170,1203,24.96,68,"PuttingAverage",2005
168,168,"Lee Westwood",50,1.804,996,552,28,133,"PuttingAverage",2005
170,170,"Franklin Langham",91,1.805,1767,979,24.87,158,"PuttingAverage",2005
170,170,"Shaun Micheel",81,1.805,1670,925,27.16,100,"PuttingAverage",2005
170,170,"Tjaart van der Walt",56,1.805,1206,668,27.48,66,"PuttingAverage",2005
173,173,"Carlos Franco",78,1.806,1638,907,27.54,65,"PuttingAverage",2005
173,173,"Mike Weir",71,1.806,1329,736,27.17,171,"PuttingAverage",2005
175,175,"Danny Briggs",70,1.807,1413,782,25.61,133,"PuttingAverage",2005
175,175,"Steve Flesch",90,1.807,1740,963,27.65,148,"PuttingAverage",2005
177,177,"Paul Claxton",79,1.808,1665,921,26.22,110,"PuttingAverage",2005
177,177,"David Hearn",68,1.808,1508,834,27.13,27,"PuttingAverage",2005
179,179,"Steve Allan",102,1.809,2044,1130,28.89,128,"PuttingAverage",2005
179,179,"Brendan Jones",81,1.809,1715,948,28.09,53,"PuttingAverage",2005
179,179,"Michael Long",72,1.809,1476,816,26.11,111,"PuttingAverage",2005
182,182,"Ben Curtis",65,1.811,1311,724,25.48,175,"PuttingAverage",2005
183,183,"Ted Purdy",122,1.812,2589,1429,29.13,98,"PuttingAverage",2005
183,183,"Hideto Tanihara",50,1.812,955,527,24.62,187,"PuttingAverage",2005
183,183,"Roland Thatcher",75,1.812,1656,914,26.75,9,"PuttingAverage",2005
186,186,"Jason Allred",75,1.813,1418,782,27.47,198,"PuttingAverage",2005
186,186,"Dennis Paulson",63,1.813,1280,706,27.05,164,"PuttingAverage",2005
188,188,"Jeff Hart",63,1.815,1245,686,24.34,160,"PuttingAverage",2005
189,189,"Craig Perks",67,1.818,1320,726,26.03,167,"PuttingAverage",2005
190,190,"Rich Beem",66,1.819,1286,707,26.1,143,"PuttingAverage",2005
190,190,"Scott Hend",75,1.819,1510,830,30.56,146,"PuttingAverage",2005
192,192,"Alex Cejka",84,1.822,1735,952,25.87,95,"PuttingAverage",2005
192,192,"Chris Riley",67,1.822,1246,684,26.06,199,"PuttingAverage",2005
194,194,"Joe Durant",81,1.824,1886,1034,26.79,2,"PuttingAverage",2005
195,195,"Matt Davidson",53,1.825,1055,578,26.91,192,"PuttingAverage",2005
196,196,"Sergio Garcia",73,1.827,1606,879,28.28,1,"PuttingAverage",2005
196,196,"Mathias Gronberg",60,1.827,1239,678,28.04,103,"PuttingAverage",2005
198,198,"DJ Brigman",76,1.832,1515,827,26.55,138,"PuttingAverage",2005
199,199,"Steve Jones",56,1.837,1093,595,22.6,182,"PuttingAverage",2005
200,200,"Bradley Hughes",52,1.839,1116,607,24.63,107,"PuttingAverage",2005
201,201,"Jim Carter",62,1.84,1227,667,21.77,176,"PuttingAverage",2005
202,202,"Thomas Levet",54,1.858,1087,585,25,179,"PuttingAverage",2005
