"Back9LowestRound_RANKTHISWEEK_2008","Back9LowestRound_RANKLASTWEEK_2008","Back9LowestRound_PLAYERNAME_2008","Back9LowestRound_ROUNDS_2008","Back9LowestRound_LOWRND_2008","stat_name","year"
1,1,"Briny Baird",113,28,"Back9LowestRound",2008
1,1,"Steve Elkington",84,28,"Back9LowestRound",2008
1,1,"Bob Sowards",61,28,"Back9LowestRound",2008
4,4,"Brian Gay",102,29,"Back9LowestRound",2008
4,4,"Mark Hensby",71,29,"Back9LowestRound",2008
4,4,"Tim Herron",97,29,"Back9LowestRound",2008
4,4,"Anthony Kim",81,29,"Back9LowestRound",2008
4,4,"Rory Sabbatini",77,29,"Back9LowestRound",2008
4,4,"Vijay Singh",82,29,"Back9LowestRound",2008
4,4,"Jay Williamson",96,29,"Back9LowestRound",2008
11,11,"Michael Allen",91,30,"Back9LowestRound",2008
11,11,"Tommy Armour III",77,30,"Back9LowestRound",2008
11,11,"Woody Austin",109,30,"Back9LowestRound",2008
11,11,"Cameron Beckman",87,30,"Back9LowestRound",2008
11,11,"Stewart Cink",87,30,"Back9LowestRound",2008
11,11,"Tim Clark",90,30,"Back9LowestRound",2008
11,11,"Ben Crane",86,30,"Back9LowestRound",2008
11,11,"Jason Day",81,30,"Back9LowestRound",2008
11,11,"Chris DiMarco",87,30,"Back9LowestRound",2008
11,11,"Ken Duke",116,30,"Back9LowestRound",2008
11,11,"Steve Flesch",95,30,"Back9LowestRound",2008
11,11,"Carlos Franco",73,30,"Back9LowestRound",2008
11,11,"Tommy Gainey",60,30,"Back9LowestRound",2008
11,11,"Lucas Glover",91,30,"Back9LowestRound",2008
11,11,"Mathew Goggin",91,30,"Back9LowestRound",2008
11,11,"Jason Gore",94,30,"Back9LowestRound",2008
11,11,"Paul Goydos",78,30,"Back9LowestRound",2008
11,11,"JJ Henry",108,30,"Back9LowestRound",2008
11,11,"John Huston",56,30,"Back9LowestRound",2008
11,11,"Freddie Jacobson",78,30,"Back9LowestRound",2008
11,11,"Brandt Jobe",52,30,"Back9LowestRound",2008
11,11,"Cliff Kresge",84,30,"Back9LowestRound",2008
11,11,"Matt Kuchar",88,30,"Back9LowestRound",2008
11,11,"Frank Lickliter II",107,30,"Back9LowestRound",2008
11,11,"Peter Lonard",92,30,"Back9LowestRound",2008
11,11,"John Mallinger",95,30,"Back9LowestRound",2008
11,11,"Steve Marino",119,30,"Back9LowestRound",2008
11,11,"Scott McCarron",63,30,"Back9LowestRound",2008
11,11,"John Merrick",98,30,"Back9LowestRound",2008
11,11,"Phil Mickelson",80,30,"Back9LowestRound",2008
11,11,"Jon Mills",95,30,"Back9LowestRound",2008
11,11,"Sean OHair",81,30,"Back9LowestRound",2008
11,11,"Brenden Pappas",66,30,"Back9LowestRound",2008
11,11,"Pat Perez",93,30,"Back9LowestRound",2008
11,11,"Tom Pernice Jr",104,30,"Back9LowestRound",2008
11,11,"Kenny Perry",97,30,"Back9LowestRound",2008
11,11,"Tag Ridings",88,30,"Back9LowestRound",2008
11,11,"John Riegger",73,30,"Back9LowestRound",2008
11,11,"John Rollins",94,30,"Back9LowestRound",2008
11,11,"Adam Scott",51,30,"Back9LowestRound",2008
11,11,"Scott Sterling",89,30,"Back9LowestRound",2008
11,11,"Kevin Streelman",114,30,"Back9LowestRound",2008
11,11,"Kevin Sutherland",98,30,"Back9LowestRound",2008
11,11,"Nicholas Thompson",113,30,"Back9LowestRound",2008
11,11,"DJ Trahan",94,30,"Back9LowestRound",2008
11,11,"Bob Tway",70,30,"Back9LowestRound",2008
11,11,"Bo Van Pelt",101,30,"Back9LowestRound",2008
11,11,"Scott Verplank",82,30,"Back9LowestRound",2008
11,11,"Jimmy Walker",73,30,"Back9LowestRound",2008
11,11,"Charles Warren",79,30,"Back9LowestRound",2008
11,11,"Nick Watney",96,30,"Back9LowestRound",2008
11,11,"Bubba Watson",97,30,"Back9LowestRound",2008
11,11,"Charlie Wi",97,30,"Back9LowestRound",2008
11,11,"Dean Wilson",109,30,"Back9LowestRound",2008
11,11,"Mark Wilson",107,30,"Back9LowestRound",2008
66,66,"Brad Adamonis",87,31,"Back9LowestRound",2008
66,66,"Steve Allan",58,31,"Back9LowestRound",2008
66,66,"Robert Allenby",108,31,"Back9LowestRound",2008
66,66,"Jason Allred",63,31,"Back9LowestRound",2008
66,66,"Stephen Ames",83,31,"Back9LowestRound",2008
66,66,"Stuart Appleby",87,31,"Back9LowestRound",2008
66,66,"Ryan Armour",87,31,"Back9LowestRound",2008
66,66,"Eric Axley",113,31,"Back9LowestRound",2008
66,66,"Rich Beem",90,31,"Back9LowestRound",2008
66,66,"Justin Bolli",87,31,"Back9LowestRound",2008
66,66,"Olin Browne",77,31,"Back9LowestRound",2008
66,66,"Bart Bryant",81,31,"Back9LowestRound",2008
66,66,"Jonathan Byrd",88,31,"Back9LowestRound",2008
66,66,"Angel Cabrera",55,31,"Back9LowestRound",2008
66,66,"Mark Calcavecchia",67,31,"Back9LowestRound",2008
66,66,"Chad Campbell",94,31,"Back9LowestRound",2008
66,66,"Alex Cejka",75,31,"Back9LowestRound",2008
66,66,"Daniel Chopra",84,31,"Back9LowestRound",2008
66,66,"Gavin Coles",54,31,"Back9LowestRound",2008
66,66,"Fred Couples",60,31,"Back9LowestRound",2008
66,66,"Ben Curtis",80,31,"Back9LowestRound",2008
66,66,"Brian Davis",108,31,"Back9LowestRound",2008
66,66,"James Driscoll",85,31,"Back9LowestRound",2008
66,66,"Joe Durant",92,31,"Back9LowestRound",2008
66,66,"Brad Elder",67,31,"Back9LowestRound",2008
66,66,"Ernie Els",51,31,"Back9LowestRound",2008
66,66,"Bob Estes",90,31,"Back9LowestRound",2008
66,66,"Kenneth Ferrie",72,31,"Back9LowestRound",2008
66,66,"Nick Flanagan",89,31,"Back9LowestRound",2008
66,66,"Harrison Frazar",73,31,"Back9LowestRound",2008
66,66,"Jim Furyk",95,31,"Back9LowestRound",2008
66,66,"Sergio Garcia",72,31,"Back9LowestRound",2008
66,66,"Robert Garrigus",90,31,"Back9LowestRound",2008
66,66,"Retief Goosen",59,31,"Back9LowestRound",2008
66,66,"Jeff Gove",50,31,"Back9LowestRound",2008
66,66,"Nathan Green",95,31,"Back9LowestRound",2008
66,66,"Mathias Gronberg",87,31,"Back9LowestRound",2008
66,66,"Todd Hamilton",92,31,"Back9LowestRound",2008
66,66,"Padraig Harrington",52,31,"Back9LowestRound",2008
66,66,"Dudley Hart",74,31,"Back9LowestRound",2008
66,66,"Charley Hoffman",94,31,"Back9LowestRound",2008
66,66,"Trevor Immelman",70,31,"Back9LowestRound",2008
66,66,"Lee Janzen",89,31,"Back9LowestRound",2008
66,66,"Richard Johnson",77,31,"Back9LowestRound",2008
66,66,"Dustin Johnson",92,31,"Back9LowestRound",2008
66,66,"Kent Jones",68,31,"Back9LowestRound",2008
66,66,"Matt Jones",95,31,"Back9LowestRound",2008
66,66,"Craig Kanada",65,31,"Back9LowestRound",2008
66,66,"Greg Kraft",63,31,"Back9LowestRound",2008
66,66,"Martin Laird",98,31,"Back9LowestRound",2008
66,66,"Justin Leonard",101,31,"Back9LowestRound",2008
66,66,"Michael Letzig",88,31,"Back9LowestRound",2008
66,66,"Davis Love III",78,31,"Back9LowestRound",2008
66,66,"David Lutterus",59,31,"Back9LowestRound",2008
66,66,"Jeff Maggert",86,31,"Back9LowestRound",2008
66,66,"Hunter Mahan",87,31,"Back9LowestRound",2008
66,66,"Troy Matteson",94,31,"Back9LowestRound",2008
66,66,"Billy Mayfair",103,31,"Back9LowestRound",2008
66,66,"Jim McGovern",75,31,"Back9LowestRound",2008
66,66,"Parker McLachlin",88,31,"Back9LowestRound",2008
66,66,"George McNeill",97,31,"Back9LowestRound",2008
66,66,"Ryan Moore",72,31,"Back9LowestRound",2008
66,66,"Kevin Na",97,31,"Back9LowestRound",2008
66,66,"Joe Ogilvie",100,31,"Back9LowestRound",2008
66,66,"Jeff Overton",103,31,"Back9LowestRound",2008
66,66,"Rod Pampling",83,31,"Back9LowestRound",2008
66,66,"Corey Pavin",69,31,"Back9LowestRound",2008
66,66,"Tim Petrovic",97,31,"Back9LowestRound",2008
66,66,"Carl Pettersson",110,31,"Back9LowestRound",2008
66,66,"Brett Quigley",80,31,"Back9LowestRound",2008
66,66,"Jeff Quinney",87,31,"Back9LowestRound",2008
66,66,"Chris Riley",51,31,"Back9LowestRound",2008
66,66,"Brett Rumford",72,31,"Back9LowestRound",2008
66,66,"John Senden",93,31,"Back9LowestRound",2008
66,66,"Patrick Sheehan",124,31,"Back9LowestRound",2008
66,66,"Heath Slocum",104,31,"Back9LowestRound",2008
66,66,"Kevin Stadler",90,31,"Back9LowestRound",2008
66,66,"Steve Stricker",75,31,"Back9LowestRound",2008
66,66,"Chris Stroud",81,31,"Back9LowestRound",2008
66,66,"Vaughn Taylor",103,31,"Back9LowestRound",2008
66,66,"David Toms",70,31,"Back9LowestRound",2008
66,66,"Marc Turnesa",87,31,"Back9LowestRound",2008
66,66,"Omar Uresti",74,31,"Back9LowestRound",2008
66,66,"Camilo Villegas",79,31,"Back9LowestRound",2008
66,66,"Johnson Wagner",83,31,"Back9LowestRound",2008
66,66,"Boo Weekley",86,31,"Back9LowestRound",2008
66,66,"Mike Weir",88,31,"Back9LowestRound",2008
66,66,"Tim Wilkinson",95,31,"Back9LowestRound",2008
66,66,"YE Yang",89,31,"Back9LowestRound",2008
156,156,"Billy Andrade",71,32,"Back9LowestRound",2008
156,156,"Aaron Baddeley",76,32,"Back9LowestRound",2008
156,156,"Shane Bertsch",96,32,"Back9LowestRound",2008
156,156,"Alejandro Canizares",52,32,"Back9LowestRound",2008
156,156,"Paul Casey",55,32,"Back9LowestRound",2008
156,156,"KJ Choi",74,32,"Back9LowestRound",2008
156,156,"Paul Claxton",63,32,"Back9LowestRound",2008
156,156,"Chad Collins",72,32,"Back9LowestRound",2008
156,156,"Marco Dawson",64,32,"Back9LowestRound",2008
156,156,"Glen Day",64,32,"Back9LowestRound",2008
156,156,"Todd Demsey",80,32,"Back9LowestRound",2008
156,156,"Robert Gamez",79,32,"Back9LowestRound",2008
156,156,"Bill Haas",99,32,"Back9LowestRound",2008
156,156,"JP Hayes",67,32,"Back9LowestRound",2008
156,156,"JB Holmes",86,32,"Back9LowestRound",2008
156,156,"Charles Howell III",101,32,"Back9LowestRound",2008
156,156,"Ryuji Imada",80,32,"Back9LowestRound",2008
156,156,"Zach Johnson",85,32,"Back9LowestRound",2008
156,156,"Jerry Kelly",89,32,"Back9LowestRound",2008
156,156,"Doug LaBelle II",65,32,"Back9LowestRound",2008
156,156,"Steve Lowery",74,32,"Back9LowestRound",2008
156,156,"Will Ma Kenzie",62,32,"Back9LowestRound",2008
156,156,"Nick OHern",82,32,"Back9LowestRound",2008
156,156,"Geoff Ogilvy",65,32,"Back9LowestRound",2008
156,156,"Ryan Palmer",69,32,"Back9LowestRound",2008
156,156,"Jin Park",85,32,"Back9LowestRound",2008
156,156,"Jesper Parnevik",88,32,"Back9LowestRound",2008
156,156,"Travis Perkins",53,32,"Back9LowestRound",2008
156,156,"Ted Purdy",68,32,"Back9LowestRound",2008
156,156,"Chez Reavie",102,32,"Back9LowestRound",2008
156,156,"Andres Romero",69,32,"Back9LowestRound",2008
156,156,"Tom Scherrer",56,32,"Back9LowestRound",2008
156,156,"Brandt Snedeker",85,32,"Back9LowestRound",2008
156,156,"Kyle Thompson",70,32,"Back9LowestRound",2008
156,156,"Ron Whittaker",54,32,"Back9LowestRound",2008
191,191,"David Duval",51,33,"Back9LowestRound",2008
191,191,"Cody Freeman",66,33,"Back9LowestRound",2008
191,191,"Stephen Leaney",53,33,"Back9LowestRound",2008
191,191,"Tom Lehman",51,33,"Back9LowestRound",2008
191,191,"Shigeki Maruyama",50,33,"Back9LowestRound",2008
191,191,"Rocco Mediate",87,33,"Back9LowestRound",2008
191,191,"Ian Poulter",51,33,"Back9LowestRound",2008
