"BirdietoBogeyRatio_RANKTHISWEEK_2008","BirdietoBogeyRatio_RANKLASTWEEK_2008","BirdietoBogeyRatio_PLAYERNAME_2008","BirdietoBogeyRatio_ROUNDS_2008","BirdietoBogeyRatio_BIRDIETOBOGEYRATIO_2008","BirdietoBogeyRatio_TOTALBIRDIESANDBETTER_2008","BirdietoBogeyRatio_TOTALBOGEYSANDWORSE_2008","stat_name","year"
1,1,"Bob Tway",70,1.46,276,189,"BirdietoBogeyRatio",2008
2,2,"Brian Gay",102,1.41,367,261,"BirdietoBogeyRatio",2008
3,3,"Steve Marino",119,1.36,448,330,"BirdietoBogeyRatio",2008
4,4,"John Huston",56,1.35,219,162,"BirdietoBogeyRatio",2008
4,4,"Phil Mickelson",80,1.35,301,223,"BirdietoBogeyRatio",2008
6,6,"Ben Crane",86,1.34,319,238,"BirdietoBogeyRatio",2008
6,6,"Justin Leonard",101,1.34,350,261,"BirdietoBogeyRatio",2008
8,8,"Ryan Palmer",69,1.33,290,218,"BirdietoBogeyRatio",2008
8,8,"Kevin Sutherland",98,1.33,354,266,"BirdietoBogeyRatio",2008
10,10,"Mark Wilson",107,1.32,393,298,"BirdietoBogeyRatio",2008
11,11,"Vijay Singh",82,1.3,287,220,"BirdietoBogeyRatio",2008
12,12,"Gavin Coles",54,1.29,188,146,"BirdietoBogeyRatio",2008
12,12,"Kenny Perry",97,1.29,373,290,"BirdietoBogeyRatio",2008
14,14,"Briny Baird",113,1.28,378,296,"BirdietoBogeyRatio",2008
14,14,"Steve Elkington",84,1.28,308,241,"BirdietoBogeyRatio",2008
16,16,"Mike Weir",88,1.27,303,238,"BirdietoBogeyRatio",2008
17,17,"Shane Bertsch",96,1.26,343,273,"BirdietoBogeyRatio",2008
17,17,"Bill Haas",99,1.26,367,291,"BirdietoBogeyRatio",2008
17,17,"Anthony Kim",81,1.26,306,242,"BirdietoBogeyRatio",2008
17,17,"Charlie Wi",97,1.26,338,268,"BirdietoBogeyRatio",2008
21,21,"Robert Allenby",108,1.25,392,313,"BirdietoBogeyRatio",2008
21,21,"Stewart Cink",87,1.25,307,245,"BirdietoBogeyRatio",2008
23,23,"Ken Duke",116,1.24,433,349,"BirdietoBogeyRatio",2008
23,23,"Jim Furyk",95,1.24,319,257,"BirdietoBogeyRatio",2008
25,25,"Mathew Goggin",91,1.23,324,264,"BirdietoBogeyRatio",2008
26,26,"Kevin Na",97,1.22,348,286,"BirdietoBogeyRatio",2008
26,26,"Nick Watney",96,1.22,351,288,"BirdietoBogeyRatio",2008
28,28,"Brian Davis",108,1.21,390,322,"BirdietoBogeyRatio",2008
28,28,"Bob Estes",90,1.21,300,248,"BirdietoBogeyRatio",2008
28,28,"Jason Gore",94,1.21,356,294,"BirdietoBogeyRatio",2008
28,28,"Brenden Pappas",66,1.21,238,197,"BirdietoBogeyRatio",2008
28,28,"Kevin Streelman",114,1.21,419,345,"BirdietoBogeyRatio",2008
28,28,"Tim Wilkinson",95,1.21,315,260,"BirdietoBogeyRatio",2008
34,34,"Dudley Hart",74,1.2,263,219,"BirdietoBogeyRatio",2008
34,34,"Joe Ogilvie",100,1.2,371,310,"BirdietoBogeyRatio",2008
34,34,"Tom Pernice Jr",104,1.2,368,307,"BirdietoBogeyRatio",2008
37,37,"Stephen Ames",83,1.19,293,246,"BirdietoBogeyRatio",2008
37,37,"Chad Campbell",94,1.19,352,296,"BirdietoBogeyRatio",2008
37,37,"Padraig Harrington",52,1.19,191,161,"BirdietoBogeyRatio",2008
37,37,"Pat Perez",93,1.19,349,294,"BirdietoBogeyRatio",2008
41,41,"Martin Laird",98,1.18,366,311,"BirdietoBogeyRatio",2008
41,41,"Chris Riley",51,1.18,164,139,"BirdietoBogeyRatio",2008
43,43,"Michael Allen",91,1.17,328,280,"BirdietoBogeyRatio",2008
43,43,"Aaron Baddeley",76,1.17,262,224,"BirdietoBogeyRatio",2008
43,43,"Fred Couples",60,1.17,217,186,"BirdietoBogeyRatio",2008
43,43,"Glen Day",64,1.17,210,179,"BirdietoBogeyRatio",2008
43,43,"Robert Garrigus",90,1.17,357,305,"BirdietoBogeyRatio",2008
43,43,"Kent Jones",68,1.17,237,203,"BirdietoBogeyRatio",2008
43,43,"Hunter Mahan",87,1.17,302,259,"BirdietoBogeyRatio",2008
43,43,"Vaughn Taylor",103,1.17,375,320,"BirdietoBogeyRatio",2008
43,43,"Camilo Villegas",79,1.17,306,262,"BirdietoBogeyRatio",2008
52,52,"Cameron Beckman",87,1.16,310,268,"BirdietoBogeyRatio",2008
52,52,"Tim Herron",97,1.16,337,290,"BirdietoBogeyRatio",2008
52,52,"Zach Johnson",85,1.16,287,247,"BirdietoBogeyRatio",2008
52,52,"Nick OHern",82,1.16,265,228,"BirdietoBogeyRatio",2008
52,52,"Scott Sterling",89,1.16,289,249,"BirdietoBogeyRatio",2008
52,52,"Marc Turnesa",87,1.16,310,268,"BirdietoBogeyRatio",2008
58,58,"Jason Day",81,1.15,288,250,"BirdietoBogeyRatio",2008
58,58,"Patrick Sheehan",124,1.15,416,363,"BirdietoBogeyRatio",2008
58,58,"Steve Stricker",75,1.15,239,207,"BirdietoBogeyRatio",2008
61,61,"Carlos Franco",73,1.14,263,231,"BirdietoBogeyRatio",2008
61,61,"Sergio Garcia",72,1.14,246,215,"BirdietoBogeyRatio",2008
61,61,"Charley Hoffman",94,1.14,334,292,"BirdietoBogeyRatio",2008
61,61,"John Riegger",73,1.14,246,215,"BirdietoBogeyRatio",2008
61,61,"Rory Sabbatini",77,1.14,287,252,"BirdietoBogeyRatio",2008
61,61,"Bo Van Pelt",101,1.14,356,312,"BirdietoBogeyRatio",2008
61,61,"Scott Verplank",82,1.14,289,254,"BirdietoBogeyRatio",2008
68,68,"Nathan Green",95,1.13,350,310,"BirdietoBogeyRatio",2008
68,68,"Matt Kuchar",88,1.13,281,249,"BirdietoBogeyRatio",2008
68,68,"Frank Lickliter II",107,1.13,385,341,"BirdietoBogeyRatio",2008
68,68,"Tim Petrovic",97,1.13,350,311,"BirdietoBogeyRatio",2008
68,68,"Carl Pettersson",110,1.13,387,341,"BirdietoBogeyRatio",2008
73,73,"Woody Austin",109,1.12,367,328,"BirdietoBogeyRatio",2008
73,73,"Steve Flesch",95,1.12,333,298,"BirdietoBogeyRatio",2008
73,73,"Charles Howell III",101,1.12,337,300,"BirdietoBogeyRatio",2008
73,73,"Ryuji Imada",80,1.12,276,247,"BirdietoBogeyRatio",2008
73,73,"Billy Mayfair",103,1.12,329,295,"BirdietoBogeyRatio",2008
73,73,"George McNeill",97,1.12,355,317,"BirdietoBogeyRatio",2008
73,73,"John Merrick",98,1.12,338,301,"BirdietoBogeyRatio",2008
73,73,"Omar Uresti",74,1.12,242,217,"BirdietoBogeyRatio",2008
73,73,"Dean Wilson",109,1.12,380,339,"BirdietoBogeyRatio",2008
82,82,"Steve Allan",58,1.11,207,186,"BirdietoBogeyRatio",2008
82,82,"Craig Kanada",65,1.11,209,189,"BirdietoBogeyRatio",2008
82,82,"Michael Letzig",88,1.11,325,293,"BirdietoBogeyRatio",2008
82,82,"DJ Trahan",94,1.11,337,303,"BirdietoBogeyRatio",2008
82,82,"Boo Weekley",86,1.11,293,264,"BirdietoBogeyRatio",2008
87,87,"Brad Adamonis",87,1.1,300,273,"BirdietoBogeyRatio",2008
87,87,"Stuart Appleby",87,1.1,291,265,"BirdietoBogeyRatio",2008
87,87,"Jonathan Byrd",88,1.1,305,278,"BirdietoBogeyRatio",2008
87,87,"KJ Choi",74,1.1,238,216,"BirdietoBogeyRatio",2008
87,87,"Tim Clark",90,1.1,318,289,"BirdietoBogeyRatio",2008
87,87,"Lucas Glover",91,1.1,315,286,"BirdietoBogeyRatio",2008
87,87,"Scott McCarron",63,1.1,222,201,"BirdietoBogeyRatio",2008
87,87,"Parker McLachlin",88,1.1,297,270,"BirdietoBogeyRatio",2008
87,87,"Corey Pavin",69,1.1,231,210,"BirdietoBogeyRatio",2008
87,87,"John Senden",93,1.1,309,280,"BirdietoBogeyRatio",2008
97,97,"Tommy Armour III",77,1.09,270,247,"BirdietoBogeyRatio",2008
97,97,"Eric Axley",113,1.09,391,360,"BirdietoBogeyRatio",2008
97,97,"Jesper Parnevik",88,1.09,319,292,"BirdietoBogeyRatio",2008
97,97,"Bubba Watson",97,1.09,348,320,"BirdietoBogeyRatio",2008
101,101,"Ben Curtis",80,1.08,254,236,"BirdietoBogeyRatio",2008
101,101,"Ryan Moore",72,1.08,252,234,"BirdietoBogeyRatio",2008
101,101,"Jeff Overton",103,1.08,371,344,"BirdietoBogeyRatio",2008
104,104,"Daniel Chopra",84,1.07,293,275,"BirdietoBogeyRatio",2008
104,104,"Brad Elder",67,1.07,209,195,"BirdietoBogeyRatio",2008
104,104,"Jeff Maggert",86,1.07,297,278,"BirdietoBogeyRatio",2008
104,104,"Jeff Quinney",87,1.07,301,282,"BirdietoBogeyRatio",2008
104,104,"Chez Reavie",102,1.07,330,307,"BirdietoBogeyRatio",2008
109,109,"Todd Demsey",80,1.06,266,251,"BirdietoBogeyRatio",2008
109,109,"Lee Janzen",89,1.06,310,293,"BirdietoBogeyRatio",2008
109,109,"John Mallinger",95,1.06,329,309,"BirdietoBogeyRatio",2008
109,109,"Troy Matteson",94,1.06,330,312,"BirdietoBogeyRatio",2008
109,109,"Brett Quigley",80,1.06,263,247,"BirdietoBogeyRatio",2008
109,109,"Tag Ridings",88,1.06,322,303,"BirdietoBogeyRatio",2008
109,109,"Kevin Stadler",90,1.06,325,308,"BirdietoBogeyRatio",2008
116,116,"Joe Durant",92,1.05,318,303,"BirdietoBogeyRatio",2008
116,116,"Peter Lonard",92,1.05,312,298,"BirdietoBogeyRatio",2008
116,116,"Heath Slocum",104,1.05,327,311,"BirdietoBogeyRatio",2008
119,119,"Alejandro Canizares",52,1.04,175,169,"BirdietoBogeyRatio",2008
119,119,"Harrison Frazar",73,1.04,247,238,"BirdietoBogeyRatio",2008
119,119,"JJ Henry",108,1.04,328,314,"BirdietoBogeyRatio",2008
119,119,"Tom Scherrer",56,1.04,189,181,"BirdietoBogeyRatio",2008
119,119,"Nicholas Thompson",113,1.04,411,395,"BirdietoBogeyRatio",2008
124,124,"James Driscoll",85,1.03,293,285,"BirdietoBogeyRatio",2008
125,125,"Rich Beem",90,1.02,309,302,"BirdietoBogeyRatio",2008
125,125,"Marco Dawson",64,1.02,220,215,"BirdietoBogeyRatio",2008
125,125,"Freddie Jacobson",78,1.02,263,258,"BirdietoBogeyRatio",2008
125,125,"John Rollins",94,1.02,312,306,"BirdietoBogeyRatio",2008
125,125,"YE Yang",89,1.02,297,290,"BirdietoBogeyRatio",2008
130,130,"JB Holmes",86,1.01,316,312,"BirdietoBogeyRatio",2008
130,130,"Dustin Johnson",92,1.01,330,328,"BirdietoBogeyRatio",2008
130,130,"Matt Jones",95,1.01,322,319,"BirdietoBogeyRatio",2008
130,130,"Greg Kraft",63,1.01,212,209,"BirdietoBogeyRatio",2008
130,130,"Brandt Snedeker",85,1.01,278,275,"BirdietoBogeyRatio",2008
130,130,"Chris Stroud",81,1.01,266,263,"BirdietoBogeyRatio",2008
136,136,"Ryan Armour",87,1,305,304,"BirdietoBogeyRatio",2008
136,136,"Chad Collins",72,1,235,236,"BirdietoBogeyRatio",2008
136,136,"Kenneth Ferrie",72,1,237,238,"BirdietoBogeyRatio",2008
136,136,"Mark Hensby",71,1,262,263,"BirdietoBogeyRatio",2008
136,136,"Jerry Kelly",89,1,274,274,"BirdietoBogeyRatio",2008
136,136,"Davis Love III",78,1,269,268,"BirdietoBogeyRatio",2008
136,136,"Geoff Ogilvy",65,1,195,195,"BirdietoBogeyRatio",2008
136,136,"Rod Pampling",83,1,272,271,"BirdietoBogeyRatio",2008
136,136,"David Toms",70,1,236,237,"BirdietoBogeyRatio",2008
145,145,"Doug LaBelle II",65,0.99,197,200,"BirdietoBogeyRatio",2008
146,146,"Tommy Gainey",60,0.98,227,231,"BirdietoBogeyRatio",2008
146,146,"Cliff Kresge",84,0.98,274,280,"BirdietoBogeyRatio",2008
146,146,"Jimmy Walker",73,0.98,239,245,"BirdietoBogeyRatio",2008
149,149,"Bart Bryant",81,0.97,243,250,"BirdietoBogeyRatio",2008
149,149,"Mathias Gronberg",87,0.97,304,312,"BirdietoBogeyRatio",2008
149,149,"Will Ma Kenzie",62,0.97,198,204,"BirdietoBogeyRatio",2008
149,149,"Jim McGovern",75,0.97,242,250,"BirdietoBogeyRatio",2008
149,149,"Adam Scott",51,0.97,178,183,"BirdietoBogeyRatio",2008
149,149,"Johnson Wagner",83,0.97,282,292,"BirdietoBogeyRatio",2008
155,155,"Brandt Jobe",52,0.96,165,172,"BirdietoBogeyRatio",2008
156,156,"Chris DiMarco",87,0.95,283,297,"BirdietoBogeyRatio",2008
156,156,"Ted Purdy",68,0.95,205,215,"BirdietoBogeyRatio",2008
156,156,"Andres Romero",69,0.95,228,239,"BirdietoBogeyRatio",2008
156,156,"Jay Williamson",96,0.95,298,313,"BirdietoBogeyRatio",2008
160,160,"Nick Flanagan",89,0.94,299,317,"BirdietoBogeyRatio",2008
160,160,"Robert Gamez",79,0.94,263,280,"BirdietoBogeyRatio",2008
160,160,"Jeff Gove",50,0.94,147,156,"BirdietoBogeyRatio",2008
160,160,"Paul Goydos",78,0.94,240,254,"BirdietoBogeyRatio",2008
160,160,"Jon Mills",95,0.94,295,313,"BirdietoBogeyRatio",2008
160,160,"Sean OHair",81,0.94,249,266,"BirdietoBogeyRatio",2008
166,166,"Paul Casey",55,0.93,179,192,"BirdietoBogeyRatio",2008
166,166,"Alex Cejka",75,0.93,237,256,"BirdietoBogeyRatio",2008
166,166,"Paul Claxton",63,0.93,194,209,"BirdietoBogeyRatio",2008
166,166,"Richard Johnson",60,0.93,174,187,"BirdietoBogeyRatio",2008
166,166,"Brett Rumford",72,0.93,244,262,"BirdietoBogeyRatio",2008
171,171,"Mark Calcavecchia",67,0.92,220,239,"BirdietoBogeyRatio",2008
171,171,"Ernie Els",51,0.92,166,181,"BirdietoBogeyRatio",2008
171,171,"Todd Hamilton",92,0.92,292,317,"BirdietoBogeyRatio",2008
171,171,"Rocco Mediate",87,0.92,269,293,"BirdietoBogeyRatio",2008
175,175,"Angel Cabrera",55,0.91,171,188,"BirdietoBogeyRatio",2008
175,175,"Jin Park",85,0.91,256,281,"BirdietoBogeyRatio",2008
175,175,"Charles Warren",79,0.91,266,292,"BirdietoBogeyRatio",2008
178,178,"Justin Bolli",87,0.9,271,300,"BirdietoBogeyRatio",2008
179,179,"Shigeki Maruyama",50,0.89,143,160,"BirdietoBogeyRatio",2008
179,179,"Bob Sowards",61,0.89,186,209,"BirdietoBogeyRatio",2008
182,182,"Jason Allred",63,0.88,208,237,"BirdietoBogeyRatio",2008
182,182,"Retief Goosen",59,0.88,182,206,"BirdietoBogeyRatio",2008
182,182,"Ron Whittaker",54,0.88,164,186,"BirdietoBogeyRatio",2008
185,185,"JP Hayes",67,0.86,196,228,"BirdietoBogeyRatio",2008
185,185,"Steve Lowery",74,0.86,237,276,"BirdietoBogeyRatio",2008
187,187,"Olin Browne",77,0.85,209,247,"BirdietoBogeyRatio",2008
188,188,"Billy Andrade",71,0.84,210,251,"BirdietoBogeyRatio",2008
188,188,"Trevor Immelman",70,0.84,207,247,"BirdietoBogeyRatio",2008
188,188,"Stephen Leaney",53,0.84,143,171,"BirdietoBogeyRatio",2008
191,191,"Ian Poulter",51,0.83,146,175,"BirdietoBogeyRatio",2008
192,192,"Kyle Thompson",70,0.82,211,257,"BirdietoBogeyRatio",2008
193,193,"Tom Lehman",51,0.81,150,185,"BirdietoBogeyRatio",2008
194,194,"David Lutterus",59,0.8,180,226,"BirdietoBogeyRatio",2008
195,195,"Cody Freeman",66,0.79,198,252,"BirdietoBogeyRatio",2008
196,196,"Travis Perkins",53,0.71,153,215,"BirdietoBogeyRatio",2008
197,197,"David Duval",51,0.65,146,225,"BirdietoBogeyRatio",2008
