"LateRound3ScoringAverage_RANKTHISWEEK_2008","LateRound3ScoringAverage_RANKLASTWEEK_2008","LateRound3ScoringAverage_PLAYERNAME_2008","LateRound3ScoringAverage__2008","LateRound3ScoringAverage_AVG_2008","LateRound3ScoringAverage_TOTALSTROKES_2008","LateRound3ScoringAverage_TOTALROUNDS_2008","stat_name","year"
1,1,"Tommy Gainey",NA,66,66,1,"LateRound3ScoringAverage",2008
2,2,"Glen Day",NA,68.4,342,5,"LateRound3ScoringAverage",2008
3,3,"Brenden Pappas",NA,68.5,274,4,"LateRound3ScoringAverage",2008
4,4,"Rich Beem",NA,68.6,343,5,"LateRound3ScoringAverage",2008
5,5,"Daniel Chopra",NA,68.67,412,6,"LateRound3ScoringAverage",2008
6,6,"JP Hayes",NA,68.75,275,4,"LateRound3ScoringAverage",2008
7,7,"Bubba Watson",NA,68.78,619,9,"LateRound3ScoringAverage",2008
8,8,"Charles Warren",NA,68.8,344,5,"LateRound3ScoringAverage",2008
9,9,"Ryuji Imada",NA,68.83,413,6,"LateRound3ScoringAverage",2008
9,9,"Chris Stroud",NA,68.83,413,6,"LateRound3ScoringAverage",2008
11,11,"Vijay Singh",NA,68.89,620,9,"LateRound3ScoringAverage",2008
12,12,"Jeff Quinney",NA,69,621,9,"LateRound3ScoringAverage",2008
12,12,"Mike Weir",NA,69,690,10,"LateRound3ScoringAverage",2008
14,14,"Chad Campbell",NA,69.09,760,11,"LateRound3ScoringAverage",2008
15,15,"Bill Haas",NA,69.11,622,9,"LateRound3ScoringAverage",2008
16,16,"Jon Mills",NA,69.2,346,5,"LateRound3ScoringAverage",2008
17,17,"Alex Cejka",NA,69.25,554,8,"LateRound3ScoringAverage",2008
18,18,"Tim Petrovic",NA,69.38,555,8,"LateRound3ScoringAverage",2008
19,19,"Gavin Coles",NA,69.5,278,4,"LateRound3ScoringAverage",2008
19,19,"Kenny Perry",NA,69.5,973,14,"LateRound3ScoringAverage",2008
19,19,"Kevin Sutherland",NA,69.5,695,10,"LateRound3ScoringAverage",2008
22,22,"Mark Calcavecchia",NA,69.57,487,7,"LateRound3ScoringAverage",2008
23,23,"Steve Marino",NA,69.63,1114,16,"LateRound3ScoringAverage",2008
24,24,"Brian Gay",NA,69.67,836,12,"LateRound3ScoringAverage",2008
25,25,"Michael Letzig",NA,69.73,767,11,"LateRound3ScoringAverage",2008
26,26,"Bob Tway",NA,69.8,349,5,"LateRound3ScoringAverage",2008
27,27,"Bob Estes",NA,69.82,768,11,"LateRound3ScoringAverage",2008
28,28,"Tim Clark",NA,69.85,908,13,"LateRound3ScoringAverage",2008
29,29,"Corey Pavin",NA,69.86,489,7,"LateRound3ScoringAverage",2008
30,30,"Stewart Cink",NA,69.92,839,12,"LateRound3ScoringAverage",2008
30,30,"Tom Pernice Jr",NA,69.92,839,12,"LateRound3ScoringAverage",2008
32,32,"Marco Dawson",NA,70,420,6,"LateRound3ScoringAverage",2008
32,32,"Jason Gore",NA,70,420,6,"LateRound3ScoringAverage",2008
32,32,"Dudley Hart",NA,70,630,9,"LateRound3ScoringAverage",2008
32,32,"Jerry Kelly",NA,70,630,9,"LateRound3ScoringAverage",2008
32,32,"Matt Kuchar",NA,70,630,9,"LateRound3ScoringAverage",2008
32,32,"Pat Perez",NA,70,770,11,"LateRound3ScoringAverage",2008
32,32,"John Senden",NA,70,280,4,"LateRound3ScoringAverage",2008
39,39,"Tommy Armour III",NA,70.1,701,10,"LateRound3ScoringAverage",2008
40,40,"Woody Austin",NA,70.11,631,9,"LateRound3ScoringAverage",2008
41,41,"Scott Sterling",NA,70.14,491,7,"LateRound3ScoringAverage",2008
42,42,"Craig Kanada",NA,70.17,421,6,"LateRound3ScoringAverage",2008
43,43,"Angel Cabrera",NA,70.2,351,5,"LateRound3ScoringAverage",2008
44,44,"Paul Casey",NA,70.25,281,4,"LateRound3ScoringAverage",2008
44,44,"Lucas Glover",NA,70.25,562,8,"LateRound3ScoringAverage",2008
44,44,"Jin Park",NA,70.25,562,8,"LateRound3ScoringAverage",2008
44,44,"Chris Riley",NA,70.25,281,4,"LateRound3ScoringAverage",2008
48,48,"Sergio Garcia",NA,70.27,1054,15,"LateRound3ScoringAverage",2008
48,48,"Justin Leonard",NA,70.27,773,11,"LateRound3ScoringAverage",2008
