"PowerRating_RANKTHISWEEK_2015","PowerRating_RANKLASTWEEK_2015","PowerRating_PLAYERNAME_2015","PowerRating_EVENTS_2015","PowerRating_RATING_2015","stat_name","year"
1,1,"Brandon Hagy",1,10,"PowerRating",2015
1,1,"Peter Uihlein",1,10,"PowerRating",2015
3,3,"Dustin Johnson",13,9.7,"PowerRating",2015
3,3,"Jamie Lovemark",1,9.7,"PowerRating",2015
5,5,"Jason Day",14,9.6,"PowerRating",2015
5,5,"JB Holmes",15,9.6,"PowerRating",2015
5,5,"Andrew Loupe",5,9.6,"PowerRating",2015
5,5,"Patrick Rodgers",9,9.6,"PowerRating",2015
5,5,"Bubba Watson",14,9.6,"PowerRating",2015
10,10,"Jason Kokrak",15,9.4,"PowerRating",2015
10,10,"Cory Whitsett",2,9.4,"PowerRating",2015
12,12,"Tony Finau",19,9.3,"PowerRating",2015
12,12,"Scott Gutschewski",1,9.3,"PowerRating",2015
14,14,"Adam Scott",6,9.2,"PowerRating",2015
15,15,"Charlie Beljan",8,9.1,"PowerRating",2015
15,15,"Charles Howell III",22,9.1,"PowerRating",2015
15,15,"Smylie Kaufman",1,9.1,"PowerRating",2015
15,15,"Justin Thomas",21,9.1,"PowerRating",2015
15,15,"Cameron Wilson",1,9.1,"PowerRating",2015
15,15,"Gunn Yang",1,9.1,"PowerRating",2015
21,21,"Brooks Koepka",14,9,"PowerRating",2015
21,21,"Jon Rahm",2,9,"PowerRating",2015
23,23,"Richy Werenski",1,8.9,"PowerRating",2015
24,24,"Daniel Berger",15,8.8,"PowerRating",2015
24,24,"Robert Garrigus",8,8.8,"PowerRating",2015
24,24,"Rory McIlroy",8,8.8,"PowerRating",2015
27,27,"Byeong Hun An",2,8.7,"PowerRating",2015
27,27,"John Daly",1,8.7,"PowerRating",2015
27,27,"Bryson DeChambeau",1,8.7,"PowerRating",2015
30,30,"Steven Bowditch",16,8.6,"PowerRating",2015
30,30,"Keegan Bradley",15,8.6,"PowerRating",2015
30,30,"Patton Kizzire",1,8.6,"PowerRating",2015
30,30,"Alexander Levy",1,8.6,"PowerRating",2015
34,34,"Sebastian Cappelen",1,8.5,"PowerRating",2015
34,34,"Ryan Palmer",12,8.5,"PowerRating",2015
34,34,"Justin Rose",10,8.5,"PowerRating",2015
34,34,"Brendan Steele",18,8.5,"PowerRating",2015
38,38,"Jhonattan Vegas",13,8.4,"PowerRating",2015
38,38,"Will Wilcox",8,8.4,"PowerRating",2015
40,40,"Charley Hoffman",17,8.3,"PowerRating",2015
40,40,"Troy Matteson",1,8.3,"PowerRating",2015
40,40,"Carlos Ortiz",16,8.3,"PowerRating",2015
43,43,"Martin Flores",14,8.2,"PowerRating",2015
43,43,"Charl Schwartzel",8,8.2,"PowerRating",2015
43,43,"Robby Shelton",1,8.2,"PowerRating",2015
46,46,"Victor Dubuisson",4,8.1,"PowerRating",2015
46,46,"Stephen Gallacher",4,8.1,"PowerRating",2015
46,46,"Sergio Garcia",9,8.1,"PowerRating",2015
46,46,"Lucas Glover",12,8.1,"PowerRating",2015
46,46,"Martin Laird",14,8.1,"PowerRating",2015
46,46,"Scott Piercy",16,8.1,"PowerRating",2015
46,46,"Gary Woodland",10,8.1,"PowerRating",2015
53,53,"Derek Ernst",9,8,"PowerRating",2015
53,53,"Russell Henley",15,8,"PowerRating",2015
53,53,"Scott Stallings",9,8,"PowerRating",2015
56,56,"Kelvin Day",1,7.9,"PowerRating",2015
56,56,"Harris English",20,7.9,"PowerRating",2015
56,56,"Max Homa",9,7.9,"PowerRating",2015
56,56,"Chris Naegel",1,7.9,"PowerRating",2015
56,56,"Shawn Stefani",20,7.9,"PowerRating",2015
56,56,"Jimmy Walker",15,7.9,"PowerRating",2015
62,62,"Branden Grace",8,7.8,"PowerRating",2015
62,62,"Morgan Hoffmann",14,7.8,"PowerRating",2015
62,62,"Brandt Jobe",1,7.8,"PowerRating",2015
62,62,"Phil Mickelson",13,7.8,"PowerRating",2015
62,62,"Martin Piller",1,7.8,"PowerRating",2015
62,62,"Kyle Stanley",6,7.8,"PowerRating",2015
62,62,"Andy Sullivan",1,7.8,"PowerRating",2015
69,69,"Kiradech Aphibarnrat",2,7.7,"PowerRating",2015
69,69,"Angel Cabrera",6,7.7,"PowerRating",2015
69,69,"Graham DeLaet",11,7.7,"PowerRating",2015
69,69,"Andres Gonzales",14,7.7,"PowerRating",2015
69,69,"Shane Lowry",5,7.7,"PowerRating",2015
69,69,"Maverick McNealy",2,7.7,"PowerRating",2015
69,69,"Cheng Tsung Pan",1,7.7,"PowerRating",2015
69,69,"Ollie Schniederjans",2,7.7,"PowerRating",2015
69,69,"Roger Sloan",5,7.7,"PowerRating",2015
69,69,"Robert Streb",22,7.7,"PowerRating",2015
69,69,"Josh Teater",3,7.7,"PowerRating",2015
80,80,"Jason Allred",1,7.6,"PowerRating",2015
80,80,"Louis Oosthuizen",9,7.6,"PowerRating",2015
80,80,"Sam Saunders",11,7.6,"PowerRating",2015
80,80,"Jordan Spieth",15,7.6,"PowerRating",2015
80,80,"Nick Taylor",15,7.6,"PowerRating",2015
80,80,"Marc Warren",4,7.6,"PowerRating",2015
80,80,"Boo Weekley",13,7.6,"PowerRating",2015
80,80,"Lee Westwood",7,7.6,"PowerRating",2015
88,88,"Paul Casey",14,7.5,"PowerRating",2015
88,88,"Rickie Fowler",13,7.5,"PowerRating",2015
88,88,"Sean OHair",17,7.5,"PowerRating",2015
88,88,"JJ Spaun",1,7.5,"PowerRating",2015
88,88,"Hudson Swafford",16,7.5,"PowerRating",2015
93,93,"Rafa Cabrera Bello",1,7.4,"PowerRating",2015
93,93,"Mark Hensby",1,7.4,"PowerRating",2015
93,93,"Billy Horschel",17,7.4,"PowerRating",2015
93,93,"Marc Leishman",10,7.4,"PowerRating",2015
93,93,"Hunter Mahan",15,7.4,"PowerRating",2015
93,93,"Greg Owen",6,7.4,"PowerRating",2015
93,93,"Alex Prugh",14,7.4,"PowerRating",2015
100,100,"Ernie Els",6,7.3,"PowerRating",2015
100,100,"Tommy Gainey",3,7.3,"PowerRating",2015
100,100,"Matt Jones",15,7.3,"PowerRating",2015
100,100,"Seung Yul Noh",9,7.3,"PowerRating",2015
100,100,"Garrett Osborn",1,7.3,"PowerRating",2015
100,100,"Carl Pettersson",20,7.3,"PowerRating",2015
100,100,"Patrick Reed",19,7.3,"PowerRating",2015
100,100,"Marcel Siem",4,7.3,"PowerRating",2015
100,100,"Chris Smith",3,7.3,"PowerRating",2015
100,100,"Adam Svensson",1,7.3,"PowerRating",2015
110,110,"Andres Romero",8,7.2,"PowerRating",2015
110,110,"Nick Watney",16,7.2,"PowerRating",2015
110,110,"Tiger Woods",5,7.2,"PowerRating",2015
113,113,"Kevin Chappell",15,7.1,"PowerRating",2015
113,113,"Cameron Percy",11,7.1,"PowerRating",2015
115,115,"Brian Harman",15,7,"PowerRating",2015
115,115,"Tom Hoge",12,7,"PowerRating",2015
115,115,"DJ Trahan",2,7,"PowerRating",2015
115,115,"Bernd Wiesberger",3,7,"PowerRating",2015
119,119,"Retief Goosen",12,6.9,"PowerRating",2015
119,119,"Chesson Hadley",18,6.9,"PowerRating",2015
119,119,"James Hahn",17,6.9,"PowerRating",2015
119,119,"Anirban Lahiri",4,6.9,"PowerRating",2015
119,119,"Geoff Ogilvy",7,6.9,"PowerRating",2015
124,124,"Aaron Baddeley",12,6.8,"PowerRating",2015
124,124,"Andrew Dodt",1,6.8,"PowerRating",2015
124,124,"Oscar Fraustro",4,6.8,"PowerRating",2015
124,124,"Hideki Matsuyama",16,6.8,"PowerRating",2015
124,124,"Michael Thompson",13,6.8,"PowerRating",2015
129,129,"Thomas Birdsey",1,6.7,"PowerRating",2015
129,129,"Jamie Donaldson",6,6.7,"PowerRating",2015
129,129,"JJ Henry",14,6.7,"PowerRating",2015
129,129,"Richard Sterne",1,6.7,"PowerRating",2015
129,129,"Kevin Tway",1,6.7,"PowerRating",2015
134,134,"Derek Fathauer",11,6.6,"PowerRating",2015
134,134,"Gonzalo Fdez Castano",8,6.6,"PowerRating",2015
134,134,"Will Ma Kenzie",5,6.6,"PowerRating",2015
134,134,"Wes Roach",1,6.6,"PowerRating",2015
134,134,"Kevin Streelman",16,6.6,"PowerRating",2015
134,134,"Johnson Wagner",8,6.6,"PowerRating",2015
140,140,"Stewart Cink",13,6.5,"PowerRating",2015
140,140,"Jim Herman",14,6.5,"PowerRating",2015
140,140,"John Senden",8,6.5,"PowerRating",2015
140,140,"Vijay Singh",14,6.5,"PowerRating",2015
144,144,"Matt Every",9,6.4,"PowerRating",2015
144,144,"Harrison Frazar",2,6.4,"PowerRating",2015
144,144,"Emiliano Grillo",3,6.4,"PowerRating",2015
144,144,"Padraig Harrington",7,6.4,"PowerRating",2015
144,144,"Scott Vincent",1,6.4,"PowerRating",2015
149,149,"Sangmoon Bae",18,6.3,"PowerRating",2015
149,149,"Jason Gore",9,6.3,"PowerRating",2015
149,149,"Tyrrell Hatton",1,6.3,"PowerRating",2015
149,149,"Trevor Immelman",2,6.3,"PowerRating",2015
149,149,"Troy Kelly",1,6.3,"PowerRating",2015
149,149,"David Lingmerth",15,6.3,"PowerRating",2015
149,149,"Davis Love III",6,6.3,"PowerRating",2015
149,149,"Scott Pinckney",14,6.3,"PowerRating",2015
149,149,"Byron Smith",6,6.3,"PowerRating",2015
158,158,"George Coetzee",2,6.2,"PowerRating",2015
158,158,"Adam Hadwin",15,6.2,"PowerRating",2015
158,158,"Ryo Ishikawa",14,6.2,"PowerRating",2015
158,158,"Kevin Stadler",1,6.2,"PowerRating",2015
162,162,"Scott Brown",15,6.1,"PowerRating",2015
162,162,"Ross Fisher",1,6.1,"PowerRating",2015
162,162,"Michael Putnam",13,6.1,"PowerRating",2015
162,162,"Rory Sabbatini",12,6.1,"PowerRating",2015
162,162,"Carlos Sainz Jr",3,6.1,"PowerRating",2015
162,162,"Bo Van Pelt",10,6.1,"PowerRating",2015
162,162,"Camilo Villegas",14,6.1,"PowerRating",2015
162,162,"Danny Willett",4,6.1,"PowerRating",2015
