"Front9Par3ScoringAverage_RANKTHISWEEK_2009","Front9Par3ScoringAverage_RANKLASTWEEK_2009","Front9Par3ScoringAverage_PLAYERNAME_2009","Front9Par3ScoringAverage_ROUNDS_2009","Front9Par3ScoringAverage_AVG_2009","Front9Par3ScoringAverage_TOTALSTROKES_2009","Front9Par3ScoringAverage_TOTALHOLES_2009","stat_name","year"
1,1,"Phil Mickelson",66,2.95,372,126,"Front9Par3ScoringAverage",2009
2,2,"Jason Day",61,2.96,361,122,"Front9Par3ScoringAverage",2009
2,2,"Kevin Na",91,2.96,550,186,"Front9Par3ScoringAverage",2009
2,2,"Vaughn Taylor",88,2.96,521,176,"Front9Par3ScoringAverage",2009
5,5,"Nick OHern",90,2.97,547,184,"Front9Par3ScoringAverage",2009
5,5,"Scott Sterling",51,2.97,315,106,"Front9Par3ScoringAverage",2009
7,7,"Kris Blanks",60,2.98,369,124,"Front9Par3ScoringAverage",2009
7,7,"Tom Pernice Jr",82,2.98,501,168,"Front9Par3ScoringAverage",2009
7,7,"Tiger Woods",64,2.98,369,124,"Front9Par3ScoringAverage",2009
10,10,"Lee Janzen",74,2.99,454,152,"Front9Par3ScoringAverage",2009
10,10,"Matt Jones",56,2.99,347,116,"Front9Par3ScoringAverage",2009
10,10,"Davis Love III",89,2.99,520,174,"Front9Par3ScoringAverage",2009
13,13,"James Nitties",86,3,516,172,"Front9Par3ScoringAverage",2009
13,13,"Tag Ridings",50,3,312,104,"Front9Par3ScoringAverage",2009
13,13,"Jimmy Walker",74,3,450,150,"Front9Par3ScoringAverage",2009
16,16,"Steve Elkington",70,3.01,433,144,"Front9Par3ScoringAverage",2009
16,16,"JJ Henry",97,3.01,583,194,"Front9Par3ScoringAverage",2009
16,16,"Tim Herron",87,3.01,535,178,"Front9Par3ScoringAverage",2009
16,16,"Ryuji Imada",85,3.01,511,170,"Front9Par3ScoringAverage",2009
16,16,"Michael Letzig",96,3.01,589,196,"Front9Par3ScoringAverage",2009
16,16,"John Mallinger",90,3.01,554,184,"Front9Par3ScoringAverage",2009
16,16,"Kenny Perry",92,3.01,547,182,"Front9Par3ScoringAverage",2009
16,16,"Patrick Sheehan",51,3.01,313,104,"Front9Par3ScoringAverage",2009
16,16,"Nick Watney",86,3.01,518,172,"Front9Par3ScoringAverage",2009
16,16,"Mike Weir",85,3.01,505,168,"Front9Par3ScoringAverage",2009
16,16,"Jay Williamson",69,3.01,428,142,"Front9Par3ScoringAverage",2009
16,16,"Casey Wittenberg",71,3.01,440,146,"Front9Par3ScoringAverage",2009
28,28,"Cameron Beckman",87,3.02,537,178,"Front9Par3ScoringAverage",2009
28,28,"Alex Cejka",82,3.02,495,164,"Front9Par3ScoringAverage",2009
28,28,"David Duval",56,3.02,338,112,"Front9Par3ScoringAverage",2009
28,28,"Jeff Klauk",97,3.02,597,198,"Front9Par3ScoringAverage",2009
28,28,"Corey Pavin",73,3.02,453,150,"Front9Par3ScoringAverage",2009
28,28,"DA Points",99,3.02,597,198,"Front9Par3ScoringAverage",2009
28,28,"Chris Riley",77,3.02,477,158,"Front9Par3ScoringAverage",2009
28,28,"Bo Van Pelt",100,3.02,617,204,"Front9Par3ScoringAverage",2009
28,28,"Charles Warren",63,3.02,386,128,"Front9Par3ScoringAverage",2009
28,28,"Dean Wilson",81,3.02,496,164,"Front9Par3ScoringAverage",2009
28,28,"Mark Wilson",99,3.02,610,202,"Front9Par3ScoringAverage",2009
39,39,"Michael Allen",73,3.03,442,146,"Front9Par3ScoringAverage",2009
39,39,"Mark Brooks",55,3.03,345,114,"Front9Par3ScoringAverage",2009
39,39,"Chris DiMarco",97,3.03,593,196,"Front9Par3ScoringAverage",2009
39,39,"Zach Johnson",94,3.03,557,184,"Front9Par3ScoringAverage",2009
39,39,"Richard Johnson",85,3.03,515,170,"Front9Par3ScoringAverage",2009
39,39,"Spencer Levin",75,3.03,467,154,"Front9Par3ScoringAverage",2009
39,39,"Scott McCarron",91,3.03,552,182,"Front9Par3ScoringAverage",2009
39,39,"Greg Owen",97,3.03,588,194,"Front9Par3ScoringAverage",2009
39,39,"Pat Perez",74,3.03,437,144,"Front9Par3ScoringAverage",2009
39,39,"Scott Piercy",85,3.03,521,172,"Front9Par3ScoringAverage",2009
39,39,"Rick Price",54,3.03,333,110,"Front9Par3ScoringAverage",2009
39,39,"Jeff Quinney",78,3.03,485,160,"Front9Par3ScoringAverage",2009
39,39,"Justin Rose",71,3.03,424,140,"Front9Par3ScoringAverage",2009
39,39,"Kevin Stadler",65,3.03,406,134,"Front9Par3ScoringAverage",2009
39,39,"Steve Stricker",81,3.03,478,158,"Front9Par3ScoringAverage",2009
39,39,"Kevin Sutherland",96,3.03,575,190,"Front9Par3ScoringAverage",2009
39,39,"David Toms",98,3.03,593,196,"Front9Par3ScoringAverage",2009
56,56,"Robert Allenby",71,3.04,425,140,"Front9Par3ScoringAverage",2009
56,56,"Harrison Frazar",93,3.04,577,190,"Front9Par3ScoringAverage",2009
56,56,"Jim Furyk",86,3.04,504,166,"Front9Par3ScoringAverage",2009
56,56,"Matt Kuchar",82,3.04,499,164,"Front9Par3ScoringAverage",2009
56,56,"Justin Leonard",95,3.04,554,182,"Front9Par3ScoringAverage",2009
56,56,"Steve Marino",98,3.04,595,196,"Front9Par3ScoringAverage",2009
56,56,"George McNeill",82,3.04,511,168,"Front9Par3ScoringAverage",2009
56,56,"Bryce Molder",69,3.04,420,138,"Front9Par3ScoringAverage",2009
56,56,"Chez Reavie",81,3.04,493,162,"Front9Par3ScoringAverage",2009
56,56,"Vijay Singh",71,3.04,419,138,"Front9Par3ScoringAverage",2009
56,56,"Darron Stiles",52,3.04,322,106,"Front9Par3ScoringAverage",2009
67,67,"Briny Baird",89,3.05,543,178,"Front9Par3ScoringAverage",2009
67,67,"KJ Choi",65,3.05,390,128,"Front9Par3ScoringAverage",2009
67,67,"Stewart Cink",79,3.05,445,146,"Front9Par3ScoringAverage",2009
67,67,"Ben Curtis",63,3.05,378,124,"Front9Par3ScoringAverage",2009
67,67,"Robert Garrigus",83,3.05,507,166,"Front9Par3ScoringAverage",2009
67,67,"Lucas Glover",93,3.05,567,186,"Front9Par3ScoringAverage",2009
67,67,"Jarrod Lyle",65,3.05,397,130,"Front9Par3ScoringAverage",2009
67,67,"Hunter Mahan",94,3.05,561,184,"Front9Par3ScoringAverage",2009
67,67,"Billy Mayfair",83,3.05,507,166,"Front9Par3ScoringAverage",2009
67,67,"John Merrick",91,3.05,556,182,"Front9Par3ScoringAverage",2009
67,67,"Sean OHair",80,3.05,464,152,"Front9Par3ScoringAverage",2009
67,67,"Jeff Overton",92,3.05,562,184,"Front9Par3ScoringAverage",2009
67,67,"Aron Price",89,3.05,555,182,"Front9Par3ScoringAverage",2009
80,80,"Jason Bohn",88,3.06,538,176,"Front9Par3ScoringAverage",2009
80,80,"Chad Campbell",90,3.06,550,180,"Front9Par3ScoringAverage",2009
80,80,"Ben Crane",93,3.06,569,186,"Front9Par3ScoringAverage",2009
80,80,"Paul Goydos",79,3.06,483,158,"Front9Par3ScoringAverage",2009
80,80,"Bill Haas",91,3.06,569,186,"Front9Par3ScoringAverage",2009
80,80,"Todd Hamilton",83,3.06,508,166,"Front9Par3ScoringAverage",2009
80,80,"Charles Howell III",99,3.06,606,198,"Front9Par3ScoringAverage",2009
80,80,"Colt Knost",71,3.06,447,146,"Front9Par3ScoringAverage",2009
80,80,"Geoff Ogilvy",78,3.06,441,144,"Front9Par3ScoringAverage",2009
80,80,"Ryan Palmer",78,3.06,477,156,"Front9Par3ScoringAverage",2009
80,80,"Tim Petrovic",97,3.06,605,198,"Front9Par3ScoringAverage",2009
80,80,"Kirk Triplett",60,3.06,379,124,"Front9Par3ScoringAverage",2009
80,80,"Gary Woodland",53,3.06,331,108,"Front9Par3ScoringAverage",2009
93,93,"Stephen Ames",77,3.07,460,150,"Front9Par3ScoringAverage",2009
93,93,"Eric Axley",71,3.07,442,144,"Front9Par3ScoringAverage",2009
93,93,"Bart Bryant",58,3.07,356,116,"Front9Par3ScoringAverage",2009
93,93,"Daniel Chopra",89,3.07,547,178,"Front9Par3ScoringAverage",2009
93,93,"Tim Clark",81,3.07,479,156,"Front9Par3ScoringAverage",2009
93,93,"Ken Duke",87,3.07,535,174,"Front9Par3ScoringAverage",2009
