"Roundsinthe60s_RANKTHISWEEK_2008","Roundsinthe60s_RANKLASTWEEK_2008","Roundsinthe60s_PLAYERNAME_2008","Roundsinthe60s_EVENTS_2008","Roundsinthe60s_TOTALRNDS_2008","stat_name","year"
32,32,"Jim Furyk",26,34,"Roundsinthe60s",2008
32,32,"John Merrick",28,34,"Roundsinthe60s",2008
32,32,"Jeff Overton",32,34,"Roundsinthe60s",2008
32,32,"Carl Pettersson",29,34,"Roundsinthe60s",2008
32,32,"John Senden",28,34,"Roundsinthe60s",2008
32,32,"Bo Van Pelt",32,34,"Roundsinthe60s",2008
39,39,"JJ Henry",34,33,"Roundsinthe60s",2008
39,39,"Charley Hoffman",29,33,"Roundsinthe60s",2008
39,39,"Charles Howell III",31,33,"Roundsinthe60s",2008
39,39,"Michael Letzig",29,33,"Roundsinthe60s",2008
39,39,"Peter Lonard",30,33,"Roundsinthe60s",2008
39,39,"Pat Perez",27,33,"Roundsinthe60s",2008
39,39,"Bubba Watson",29,33,"Roundsinthe60s",2008
46,46,"Steve Elkington",25,32,"Roundsinthe60s",2008
46,46,"Robert Garrigus",29,32,"Roundsinthe60s",2008
46,46,"Dustin Johnson",30,32,"Roundsinthe60s",2008
46,46,"Phil Mickelson",21,32,"Roundsinthe60s",2008
46,46,"Tim Wilkinson",29,32,"Roundsinthe60s",2008
51,51,"Brad Adamonis",29,31,"Roundsinthe60s",2008
51,51,"Ben Crane",25,31,"Roundsinthe60s",2008
51,51,"Martin Laird",29,31,"Roundsinthe60s",2008
51,51,"Frank Lickliter II",32,31,"Roundsinthe60s",2008
51,51,"John Mallinger",29,31,"Roundsinthe60s",2008
51,51,"Bob Tway",20,31,"Roundsinthe60s",2008
51,51,"Mike Weir",26,31,"Roundsinthe60s",2008
51,51,"Jay Williamson",33,31,"Roundsinthe60s",2008
59,59,"Stewart Cink",23,30,"Roundsinthe60s",2008
59,59,"Hunter Mahan",27,30,"Roundsinthe60s",2008
59,59,"Parker McLachlin",27,30,"Roundsinthe60s",2008
59,59,"Joe Ogilvie",29,30,"Roundsinthe60s",2008
59,59,"Scott Verplank",24,30,"Roundsinthe60s",2008
59,59,"Camilo Villegas",22,30,"Roundsinthe60s",2008
65,65,"Cameron Beckman",29,29,"Roundsinthe60s",2008
65,65,"Daniel Chopra",27,29,"Roundsinthe60s",2008
65,65,"Troy Matteson",30,29,"Roundsinthe60s",2008
65,65,"George McNeill",29,29,"Roundsinthe60s",2008
65,65,"Tim Petrovic",32,29,"Roundsinthe60s",2008
70,70,"Stephen Ames",24,28,"Roundsinthe60s",2008
70,70,"Tommy Armour III",25,28,"Roundsinthe60s",2008
70,70,"Bart Bryant",23,28,"Roundsinthe60s",2008
70,70,"Steve Flesch",29,28,"Roundsinthe60s",2008
70,70,"Mathew Goggin",27,28,"Roundsinthe60s",2008
70,70,"Dudley Hart",22,28,"Roundsinthe60s",2008
70,70,"Ryan Palmer",22,28,"Roundsinthe60s",2008
70,70,"Corey Pavin",20,28,"Roundsinthe60s",2008
70,70,"DJ Trahan",27,28,"Roundsinthe60s",2008
70,70,"Marc Turnesa",29,28,"Roundsinthe60s",2008
80,80,"James Driscoll",28,27,"Roundsinthe60s",2008
80,80,"Joe Durant",28,27,"Roundsinthe60s",2008
80,80,"Lucas Glover",26,27,"Roundsinthe60s",2008
80,80,"Ryuji Imada",25,27,"Roundsinthe60s",2008
80,80,"Cliff Kresge",28,27,"Roundsinthe60s",2008
80,80,"Davis Love III",23,27,"Roundsinthe60s",2008
80,80,"Jesper Parnevik",29,27,"Roundsinthe60s",2008
80,80,"Vijay Singh",23,27,"Roundsinthe60s",2008
88,88,"Michael Allen",28,26,"Roundsinthe60s",2008
88,88,"Jason Day",28,26,"Roundsinthe60s",2008
88,88,"Nick Flanagan",29,26,"Roundsinthe60s",2008
88,88,"Zach Johnson",25,26,"Roundsinthe60s",2008
88,88,"Sean OHair",25,26,"Roundsinthe60s",2008
88,88,"Tag Ridings",29,26,"Roundsinthe60s",2008
88,88,"John Rollins",28,26,"Roundsinthe60s",2008
88,88,"Rory Sabbatini",23,26,"Roundsinthe60s",2008
88,88,"Charles Warren",29,26,"Roundsinthe60s",2008
88,88,"Boo Weekley",24,26,"Roundsinthe60s",2008
98,98,"Rich Beem",29,25,"Roundsinthe60s",2008
98,98,"KJ Choi",21,25,"Roundsinthe60s",2008
98,98,"Ben Curtis",22,25,"Roundsinthe60s",2008
98,98,"Sergio Garcia",19,25,"Roundsinthe60s",2008
98,98,"JB Holmes",26,25,"Roundsinthe60s",2008
98,98,"Lee Janzen",28,25,"Roundsinthe60s",2008
98,98,"Matt Kuchar",27,25,"Roundsinthe60s",2008
98,98,"Nick OHern",26,25,"Roundsinthe60s",2008
98,98,"Steve Stricker",22,25,"Roundsinthe60s",2008
107,107,"Stuart Appleby",23,24,"Roundsinthe60s",2008
107,107,"Aaron Baddeley",22,24,"Roundsinthe60s",2008
107,107,"Chad Collins",24,24,"Roundsinthe60s",2008
107,107,"Todd Demsey",25,24,"Roundsinthe60s",2008
107,107,"Nathan Green",30,24,"Roundsinthe60s",2008
107,107,"Matt Jones",31,24,"Roundsinthe60s",2008
107,107,"John Riegger",24,24,"Roundsinthe60s",2008
107,107,"Brandt Snedeker",26,24,"Roundsinthe60s",2008
107,107,"Kevin Stadler",30,24,"Roundsinthe60s",2008
107,107,"Scott Sterling",28,24,"Roundsinthe60s",2008
107,107,"Chris Stroud",29,24,"Roundsinthe60s",2008
107,107,"YE Yang",29,24,"Roundsinthe60s",2008
119,119,"Jonathan Byrd",27,23,"Roundsinthe60s",2008
119,119,"Mathias Gronberg",30,23,"Roundsinthe60s",2008
119,119,"Jerry Kelly",31,23,"Roundsinthe60s",2008
119,119,"Jon Mills",32,23,"Roundsinthe60s",2008
119,119,"Jeff Quinney",28,23,"Roundsinthe60s",2008
119,119,"Omar Uresti",24,23,"Roundsinthe60s",2008
125,125,"Glen Day",19,22,"Roundsinthe60s",2008
125,125,"Brad Elder",23,22,"Roundsinthe60s",2008
125,125,"Harrison Frazar",23,22,"Roundsinthe60s",2008
125,125,"Todd Hamilton",28,22,"Roundsinthe60s",2008
125,125,"Mark Hensby",26,22,"Roundsinthe60s",2008
125,125,"Brett Quigley",25,22,"Roundsinthe60s",2008
125,125,"David Toms",20,22,"Roundsinthe60s",2008
125,125,"Jimmy Walker",24,22,"Roundsinthe60s",2008
133,133,"Steve Allan",21,21,"Roundsinthe60s",2008
133,133,"Billy Andrade",24,21,"Roundsinthe60s",2008
133,133,"Chris DiMarco",29,21,"Roundsinthe60s",2008
133,133,"Robert Gamez",26,21,"Roundsinthe60s",2008
133,133,"Kent Jones",23,21,"Roundsinthe60s",2008
133,133,"Jeff Maggert",28,21,"Roundsinthe60s",2008
133,133,"Jim McGovern",26,21,"Roundsinthe60s",2008
133,133,"Rocco Mediate",27,21,"Roundsinthe60s",2008
133,133,"Ryan Moore",24,21,"Roundsinthe60s",2008
133,133,"Geoff Ogilvy",20,21,"Roundsinthe60s",2008
133,133,"Rod Pampling",28,21,"Roundsinthe60s",2008
133,133,"Brenden Pappas",24,21,"Roundsinthe60s",2008
145,145,"Ryan Armour",32,20,"Roundsinthe60s",2008
145,145,"Justin Bolli",28,20,"Roundsinthe60s",2008
145,145,"Alex Cejka",25,20,"Roundsinthe60s",2008
145,145,"John Huston",18,20,"Roundsinthe60s",2008
145,145,"Freddie Jacobson",24,20,"Roundsinthe60s",2008
145,145,"Craig Kanada",23,20,"Roundsinthe60s",2008
145,145,"Greg Kraft",21,20,"Roundsinthe60s",2008
145,145,"Doug LaBelle II",22,20,"Roundsinthe60s",2008
145,145,"Steve Lowery",25,20,"Roundsinthe60s",2008
145,145,"Johnson Wagner",26,20,"Roundsinthe60s",2008
155,155,"Carlos Franco",25,19,"Roundsinthe60s",2008
155,155,"Padraig Harrington",15,19,"Roundsinthe60s",2008
155,155,"Scott McCarron",22,19,"Roundsinthe60s",2008
155,155,"Jin Park",30,19,"Roundsinthe60s",2008
159,159,"Olin Browne",27,18,"Roundsinthe60s",2008
159,159,"Fred Couples",18,18,"Roundsinthe60s",2008
159,159,"Paul Goydos",25,18,"Roundsinthe60s",2008
159,159,"Richard Johnson",29,18,"Roundsinthe60s",2008
159,159,"Chris Riley",17,18,"Roundsinthe60s",2008
159,159,"Brett Rumford",26,18,"Roundsinthe60s",2008
159,159,"Bob Sowards",22,18,"Roundsinthe60s",2008
159,159,"Kyle Thompson",26,18,"Roundsinthe60s",2008
167,167,"Jason Allred",23,17,"Roundsinthe60s",2008
167,167,"Jason Dufner",16,17,"Roundsinthe60s",2008
169,169,"Mark Calcavecchia",25,16,"Roundsinthe60s",2008
169,169,"Alejandro Canizares",16,16,"Roundsinthe60s",2008
169,169,"Marco Dawson",21,16,"Roundsinthe60s",2008
169,169,"Kenneth Ferrie",25,16,"Roundsinthe60s",2008
169,169,"Trevor Immelman",22,16,"Roundsinthe60s",2008
169,169,"Will Ma Kenzie",21,16,"Roundsinthe60s",2008
169,169,"Ted Purdy",25,16,"Roundsinthe60s",2008
169,169,"Andres Romero",20,16,"Roundsinthe60s",2008
169,169,"Tom Scherrer",20,16,"Roundsinthe60s",2008
169,169,"Adam Scott",15,16,"Roundsinthe60s",2008
179,179,"Ernie Els",16,15,"Roundsinthe60s",2008
179,179,"Tommy Gainey",24,15,"Roundsinthe60s",2008
179,179,"Retief Goosen",18,15,"Roundsinthe60s",2008
182,182,"Tom Byrum",12,14,"Roundsinthe60s",2008
182,182,"Paul Casey",16,14,"Roundsinthe60s",2008
182,182,"Paul Claxton",23,14,"Roundsinthe60s",2008
182,182,"Gavin Coles",16,14,"Roundsinthe60s",2008
182,182,"JP Hayes",26,14,"Roundsinthe60s",2008
182,182,"Shigeki Maruyama",18,14,"Roundsinthe60s",2008
189,189,"Andrew Buckle",15,13,"Roundsinthe60s",2008
189,189,"Fred Funk",14,13,"Roundsinthe60s",2008
189,189,"Bob Heintz",17,13,"Roundsinthe60s",2008
189,189,"David Lutterus",23,13,"Roundsinthe60s",2008
189,189,"Ron Whittaker",22,13,"Roundsinthe60s",2008
194,194,"Michael Bradley",14,12,"Roundsinthe60s",2008
194,194,"Angel Cabrera",17,12,"Roundsinthe60s",2008
194,194,"Jose Coceres",13,12,"Roundsinthe60s",2008
197,197,"Jason Bohn",15,11,"Roundsinthe60s",2008
197,197,"Jeff Gove",18,11,"Roundsinthe60s",2008
197,197,"Larry Mize",16,11,"Roundsinthe60s",2008
197,197,"Tiger Woods",6,11,"Roundsinthe60s",2008
201,201,"Mark Brooks",17,10,"Roundsinthe60s",2008
201,201,"Brandt Jobe",19,10,"Roundsinthe60s",2008
201,201,"Tom Lehman",17,10,"Roundsinthe60s",2008
201,201,"Ian Poulter",15,10,"Roundsinthe60s",2008
201,201,"Paul Stankowski",13,10,"Roundsinthe60s",2008
206,206,"Luke Donald",11,9,"Roundsinthe60s",2008
206,206,"David Duval",20,9,"Roundsinthe60s",2008
206,206,"Cody Freeman",26,9,"Roundsinthe60s",2008
206,206,"Dicky Pride",14,9,"Roundsinthe60s",2008
206,206,"Justin Rose",15,9,"Roundsinthe60s",2008
206,206,"Roland Thatcher",15,9,"Roundsinthe60s",2008
206,206,"Garrett Willis",11,9,"Roundsinthe60s",2008
213,213,"Brian Bateman",18,8,"Roundsinthe60s",2008
213,213,"Kirk Triplett",9,8,"Roundsinthe60s",2008
215,215,"Notah Begay III",9,7,"Roundsinthe60s",2008
215,215,"John Daly",17,7,"Roundsinthe60s",2008
215,215,"Dan Forsman",11,7,"Roundsinthe60s",2008
215,215,"Bob May",4,7,"Roundsinthe60s",2008
215,215,"Shaun Micheel",16,7,"Roundsinthe60s",2008
215,215,"Lee Westwood",10,7,"Roundsinthe60s",2008
221,221,"Craig Barlow",15,6,"Roundsinthe60s",2008
221,221,"Neal Lancaster",9,6,"Roundsinthe60s",2008
221,221,"Michael Sim",7,6,"Roundsinthe60s",2008
224,224,"Niclas Fasth",10,5,"Roundsinthe60s",2008
224,224,"Anders Hansen",6,5,"Roundsinthe60s",2008
224,224,"Miguel Angel Jimenez",8,5,"Roundsinthe60s",2008
224,224,"Len Mattiace",11,5,"Roundsinthe60s",2008
224,224,"Arron Oberholser",10,5,"Roundsinthe60s",2008
224,224,"Henrik Stenson",9,5,"Roundsinthe60s",2008
224,224,"Michael Thompson",4,5,"Roundsinthe60s",2008
224,224,"Casey Wittenberg",4,5,"Roundsinthe60s",2008
232,232,"Robert Damron",8,4,"Roundsinthe60s",2008
232,232,"Nick Dougherty",8,4,"Roundsinthe60s",2008
232,232,"Brendan Jones",5,4,"Roundsinthe60s",2008
232,232,"Robert Karlsson",8,4,"Roundsinthe60s",2008
232,232,"Stephen Leaney",17,4,"Roundsinthe60s",2008
232,232,"Danny Lee",2,4,"Roundsinthe60s",2008
232,232,"Travis Perkins",23,4,"Roundsinthe60s",2008
232,232,"Alvaro Quiros",2,4,"Roundsinthe60s",2008
232,232,"Webb Simpson",6,4,"Roundsinthe60s",2008
232,232,"Richard Sterne",8,4,"Roundsinthe60s",2008
232,232,"Jhonattan Vegas",1,4,"Roundsinthe60s",2008
232,232,"Brett Wetterich",11,4,"Roundsinthe60s",2008
244,244,"Paul Azinger",9,3,"Roundsinthe60s",2008
244,244,"Guy Boros",6,3,"Roundsinthe60s",2008
244,244,"Jay Delsing",8,3,"Roundsinthe60s",2008
244,244,"Jim Gallagher Jr",7,3,"Roundsinthe60s",2008
244,244,"Gregory Havret",2,3,"Roundsinthe60s",2008
244,244,"Ian Leggatt",5,3,"Roundsinthe60s",2008
244,244,"JL Lewis",16,3,"Roundsinthe60s",2008
244,244,"WC Liang",6,3,"Roundsinthe60s",2008
244,244,"Yusaku Miyazato",1,3,"Roundsinthe60s",2008
244,244,"DA Points",3,3,"Roundsinthe60s",2008
244,244,"Stephen Poole",1,3,"Roundsinthe60s",2008
244,244,"Jeev Milkha Singh",5,3,"Roundsinthe60s",2008
244,244,"Chris Smith",5,3,"Roundsinthe60s",2008
244,244,"Chip Sullivan",6,3,"Roundsinthe60s",2008
244,244,"Esteban Toledo",3,3,"Roundsinthe60s",2008
259,259,"Ryan Blaum",1,2,"Roundsinthe60s",2008
259,259,"Mark Brown",3,2,"Roundsinthe60s",2008
259,259,"Darren Clarke",2,2,"Roundsinthe60s",2008
259,259,"Kris Cox",8,2,"Roundsinthe60s",2008
259,259,"Stuart Deane",2,2,"Roundsinthe60s",2008
259,259,"John Douma",1,2,"Roundsinthe60s",2008
259,259,"Richard Finch",2,2,"Roundsinthe60s",2008
259,259,"Ross Fisher",6,2,"Roundsinthe60s",2008
259,259,"Philip Francis",1,2,"Roundsinthe60s",2008
259,259,"Brent Geiberger",12,2,"Roundsinthe60s",2008
259,259,"Tom Gillis",3,2,"Roundsinthe60s",2008
259,259,"Rob Grube",1,2,"Roundsinthe60s",2008
259,259,"Soren Hansen",9,2,"Roundsinthe60s",2008
259,259,"David Hearn",2,2,"Roundsinthe60s",2008
259,259,"Martin Kaymer",8,2,"Roundsinthe60s",2008
259,259,"Soren Kjeldsen",3,2,"Roundsinthe60s",2008
259,259,"Spencer Levin",1,2,"Roundsinthe60s",2008
259,259,"Pablo Martin Benavides",3,2,"Roundsinthe60s",2008
259,259,"Daisuke Maruyama",4,2,"Roundsinthe60s",2008
259,259,"Graeme McDowell",4,2,"Roundsinthe60s",2008
259,259,"Andrew McLardy",2,2,"Roundsinthe60s",2008
259,259,"Deane Pappas",3,2,"Roundsinthe60s",2008
259,259,"Nick Price",1,2,"Roundsinthe60s",2008
259,259,"Mike Ruiz",1,2,"Roundsinthe60s",2008
259,259,"Toru Taniguchi",7,2,"Roundsinthe60s",2008
259,259,"Jon Turcott",2,2,"Roundsinthe60s",2008
259,259,"Drew Weaver",4,2,"Roundsinthe60s",2008
259,259,"Oliver Wilson",4,2,"Roundsinthe60s",2008
287,287,"Thomas Aiken",1,1,"Roundsinthe60s",2008
287,287,"Fulton Allem",1,1,"Roundsinthe60s",2008
287,287,"Alex Aragon",2,1,"Roundsinthe60s",2008
287,287,"Casey Bourque",1,1,"Roundsinthe60s",2008
287,287,"Bob Burns",7,1,"Roundsinthe60s",2008
287,287,"Brandel Chamblee",1,1,"Roundsinthe60s",2008
287,287,"SSP Chawrasia",1,1,"Roundsinthe60s",2008
287,287,"Erik Compton",1,1,"Roundsinthe60s",2008
287,287,"Bryan DeCorso",1,1,"Roundsinthe60s",2008
287,287,"Bubba Dickerson",1,1,"Roundsinthe60s",2008
287,287,"Trevor Dodds",2,1,"Roundsinthe60s",2008
287,287,"Josh Esler",1,1,"Roundsinthe60s",2008
287,287,"Tony Finau",1,1,"Roundsinthe60s",2008
287,287,"Robert Floyd",3,1,"Roundsinthe60s",2008
287,287,"Keiichiro Fukabori",1,1,"Roundsinthe60s",2008
287,287,"Richard Green",9,1,"Roundsinthe60s",2008
287,287,"Anton Haig",2,1,"Roundsinthe60s",2008
287,287,"Matt Harmon",1,1,"Roundsinthe60s",2008
287,287,"Justin Hicks",1,1,"Roundsinthe60s",2008
287,287,"Scott Hoch",1,1,"Roundsinthe60s",2008
287,287,"Hidemasa Hoshino",1,1,"Roundsinthe60s",2008
287,287,"David Howell",3,1,"Roundsinthe60s",2008
287,287,"Daniel Im",1,1,"Roundsinthe60s",2008
287,287,"Pete Jordan",1,1,"Roundsinthe60s",2008
287,287,"Peter Karmis",1,1,"Roundsinthe60s",2008
287,287,"Jonathan Kaye",8,1,"Roundsinthe60s",2008
287,287,"Skip Kendall",6,1,"Roundsinthe60s",2008
287,287,"James Kingston",5,1,"Roundsinthe60s",2008
287,287,"Chris Kirk",3,1,"Roundsinthe60s",2008
287,287,"Colt Knost",5,1,"Roundsinthe60s",2008
287,287,"Bernhard Langer",2,1,"Roundsinthe60s",2008
287,287,"Luke List",2,1,"Roundsinthe60s",2008
287,287,"Jamie Lovemark",5,1,"Roundsinthe60s",2008
287,287,"Andrew Magee",3,1,"Roundsinthe60s",2008
287,287,"Prayad Marksaeng",4,1,"Roundsinthe60s",2008
287,287,"Dick Mast",1,1,"Roundsinthe60s",2008
287,287,"Paul McGinley",1,1,"Roundsinthe60s",2008
287,287,"Spike McRoy",4,1,"Roundsinthe60s",2008
287,287,"Kelly Mitchum",1,1,"Roundsinthe60s",2008
287,287,"Kiyoshi Miyazato",1,1,"Roundsinthe60s",2008
287,287,"Wilfredo Morales",1,1,"Roundsinthe60s",2008
287,287,"Mark OMeara",5,1,"Roundsinthe60s",2008
287,287,"David Ogrin",1,1,"Roundsinthe60s",2008
287,287,"Jose Maria Olazabal",4,1,"Roundsinthe60s",2008
287,287,"Greg Owen",1,1,"Roundsinthe60s",2008
287,287,"Fran Quinn",1,1,"Roundsinthe60s",2008
287,287,"Dustin Risdon",1,1,"Roundsinthe60s",2008
287,287,"Jake Roos",2,1,"Roundsinthe60s",2008
287,287,"Ted Schulz",1,1,"Roundsinthe60s",2008
287,287,"Thomas Sherreard",1,1,"Roundsinthe60s",2008
287,287,"Adam Short",1,1,"Roundsinthe60s",2008
287,287,"Joey Sindelar",5,1,"Roundsinthe60s",2008
287,287,"Jeff Sluman",2,1,"Roundsinthe60s",2008
287,287,"Bruce Smith",1,1,"Roundsinthe60s",2008
287,287,"Mike Standly",1,1,"Roundsinthe60s",2008
287,287,"Graeme Storm",3,1,"Roundsinthe60s",2008
287,287,"Scott Strange",3,1,"Roundsinthe60s",2008
287,287,"Miguel Suarez",1,1,"Roundsinthe60s",2008
287,287,"Mitsuhiro Tateyama",1,1,"Roundsinthe60s",2008
287,287,"Peter Tomasulo",2,1,"Roundsinthe60s",2008
287,287,"Diego Vanegas",1,1,"Roundsinthe60s",2008
287,287,"Vance Veazey",1,1,"Roundsinthe60s",2008
287,287,"Grant Waite",8,1,"Roundsinthe60s",2008
287,287,"Steve Webster",3,1,"Roundsinthe60s",2008
287,287,"Dan Woltman",1,1,"Roundsinthe60s",2008
