"TenthTeeEarlyScoringAverage_RANKTHISWEEK_2006","TenthTeeEarlyScoringAverage_RANKLASTWEEK_2006","TenthTeeEarlyScoringAverage_PLAYERNAME_2006","TenthTeeEarlyScoringAverage_ROUNDS_2006","TenthTeeEarlyScoringAverage_AVG_2006","TenthTeeEarlyScoringAverage_TOTALSTROKES_2006","TenthTeeEarlyScoringAverage_TOTAL10THTEEEARLYRDS_2006","stat_name","year"
36,36,"Steve Elkington",52,70.15,912,13,"TenthTeeEarlyScoringAverage",2006
36,36,"Steve Flesch",119,70.15,1824,26,"TenthTeeEarlyScoringAverage",2006
36,36,"David Toms",76,70.15,912,13,"TenthTeeEarlyScoringAverage",2006
39,39,"Hunter Mahan",98,70.16,1333,19,"TenthTeeEarlyScoringAverage",2006
39,39,"Shaun Micheel",96,70.16,1333,19,"TenthTeeEarlyScoringAverage",2006
41,41,"Michael Allen",84,70.17,842,12,"TenthTeeEarlyScoringAverage",2006
41,41,"Olin Browne",108,70.17,1263,18,"TenthTeeEarlyScoringAverage",2006
43,43,"Joe Durant",101,70.19,1123,16,"TenthTeeEarlyScoringAverage",2006
44,44,"Billy Andrade",78,70.2,702,10,"TenthTeeEarlyScoringAverage",2006
45,45,"Shigeki Maruyama",94,70.24,1194,17,"TenthTeeEarlyScoringAverage",2006
46,46,"Davis Love III",85,70.25,843,12,"TenthTeeEarlyScoringAverage",2006
47,47,"Stuart Appleby",83,70.27,1054,15,"TenthTeeEarlyScoringAverage",2006
47,47,"Peter Lonard",77,70.27,773,11,"TenthTeeEarlyScoringAverage",2006
49,49,"Padraig Harrington",54,70.3,703,10,"TenthTeeEarlyScoringAverage",2006
49,49,"Nick Watney",97,70.3,1406,20,"TenthTeeEarlyScoringAverage",2006
51,51,"Daisuke Maruyama",83,70.31,1125,16,"TenthTeeEarlyScoringAverage",2006
52,52,"Briny Baird",81,70.33,1055,15,"TenthTeeEarlyScoringAverage",2006
52,52,"Jason Bohn",104,70.33,1055,15,"TenthTeeEarlyScoringAverage",2006
52,52,"Daniel Chopra",110,70.33,1477,21,"TenthTeeEarlyScoringAverage",2006
52,52,"Fred Couples",52,70.33,633,9,"TenthTeeEarlyScoringAverage",2006
52,52,"Zach Johnson",98,70.33,1055,15,"TenthTeeEarlyScoringAverage",2006
52,52,"Rod Pampling",89,70.33,1055,15,"TenthTeeEarlyScoringAverage",2006
58,58,"Brent Geiberger",99,70.35,1196,17,"TenthTeeEarlyScoringAverage",2006
59,59,"Brandt Jobe",91,70.38,1126,16,"TenthTeeEarlyScoringAverage",2006
59,59,"Vance Veazey",59,70.38,915,13,"TenthTeeEarlyScoringAverage",2006
61,61,"JJ Henry",96,70.4,1056,15,"TenthTeeEarlyScoringAverage",2006
62,62,"Bubba Watson",83,70.41,1197,17,"TenthTeeEarlyScoringAverage",2006
63,63,"Aaron Baddeley",78,70.44,1268,18,"TenthTeeEarlyScoringAverage",2006
63,63,"Geoff Ogilvy",76,70.44,634,9,"TenthTeeEarlyScoringAverage",2006
63,63,"Jesper Parnevik",84,70.44,1127,16,"TenthTeeEarlyScoringAverage",2006
66,66,"Jerry Smith",94,70.46,1691,24,"TenthTeeEarlyScoringAverage",2006
67,67,"KJ Choi",93,70.5,564,8,"TenthTeeEarlyScoringAverage",2006
67,67,"Sergio Garcia",59,70.5,564,8,"TenthTeeEarlyScoringAverage",2006
67,67,"John Huston",74,70.5,1269,18,"TenthTeeEarlyScoringAverage",2006
67,67,"Chris Riley",86,70.5,1128,16,"TenthTeeEarlyScoringAverage",2006
67,67,"John Rollins",93,70.5,1551,22,"TenthTeeEarlyScoringAverage",2006
72,72,"Mathew Goggin",72,70.53,1058,15,"TenthTeeEarlyScoringAverage",2006
73,73,"Rory Sabbatini",84,70.54,917,13,"TenthTeeEarlyScoringAverage",2006
74,74,"Charles Warren",93,70.56,1129,16,"TenthTeeEarlyScoringAverage",2006
75,75,"Sean OHair",100,70.58,847,12,"TenthTeeEarlyScoringAverage",2006
76,76,"Greg Owen",79,70.59,1200,17,"TenthTeeEarlyScoringAverage",2006
77,77,"Arjun Atwal",97,70.6,1412,20,"TenthTeeEarlyScoringAverage",2006
77,77,"Ben Curtis",86,70.6,1059,15,"TenthTeeEarlyScoringAverage",2006
77,77,"Bill Haas",99,70.6,1059,15,"TenthTeeEarlyScoringAverage",2006
80,80,"Ryan Palmer",101,70.62,918,13,"TenthTeeEarlyScoringAverage",2006
81,81,"Jonathan Kaye",95,70.63,1695,24,"TenthTeeEarlyScoringAverage",2006
82,82,"Ben Crane",85,70.64,777,11,"TenthTeeEarlyScoringAverage",2006
83,83,"Jeff Maggert",81,70.65,1201,17,"TenthTeeEarlyScoringAverage",2006
83,83,"Bo Van Pelt",102,70.65,1201,17,"TenthTeeEarlyScoringAverage",2006
85,85,"Jerry Kelly",100,70.67,1484,21,"TenthTeeEarlyScoringAverage",2006
86,86,"David McKenzie",82,70.69,1131,16,"TenthTeeEarlyScoringAverage",2006
86,86,"Ryan Moore",68,70.69,919,13,"TenthTeeEarlyScoringAverage",2006
88,88,"David Howell",52,70.71,495,7,"TenthTeeEarlyScoringAverage",2006
89,89,"Mathias Gronberg",92,70.72,1273,18,"TenthTeeEarlyScoringAverage",2006
90,90,"DJ Trahan",92,70.73,1061,15,"TenthTeeEarlyScoringAverage",2006
91,91,"Ryuji Imada",105,70.75,1415,20,"TenthTeeEarlyScoringAverage",2006
91,91,"Dean Wilson",115,70.75,1132,16,"TenthTeeEarlyScoringAverage",2006
93,93,"Ron Whittaker",81,70.77,920,13,"TenthTeeEarlyScoringAverage",2006
94,94,"Nathan Green",108,70.78,1628,23,"TenthTeeEarlyScoringAverage",2006
94,94,"Greg Kraft",79,70.78,1274,18,"TenthTeeEarlyScoringAverage",2006
96,96,"DA Points",82,70.79,991,14,"TenthTeeEarlyScoringAverage",2006
97,97,"Steve Jones",83,70.81,1133,16,"TenthTeeEarlyScoringAverage",2006
98,98,"Todd Fischer",101,70.83,1275,18,"TenthTeeEarlyScoringAverage",2006
99,99,"Brian Davis",92,70.84,1771,25,"TenthTeeEarlyScoringAverage",2006
100,100,"Paul Goydos",72,70.86,992,14,"TenthTeeEarlyScoringAverage",2006
101,101,"Craig Barlow",77,70.87,1063,15,"TenthTeeEarlyScoringAverage",2006
101,101,"Tom Lehman",70,70.87,1063,15,"TenthTeeEarlyScoringAverage",2006
103,103,"Jeff Brehaut",100,70.89,1347,19,"TenthTeeEarlyScoringAverage",2006
103,103,"Bob Tway",81,70.89,1347,19,"TenthTeeEarlyScoringAverage",2006
105,105,"Will Ma Kenzie",91,70.9,1418,20,"TenthTeeEarlyScoringAverage",2006
106,106,"Larry Mize",53,70.91,780,11,"TenthTeeEarlyScoringAverage",2006
106,106,"Nicholas Thompson",96,70.91,1560,22,"TenthTeeEarlyScoringAverage",2006
108,108,"Matt Hansen",68,70.93,1064,15,"TenthTeeEarlyScoringAverage",2006
109,109,"Bob Estes",85,70.95,1419,20,"TenthTeeEarlyScoringAverage",2006
110,110,"John Cook",67,71,923,13,"TenthTeeEarlyScoringAverage",2006
110,110,"Justin Leonard",83,71,852,12,"TenthTeeEarlyScoringAverage",2006
110,110,"Steve Lowery",99,71,994,14,"TenthTeeEarlyScoringAverage",2006
113,113,"Paul Azinger",87,71.05,1350,19,"TenthTeeEarlyScoringAverage",2006
113,113,"Camilo Villegas",95,71.05,1563,22,"TenthTeeEarlyScoringAverage",2006
115,115,"Retief Goosen",68,71.08,853,12,"TenthTeeEarlyScoringAverage",2006
115,115,"Bernhard Langer",77,71.08,924,13,"TenthTeeEarlyScoringAverage",2006
117,117,"Troy Matteson",101,71.09,1564,22,"TenthTeeEarlyScoringAverage",2006
118,118,"Pat Perez",50,71.1,711,10,"TenthTeeEarlyScoringAverage",2006
119,119,"Jeff Gove",91,71.13,1138,16,"TenthTeeEarlyScoringAverage",2006
120,120,"Stephen Leaney",84,71.15,925,13,"TenthTeeEarlyScoringAverage",2006
121,121,"Joey Sindelar",90,71.16,1352,19,"TenthTeeEarlyScoringAverage",2006
122,122,"Shane Bertsch",104,71.2,1424,20,"TenthTeeEarlyScoringAverage",2006
123,123,"Patrick Sheehan",104,71.21,1353,19,"TenthTeeEarlyScoringAverage",2006
123,123,"Paul Stankowski",70,71.21,1353,19,"TenthTeeEarlyScoringAverage",2006
125,125,"Robert Garrigus",85,71.22,1282,18,"TenthTeeEarlyScoringAverage",2006
125,125,"Charley Hoffman",100,71.22,1282,18,"TenthTeeEarlyScoringAverage",2006
125,125,"Omar Uresti",61,71.22,641,9,"TenthTeeEarlyScoringAverage",2006
128,128,"Chris DiMarco",83,71.25,1140,16,"TenthTeeEarlyScoringAverage",2006
128,128,"JP Hayes",55,71.25,855,12,"TenthTeeEarlyScoringAverage",2006
130,130,"Jeff Sluman",101,71.26,1354,19,"TenthTeeEarlyScoringAverage",2006
131,131,"Danny Ellis",68,71.27,1069,15,"TenthTeeEarlyScoringAverage",2006
132,132,"Henrik Bjornstad",97,71.28,1283,18,"TenthTeeEarlyScoringAverage",2006
133,133,"Jeff Overton",95,71.32,1355,19,"TenthTeeEarlyScoringAverage",2006
134,134,"Charles Howell III",96,71.33,1284,18,"TenthTeeEarlyScoringAverage",2006
135,135,"Jason Gore",86,71.35,1213,17,"TenthTeeEarlyScoringAverage",2006
136,136,"Eric Axley",91,71.36,1570,22,"TenthTeeEarlyScoringAverage",2006
136,136,"Chad Campbell",91,71.36,999,14,"TenthTeeEarlyScoringAverage",2006
136,136,"Carl Pettersson",95,71.36,785,11,"TenthTeeEarlyScoringAverage",2006
139,139,"Billy Mayfair",94,71.37,1356,19,"TenthTeeEarlyScoringAverage",2006
140,140,"Richard Johnson",94,71.38,1499,21,"TenthTeeEarlyScoringAverage",2006
141,141,"Kris Cox",83,71.4,1071,15,"TenthTeeEarlyScoringAverage",2006
141,141,"Freddie Jacobson",56,71.4,714,10,"TenthTeeEarlyScoringAverage",2006
143,143,"Tim Petrovic",95,71.42,1357,19,"TenthTeeEarlyScoringAverage",2006
144,144,"Marco Dawson",87,71.46,1715,24,"TenthTeeEarlyScoringAverage",2006
144,144,"Kirk Triplett",58,71.46,929,13,"TenthTeeEarlyScoringAverage",2006
146,146,"Bart Bryant",87,71.5,1001,14,"TenthTeeEarlyScoringAverage",2006
146,146,"JL Lewis",57,71.5,858,12,"TenthTeeEarlyScoringAverage",2006
146,146,"Tag Ridings",103,71.5,1716,24,"TenthTeeEarlyScoringAverage",2006
149,149,"Robert Damron",91,71.54,1860,26,"TenthTeeEarlyScoringAverage",2006
150,150,"Bubba Dickerson",98,71.55,1574,22,"TenthTeeEarlyScoringAverage",2006
151,151,"Mike Sposa",68,71.56,1288,18,"TenthTeeEarlyScoringAverage",2006
152,152,"Jimmy Walker",60,71.58,859,12,"TenthTeeEarlyScoringAverage",2006
153,153,"Jose Maria Olazabal",62,71.63,573,8,"TenthTeeEarlyScoringAverage",2006
154,154,"Corey Pavin",74,71.64,1003,14,"TenthTeeEarlyScoringAverage",2006
155,155,"Alex Cejka",93,71.65,1433,20,"TenthTeeEarlyScoringAverage",2006
156,156,"Kenny Perry",73,71.67,1075,15,"TenthTeeEarlyScoringAverage",2006
157,157,"Tim Clark",80,71.71,1004,14,"TenthTeeEarlyScoringAverage",2006
157,157,"Ian Leggatt",80,71.71,1219,17,"TenthTeeEarlyScoringAverage",2006
159,159,"Thomas Levet",53,71.73,789,11,"TenthTeeEarlyScoringAverage",2006
160,160,"Ted Purdy",103,71.76,1507,21,"TenthTeeEarlyScoringAverage",2006
161,161,"Bob May",65,71.77,933,13,"TenthTeeEarlyScoringAverage",2006
162,162,"Mark OMeara",52,71.78,646,9,"TenthTeeEarlyScoringAverage",2006
163,163,"Carlos Franco",86,71.79,1364,19,"TenthTeeEarlyScoringAverage",2006
163,163,"Jason Schultz",77,71.79,1364,19,"TenthTeeEarlyScoringAverage",2006
165,165,"Mark Brooks",90,71.81,1149,16,"TenthTeeEarlyScoringAverage",2006
166,166,"Woody Austin",107,71.83,1293,18,"TenthTeeEarlyScoringAverage",2006
166,166,"Chris Couch",75,71.83,1652,23,"TenthTeeEarlyScoringAverage",2006
168,168,"Tommy Armour III",65,71.88,1150,16,"TenthTeeEarlyScoringAverage",2006
168,168,"Roger Tambellini",64,71.88,1150,16,"TenthTeeEarlyScoringAverage",2006
170,170,"Chris Smith",67,71.94,1223,17,"TenthTeeEarlyScoringAverage",2006
171,171,"Stephen Ames",63,72,432,6,"TenthTeeEarlyScoringAverage",2006
171,171,"Greg Chalmers",71,72,864,12,"TenthTeeEarlyScoringAverage",2006
173,173,"Michael Connell",51,72.07,1081,15,"TenthTeeEarlyScoringAverage",2006
174,174,"Jon Mills",68,72.08,937,13,"TenthTeeEarlyScoringAverage",2006
175,175,"Len Mattiace",59,72.13,1154,16,"TenthTeeEarlyScoringAverage",2006
176,176,"Lee Janzen",79,72.17,1299,18,"TenthTeeEarlyScoringAverage",2006
177,177,"Rich Beem",85,72.18,794,11,"TenthTeeEarlyScoringAverage",2006
177,177,"Tim Herron",82,72.18,794,11,"TenthTeeEarlyScoringAverage",2006
179,179,"Mark Calcavecchia",94,72.19,1155,16,"TenthTeeEarlyScoringAverage",2006
180,180,"James Driscoll",80,72.22,1300,18,"TenthTeeEarlyScoringAverage",2006
181,181,"Robert Gamez",94,72.25,1156,16,"TenthTeeEarlyScoringAverage",2006
182,182,"Joe Ogilvie",95,72.27,795,11,"TenthTeeEarlyScoringAverage",2006
182,182,"Tjaart van der Walt",60,72.27,795,11,"TenthTeeEarlyScoringAverage",2006
184,184,"Brad Faxon",78,72.29,1012,14,"TenthTeeEarlyScoringAverage",2006
185,185,"Scott Gutschewski",53,72.38,941,13,"TenthTeeEarlyScoringAverage",2006
186,186,"Wes Short Jr",96,72.44,1159,16,"TenthTeeEarlyScoringAverage",2006
187,187,"Doug Barron",74,72.61,1307,18,"TenthTeeEarlyScoringAverage",2006
188,188,"David Duval",71,72.71,509,7,"TenthTeeEarlyScoringAverage",2006
189,189,"Brian Bateman",69,72.89,1312,18,"TenthTeeEarlyScoringAverage",2006
190,190,"John Engler Jr",69,73.29,1246,17,"TenthTeeEarlyScoringAverage",2006
191,191,"Hidemichi Tanaka",74,73.33,1320,18,"TenthTeeEarlyScoringAverage",2006
192,192,"Todd Hamilton",72,73.44,661,9,"TenthTeeEarlyScoringAverage",2006
193,193,"Ian Poulter",53,73.5,441,6,"TenthTeeEarlyScoringAverage",2006
194,194,"Ryan Hietala",61,73.77,959,13,"TenthTeeEarlyScoringAverage",2006
195,195,"Alex Aragon",63,73.79,1033,14,"TenthTeeEarlyScoringAverage",2006
196,196,"John Daly",51,74.83,449,6,"TenthTeeEarlyScoringAverage",2006
