"BestYTD1PuttorBetterStreak_RANKTHISWEEK_2012","BestYTD1PuttorBetterStreak_RANKLASTWEEK_2012","BestYTD1PuttorBetterStreak_PLAYERNAME_2012","BestYTD1PuttorBetterStreak_EVENTS_2012","BestYTD1PuttorBetterStreak_VALUE_2012","stat_name","year"
1,1,"Cameron Tringale",26,19,"BestYTD1PuttorBetterStreak",2012
2,2,"Jonathan Byrd",21,14,"BestYTD1PuttorBetterStreak",2012
3,3,"Ken Duke",30,12,"BestYTD1PuttorBetterStreak",2012
3,3,"DA Points",29,12,"BestYTD1PuttorBetterStreak",2012
5,5,"Justin Leonard",26,11,"BestYTD1PuttorBetterStreak",2012
5,5,"Phil Mickelson",22,11,"BestYTD1PuttorBetterStreak",2012
5,5,"Kyle Reifers",27,11,"BestYTD1PuttorBetterStreak",2012
5,5,"Andres Romero",22,11,"BestYTD1PuttorBetterStreak",2012
5,5,"Patrick Sheehan",21,11,"BestYTD1PuttorBetterStreak",2012
5,5,"Steve Wheatcroft",22,11,"BestYTD1PuttorBetterStreak",2012
11,11,"Jason Bohn",28,10,"BestYTD1PuttorBetterStreak",2012
11,11,"Alejandro Canizares",3,10,"BestYTD1PuttorBetterStreak",2012
11,11,"Miguel Angel Carballo",25,10,"BestYTD1PuttorBetterStreak",2012
11,11,"Greg Chalmers",25,10,"BestYTD1PuttorBetterStreak",2012
11,11,"Jim Furyk",24,10,"BestYTD1PuttorBetterStreak",2012
11,11,"Jason Gore",8,10,"BestYTD1PuttorBetterStreak",2012
11,11,"Charley Hoffman",27,10,"BestYTD1PuttorBetterStreak",2012
11,11,"Charles Howell III",29,10,"BestYTD1PuttorBetterStreak",2012
11,11,"David Mathis",29,10,"BestYTD1PuttorBetterStreak",2012
11,11,"Bryce Molder",25,10,"BestYTD1PuttorBetterStreak",2012
11,11,"Ryan Palmer",24,10,"BestYTD1PuttorBetterStreak",2012
11,11,"Justin Rose",19,10,"BestYTD1PuttorBetterStreak",2012
11,11,"Vijay Singh",27,10,"BestYTD1PuttorBetterStreak",2012
11,11,"Brandt Snedeker",22,10,"BestYTD1PuttorBetterStreak",2012
11,11,"Vaughn Taylor",26,10,"BestYTD1PuttorBetterStreak",2012
26,26,"Ricky Barnes",28,9,"BestYTD1PuttorBetterStreak",2012
26,26,"Matt Bettencourt",31,9,"BestYTD1PuttorBetterStreak",2012
26,26,"Rafa Cabrera Bello",6,9,"BestYTD1PuttorBetterStreak",2012
26,26,"Will Claxton",28,9,"BestYTD1PuttorBetterStreak",2012
26,26,"Ben Crane",23,9,"BestYTD1PuttorBetterStreak",2012
26,26,"Chris DiMarco",29,9,"BestYTD1PuttorBetterStreak",2012
26,26,"Matt Every",25,9,"BestYTD1PuttorBetterStreak",2012
26,26,"Yoshinori Fujimoto",2,9,"BestYTD1PuttorBetterStreak",2012
26,26,"Brian Gay",28,9,"BestYTD1PuttorBetterStreak",2012
26,26,"Brian Harman",30,9,"BestYTD1PuttorBetterStreak",2012
26,26,"Jim Herman",2,9,"BestYTD1PuttorBetterStreak",2012
26,26,"Ryuji Imada",28,9,"BestYTD1PuttorBetterStreak",2012
26,26,"Trevor Immelman",24,9,"BestYTD1PuttorBetterStreak",2012
26,26,"Zach Johnson",25,9,"BestYTD1PuttorBetterStreak",2012
26,26,"Anthony Kim",10,9,"BestYTD1PuttorBetterStreak",2012
26,26,"Scott Langley",4,9,"BestYTD1PuttorBetterStreak",2012
26,26,"Spencer Levin",26,9,"BestYTD1PuttorBetterStreak",2012
26,26,"Edward Loar",23,9,"BestYTD1PuttorBetterStreak",2012
26,26,"Troy Matteson",32,9,"BestYTD1PuttorBetterStreak",2012
26,26,"William McGirt",30,9,"BestYTD1PuttorBetterStreak",2012
26,26,"John Merrick",26,9,"BestYTD1PuttorBetterStreak",2012
26,26,"Francesco Molinari",8,9,"BestYTD1PuttorBetterStreak",2012
26,26,"Garth Mulroy",20,9,"BestYTD1PuttorBetterStreak",2012
