"3PuttAvoidanceInside5_RANKTHISWEEK_2010","3PuttAvoidanceInside5_RANKLASTWEEK_2010","3PuttAvoidanceInside5_PLAYERNAME_2010","3PuttAvoidanceInside5_ROUNDS_2010","3PuttAvoidanceInside5_Pct_2010","3PuttAvoidanceInside5_TOTAL3PUTTS_2010","3PuttAvoidanceInside5_ATTEMPTS_2010","3PuttAvoidanceInside5_2PUTTORBETTERPct_2010","stat_name","year"
1,1,"Blake Adams",84,0,NA,295,100,"3PuttAvoidanceInside5",2010
1,1,"Robert Allenby",76,0,NA,220,100,"3PuttAvoidanceInside5",2010
1,1,"Stephen Ames",75,0,NA,239,100,"3PuttAvoidanceInside5",2010
1,1,"Stuart Appleby",101,0,NA,346,100,"3PuttAvoidanceInside5",2010
1,1,"Woody Austin",93,0,NA,313,100,"3PuttAvoidanceInside5",2010
1,1,"Briny Baird",87,0,NA,279,100,"3PuttAvoidanceInside5",2010
1,1,"Ricky Barnes",103,0,NA,310,100,"3PuttAvoidanceInside5",2010
1,1,"Cameron Beckman",68,0,NA,212,100,"3PuttAvoidanceInside5",2010
1,1,"Matt Bettencourt",91,0,NA,298,100,"3PuttAvoidanceInside5",2010
1,1,"Henrik Bjornstad",72,0,NA,200,100,"3PuttAvoidanceInside5",2010
1,1,"Kris Blanks",91,0,NA,241,100,"3PuttAvoidanceInside5",2010
1,1,"Justin Bolli",55,0,NA,162,100,"3PuttAvoidanceInside5",2010
1,1,"Michael Bradley",77,0,NA,240,100,"3PuttAvoidanceInside5",2010
1,1,"Angel Cabrera",64,0,NA,201,100,"3PuttAvoidanceInside5",2010
1,1,"Mark Calcavecchia",50,0,NA,125,100,"3PuttAvoidanceInside5",2010
1,1,"Paul Casey",64,0,NA,156,100,"3PuttAvoidanceInside5",2010
1,1,"Alex Cejka",81,0,NA,243,100,"3PuttAvoidanceInside5",2010
1,1,"Greg Chalmers",93,0,NA,345,100,"3PuttAvoidanceInside5",2010
1,1,"KJ Choi",82,0,NA,253,100,"3PuttAvoidanceInside5",2010
1,1,"Stewart Cink",84,0,NA,246,100,"3PuttAvoidanceInside5",2010
1,1,"Tim Clark",88,0,NA,260,100,"3PuttAvoidanceInside5",2010
1,1,"Chad Collins",87,0,NA,306,100,"3PuttAvoidanceInside5",2010
1,1,"Michael Connell",89,0,NA,274,100,"3PuttAvoidanceInside5",2010
1,1,"Chris Couch",66,0,NA,226,100,"3PuttAvoidanceInside5",2010
1,1,"Ben Crane",85,0,NA,246,100,"3PuttAvoidanceInside5",2010
1,1,"Ben Curtis",78,0,NA,233,100,"3PuttAvoidanceInside5",2010
1,1,"John Daly",63,0,NA,176,100,"3PuttAvoidanceInside5",2010
1,1,"Brian Davis",101,0,NA,369,100,"3PuttAvoidanceInside5",2010
1,1,"Brendon de Jonge",114,0,NA,317,100,"3PuttAvoidanceInside5",2010
1,1,"Graham DeLaet",88,0,NA,289,100,"3PuttAvoidanceInside5",2010
1,1,"Brent Delahoussaye",57,0,NA,159,100,"3PuttAvoidanceInside5",2010
1,1,"Chris DiMarco",88,0,NA,305,100,"3PuttAvoidanceInside5",2010
1,1,"Luke Donald",71,0,NA,218,100,"3PuttAvoidanceInside5",2010
1,1,"James Driscoll",78,0,NA,280,100,"3PuttAvoidanceInside5",2010
1,1,"Jason Dufner",87,0,NA,286,100,"3PuttAvoidanceInside5",2010
1,1,"Joe Durant",67,0,NA,201,100,"3PuttAvoidanceInside5",2010
1,1,"Steve Elkington",74,0,NA,225,100,"3PuttAvoidanceInside5",2010
1,1,"Ernie Els",72,0,NA,229,100,"3PuttAvoidanceInside5",2010
1,1,"Bob Estes",79,0,NA,255,100,"3PuttAvoidanceInside5",2010
1,1,"Matt Every",60,0,NA,178,100,"3PuttAvoidanceInside5",2010
1,1,"Brad Faxon",58,0,NA,184,100,"3PuttAvoidanceInside5",2010
1,1,"Steve Flesch",78,0,NA,260,100,"3PuttAvoidanceInside5",2010
1,1,"Sergio Garcia",58,0,NA,142,100,"3PuttAvoidanceInside5",2010
1,1,"Robert Garrigus",71,0,NA,206,100,"3PuttAvoidanceInside5",2010
1,1,"Brian Gay",101,0,NA,346,100,"3PuttAvoidanceInside5",2010
1,1,"Lucas Glover",75,0,NA,210,100,"3PuttAvoidanceInside5",2010
1,1,"Retief Goosen",75,0,NA,203,100,"3PuttAvoidanceInside5",2010
1,1,"Jeff Gove",57,0,NA,159,100,"3PuttAvoidanceInside5",2010
1,1,"Paul Goydos",78,0,NA,253,100,"3PuttAvoidanceInside5",2010
1,1,"Mathias Gronberg",61,0,NA,197,100,"3PuttAvoidanceInside5",2010
1,1,"Bill Haas",87,0,NA,290,100,"3PuttAvoidanceInside5",2010
1,1,"Padraig Harrington",57,0,NA,205,100,"3PuttAvoidanceInside5",2010
1,1,"JJ Henry",92,0,NA,263,100,"3PuttAvoidanceInside5",2010
1,1,"Tim Herron",79,0,NA,268,100,"3PuttAvoidanceInside5",2010
1,1,"Trevor Immelman",55,0,NA,155,100,"3PuttAvoidanceInside5",2010
1,1,"Freddie Jacobson",83,0,NA,301,100,"3PuttAvoidanceInside5",2010
1,1,"Lee Janzen",77,0,NA,273,100,"3PuttAvoidanceInside5",2010
1,1,"Zach Johnson",93,0,NA,288,100,"3PuttAvoidanceInside5",2010
1,1,"Richard Johnson",90,0,NA,267,100,"3PuttAvoidanceInside5",2010
1,1,"Dustin Johnson",83,0,NA,246,100,"3PuttAvoidanceInside5",2010
1,1,"Jerry Kelly",99,0,NA,301,100,"3PuttAvoidanceInside5",2010
1,1,"Skip Kendall",58,0,NA,187,100,"3PuttAvoidanceInside5",2010
1,1,"Greg Kraft",52,0,NA,148,100,"3PuttAvoidanceInside5",2010
1,1,"Martin Laird",91,0,NA,285,100,"3PuttAvoidanceInside5",2010
1,1,"Derek Lamely",81,0,NA,264,100,"3PuttAvoidanceInside5",2010
1,1,"Justin Leonard",89,0,NA,278,100,"3PuttAvoidanceInside5",2010
1,1,"Spencer Levin",110,0,NA,377,100,"3PuttAvoidanceInside5",2010
1,1,"Steve Lowery",67,0,NA,193,100,"3PuttAvoidanceInside5",2010
1,1,"Bill Lunde",79,0,NA,262,100,"3PuttAvoidanceInside5",2010
1,1,"Jarrod Lyle",54,0,NA,171,100,"3PuttAvoidanceInside5",2010
1,1,"Jeff Maggert",76,0,NA,237,100,"3PuttAvoidanceInside5",2010
1,1,"John Mallinger",78,0,NA,232,100,"3PuttAvoidanceInside5",2010
1,1,"Steve Marino",81,0,NA,241,100,"3PuttAvoidanceInside5",2010
1,1,"Billy Mayfair",78,0,NA,220,100,"3PuttAvoidanceInside5",2010
1,1,"Scott McCarron",90,0,NA,323,100,"3PuttAvoidanceInside5",2010
1,1,"Rory McIlroy",54,0,NA,161,100,"3PuttAvoidanceInside5",2010
1,1,"Rocco Mediate",71,0,NA,201,100,"3PuttAvoidanceInside5",2010
1,1,"John Merrick",109,0,NA,324,100,"3PuttAvoidanceInside5",2010
1,1,"Troy Merritt",86,0,NA,280,100,"3PuttAvoidanceInside5",2010
1,1,"Shaun Micheel",70,0,NA,223,100,"3PuttAvoidanceInside5",2010
1,1,"Bryce Molder",84,0,NA,271,100,"3PuttAvoidanceInside5",2010
1,1,"Ryan Moore",80,0,NA,217,100,"3PuttAvoidanceInside5",2010
1,1,"Garth Mulroy",53,0,NA,156,100,"3PuttAvoidanceInside5",2010
1,1,"Joe Ogilvie",99,0,NA,326,100,"3PuttAvoidanceInside5",2010
1,1,"Geoff Ogilvy",62,0,NA,177,100,"3PuttAvoidanceInside5",2010
1,1,"Jeff Overton",89,0,NA,269,100,"3PuttAvoidanceInside5",2010
1,1,"Greg Owen",69,0,NA,239,100,"3PuttAvoidanceInside5",2010
1,1,"Ryan Palmer",84,0,NA,265,100,"3PuttAvoidanceInside5",2010
1,1,"Rod Pampling",77,0,NA,287,100,"3PuttAvoidanceInside5",2010
1,1,"Brenden Pappas",66,0,NA,204,100,"3PuttAvoidanceInside5",2010
1,1,"Pat Perez",90,0,NA,327,100,"3PuttAvoidanceInside5",2010
1,1,"Tom Pernice Jr",74,0,NA,217,100,"3PuttAvoidanceInside5",2010
1,1,"Kenny Perry",69,0,NA,178,100,"3PuttAvoidanceInside5",2010
1,1,"Tim Petrovic",105,0,NA,350,100,"3PuttAvoidanceInside5",2010
1,1,"Aron Price",70,0,NA,212,100,"3PuttAvoidanceInside5",2010
1,1,"Alex Prugh",88,0,NA,282,100,"3PuttAvoidanceInside5",2010
1,1,"Ted Purdy",86,0,NA,292,100,"3PuttAvoidanceInside5",2010
1,1,"Jeff Quinney",91,0,NA,307,100,"3PuttAvoidanceInside5",2010
1,1,"Andres Romero",73,0,NA,263,100,"3PuttAvoidanceInside5",2010
1,1,"Justin Rose",78,0,NA,293,100,"3PuttAvoidanceInside5",2010
1,1,"Rory Sabbatini",79,0,NA,269,100,"3PuttAvoidanceInside5",2010
1,1,"Michael Sim",64,0,NA,223,100,"3PuttAvoidanceInside5",2010
1,1,"Webb Simpson",98,0,NA,356,100,"3PuttAvoidanceInside5",2010
1,1,"Jeev Milkha Singh",59,0,NA,210,100,"3PuttAvoidanceInside5",2010
1,1,"Paul Stankowski",62,0,NA,184,100,"3PuttAvoidanceInside5",2010
1,1,"Kevin Streelman",90,0,NA,308,100,"3PuttAvoidanceInside5",2010
1,1,"Steve Stricker",73,0,NA,211,100,"3PuttAvoidanceInside5",2010
1,1,"Chris Stroud",90,0,NA,236,100,"3PuttAvoidanceInside5",2010
1,1,"Brian Stuard",81,0,NA,254,100,"3PuttAvoidanceInside5",2010
1,1,"Roger Tambellini",77,0,NA,199,100,"3PuttAvoidanceInside5",2010
