"DrivingPctMeasured_RANKTHISWEEK_2006","DrivingPctMeasured_RANKLASTWEEK_2006","DrivingPctMeasured_PLAYERNAME_2006","DrivingPctMeasured_ROUNDS_2006","DrivingPctMeasured_Pct_2006","DrivingPctMeasured_TOTALDRIVESFOR_2006","DrivingPctMeasured_TOTALDRVSOVERALL_2006","DrivingPctMeasured_RELATIVETOPAR_2006","stat_name","year"
22,22,"John Cook",67,3.17,4,126,0.5,"DrivingPctMeasured",2006
23,23,"Michael Connell",51,3.13,3,96,0,"DrivingPctMeasured",2006
23,23,"Vaughn Taylor",88,3.13,5,160,0.2,"DrivingPctMeasured",2006
25,25,"Mark Calcavecchia",94,2.98,5,168,0.2,"DrivingPctMeasured",2006
26,26,"Ted Purdy",103,2.81,5,178,0.4,"DrivingPctMeasured",2006
26,26,"Heath Slocum",96,2.81,5,178,0.2,"DrivingPctMeasured",2006
28,28,"Ben Curtis",86,2.78,4,144,-0.75,"DrivingPctMeasured",2006
29,29,"Doug Barron",74,2.74,4,146,-0.5,"DrivingPctMeasured",2006
30,30,"Wes Short Jr",96,2.72,5,184,0.4,"DrivingPctMeasured",2006
31,31,"Briny Baird",81,2.6,4,154,0.75,"DrivingPctMeasured",2006
32,32,"Jason Bohn",104,2.55,5,196,0.6,"DrivingPctMeasured",2006
33,33,"Vance Veazey",59,2.54,3,118,0.33,"DrivingPctMeasured",2006
34,34,"Stephen Leaney",84,2.38,4,168,0.75,"DrivingPctMeasured",2006
35,35,"Paul Azinger",87,2.35,4,170,0.25,"DrivingPctMeasured",2006
36,36,"Carlos Franco",86,2.33,4,172,0.5,"DrivingPctMeasured",2006
37,37,"Mike Sposa",68,2.31,3,130,0,"DrivingPctMeasured",2006
38,38,"Chris DiMarco",83,2.27,3,132,0,"DrivingPctMeasured",2006
38,38,"Bernhard Langer",77,2.27,3,132,0,"DrivingPctMeasured",2006
38,38,"Mark OMeara",52,2.27,2,88,-0.5,"DrivingPctMeasured",2006
41,41,"John Engler Jr",69,2.24,3,134,-0.33,"DrivingPctMeasured",2006
41,41,"Arron Oberholser",82,2.24,3,134,0,"DrivingPctMeasured",2006
43,43,"Ben Crane",85,2.21,3,136,0.67,"DrivingPctMeasured",2006
44,44,"Robert Damron",91,2.2,4,182,0,"DrivingPctMeasured",2006
44,44,"Lucas Glover",105,2.2,4,182,0.5,"DrivingPctMeasured",2006
44,44,"Steve Lowery",99,2.2,4,182,0.5,"DrivingPctMeasured",2006
44,44,"Jeff Sluman",101,2.2,4,182,0.5,"DrivingPctMeasured",2006
48,48,"Luke Donald",66,2.13,2,94,-0.5,"DrivingPctMeasured",2006
49,49,"Greg Kraft",79,2.05,3,146,1,"DrivingPctMeasured",2006
50,50,"Scott Verplank",88,2.03,3,148,0,"DrivingPctMeasured",2006
51,51,"Patrick Sheehan",104,2,4,200,0.5,"DrivingPctMeasured",2006
52,52,"Shane Bertsch",104,1.96,4,204,0.25,"DrivingPctMeasured",2006
53,53,"Daisuke Maruyama",83,1.9,3,158,0.67,"DrivingPctMeasured",2006
53,53,"Dean Wilson",115,1.9,4,210,1,"DrivingPctMeasured",2006
55,55,"DA Points",82,1.88,3,160,0.33,"DrivingPctMeasured",2006
56,56,"Geoff Ogilvy",76,1.85,2,108,1,"DrivingPctMeasured",2006
57,57,"Shaun Micheel",96,1.81,3,166,0.33,"DrivingPctMeasured",2006
58,58,"Joey Sindelar",90,1.79,3,168,1,"DrivingPctMeasured",2006
59,59,"Mark Brooks",90,1.76,3,170,0,"DrivingPctMeasured",2006
59,59,"JJ Henry",96,1.76,3,170,0,"DrivingPctMeasured",2006
61,61,"David Duval",71,1.75,2,114,0,"DrivingPctMeasured",2006
61,61,"Tjaart van der Walt",60,1.75,2,114,0.5,"DrivingPctMeasured",2006
63,63,"Marco Dawson",87,1.72,3,174,0.33,"DrivingPctMeasured",2006
64,64,"Vijay Singh",103,1.7,3,176,1,"DrivingPctMeasured",2006
65,65,"Ryan Hietala",61,1.69,2,118,0,"DrivingPctMeasured",2006
66,66,"Tommy Armour III",65,1.64,2,122,0,"DrivingPctMeasured",2006
67,67,"Jerry Kelly",100,1.63,3,184,0,"DrivingPctMeasured",2006
68,68,"David Howell",52,1.61,1,62,0,"DrivingPctMeasured",2006
68,68,"Kenny Perry",73,1.61,2,124,0,"DrivingPctMeasured",2006
70,70,"Jeff Brehaut",100,1.56,3,192,0.33,"DrivingPctMeasured",2006
71,71,"Tim Clark",80,1.54,2,130,-0.5,"DrivingPctMeasured",2006
72,72,"Ryuji Imada",105,1.53,3,196,0.33,"DrivingPctMeasured",2006
73,73,"Jon Mills",68,1.52,2,132,0,"DrivingPctMeasured",2006
74,74,"Skip Kendall",72,1.47,2,136,0.5,"DrivingPctMeasured",2006
75,75,"Rod Pampling",89,1.43,2,140,0.5,"DrivingPctMeasured",2006
75,75,"Paul Stankowski",70,1.43,2,140,2,"DrivingPctMeasured",2006
77,77,"Greg Owen",79,1.41,2,142,0.5,"DrivingPctMeasured",2006
77,77,"Rory Sabbatini",84,1.41,2,142,0.5,"DrivingPctMeasured",2006
79,79,"Jim Furyk",89,1.39,2,144,0,"DrivingPctMeasured",2006
79,79,"Paul Goydos",72,1.39,2,144,-0.5,"DrivingPctMeasured",2006
81,81,"Chad Campbell",91,1.37,2,146,1,"DrivingPctMeasured",2006
81,81,"Hidemichi Tanaka",74,1.37,2,146,0.5,"DrivingPctMeasured",2006
83,83,"Stewart Cink",93,1.35,2,148,0,"DrivingPctMeasured",2006
83,83,"Bob Tway",81,1.35,2,148,0.5,"DrivingPctMeasured",2006
85,85,"Jeff Maggert",81,1.33,2,150,0,"DrivingPctMeasured",2006
86,86,"Ian Leggatt",80,1.32,2,152,0.5,"DrivingPctMeasured",2006
86,86,"Mark Wilson",79,1.32,2,152,0,"DrivingPctMeasured",2006
88,88,"Ron Whittaker",81,1.27,2,158,0,"DrivingPctMeasured",2006
89,89,"David McKenzie",82,1.25,2,160,0,"DrivingPctMeasured",2006
90,90,"Bob Estes",85,1.23,2,162,-0.5,"DrivingPctMeasured",2006
91,91,"Sergio Garcia",59,1.22,1,82,1,"DrivingPctMeasured",2006
92,92,"Michael Allen",84,1.19,2,168,0.5,"DrivingPctMeasured",2006
92,92,"Billy Mayfair",94,1.19,2,168,-0.5,"DrivingPctMeasured",2006
92,92,"Sean OHair",100,1.19,2,168,1,"DrivingPctMeasured",2006
95,95,"Jeff Gove",91,1.15,2,174,1,"DrivingPctMeasured",2006
96,96,"Shigeki Maruyama",94,1.14,2,176,1.5,"DrivingPctMeasured",2006
96,96,"DJ Trahan",92,1.14,2,176,-0.5,"DrivingPctMeasured",2006
98,98,"Mathias Gronberg",92,1.12,2,178,0,"DrivingPctMeasured",2006
99,99,"Retief Goosen",68,1.09,1,92,0,"DrivingPctMeasured",2006
100,100,"Jeff Overton",95,1.08,2,186,1,"DrivingPctMeasured",2006
101,101,"Arjun Atwal",97,1.05,2,190,0.5,"DrivingPctMeasured",2006
102,102,"Stephen Ames",63,1.04,1,96,-1,"DrivingPctMeasured",2006
102,102,"Bubba Dickerson",98,1.04,2,192,0.5,"DrivingPctMeasured",2006
102,102,"Bo Van Pelt",102,1.04,2,192,0.5,"DrivingPctMeasured",2006
105,105,"Frank Lickliter II",99,1.03,2,194,0.5,"DrivingPctMeasured",2006
106,106,"Steve Elkington",52,1.02,1,98,0,"DrivingPctMeasured",2006
106,106,"Thomas Levet",53,1.02,1,98,0,"DrivingPctMeasured",2006
106,106,"Tag Ridings",103,1.02,2,196,1,"DrivingPctMeasured",2006
109,109,"Woody Austin",107,1.01,2,198,0,"DrivingPctMeasured",2006
110,110,"Tom Lehman",70,0.96,1,104,1,"DrivingPctMeasured",2006
111,111,"Kirk Triplett",58,0.93,1,108,0,"DrivingPctMeasured",2006
112,112,"JP Hayes",55,0.91,1,110,-1,"DrivingPctMeasured",2006
113,113,"Steve Flesch",119,0.9,2,222,-0.5,"DrivingPctMeasured",2006
114,114,"Freddie Jacobson",56,0.89,1,112,2,"DrivingPctMeasured",2006
115,115,"Len Mattiace",59,0.85,1,118,0,"DrivingPctMeasured",2006
116,116,"Robert Allenby",79,0.82,1,122,0,"DrivingPctMeasured",2006
116,116,"Alex Aragon",63,0.82,1,122,0,"DrivingPctMeasured",2006
118,118,"Brian Bateman",69,0.77,1,130,2,"DrivingPctMeasured",2006
119,119,"Mathew Goggin",72,0.76,1,132,1,"DrivingPctMeasured",2006
120,120,"Chris Smith",67,0.75,1,134,1,"DrivingPctMeasured",2006
121,121,"Billy Andrade",78,0.74,1,136,-2,"DrivingPctMeasured",2006
122,122,"Mike Weir",88,0.72,1,138,0,"DrivingPctMeasured",2006
123,123,"Jason Schultz",77,0.67,1,150,1,"DrivingPctMeasured",2006
124,124,"Trevor Immelman",86,0.66,1,152,0,"DrivingPctMeasured",2006
124,124,"Brandt Jobe",91,0.66,1,152,0,"DrivingPctMeasured",2006
126,126,"Zach Johnson",98,0.64,1,156,0,"DrivingPctMeasured",2006
126,126,"Chris Riley",86,0.64,1,156,0,"DrivingPctMeasured",2006
128,128,"Bubba Watson",83,0.63,1,158,0,"DrivingPctMeasured",2006
129,129,"Kris Cox",83,0.62,1,162,2,"DrivingPctMeasured",2006
130,130,"Dudley Hart",83,0.61,1,164,0,"DrivingPctMeasured",2006
130,130,"Jesper Parnevik",84,0.61,1,164,0,"DrivingPctMeasured",2006
132,132,"Will Ma Kenzie",91,0.57,1,176,1,"DrivingPctMeasured",2006
132,132,"John Rollins",93,0.57,1,174,0,"DrivingPctMeasured",2006
134,134,"Eric Axley",91,0.56,1,178,0,"DrivingPctMeasured",2006
134,134,"Joe Ogilvie",95,0.56,1,178,0,"DrivingPctMeasured",2006
136,136,"Alex Cejka",93,0.55,1,182,2,"DrivingPctMeasured",2006
136,136,"Justin Rose",98,0.55,1,182,2,"DrivingPctMeasured",2006
136,136,"Nicholas Thompson",96,0.55,1,182,1,"DrivingPctMeasured",2006
139,139,"Richard Johnson",94,0.54,1,184,-1,"DrivingPctMeasured",2006
139,139,"Jonathan Kaye",95,0.54,1,184,0,"DrivingPctMeasured",2006
141,141,"Henrik Bjornstad",97,0.53,1,190,1,"DrivingPctMeasured",2006
141,141,"Charley Hoffman",100,0.53,1,188,0,"DrivingPctMeasured",2006
141,141,"Nick Watney",97,0.53,1,190,0,"DrivingPctMeasured",2006
144,144,"Brent Geiberger",99,0.52,1,194,1,"DrivingPctMeasured",2006
144,144,"Bill Haas",99,0.52,1,192,1,"DrivingPctMeasured",2006
144,144,"Kent Jones",103,0.52,1,194,0,"DrivingPctMeasured",2006
144,144,"Tom Pernice Jr",108,0.52,1,192,-1,"DrivingPctMeasured",2006
148,148,"Troy Matteson",101,0.5,1,202,2,"DrivingPctMeasured",2006
149,149,"Daniel Chopra",110,0.49,1,206,0,"DrivingPctMeasured",2006
150,150,"Stuart Appleby",83,0,NA,132,0,"DrivingPctMeasured",2006
150,150,"Aaron Baddeley",78,0,NA,140,0,"DrivingPctMeasured",2006
150,150,"Craig Barlow",77,0,NA,134,0,"DrivingPctMeasured",2006
150,150,"Rich Beem",85,0,NA,142,0,"DrivingPctMeasured",2006
150,150,"David Branshaw",98,0,NA,196,0,"DrivingPctMeasured",2006
150,150,"Jonathan Byrd",66,0,NA,124,0,"DrivingPctMeasured",2006
150,150,"Greg Chalmers",71,0,NA,134,0,"DrivingPctMeasured",2006
150,150,"Chris Couch",75,0,NA,146,0,"DrivingPctMeasured",2006
150,150,"Fred Couples",52,0,NA,76,0,"DrivingPctMeasured",2006
150,150,"John Daly",51,0,NA,86,0,"DrivingPctMeasured",2006
150,150,"Brian Davis",92,0,NA,180,0,"DrivingPctMeasured",2006
150,150,"James Driscoll",80,0,NA,160,0,"DrivingPctMeasured",2006
150,150,"Joe Durant",101,0,NA,202,0,"DrivingPctMeasured",2006
150,150,"Danny Ellis",68,0,NA,128,0,"DrivingPctMeasured",2006
150,150,"Ernie Els",69,0,NA,96,0,"DrivingPctMeasured",2006
150,150,"Harrison Frazar",95,0,NA,174,0,"DrivingPctMeasured",2006
150,150,"Robert Garrigus",85,0,NA,166,0,"DrivingPctMeasured",2006
150,150,"Jason Gore",86,0,NA,160,0,"DrivingPctMeasured",2006
150,150,"Scott Gutschewski",53,0,NA,102,0,"DrivingPctMeasured",2006
150,150,"Matt Hansen",68,0,NA,132,0,"DrivingPctMeasured",2006
150,150,"Padraig Harrington",54,0,NA,76,0,"DrivingPctMeasured",2006
150,150,"Tim Herron",82,0,NA,134,0,"DrivingPctMeasured",2006
150,150,"JB Holmes",81,0,NA,134,0,"DrivingPctMeasured",2006
150,150,"Charles Howell III",96,0,NA,170,0,"DrivingPctMeasured",2006
150,150,"John Huston",74,0,NA,144,0,"DrivingPctMeasured",2006
150,150,"Davis Love III",85,0,NA,128,0,"DrivingPctMeasured",2006
150,150,"Hunter Mahan",98,0,NA,188,0,"DrivingPctMeasured",2006
150,150,"Bob May",65,0,NA,124,0,"DrivingPctMeasured",2006
150,150,"Phil Mickelson",74,0,NA,106,0,"DrivingPctMeasured",2006
150,150,"Larry Mize",53,0,NA,94,0,"DrivingPctMeasured",2006
150,150,"Ryan Moore",68,0,NA,122,0,"DrivingPctMeasured",2006
150,150,"Jose Maria Olazabal",62,0,NA,84,0,"DrivingPctMeasured",2006
150,150,"Ryan Palmer",101,0,NA,190,0,"DrivingPctMeasured",2006
150,150,"Pat Perez",50,0,NA,96,0,"DrivingPctMeasured",2006
150,150,"Ian Poulter",53,0,NA,84,0,"DrivingPctMeasured",2006
150,150,"Brett Quigley",109,0,NA,198,0,"DrivingPctMeasured",2006
150,150,"Adam Scott",70,0,NA,104,0,"DrivingPctMeasured",2006
150,150,"John Senden",96,0,NA,174,0,"DrivingPctMeasured",2006
150,150,"Steve Stricker",64,0,NA,108,0,"DrivingPctMeasured",2006
150,150,"Kevin Sutherland",100,0,NA,192,0,"DrivingPctMeasured",2006
150,150,"Roger Tambellini",64,0,NA,122,0,"DrivingPctMeasured",2006
150,150,"Omar Uresti",61,0,NA,118,0,"DrivingPctMeasured",2006
150,150,"Camilo Villegas",95,0,NA,174,0,"DrivingPctMeasured",2006
150,150,"Duffy Waldorf",96,0,NA,180,0,"DrivingPctMeasured",2006
150,150,"Charles Warren",93,0,NA,172,0,"DrivingPctMeasured",2006
150,150,"Brett Wetterich",82,0,NA,156,0,"DrivingPctMeasured",2006
150,150,"Tiger Woods",55,0,NA,76,0,"DrivingPctMeasured",2006
