"DrivingPctMeasured_RANKTHISWEEK_2006","DrivingPctMeasured_RANKLASTWEEK_2006","DrivingPctMeasured_PLAYERNAME_2006","DrivingPctMeasured_ROUNDS_2006","DrivingPctMeasured_Pct_2006","DrivingPctMeasured_TOTALDRIVESFOR_2006","DrivingPctMeasured_TOTALDRVSOVERALL_2006","DrivingPctMeasured_RELATIVETOPAR_2006","stat_name","year"
1,1,"Corey Pavin",74,9.38,12,128,0,"DrivingPctMeasured",2006
2,2,"Brad Faxon",78,6.58,10,152,0.3,"DrivingPctMeasured",2006
3,3,"Fred Funk",106,5.49,10,182,0.4,"DrivingPctMeasured",2006
4,4,"Robert Gamez",94,5.43,10,184,0.5,"DrivingPctMeasured",2006
5,5,"JL Lewis",57,5.26,6,114,0.5,"DrivingPctMeasured",2006
6,6,"Brian Gay",107,5.14,11,214,0.45,"DrivingPctMeasured",2006
7,7,"Tim Petrovic",95,4.95,9,182,0.44,"DrivingPctMeasured",2006
8,8,"KJ Choi",93,4.27,7,164,0.71,"DrivingPctMeasured",2006
9,9,"Olin Browne",108,4.26,8,188,0,"DrivingPctMeasured",2006
10,10,"Nathan Green",108,4.08,8,196,0.13,"DrivingPctMeasured",2006
11,11,"Lee Janzen",79,3.9,6,154,1,"DrivingPctMeasured",2006
12,12,"Jerry Smith",94,3.8,7,184,0.57,"DrivingPctMeasured",2006
13,13,"Carl Pettersson",95,3.7,6,162,1,"DrivingPctMeasured",2006
14,14,"Peter Lonard",77,3.68,5,136,0.6,"DrivingPctMeasured",2006
15,15,"Todd Fischer",101,3.54,7,198,0.14,"DrivingPctMeasured",2006
16,16,"Justin Leonard",83,3.52,5,142,0.6,"DrivingPctMeasured",2006
17,17,"Jimmy Walker",60,3.45,4,116,0.25,"DrivingPctMeasured",2006
18,18,"Bart Bryant",87,3.38,5,148,0.2,"DrivingPctMeasured",2006
19,19,"Todd Hamilton",72,3.23,4,124,0.5,"DrivingPctMeasured",2006
19,19,"David Toms",76,3.23,4,124,0.75,"DrivingPctMeasured",2006
21,21,"Steve Jones",83,3.21,5,156,0.8,"DrivingPctMeasured",2006
