"Round1ScoringAverage_RANKTHISWEEK_2015","Round1ScoringAverage_RANKLASTWEEK_2015","Round1ScoringAverage_PLAYERNAME_2015","Round1ScoringAverage__2015","Round1ScoringAverage_AVG_2015","Round1ScoringAverage_TOTALSTROKES_2015","Round1ScoringAverage_TOTALROUNDS_2015","stat_name","year"
46,46,"Colt Knost",NA,70.37,1900,27,"Round1ScoringAverage",2015
50,50,"Pat Perez",NA,70.38,1830,26,"Round1ScoringAverage",2015
51,51,"Martin Flores",NA,70.41,2042,29,"Round1ScoringAverage",2015
51,51,"Michael Putnam",NA,70.41,1901,27,"Round1ScoringAverage",2015
53,53,"Luke Guthrie",NA,70.42,1831,26,"Round1ScoringAverage",2015
54,54,"Vijay Singh",NA,70.43,1620,23,"Round1ScoringAverage",2015
54,54,"Robert Streb",NA,70.43,2113,30,"Round1ScoringAverage",2015
56,56,"Ian Poulter",NA,70.44,1268,18,"Round1ScoringAverage",2015
56,56,"Rory Sabbatini",NA,70.44,1761,25,"Round1ScoringAverage",2015
58,58,"Brendon Todd",NA,70.46,1832,26,"Round1ScoringAverage",2015
59,59,"Martin Laird",NA,70.5,1692,24,"Round1ScoringAverage",2015
60,60,"Jon Curran",NA,70.52,1904,27,"Round1ScoringAverage",2015
61,61,"Jhonattan Vegas",NA,70.54,1834,26,"Round1ScoringAverage",2015
62,62,"Bryce Molder",NA,70.56,1764,25,"Round1ScoringAverage",2015
62,62,"Mark Wilson",NA,70.56,1905,27,"Round1ScoringAverage",2015
64,64,"Charles Howell III",NA,70.57,2117,30,"Round1ScoringAverage",2015
65,65,"Kevin Chappell",NA,70.58,1835,26,"Round1ScoringAverage",2015
65,65,"Tony Finau",NA,70.58,2188,31,"Round1ScoringAverage",2015
67,67,"Shawn Stefani",NA,70.62,1836,26,"Round1ScoringAverage",2015
68,68,"Phil Mickelson",NA,70.63,1342,19,"Round1ScoringAverage",2015
69,69,"Cameron Percy",NA,70.64,1554,22,"Round1ScoringAverage",2015
70,70,"Alex Prugh",NA,70.65,1837,26,"Round1ScoringAverage",2015
71,71,"Brendon de Jonge",NA,70.68,2191,31,"Round1ScoringAverage",2015
71,71,"Greg Owen",NA,70.68,1343,19,"Round1ScoringAverage",2015
71,71,"Justin Rose",NA,70.68,1343,19,"Round1ScoringAverage",2015
74,74,"Sean OHair",NA,70.69,1838,26,"Round1ScoringAverage",2015
75,75,"Chris Kirk",NA,70.7,1414,20,"Round1ScoringAverage",2015
76,76,"David Hearn",NA,70.73,2122,30,"Round1ScoringAverage",2015
76,76,"Kyle Reifers",NA,70.73,2122,30,"Round1ScoringAverage",2015
78,78,"Greg Chalmers",NA,70.75,1132,16,"Round1ScoringAverage",2015
79,79,"Brooks Koepka",NA,70.77,1557,22,"Round1ScoringAverage",2015
80,80,"Scott Langley",NA,70.78,1911,27,"Round1ScoringAverage",2015
81,81,"Brian Harman",NA,70.79,2053,29,"Round1ScoringAverage",2015
81,81,"Jerry Kelly",NA,70.79,1699,24,"Round1ScoringAverage",2015
81,81,"Jeff Overton",NA,70.79,2053,29,"Round1ScoringAverage",2015
84,84,"Spencer Levin",NA,70.8,2124,30,"Round1ScoringAverage",2015
85,85,"Scott Pinckney",NA,70.81,1912,27,"Round1ScoringAverage",2015
86,86,"Bill Haas",NA,70.83,1700,24,"Round1ScoringAverage",2015
87,87,"Tom Hoge",NA,70.84,1771,25,"Round1ScoringAverage",2015
88,88,"Whee Kim",NA,70.86,1559,22,"Round1ScoringAverage",2015
88,88,"Russell Knox",NA,70.86,1984,28,"Round1ScoringAverage",2015
88,88,"Adam Scott",NA,70.86,992,14,"Round1ScoringAverage",2015
88,88,"Hudson Swafford",NA,70.86,2055,29,"Round1ScoringAverage",2015
92,92,"Ryan Moore",NA,70.87,1630,23,"Round1ScoringAverage",2015
93,93,"Jason Gore",NA,70.88,1701,24,"Round1ScoringAverage",2015
94,94,"Andres Gonzales",NA,70.89,1914,27,"Round1ScoringAverage",2015
94,94,"Tyrone Van Aswegen",NA,70.89,1347,19,"Round1ScoringAverage",2015
94,94,"Steve Wheatcroft",NA,70.89,1914,27,"Round1ScoringAverage",2015
97,97,"Chad Collins",NA,70.92,1702,24,"Round1ScoringAverage",2015
97,97,"Robert Garrigus",NA,70.92,1702,24,"Round1ScoringAverage",2015
99,99,"Boo Weekley",NA,70.96,1703,24,"Round1ScoringAverage",2015
100,100,"Lucas Glover",NA,71,1846,26,"Round1ScoringAverage",2015
100,100,"JJ Henry",NA,71,2059,29,"Round1ScoringAverage",2015
102,102,"Johnson Wagner",NA,71.04,1634,23,"Round1ScoringAverage",2015
103,103,"Padraig Harrington",NA,71.05,1492,21,"Round1ScoringAverage",2015
104,104,"Ernie Els",NA,71.06,1279,18,"Round1ScoringAverage",2015
105,105,"Hunter Mahan",NA,71.09,1635,23,"Round1ScoringAverage",2015
106,106,"Oscar Fraustro",NA,71.1,1422,20,"Round1ScoringAverage",2015
106,106,"Kevin Kisner",NA,71.1,2133,30,"Round1ScoringAverage",2015
108,108,"David Lingmerth",NA,71.11,1991,28,"Round1ScoringAverage",2015
108,108,"George McNeill",NA,71.11,1920,27,"Round1ScoringAverage",2015
108,108,"David Toms",NA,71.11,1351,19,"Round1ScoringAverage",2015
111,111,"SJ Park",NA,71.12,1849,26,"Round1ScoringAverage",2015
112,112,"Russell Henley",NA,71.13,1636,23,"Round1ScoringAverage",2015
113,113,"Cameron Tringale",NA,71.14,1992,28,"Round1ScoringAverage",2015
114,114,"Eric Axley",NA,71.15,1423,20,"Round1ScoringAverage",2015
114,114,"Charley Hoffman",NA,71.15,1921,27,"Round1ScoringAverage",2015
116,116,"Scott Brown",NA,71.17,2135,30,"Round1ScoringAverage",2015
116,116,"Jimmy Walker",NA,71.17,1637,23,"Round1ScoringAverage",2015
118,118,"Morgan Hoffmann",NA,71.19,1851,26,"Round1ScoringAverage",2015
119,119,"Chesson Hadley",NA,71.2,2136,30,"Round1ScoringAverage",2015
119,119,"Byron Smith",NA,71.2,1424,20,"Round1ScoringAverage",2015
119,119,"Nicholas Thompson",NA,71.2,2136,30,"Round1ScoringAverage",2015
122,122,"Retief Goosen",NA,71.21,1709,24,"Round1ScoringAverage",2015
122,122,"Carlos Ortiz",NA,71.21,2065,29,"Round1ScoringAverage",2015
124,124,"Heath Slocum",NA,71.24,1496,21,"Round1ScoringAverage",2015
125,125,"Matt Jones",NA,71.25,1710,24,"Round1ScoringAverage",2015
125,125,"Jonathan Randolph",NA,71.25,1710,24,"Round1ScoringAverage",2015
127,127,"Sam Saunders",NA,71.26,1924,27,"Round1ScoringAverage",2015
128,128,"Ben Martin",NA,71.27,1853,26,"Round1ScoringAverage",2015
128,128,"Kevin Streelman",NA,71.27,1853,26,"Round1ScoringAverage",2015
130,130,"Carl Pettersson",NA,71.28,2281,32,"Round1ScoringAverage",2015
131,131,"Chris Stroud",NA,71.29,1996,28,"Round1ScoringAverage",2015
131,131,"Nick Watney",NA,71.29,1996,28,"Round1ScoringAverage",2015
133,133,"Gonzalo Fdez Castano",NA,71.3,1925,27,"Round1ScoringAverage",2015
134,134,"Chez Reavie",NA,71.32,1355,19,"Round1ScoringAverage",2015
135,135,"Ben Crane",NA,71.33,1498,21,"Round1ScoringAverage",2015
135,135,"Billy Hurley III",NA,71.33,1926,27,"Round1ScoringAverage",2015
135,135,"Davis Love III",NA,71.33,1284,18,"Round1ScoringAverage",2015
138,138,"Sangmoon Bae",NA,71.34,2069,29,"Round1ScoringAverage",2015
138,138,"Ken Duke",NA,71.34,2069,29,"Round1ScoringAverage",2015
138,138,"Adam Hadwin",NA,71.34,2069,29,"Round1ScoringAverage",2015
141,141,"Billy Horschel",NA,71.37,1927,27,"Round1ScoringAverage",2015
142,142,"Nick Taylor",NA,71.39,1999,28,"Round1ScoringAverage",2015
143,143,"Blayne Barber",NA,71.4,1785,25,"Round1ScoringAverage",2015
143,143,"Roberto Castro",NA,71.4,1071,15,"Round1ScoringAverage",2015
143,143,"Graham DeLaet",NA,71.4,1428,20,"Round1ScoringAverage",2015
146,146,"Angel Cabrera",NA,71.42,1357,19,"Round1ScoringAverage",2015
146,146,"Derek Fathauer",NA,71.42,1857,26,"Round1ScoringAverage",2015
148,148,"Lee Westwood",NA,71.43,1000,14,"Round1ScoringAverage",2015
149,149,"Ricky Barnes",NA,71.46,1858,26,"Round1ScoringAverage",2015
149,149,"James Hahn",NA,71.46,2001,28,"Round1ScoringAverage",2015
151,151,"Steven Bowditch",NA,71.47,2287,32,"Round1ScoringAverage",2015
152,152,"Zac Blair",NA,71.48,2359,33,"Round1ScoringAverage",2015
152,152,"Brian Davis",NA,71.48,2073,29,"Round1ScoringAverage",2015
154,154,"Louis Oosthuizen",NA,71.5,1287,18,"Round1ScoringAverage",2015
155,155,"Roger Sloan",NA,71.53,1359,19,"Round1ScoringAverage",2015
156,156,"Luke Donald",NA,71.55,1431,20,"Round1ScoringAverage",2015
157,157,"John Huh",NA,71.57,2147,30,"Round1ScoringAverage",2015
157,157,"Gary Woodland",NA,71.57,1646,23,"Round1ScoringAverage",2015
159,159,"Camilo Villegas",NA,71.58,1861,26,"Round1ScoringAverage",2015
160,160,"Derek Ernst",NA,71.6,1790,25,"Round1ScoringAverage",2015
161,161,"Charlie Beljan",NA,71.62,1862,26,"Round1ScoringAverage",2015
161,161,"Max Homa",NA,71.62,1862,26,"Round1ScoringAverage",2015
163,163,"Jamie Donaldson",NA,71.67,1075,15,"Round1ScoringAverage",2015
164,164,"Justin Leonard",NA,71.68,1577,22,"Round1ScoringAverage",2015
165,165,"John Merrick",NA,71.69,1864,26,"Round1ScoringAverage",2015
166,166,"Jason Dufner",NA,71.7,1434,20,"Round1ScoringAverage",2015
167,167,"Geoff Ogilvy",NA,71.71,1004,14,"Round1ScoringAverage",2015
168,168,"Marc Leishman",NA,71.73,1578,22,"Round1ScoringAverage",2015
169,169,"Fabian Gomez",NA,71.77,1866,26,"Round1ScoringAverage",2015
170,170,"John Senden",NA,71.83,1652,23,"Round1ScoringAverage",2015
171,171,"Scott Stallings",NA,71.84,1365,19,"Round1ScoringAverage",2015
172,172,"Andrew Svoboda",NA,71.9,2085,29,"Round1ScoringAverage",2015
173,173,"Andres Romero",NA,71.91,1654,23,"Round1ScoringAverage",2015
174,174,"Tim Wilkinson",NA,71.93,1942,27,"Round1ScoringAverage",2015
175,175,"DA Points",NA,71.96,1799,25,"Round1ScoringAverage",2015
176,176,"Bill Lunde",NA,72,1224,17,"Round1ScoringAverage",2015
176,176,"Bo Van Pelt",NA,72,1944,27,"Round1ScoringAverage",2015
178,178,"Charl Schwartzel",NA,72.06,1297,18,"Round1ScoringAverage",2015
179,179,"Brice Garnett",NA,72.07,2018,28,"Round1ScoringAverage",2015
180,180,"Jim Renner",NA,72.15,1876,26,"Round1ScoringAverage",2015
181,181,"Troy Merritt",NA,72.21,2094,29,"Round1ScoringAverage",2015
182,182,"Robert Allenby",NA,72.58,1742,24,"Round1ScoringAverage",2015
183,183,"Andrew Putnam",NA,72.59,1597,22,"Round1ScoringAverage",2015
184,184,"Matt Every",NA,72.68,1817,25,"Round1ScoringAverage",2015
