"Scrambling2030ydsRTPScore_RANKTHISWEEK_2013","Scrambling2030ydsRTPScore_RANKLASTWEEK_2013","Scrambling2030ydsRTPScore_PLAYERNAME_2013","Scrambling2030ydsRTPScore_ROUNDS_2013","Scrambling2030ydsRTPScore_AVGRTP_2013","Scrambling2030ydsRTPScore_TOTALHOLES_2013","Scrambling2030ydsRTPScore_TOTALRTP_2013","stat_name","year"
1,NA,"Freddie Jacobson",63,0.302,53,16,"Scrambling2030ydsRTPScore",2013
2,NA,"Luke Donald",60,0.319,69,22,"Scrambling2030ydsRTPScore",2013
3,NA,"Stuart Appleby",88,0.345,87,30,"Scrambling2030ydsRTPScore",2013
4,NA,"KJ Choi",85,0.355,62,22,"Scrambling2030ydsRTPScore",2013
5,NA,"Steve Stricker",51,0.361,36,13,"Scrambling2030ydsRTPScore",2013
6,NA,"Aaron Baddeley",68,0.368,106,39,"Scrambling2030ydsRTPScore",2013
7,NA,"Erik Compton",74,0.373,83,31,"Scrambling2030ydsRTPScore",2013
8,NA,"Bob Estes",66,0.377,61,23,"Scrambling2030ydsRTPScore",2013
9,NA,"Matt Kuchar",93,0.378,74,28,"Scrambling2030ydsRTPScore",2013
10,NA,"Bill Haas",85,0.382,68,26,"Scrambling2030ydsRTPScore",2013
11,NA,"Steven Bowditch",67,0.385,78,30,"Scrambling2030ydsRTPScore",2013
12,NA,"Richard Lee",81,0.39,82,32,"Scrambling2030ydsRTPScore",2013
13,NA,"Stephen Ames",49,0.393,61,24,"Scrambling2030ydsRTPScore",2013
14,NA,"Johnson Wagner",64,0.394,71,28,"Scrambling2030ydsRTPScore",2013
15,NA,"Peter Hanson",45,0.4,50,20,"Scrambling2030ydsRTPScore",2013
16,NA,"Charles Howell III",87,0.402,102,41,"Scrambling2030ydsRTPScore",2013
17,NA,"Ben Crane",62,0.403,77,31,"Scrambling2030ydsRTPScore",2013
18,NA,"David Toms",49,0.405,37,15,"Scrambling2030ydsRTPScore",2013
19,NA,"Jason Day",86,0.408,76,31,"Scrambling2030ydsRTPScore",2013
20,NA,"Jimmy Walker",84,0.41,100,41,"Scrambling2030ydsRTPScore",2013
21,NA,"Tim Clark",64,0.412,51,21,"Scrambling2030ydsRTPScore",2013
22,NA,"Trevor Immelman",73,0.414,70,29,"Scrambling2030ydsRTPScore",2013
22,NA,"Dicky Pride",71,0.414,70,29,"Scrambling2030ydsRTPScore",2013
24,NA,"Brian Gay",79,0.421,114,48,"Scrambling2030ydsRTPScore",2013
25,NA,"Graeme McDowell",53,0.422,45,19,"Scrambling2030ydsRTPScore",2013
26,NA,"Aaron Watkins",46,0.425,40,17,"Scrambling2030ydsRTPScore",2013
27,NA,"Tom Gillis",69,0.426,61,26,"Scrambling2030ydsRTPScore",2013
27,NA,"Morgan Hoffmann",64,0.426,61,26,"Scrambling2030ydsRTPScore",2013
27,NA,"Mark Wilson",56,0.426,61,26,"Scrambling2030ydsRTPScore",2013
30,NA,"Andres Romero",63,0.429,70,30,"Scrambling2030ydsRTPScore",2013
31,NA,"Justin Rose",62,0.432,44,19,"Scrambling2030ydsRTPScore",2013
32,NA,"Hunter Mahan",91,0.435,62,27,"Scrambling2030ydsRTPScore",2013
33,NA,"Jim Herman",59,0.436,39,17,"Scrambling2030ydsRTPScore",2013
34,NA,"Harris English",95,0.437,87,38,"Scrambling2030ydsRTPScore",2013
35,NA,"Sergio Garcia",65,0.438,48,21,"Scrambling2030ydsRTPScore",2013
36,NA,"Brandt Snedeker",79,0.439,57,25,"Scrambling2030ydsRTPScore",2013
37,NA,"John Merrick",79,0.44,75,33,"Scrambling2030ydsRTPScore",2013
38,NA,"Eric Meierdierks",48,0.441,34,15,"Scrambling2030ydsRTPScore",2013
39,NA,"Lee Williams",62,0.444,63,28,"Scrambling2030ydsRTPScore",2013
40,NA,"Jonas Blixt",76,0.446,92,41,"Scrambling2030ydsRTPScore",2013
41,NA,"Jason Dufner",78,0.448,67,30,"Scrambling2030ydsRTPScore",2013
41,NA,"Chez Reavie",72,0.448,67,30,"Scrambling2030ydsRTPScore",2013
43,NA,"Tim Herron",45,0.449,69,31,"Scrambling2030ydsRTPScore",2013
44,NA,"Vaughn Taylor",50,0.45,40,18,"Scrambling2030ydsRTPScore",2013
45,NA,"Brendon de Jonge",110,0.455,99,45,"Scrambling2030ydsRTPScore",2013
45,NA,"Alistair Presnell",59,0.455,66,30,"Scrambling2030ydsRTPScore",2013
47,NA,"Matt Jones",83,0.456,79,36,"Scrambling2030ydsRTPScore",2013
47,NA,"Brian Stuard",78,0.456,68,31,"Scrambling2030ydsRTPScore",2013
49,NA,"Robert Karlsson",56,0.457,35,16,"Scrambling2030ydsRTPScore",2013
49,NA,"Bryce Molder",82,0.457,105,48,"Scrambling2030ydsRTPScore",2013
49,NA,"Ian Poulter",59,0.457,35,16,"Scrambling2030ydsRTPScore",2013
52,NA,"Jin Park",52,0.458,59,27,"Scrambling2030ydsRTPScore",2013
52,NA,"Charl Schwartzel",69,0.458,48,22,"Scrambling2030ydsRTPScore",2013
54,NA,"Phil Mickelson",78,0.463,67,31,"Scrambling2030ydsRTPScore",2013
54,NA,"Adam Scott",61,0.463,41,19,"Scrambling2030ydsRTPScore",2013
54,NA,"Henrik Stenson",65,0.463,41,19,"Scrambling2030ydsRTPScore",2013
57,NA,"YE Yang",56,0.465,43,20,"Scrambling2030ydsRTPScore",2013
58,NA,"Roberto Castro",97,0.468,77,36,"Scrambling2030ydsRTPScore",2013
58,NA,"Ted Potter Jr",65,0.468,62,29,"Scrambling2030ydsRTPScore",2013
58,NA,"Robert Streb",75,0.468,79,37,"Scrambling2030ydsRTPScore",2013
58,NA,"Chris Stroud",88,0.468,79,37,"Scrambling2030ydsRTPScore",2013
62,NA,"Zach Johnson",84,0.469,64,30,"Scrambling2030ydsRTPScore",2013
63,NA,"Fabian Gomez",65,0.47,66,31,"Scrambling2030ydsRTPScore",2013
64,NA,"John Rollins",77,0.472,72,34,"Scrambling2030ydsRTPScore",2013
65,NA,"Scott Gardiner",61,0.473,74,35,"Scrambling2030ydsRTPScore",2013
65,NA,"Brian Harman",89,0.473,93,44,"Scrambling2030ydsRTPScore",2013
67,NA,"Padraig Harrington",52,0.474,57,27,"Scrambling2030ydsRTPScore",2013
67,NA,"John Huh",88,0.474,76,36,"Scrambling2030ydsRTPScore",2013
69,NA,"Mike Weir",60,0.475,61,29,"Scrambling2030ydsRTPScore",2013
70,NA,"Greg Chalmers",77,0.481,106,51,"Scrambling2030ydsRTPScore",2013
70,NA,"Bobby Gates",49,0.481,54,26,"Scrambling2030ydsRTPScore",2013
70,NA,"Casey Wittenberg",72,0.481,77,37,"Scrambling2030ydsRTPScore",2013
73,NA,"Geoff Ogilvy",57,0.483,58,28,"Scrambling2030ydsRTPScore",2013
74,NA,"Ben Curtis",59,0.484,62,30,"Scrambling2030ydsRTPScore",2013
74,NA,"Justin Leonard",86,0.484,95,46,"Scrambling2030ydsRTPScore",2013
76,NA,"Nick Watney",88,0.485,68,33,"Scrambling2030ydsRTPScore",2013
77,NA,"Kevin Chappell",80,0.486,72,35,"Scrambling2030ydsRTPScore",2013
78,NA,"Chris Kirk",89,0.487,78,38,"Scrambling2030ydsRTPScore",2013
