"ApproachPuttPerformance_RANKTHISWEEK_2009","ApproachPuttPerformance_RANKLASTWEEK_2009","ApproachPuttPerformance_PLAYERNAME_2009","ApproachPuttPerformance_ROUNDS_2009","ApproachPuttPerformance_VALUE_2009","ApproachPuttPerformance_ATTEMPTS_2009","ApproachPuttPerformance_TOTALDISTANCEFEET_2009","stat_name","year"
1,1,"John Merrick",91,NA,756,1536.083,"ApproachPuttPerformance",2009
2,2,"Ricky Barnes",67,NA,598,1223,"ApproachPuttPerformance",2009
2,2,"Ernie Els",70,NA,572,1206.167,"ApproachPuttPerformance",2009
2,2,"Retief Goosen",74,NA,571,1193.417,"ApproachPuttPerformance",2009
2,2,"Bob Heintz",59,NA,519,1087.833,"ApproachPuttPerformance",2009
2,2,"Charles Howell III",99,NA,916,1901.417,"ApproachPuttPerformance",2009
2,2,"Chris Riley",77,NA,680,1409.417,"ApproachPuttPerformance",2009
2,2,"Vaughn Taylor",88,NA,835,1732.25,"ApproachPuttPerformance",2009
2,2,"Scott Verplank",88,NA,847,1783.667,"ApproachPuttPerformance",2009
10,10,"Jason Bohn",88,NA,923,1962.167,"ApproachPuttPerformance",2009
10,10,"Mark Brooks",55,NA,415,882,"ApproachPuttPerformance",2009
10,10,"Alex Cejka",82,NA,767,1671.417,"ApproachPuttPerformance",2009
10,10,"KJ Choi",65,NA,553,1217.917,"ApproachPuttPerformance",2009
10,10,"Stewart Cink",79,NA,625,1335.417,"ApproachPuttPerformance",2009
10,10,"Fred Couples",54,NA,460,1008.833,"ApproachPuttPerformance",2009
10,10,"Luke Donald",79,NA,591,1296.917,"ApproachPuttPerformance",2009
10,10,"Steve Elkington",70,NA,702,1537.5,"ApproachPuttPerformance",2009
10,10,"Bob Estes",78,NA,705,1531.917,"ApproachPuttPerformance",2009
10,10,"Jim Furyk",86,NA,642,1372.75,"ApproachPuttPerformance",2009
10,10,"Todd Hamilton",83,NA,696,1536.75,"ApproachPuttPerformance",2009
10,10,"JJ Henry",97,NA,965,2105.167,"ApproachPuttPerformance",2009
10,10,"Justin Leonard",95,NA,785,1725.333,"ApproachPuttPerformance",2009
10,10,"Jarrod Lyle",65,NA,573,1241,"ApproachPuttPerformance",2009
10,10,"Scott McCarron",91,NA,848,1848.167,"ApproachPuttPerformance",2009
10,10,"Nick OHern",90,NA,918,2027,"ApproachPuttPerformance",2009
10,10,"Carl Pettersson",86,NA,785,1724.333,"ApproachPuttPerformance",2009
10,10,"Scott Sterling",51,NA,439,966.75,"ApproachPuttPerformance",2009
10,10,"David Toms",98,NA,861,1881.5,"ApproachPuttPerformance",2009
10,10,"Johnson Wagner",81,NA,813,1791.333,"ApproachPuttPerformance",2009
10,10,"Bubba Watson",73,NA,601,1322.833,"ApproachPuttPerformance",2009
31,31,"Michael Allen",73,NA,641,1452.417,"ApproachPuttPerformance",2009
31,31,"Stuart Appleby",79,NA,734,1670.667,"ApproachPuttPerformance",2009
31,31,"Kris Blanks",60,NA,511,1130.417,"ApproachPuttPerformance",2009
31,31,"Bart Bryant",58,NA,574,1306.75,"ApproachPuttPerformance",2009
31,31,"Jonathan Byrd",89,NA,877,1939.333,"ApproachPuttPerformance",2009
31,31,"Chad Campbell",90,NA,770,1737.25,"ApproachPuttPerformance",2009
31,31,"Glen Day",79,NA,714,1611.75,"ApproachPuttPerformance",2009
31,31,"Brendon de Jonge",90,NA,875,1956,"ApproachPuttPerformance",2009
31,31,"Chris DiMarco",97,NA,920,2068.917,"ApproachPuttPerformance",2009
31,31,"Ken Duke",87,NA,754,1684.833,"ApproachPuttPerformance",2009
31,31,"Joe Durant",62,NA,545,1221.667,"ApproachPuttPerformance",2009
31,31,"Derek Fathauer",63,NA,549,1242.917,"ApproachPuttPerformance",2009
31,31,"Brad Faxon",59,NA,522,1184.583,"ApproachPuttPerformance",2009
31,31,"Sergio Garcia",59,NA,482,1088.75,"ApproachPuttPerformance",2009
31,31,"Lee Janzen",74,NA,623,1424,"ApproachPuttPerformance",2009
31,31,"Tom Lehman",55,NA,423,936,"ApproachPuttPerformance",2009
31,31,"Spencer Levin",75,NA,729,1642.833,"ApproachPuttPerformance",2009
31,31,"Troy Matteson",95,NA,982,2190.333,"ApproachPuttPerformance",2009
31,31,"Kevin Na",91,NA,786,1796.75,"ApproachPuttPerformance",2009
31,31,"Rod Pampling",72,NA,667,1508.417,"ApproachPuttPerformance",2009
31,31,"Corey Pavin",73,NA,571,1261.917,"ApproachPuttPerformance",2009
31,31,"Tag Ridings",50,NA,463,1031.917,"ApproachPuttPerformance",2009
31,31,"Patrick Sheehan",51,NA,430,971.833,"ApproachPuttPerformance",2009
31,31,"Vijay Singh",71,NA,558,1260.417,"ApproachPuttPerformance",2009
31,31,"Steve Stricker",81,NA,616,1392.667,"ApproachPuttPerformance",2009
31,31,"Matt Weibring",65,NA,571,1303.5,"ApproachPuttPerformance",2009
31,31,"Charlie Wi",92,NA,809,1821.5,"ApproachPuttPerformance",2009
31,31,"Tiger Woods",64,NA,474,1066.917,"ApproachPuttPerformance",2009
59,59,"Brad Adamonis",70,NA,654,1525.333,"ApproachPuttPerformance",2009
59,59,"Tommy Armour III",58,NA,579,1344.333,"ApproachPuttPerformance",2009
59,59,"Briny Baird",89,NA,810,1868.167,"ApproachPuttPerformance",2009
59,59,"Daniel Chopra",89,NA,831,1956.417,"ApproachPuttPerformance",2009
59,59,"Ben Curtis",63,NA,491,1163.667,"ApproachPuttPerformance",2009
59,59,"Brian Davis",103,NA,929,2202.25,"ApproachPuttPerformance",2009
59,59,"Jason Day",61,NA,500,1168.667,"ApproachPuttPerformance",2009
59,59,"Jason Dufner",90,NA,831,1972.833,"ApproachPuttPerformance",2009
59,59,"Harrison Frazar",93,NA,872,2044.5,"ApproachPuttPerformance",2009
59,59,"Brian Gay",96,NA,799,1867.833,"ApproachPuttPerformance",2009
59,59,"Lucas Glover",93,NA,827,1957.083,"ApproachPuttPerformance",2009
59,59,"Mathew Goggin",76,NA,667,1549.417,"ApproachPuttPerformance",2009
59,59,"Padraig Harrington",66,NA,460,1077.75,"ApproachPuttPerformance",2009
59,59,"Tim Herron",87,NA,854,1983.167,"ApproachPuttPerformance",2009
59,59,"Charley Hoffman",97,NA,908,2093.833,"ApproachPuttPerformance",2009
59,59,"Ryuji Imada",85,NA,697,1618.917,"ApproachPuttPerformance",2009
59,59,"Zach Johnson",94,NA,818,1911.167,"ApproachPuttPerformance",2009
59,59,"Richard Johnson",85,NA,807,1878.75,"ApproachPuttPerformance",2009
59,59,"Kent Jones",73,NA,678,1607.5,"ApproachPuttPerformance",2009
59,59,"Jerry Kelly",90,NA,783,1795.417,"ApproachPuttPerformance",2009
59,59,"Jeff Klauk",97,NA,957,2265.833,"ApproachPuttPerformance",2009
59,59,"Colt Knost",71,NA,621,1443.167,"ApproachPuttPerformance",2009
59,59,"Greg Kraft",51,NA,452,1054.583,"ApproachPuttPerformance",2009
59,59,"Matt Kuchar",82,NA,705,1621.25,"ApproachPuttPerformance",2009
59,59,"Davis Love III",89,NA,858,1992.917,"ApproachPuttPerformance",2009
59,59,"John Mallinger",90,NA,739,1734,"ApproachPuttPerformance",2009
59,59,"Billy Mayfair",83,NA,801,1896.333,"ApproachPuttPerformance",2009
59,59,"George McNeill",82,NA,782,1808.667,"ApproachPuttPerformance",2009
59,59,"Bryce Molder",69,NA,562,1291.917,"ApproachPuttPerformance",2009
59,59,"Pat Perez",74,NA,621,1464.083,"ApproachPuttPerformance",2009
59,59,"Tom Pernice Jr",82,NA,786,1818.5,"ApproachPuttPerformance",2009
59,59,"Tim Petrovic",97,NA,884,2086.583,"ApproachPuttPerformance",2009
59,59,"Brett Quigley",92,NA,817,1892.417,"ApproachPuttPerformance",2009
59,59,"John Rollins",92,NA,844,1992.833,"ApproachPuttPerformance",2009
59,59,"Rory Sabbatini",81,NA,708,1659.167,"ApproachPuttPerformance",2009
59,59,"Webb Simpson",94,NA,857,2017.083,"ApproachPuttPerformance",2009
59,59,"Brandt Snedeker",81,NA,656,1508.25,"ApproachPuttPerformance",2009
59,59,"Kevin Stadler",65,NA,590,1352.75,"ApproachPuttPerformance",2009
59,59,"Chris Stroud",88,NA,855,1995.833,"ApproachPuttPerformance",2009
59,59,"Kevin Sutherland",96,NA,783,1832,"ApproachPuttPerformance",2009
59,59,"Marc Turnesa",77,NA,806,1879.417,"ApproachPuttPerformance",2009
59,59,"Camilo Villegas",76,NA,617,1457,"ApproachPuttPerformance",2009
59,59,"Jimmy Walker",74,NA,668,1544.833,"ApproachPuttPerformance",2009
59,59,"Charles Warren",63,NA,594,1405.75,"ApproachPuttPerformance",2009
59,59,"Boo Weekley",79,NA,738,1721.583,"ApproachPuttPerformance",2009
59,59,"Mike Weir",85,NA,659,1540.667,"ApproachPuttPerformance",2009
59,59,"Mark Wilson",99,NA,932,2154.333,"ApproachPuttPerformance",2009
106,106,"Robert Allenby",71,NA,632,1545,"ApproachPuttPerformance",2009
106,106,"Stephen Ames",77,NA,602,1457.333,"ApproachPuttPerformance",2009
106,106,"Aaron Baddeley",66,NA,571,1398.667,"ApproachPuttPerformance",2009
106,106,"Brian Bateman",55,NA,535,1280,"ApproachPuttPerformance",2009
106,106,"Cameron Beckman",87,NA,818,1980,"ApproachPuttPerformance",2009
