"Front9LowestRound_RANKTHISWEEK_2016","Front9LowestRound_RANKLASTWEEK_2016","Front9LowestRound_PLAYERNAME_2016","Front9LowestRound__2016","Front9LowestRound_LOWRND_2016","stat_name","year"
1,1,"Kevin Na",NA,28,"Front9LowestRound",2016
2,2,"Jason Dufner",NA,29,"Front9LowestRound",2016
2,2,"Adam Hadwin",NA,29,"Front9LowestRound",2016
2,2,"Brian Harman",NA,29,"Front9LowestRound",2016
2,2,"Sung Kang",NA,29,"Front9LowestRound",2016
2,2,"Patton Kizzire",NA,29,"Front9LowestRound",2016
2,2,"Matt Kuchar",NA,29,"Front9LowestRound",2016
2,2,"David Lingmerth",NA,29,"Front9LowestRound",2016
2,2,"Phil Mickelson",NA,29,"Front9LowestRound",2016
2,2,"Cameron Smith",NA,29,"Front9LowestRound",2016
2,2,"Jimmy Walker",NA,29,"Front9LowestRound",2016
12,12,"Tyler Aldridge",NA,30,"Front9LowestRound",2016
12,12,"Ricky Barnes",NA,30,"Front9LowestRound",2016
12,12,"Daniel Berger",NA,30,"Front9LowestRound",2016
12,12,"Ryan Blaum",NA,30,"Front9LowestRound",2016
12,12,"Jason Bohn",NA,30,"Front9LowestRound",2016
12,12,"Scott Brown",NA,30,"Front9LowestRound",2016
12,12,"Jonathan Byrd",NA,30,"Front9LowestRound",2016
12,12,"Chad Campbell",NA,30,"Front9LowestRound",2016
12,12,"Alex Cejka",NA,30,"Front9LowestRound",2016
12,12,"Ben Crane",NA,30,"Front9LowestRound",2016
12,12,"Ernie Els",NA,30,"Front9LowestRound",2016
12,12,"Fabian Gomez",NA,30,"Front9LowestRound",2016
12,12,"Retief Goosen",NA,30,"Front9LowestRound",2016
12,12,"James Hahn",NA,30,"Front9LowestRound",2016
12,12,"David Hearn",NA,30,"Front9LowestRound",2016
12,12,"Morgan Hoffmann",NA,30,"Front9LowestRound",2016
12,12,"Billy Horschel",NA,30,"Front9LowestRound",2016
12,12,"Hiroshi Iwata",NA,30,"Front9LowestRound",2016
12,12,"Freddie Jacobson",NA,30,"Front9LowestRound",2016
12,12,"Daisuke Kataoka",NA,30,"Front9LowestRound",2016
12,12,"Smylie Kaufman",NA,30,"Front9LowestRound",2016
12,12,"Kevin Kisner",NA,30,"Front9LowestRound",2016
12,12,"Colt Knost",NA,30,"Front9LowestRound",2016
12,12,"Brooks Koepka",NA,30,"Front9LowestRound",2016
12,12,"Spencer Levin",NA,30,"Front9LowestRound",2016
12,12,"Jamie Lovemark",NA,30,"Front9LowestRound",2016
12,12,"Rory McIlroy",NA,30,"Front9LowestRound",2016
12,12,"Bryce Molder",NA,30,"Front9LowestRound",2016
12,12,"Thorbjorn Olesen",NA,30,"Front9LowestRound",2016
12,12,"Jeff Overton",NA,30,"Front9LowestRound",2016
12,12,"Greg Owen",NA,30,"Front9LowestRound",2016
12,12,"Ted Purdy",NA,30,"Front9LowestRound",2016
12,12,"Patrick Rodgers",NA,30,"Front9LowestRound",2016
12,12,"Adam Scott",NA,30,"Front9LowestRound",2016
12,12,"Brandt Snedeker",NA,30,"Front9LowestRound",2016
12,12,"Brendan Steele",NA,30,"Front9LowestRound",2016
12,12,"Justin Thomas",NA,30,"Front9LowestRound",2016
12,12,"Danny Willett",NA,30,"Front9LowestRound",2016
12,12,"Bobby Wyatt",NA,30,"Front9LowestRound",2016
51,51,"Shane Bertsch",NA,31,"Front9LowestRound",2016
51,51,"Zac Blair",NA,31,"Front9LowestRound",2016
51,51,"Jonas Blixt",NA,31,"Front9LowestRound",2016
51,51,"Gregory Bourdy",NA,31,"Front9LowestRound",2016
51,51,"Roberto Castro",NA,31,"Front9LowestRound",2016
51,51,"KJ Choi",NA,31,"Front9LowestRound",2016
51,51,"Jon Curran",NA,31,"Front9LowestRound",2016
51,51,"Jason Day",NA,31,"Front9LowestRound",2016
51,51,"Bryson DeChambeau",NA,31,"Front9LowestRound",2016
51,51,"Graham DeLaet",NA,31,"Front9LowestRound",2016
51,51,"Luke Donald",NA,31,"Front9LowestRound",2016
51,51,"Ken Duke",NA,31,"Front9LowestRound",2016
51,51,"Harris English",NA,31,"Front9LowestRound",2016
51,51,"Rickie Fowler",NA,31,"Front9LowestRound",2016
51,51,"Sergio Garcia",NA,31,"Front9LowestRound",2016
51,51,"Brice Garnett",NA,31,"Front9LowestRound",2016
51,51,"Rhein Gibson",NA,31,"Front9LowestRound",2016
