"TenthTeeLateRound2ScoringAverage_RANKTHISWEEK_2016","TenthTeeLateRound2ScoringAverage_RANKLASTWEEK_2016","TenthTeeLateRound2ScoringAverage_PLAYERNAME_2016","TenthTeeLateRound2ScoringAverage__2016","TenthTeeLateRound2ScoringAverage_AVG_2016","TenthTeeLateRound2ScoringAverage_TOTALSTROKES_2016","TenthTeeLateRound2ScoringAverage_TOTALROUNDS_2016","stat_name","year"
1,1,"Chad Collins",NA,64,64,1,"TenthTeeLateRound2ScoringAverage",2016
2,2,"Jason Bohn",NA,66,198,3,"TenthTeeLateRound2ScoringAverage",2016
2,2,"Brett Stegmaier",NA,66,66,1,"TenthTeeLateRound2ScoringAverage",2016
4,4,"Gary Woodland",NA,66.5,133,2,"TenthTeeLateRound2ScoringAverage",2016
5,5,"Patton Kizzire",NA,68,68,1,"TenthTeeLateRound2ScoringAverage",2016
5,5,"Jamie Lovemark",NA,68,204,3,"TenthTeeLateRound2ScoringAverage",2016
5,5,"Francesco Molinari",NA,68,68,1,"TenthTeeLateRound2ScoringAverage",2016
5,5,"Charl Schwartzel",NA,68,68,1,"TenthTeeLateRound2ScoringAverage",2016
5,5,"Bubba Watson",NA,68,68,1,"TenthTeeLateRound2ScoringAverage",2016
10,24,"Roberto Castro",NA,68.33,205,3,"TenthTeeLateRound2ScoringAverage",2016
11,11,"Jason Gore",NA,68.5,137,2,"TenthTeeLateRound2ScoringAverage",2016
11,11,"Bill Haas",NA,68.5,137,2,"TenthTeeLateRound2ScoringAverage",2016
13,13,"Kevin Chappell",NA,69,138,2,"TenthTeeLateRound2ScoringAverage",2016
13,13,"Matthew Fitzpatrick",NA,69,69,1,"TenthTeeLateRound2ScoringAverage",2016
13,13,"JB Holmes",NA,69,138,2,"TenthTeeLateRound2ScoringAverage",2016
13,13,"Colt Knost",NA,69,345,5,"TenthTeeLateRound2ScoringAverage",2016
13,13,"Cameron Percy",NA,69,69,1,"TenthTeeLateRound2ScoringAverage",2016
13,13,"Patrick Reed",NA,69,69,1,"TenthTeeLateRound2ScoringAverage",2016
13,13,"Brian Stuard",NA,69,138,2,"TenthTeeLateRound2ScoringAverage",2016
13,13,"Bernd Wiesberger",NA,69,69,1,"TenthTeeLateRound2ScoringAverage",2016
21,10,"William McGirt",NA,69.17,415,6,"TenthTeeLateRound2ScoringAverage",2016
22,21,"Thomas Aiken",NA,69.33,208,3,"TenthTeeLateRound2ScoringAverage",2016
22,21,"David Lingmerth",NA,69.33,208,3,"TenthTeeLateRound2ScoringAverage",2016
22,21,"Kevin Na",NA,69.33,208,3,"TenthTeeLateRound2ScoringAverage",2016
25,24,"Harris English",NA,69.5,278,4,"TenthTeeLateRound2ScoringAverage",2016
25,24,"Jerry Kelly",NA,69.5,278,4,"TenthTeeLateRound2ScoringAverage",2016
25,24,"Russell Knox",NA,69.5,139,2,"TenthTeeLateRound2ScoringAverage",2016
25,24,"Jason Kokrak",NA,69.5,139,2,"TenthTeeLateRound2ScoringAverage",2016
25,24,"Ryan Moore",NA,69.5,139,2,"TenthTeeLateRound2ScoringAverage",2016
30,30,"Jonas Blixt",NA,69.6,348,5,"TenthTeeLateRound2ScoringAverage",2016
30,30,"Brice Garnett",NA,69.6,348,5,"TenthTeeLateRound2ScoringAverage",2016
30,30,"Seung Yul Noh",NA,69.6,348,5,"TenthTeeLateRound2ScoringAverage",2016
33,35,"Fabian Gomez",NA,69.67,418,6,"TenthTeeLateRound2ScoringAverage",2016
34,34,"Rob Oppenheim",NA,69.75,279,4,"TenthTeeLateRound2ScoringAverage",2016
35,35,"Ryan Palmer",NA,69.8,349,5,"TenthTeeLateRound2ScoringAverage",2016
36,57,"Mark Hubbard",NA,69.83,419,6,"TenthTeeLateRound2ScoringAverage",2016
36,37,"Spencer Levin",NA,69.83,419,6,"TenthTeeLateRound2ScoringAverage",2016
36,37,"Harold Varner III",NA,69.83,419,6,"TenthTeeLateRound2ScoringAverage",2016
39,39,"Zac Blair",NA,70,210,3,"TenthTeeLateRound2ScoringAverage",2016
39,39,"Lucas Glover",NA,70,70,1,"TenthTeeLateRound2ScoringAverage",2016
39,39,"Morgan Hoffmann",NA,70,140,2,"TenthTeeLateRound2ScoringAverage",2016
39,39,"Billy Horschel",NA,70,140,2,"TenthTeeLateRound2ScoringAverage",2016
39,39,"Sung Kang",NA,70,210,3,"TenthTeeLateRound2ScoringAverage",2016
39,39,"Danny Lee",NA,70,210,3,"TenthTeeLateRound2ScoringAverage",2016
39,39,"Marc Leishman",NA,70,70,1,"TenthTeeLateRound2ScoringAverage",2016
39,39,"Justin Leonard",NA,70,140,2,"TenthTeeLateRound2ScoringAverage",2016
39,NA,"Hunter Mahan",NA,70,70,1,"TenthTeeLateRound2ScoringAverage",2016
39,39,"Ian Poulter",NA,70,70,1,"TenthTeeLateRound2ScoringAverage",2016
39,39,"Chez Reavie",NA,70,350,5,"TenthTeeLateRound2ScoringAverage",2016
39,39,"Andy Sullivan",NA,70,70,1,"TenthTeeLateRound2ScoringAverage",2016
39,39,"Justin Thomas",NA,70,70,1,"TenthTeeLateRound2ScoringAverage",2016
52,58,"Brendan Steele",NA,70.2,351,5,"TenthTeeLateRound2ScoringAverage",2016
53,58,"James Hahn",NA,70.25,281,4,"TenthTeeLateRound2ScoringAverage",2016
53,58,"David Hearn",NA,70.25,281,4,"TenthTeeLateRound2ScoringAverage",2016
53,39,"Sean OHair",NA,70.25,281,4,"TenthTeeLateRound2ScoringAverage",2016
53,58,"Cameron Tringale",NA,70.25,281,4,"TenthTeeLateRound2ScoringAverage",2016
53,58,"Mark Wilson",NA,70.25,281,4,"TenthTeeLateRound2ScoringAverage",2016
58,63,"Stewart Cink",NA,70.33,211,3,"TenthTeeLateRound2ScoringAverage",2016
58,63,"Charley Hoffman",NA,70.33,211,3,"TenthTeeLateRound2ScoringAverage",2016
58,63,"John Huh",NA,70.33,422,6,"TenthTeeLateRound2ScoringAverage",2016
58,63,"Freddie Jacobson",NA,70.33,211,3,"TenthTeeLateRound2ScoringAverage",2016
58,63,"Rory Sabbatini",NA,70.33,211,3,"TenthTeeLateRound2ScoringAverage",2016
63,68,"Daniel Summerhays",NA,70.4,352,5,"TenthTeeLateRound2ScoringAverage",2016
64,69,"Miguel Angel Carballo",NA,70.5,141,2,"TenthTeeLateRound2ScoringAverage",2016
64,69,"Graham DeLaet",NA,70.5,141,2,"TenthTeeLateRound2ScoringAverage",2016
64,69,"Emiliano Grillo",NA,70.5,141,2,"TenthTeeLateRound2ScoringAverage",2016
