"Approaches225250yardsRghRTP_RANKTHISWEEK_2012","Approaches225250yardsRghRTP_RANKLASTWEEK_2012","Approaches225250yardsRghRTP_PLAYERNAME_2012","Approaches225250yardsRghRTP_ROUNDS_2012","Approaches225250yardsRghRTP_AVGRTP_2012","stat_name","year"
1,1,"Charl Schwartzel",56,-1,"Approaches225250yardsRghRTP",2012
2,2,"Ryo Ishikawa",54,-0.875,"Approaches225250yardsRghRTP",2012
3,3,"Garth Mulroy",59,-0.833,"Approaches225250yardsRghRTP",2012
4,4,"Nick Watney",97,-0.778,"Approaches225250yardsRghRTP",2012
5,5,"Mark Anderson",75,-0.75,"Approaches225250yardsRghRTP",2012
6,6,"Kyle Stanley",86,-0.643,"Approaches225250yardsRghRTP",2012
7,7,"Lee Westwood",60,-0.636,"Approaches225250yardsRghRTP",2012
8,8,"Greg Owen",90,-0.625,"Approaches225250yardsRghRTP",2012
8,8,"Kyle Reifers",86,-0.625,"Approaches225250yardsRghRTP",2012
10,10,"Seung Yul Noh",105,-0.615,"Approaches225250yardsRghRTP",2012
10,10,"Webb Simpson",77,-0.615,"Approaches225250yardsRghRTP",2012
12,12,"Jason Bohn",81,-0.6,"Approaches225250yardsRghRTP",2012
12,12,"Chris Couch",61,-0.6,"Approaches225250yardsRghRTP",2012
12,12,"Ben Crane",73,-0.6,"Approaches225250yardsRghRTP",2012
12,12,"Bobby Gates",87,-0.6,"Approaches225250yardsRghRTP",2012
12,12,"Scott Stallings",78,-0.6,"Approaches225250yardsRghRTP",2012
17,17,"Graham DeLaet",79,-0.583,"Approaches225250yardsRghRTP",2012
18,18,"Marco Dawson",60,-0.571,"Approaches225250yardsRghRTP",2012
19,19,"Charles Howell III",98,-0.556,"Approaches225250yardsRghRTP",2012
19,19,"Rory McIlroy",60,-0.556,"Approaches225250yardsRghRTP",2012
21,21,"Robert Allenby",76,-0.5,"Approaches225250yardsRghRTP",2012
21,21,"Bill Lunde",83,-0.5,"Approaches225250yardsRghRTP",2012
21,21,"Graeme McDowell",55,-0.5,"Approaches225250yardsRghRTP",2012
21,21,"Sean OHair",84,-0.5,"Approaches225250yardsRghRTP",2012
21,21,"Louis Oosthuizen",65,-0.5,"Approaches225250yardsRghRTP",2012
21,21,"Ryan Palmer",81,-0.5,"Approaches225250yardsRghRTP",2012
21,21,"Adam Scott",59,-0.5,"Approaches225250yardsRghRTP",2012
21,21,"Brendan Steele",77,-0.5,"Approaches225250yardsRghRTP",2012
21,21,"Henrik Stenson",51,-0.5,"Approaches225250yardsRghRTP",2012
21,21,"Roland Thatcher",55,-0.5,"Approaches225250yardsRghRTP",2012
31,31,"David Hearn",95,-0.455,"Approaches225250yardsRghRTP",2012
32,32,"JB Holmes",90,-0.45,"Approaches225250yardsRghRTP",2012
33,33,"Angel Cabrera",54,-0.444,"Approaches225250yardsRghRTP",2012
34,34,"Zach Johnson",95,-0.429,"Approaches225250yardsRghRTP",2012
34,34,"Russell Knox",72,-0.429,"Approaches225250yardsRghRTP",2012
34,34,"Rocco Mediate",70,-0.429,"Approaches225250yardsRghRTP",2012
34,34,"Boo Weekley",74,-0.429,"Approaches225250yardsRghRTP",2012
38,38,"Blake Adams",107,-0.417,"Approaches225250yardsRghRTP",2012
39,39,"John Huh",99,-0.412,"Approaches225250yardsRghRTP",2012
40,40,"Arjun Atwal",79,-0.4,"Approaches225250yardsRghRTP",2012
40,40,"Ernie Els",80,-0.4,"Approaches225250yardsRghRTP",2012
40,40,"Martin Laird",77,-0.4,"Approaches225250yardsRghRTP",2012
43,43,"Steve Wheatcroft",56,-0.375,"Approaches225250yardsRghRTP",2012
44,44,"Tommy Gainey",98,-0.368,"Approaches225250yardsRghRTP",2012
44,44,"Phil Mickelson",79,-0.368,"Approaches225250yardsRghRTP",2012
46,46,"Kevin Streelman",89,-0.364,"Approaches225250yardsRghRTP",2012
46,46,"DJ Trahan",73,-0.364,"Approaches225250yardsRghRTP",2012
48,48,"Vijay Singh",99,-0.357,"Approaches225250yardsRghRTP",2012
49,49,"Charlie Beljan",61,-0.333,"Approaches225250yardsRghRTP",2012
49,49,"Mathew Goggin",65,-0.333,"Approaches225250yardsRghRTP",2012
49,49,"Billy Horschel",63,-0.333,"Approaches225250yardsRghRTP",2012
49,49,"Jason Kokrak",79,-0.333,"Approaches225250yardsRghRTP",2012
49,49,"Edward Loar",59,-0.333,"Approaches225250yardsRghRTP",2012
49,49,"Ryan Moore",89,-0.333,"Approaches225250yardsRghRTP",2012
49,49,"Mark Wilson",84,-0.333,"Approaches225250yardsRghRTP",2012
56,56,"Robert Garrigus",89,-0.32,"Approaches225250yardsRghRTP",2012
57,57,"Davis Love III",64,-0.3,"Approaches225250yardsRghRTP",2012
57,57,"Carl Pettersson",92,-0.3,"Approaches225250yardsRghRTP",2012
59,59,"Brian Harman",101,-0.286,"Approaches225250yardsRghRTP",2012
59,59,"Tim Herron",88,-0.286,"Approaches225250yardsRghRTP",2012
59,59,"Kevin Kisner",69,-0.286,"Approaches225250yardsRghRTP",2012
59,59,"Richard Lee",71,-0.286,"Approaches225250yardsRghRTP",2012
59,59,"Jimmy Walker",101,-0.286,"Approaches225250yardsRghRTP",2012
64,64,"Chad Campbell",84,-0.273,"Approaches225250yardsRghRTP",2012
64,64,"George McNeill",85,-0.273,"Approaches225250yardsRghRTP",2012
64,64,"Rory Sabbatini",84,-0.273,"Approaches225250yardsRghRTP",2012
67,67,"Martin Flores",95,-0.267,"Approaches225250yardsRghRTP",2012
68,68,"Tommy Biershenk",74,-0.25,"Approaches225250yardsRghRTP",2012
68,68,"Kevin Chappell",91,-0.25,"Approaches225250yardsRghRTP",2012
68,68,"Will Claxton",99,-0.25,"Approaches225250yardsRghRTP",2012
68,68,"Matt Every",80,-0.25,"Approaches225250yardsRghRTP",2012
68,68,"Harrison Frazar",56,-0.25,"Approaches225250yardsRghRTP",2012
68,68,"JJ Henry",93,-0.25,"Approaches225250yardsRghRTP",2012
68,68,"Dustin Johnson",70,-0.25,"Approaches225250yardsRghRTP",2012
68,68,"Josh Teater",97,-0.25,"Approaches225250yardsRghRTP",2012
68,68,"Bubba Watson",68,-0.25,"Approaches225250yardsRghRTP",2012
77,77,"Sung Kang",75,-0.238,"Approaches225250yardsRghRTP",2012
78,78,"Stewart Cink",71,-0.231,"Approaches225250yardsRghRTP",2012
79,79,"Troy Matteson",100,-0.227,"Approaches225250yardsRghRTP",2012
80,80,"Stuart Appleby",75,-0.222,"Approaches225250yardsRghRTP",2012
80,80,"Keegan Bradley",90,-0.222,"Approaches225250yardsRghRTP",2012
80,80,"Chris Kirk",93,-0.222,"Approaches225250yardsRghRTP",2012
83,83,"Ricky Barnes",92,-0.214,"Approaches225250yardsRghRTP",2012
84,84,"Matt Jones",53,-0.2,"Approaches225250yardsRghRTP",2012
84,84,"Ian Poulter",57,-0.2,"Approaches225250yardsRghRTP",2012
86,86,"Gary Woodland",70,-0.188,"Approaches225250yardsRghRTP",2012
87,87,"Robert Karlsson",54,-0.182,"Approaches225250yardsRghRTP",2012
88,88,"Troy Kelly",68,-0.167,"Approaches225250yardsRghRTP",2012
88,88,"Kevin Na",80,-0.167,"Approaches225250yardsRghRTP",2012
88,88,"Bo Van Pelt",84,-0.167,"Approaches225250yardsRghRTP",2012
88,88,"Jhonattan Vegas",77,-0.167,"Approaches225250yardsRghRTP",2012
92,92,"William McGirt",96,-0.154,"Approaches225250yardsRghRTP",2012
93,93,"Miguel Angel Carballo",73,-0.143,"Approaches225250yardsRghRTP",2012
93,93,"John Merrick",83,-0.143,"Approaches225250yardsRghRTP",2012
93,93,"Pat Perez",81,-0.143,"Approaches225250yardsRghRTP",2012
96,96,"Ken Duke",104,-0.133,"Approaches225250yardsRghRTP",2012
97,97,"Stephen Gangluff",57,-0.125,"Approaches225250yardsRghRTP",2012
98,98,"Scott Piercy",95,-0.111,"Approaches225250yardsRghRTP",2012
98,98,"Ted Potter Jr",77,-0.111,"Approaches225250yardsRghRTP",2012
98,98,"Brandt Snedeker",81,-0.111,"Approaches225250yardsRghRTP",2012
101,101,"Daniel Chopra",55,-0.1,"Approaches225250yardsRghRTP",2012
101,101,"Jason Dufner",83,-0.1,"Approaches225250yardsRghRTP",2012
101,101,"Harris English",98,-0.1,"Approaches225250yardsRghRTP",2012
101,101,"Rod Pampling",88,-0.1,"Approaches225250yardsRghRTP",2012
105,105,"Scott Brown",65,-0.091,"Approaches225250yardsRghRTP",2012
105,105,"Geoff Ogilvy",73,-0.091,"Approaches225250yardsRghRTP",2012
107,107,"Charley Hoffman",88,-0.083,"Approaches225250yardsRghRTP",2012
108,108,"Bob Estes",78,-0.077,"Approaches225250yardsRghRTP",2012
108,108,"Rickie Fowler",84,-0.077,"Approaches225250yardsRghRTP",2012
110,110,"Brendon de Jonge",115,-0.067,"Approaches225250yardsRghRTP",2012
111,111,"Jeff Overton",101,-0.05,"Approaches225250yardsRghRTP",2012
112,112,"Stephen Ames",54,0,"Approaches225250yardsRghRTP",2012
112,112,"Kris Blanks",65,0,"Approaches225250yardsRghRTP",2012
112,112,"Roberto Castro",92,0,"Approaches225250yardsRghRTP",2012
112,112,"Bud Cauley",99,0,"Approaches225250yardsRghRTP",2012
112,112,"John Daly",50,0,"Approaches225250yardsRghRTP",2012
112,112,"Luke Donald",63,0,"Approaches225250yardsRghRTP",2012
112,112,"James Driscoll",83,0,"Approaches225250yardsRghRTP",2012
112,112,"Padraig Harrington",67,0,"Approaches225250yardsRghRTP",2012
112,112,"Ryuji Imada",78,0,"Approaches225250yardsRghRTP",2012
