"ProximitytoHole_RANKTHISWEEK_2009","ProximitytoHole_RANKLASTWEEK_2009","ProximitytoHole_PLAYERNAME_2009","ProximitytoHole_ROUNDS_2009","ProximitytoHole_AVG_2009","ProximitytoHole_TOTALDISTANCEFEET_2009","ProximitytoHole_OFATTEMPTS_2009","ProximitytoHole_GIRRANK_2009","stat_name","year"
61,61,"Harrison Frazar",93,NA,52114.083,1503,87,"ProximitytoHole",2009
61,61,"Paul Goydos",79,NA,40408.333,1165,145,"ProximitytoHole",2009
61,61,"Boo Weekley",79,NA,40373.75,1166,52,"ProximitytoHole",2009
66,66,"Ken Duke",87,NA,44137.167,1269,153,"ProximitytoHole",2009
66,66,"Jerry Kelly",90,NA,47903.667,1378,124,"ProximitytoHole",2009
66,66,"Jeff Maggert",79,NA,45384,1307,22,"ProximitytoHole",2009
66,66,"Corey Pavin",73,NA,33702.917,971,158,"ProximitytoHole",2009
70,70,"Angel Cabrera",55,NA,23771.333,682,169,"ProximitytoHole",2009
70,70,"Steve Flesch",77,NA,39323.75,1129,57,"ProximitytoHole",2009
70,70,"Retief Goosen",74,NA,34921.667,1003,170,"ProximitytoHole",2009
73,73,"Colt Knost",71,NA,34966.167,1001,73,"ProximitytoHole",2009
73,73,"Steve Marino",98,NA,52567.5,1504,21,"ProximitytoHole",2009
73,73,"Rod Pampling",72,NA,40001.25,1146,85,"ProximitytoHole",2009
73,73,"Vaughn Taylor",88,NA,49144.333,1409,110,"ProximitytoHole",2009
77,77,"Stephen Ames",77,NA,35720.917,1020,30,"ProximitytoHole",2009
77,77,"Steve Elkington",70,NA,38893.25,1110,33,"ProximitytoHole",2009
77,77,"Todd Hamilton",83,NA,40131.083,1146,143,"ProximitytoHole",2009
77,77,"John Mallinger",90,NA,44157.333,1263,115,"ProximitytoHole",2009
77,77,"John Merrick",91,NA,42372.75,1212,111,"ProximitytoHole",2009
77,77,"Bo Van Pelt",100,NA,51409.667,1469,54,"ProximitytoHole",2009
83,83,"Dustin Johnson",85,NA,40024.5,1141,80,"ProximitytoHole",2009
83,83,"Cliff Kresge",78,NA,42287.833,1204,141,"ProximitytoHole",2009
83,83,"Ted Purdy",101,NA,55770.417,1589,71,"ProximitytoHole",2009
83,83,"Webb Simpson",94,NA,54577.167,1554,166,"ProximitytoHole",2009
87,87,"Rich Beem",77,NA,36499.333,1037,17,"ProximitytoHole",2009
87,87,"Mark Brooks",55,NA,25212.5,717,137,"ProximitytoHole",2009
87,87,"KJ Choi",65,NA,31508,897,81,"ProximitytoHole",2009
87,87,"Troy Matteson",95,NA,55226,1570,18,"ProximitytoHole",2009
87,87,"Billy Mayfair",83,NA,43543.417,1238,68,"ProximitytoHole",2009
92,92,"Ricky Barnes",67,NA,32021,909,23,"ProximitytoHole",2009
92,92,"Will Ma Kenzie",69,NA,38216.833,1085,26,"ProximitytoHole",2009
92,92,"DA Points",99,NA,54273.75,1541,71,"ProximitytoHole",2009
92,92,"Ian Poulter",59,NA,26632.167,755,178,"ProximitytoHole",2009
92,92,"Chris Riley",77,NA,42116,1194,115,"ProximitytoHole",2009
92,92,"Justin Rose",71,NA,35874.75,1017,83,"ProximitytoHole",2009
92,92,"Mark Wilson",99,NA,55612,1579,64,"ProximitytoHole",2009
99,99,"Marc Leishman",91,NA,53226.167,1506,39,"ProximitytoHole",2009
100,100,"Stewart Cink",79,NA,37373.833,1055,144,"ProximitytoHole",2009
100,100,"Davis Love III",89,NA,48960.417,1384,50,"ProximitytoHole",2009
102,102,"Kent Jones",73,NA,38818.583,1094,96,"ProximitytoHole",2009
102,102,"Greg Kraft",51,NA,26042.75,733,165,"ProximitytoHole",2009
104,104,"JJ Henry",97,NA,53527,1505,24,"ProximitytoHole",2009
104,104,"Brett Quigley",92,NA,47906.833,1347,82,"ProximitytoHole",2009
104,104,"Camilo Villegas",76,NA,35604.083,1001,57,"ProximitytoHole",2009
104,104,"Charlie Wi",92,NA,50212.583,1412,120,"ProximitytoHole",2009
108,108,"Brian Davis",103,NA,57981,1626,121,"ProximitytoHole",2009
108,108,"Michael Letzig",96,NA,54912.667,1538,126,"ProximitytoHole",2009
108,108,"Kevin Streelman",97,NA,55552.083,1556,61,"ProximitytoHole",2009
108,108,"Charles Warren",63,NA,33886,949,14,"ProximitytoHole",2009
112,112,"Mark Calcavecchia",72,NA,39441.833,1103,100,"ProximitytoHole",2009
112,112,"Richard Johnson",85,NA,47537.417,1330,103,"ProximitytoHole",2009
112,112,"Pat Perez",74,NA,39756.167,1111,151,"ProximitytoHole",2009
115,115,"Stuart Appleby",79,NA,41731.083,1164,150,"ProximitytoHole",2009
115,115,"Jason Gore",74,NA,39784.5,1111,93,"ProximitytoHole",2009
115,115,"Charley Hoffman",97,NA,55582.667,1551,53,"ProximitytoHole",2009
115,115,"Freddie Jacobson",83,NA,46783.333,1305,148,"ProximitytoHole",2009
115,115,"Bill Lunde",83,NA,48127.667,1343,46,"ProximitytoHole",2009
115,115,"Jarrod Lyle",65,NA,32060.083,894,108,"ProximitytoHole",2009
115,115,"Rick Price",54,NA,26318.25,734,69,"ProximitytoHole",2009
115,115,"Adam Scott",53,NA,26982.5,753,162,"ProximitytoHole",2009
115,115,"Jimmy Walker",74,NA,40960,1143,149,"ProximitytoHole",2009
124,124,"Spencer Levin",75,NA,43049.083,1199,34,"ProximitytoHole",2009
124,124,"Leif Olson",51,NA,27518.583,767,177,"ProximitytoHole",2009
124,124,"Tom Pernice Jr",82,NA,48218.333,1342,118,"ProximitytoHole",2009
124,124,"Aron Price",89,NA,49535.917,1380,86,"ProximitytoHole",2009
124,124,"Casey Wittenberg",71,NA,34702.25,967,31,"ProximitytoHole",2009
129,129,"Padraig Harrington",66,NA,30829.5,857,175,"ProximitytoHole",2009
129,129,"Peter Lonard",86,NA,49639.5,1380,114,"ProximitytoHole",2009
129,129,"George McNeill",82,NA,49022.917,1362,142,"ProximitytoHole",2009
129,129,"Rory Sabbatini",81,NA,43235.583,1201,96,"ProximitytoHole",2009
129,129,"Kevin Sutherland",96,NA,47197.75,1312,54,"ProximitytoHole",2009
134,134,"Brad Adamonis",70,NA,39446.583,1093,158,"ProximitytoHole",2009
134,134,"Jeff Klauk",97,NA,57054.333,1580,66,"ProximitytoHole",2009
134,134,"Nicholas Thompson",96,NA,56158.75,1557,42,"ProximitytoHole",2009
134,134,"Nick Watney",86,NA,43931.25,1217,78,"ProximitytoHole",2009
138,138,"Charles Howell III",99,NA,53487.5,1480,41,"ProximitytoHole",2009
138,138,"Bubba Watson",73,NA,37039.667,1023,132,"ProximitytoHole",2009
140,140,"Greg Chalmers",85,NA,45951.417,1267,100,"ProximitytoHole",2009
140,140,"Bill Haas",91,NA,53202.583,1468,34,"ProximitytoHole",2009
140,140,"Geoff Ogilvy",78,NA,37641.417,1039,128,"ProximitytoHole",2009
143,143,"Mathew Goggin",76,NA,38960.333,1073,93,"ProximitytoHole",2009
143,143,"Joe Ogilvie",85,NA,50139.25,1380,171,"ProximitytoHole",2009
143,143,"Tag Ridings",50,NA,26597.75,732,65,"ProximitytoHole",2009
146,146,"Steve Lowery",83,NA,50198,1377,135,"ProximitytoHole",2009
146,146,"Tim Petrovic",97,NA,55999.083,1539,102,"ProximitytoHole",2009
146,146,"Peter Tomasulo",61,NA,29794.167,819,121,"ProximitytoHole",2009
149,149,"Gary Woodland",53,NA,24168.5,662,107,"ProximitytoHole",2009
150,150,"Jason Day",61,NA,32736.583,894,117,"ProximitytoHole",2009
150,150,"Tim Herron",87,NA,53112.833,1451,138,"ProximitytoHole",2009
150,150,"Ryan Moore",89,NA,49214.25,1344,77,"ProximitytoHole",2009
150,150,"Carl Pettersson",86,NA,48039.5,1314,167,"ProximitytoHole",2009
154,154,"Anthony Kim",76,NA,39384.583,1074,164,"ProximitytoHole",2009
154,154,"Ryan Palmer",78,NA,45781.417,1249,104,"ProximitytoHole",2009
154,154,"Johnson Wagner",81,NA,48651.75,1328,89,"ProximitytoHole",2009
157,157,"Daniel Chopra",89,NA,54499.917,1482,152,"ProximitytoHole",2009
157,157,"David Mathis",82,NA,45386.833,1235,154,"ProximitytoHole",2009
159,159,"Brendon de Jonge",90,NA,51984.083,1410,57,"ProximitytoHole",2009
160,160,"Jonathan Byrd",89,NA,52138.75,1413,2,"ProximitytoHole",2009
161,161,"David Duval",56,NA,29008.917,783,179,"ProximitytoHole",2009
161,161,"Matt Jones",56,NA,29902.083,807,38,"ProximitytoHole",2009
161,161,"Brendon Todd",53,NA,31019.25,836,172,"ProximitytoHole",2009
164,164,"Scott Piercy",85,NA,50529.583,1360,74,"ProximitytoHole",2009
165,165,"Phil Mickelson",66,NA,31992,858,127,"ProximitytoHole",2009
166,166,"Scott McCarron",91,NA,53787.25,1440,104,"ProximitytoHole",2009
167,167,"Aaron Baddeley",66,NA,38534.667,1031,181,"ProximitytoHole",2009
167,167,"Brian Bateman",55,NA,32206.583,860,119,"ProximitytoHole",2009
167,167,"Jeff Overton",92,NA,50919.917,1360,174,"ProximitytoHole",2009
170,170,"James Nitties",86,NA,50809,1356,147,"ProximitytoHole",2009
170,170,"Brian Vranesh",51,NA,28976.583,772,140,"ProximitytoHole",2009
172,172,"Nathan Green",104,NA,62833.833,1652,161,"ProximitytoHole",2009
172,172,"JB Holmes",74,NA,41496.167,1092,176,"ProximitytoHole",2009
172,172,"Ryuji Imada",85,NA,46956.583,1237,172,"ProximitytoHole",2009
175,175,"Derek Fathauer",63,NA,34671.25,910,180,"ProximitytoHole",2009
175,175,"Marc Turnesa",77,NA,48510.917,1273,158,"ProximitytoHole",2009
177,177,"Matt Bettencourt",98,NA,59543.5,1558,155,"ProximitytoHole",2009
178,178,"Ben Curtis",63,NA,32307.25,843,129,"ProximitytoHole",2009
179,179,"Martin Laird",72,NA,42635.583,1106,67,"ProximitytoHole",2009
180,180,"John Rollins",92,NA,54725.833,1410,134,"ProximitytoHole",2009
181,181,"Andres Romero",58,NA,29971.75,765,112,"ProximitytoHole",2009
182,182,"Eric Axley",71,NA,41535.417,1049,183,"ProximitytoHole",2009
182,182,"Parker McLachlin",71,NA,47387.583,1196,182,"ProximitytoHole",2009
184,184,"Brad Faxon",59,NA,37368.333,928,184,"ProximitytoHole",2009
