"DrivingAccuracyPercentage_RANKTHISWEEK_2009","DrivingAccuracyPercentage_RANKLASTWEEK_2009","DrivingAccuracyPercentage_PLAYERNAME_2009","DrivingAccuracyPercentage_ROUNDS_2009","DrivingAccuracyPercentage_Pct_2009","DrivingAccuracyPercentage_FAIRWAYSHIT_2009","DrivingAccuracyPercentage_POSSIBLEFAIRWAYS_2009","stat_name","year"
34,34,"Tommy Armour III",58,68.61,553,806,"DrivingAccuracyPercentage",2009
35,35,"Steve Elkington",70,68.56,665,970,"DrivingAccuracyPercentage",2009
36,36,"Boo Weekley",79,68.37,737,1078,"DrivingAccuracyPercentage",2009
37,37,"DA Points",99,68.36,886,1296,"DrivingAccuracyPercentage",2009
38,38,"Jeff Maggert",79,68.31,750,1098,"DrivingAccuracyPercentage",2009
39,39,"Michael Allen",73,68.12,656,963,"DrivingAccuracyPercentage",2009
40,40,"Bob Estes",78,67.99,739,1087,"DrivingAccuracyPercentage",2009
41,41,"Ben Crane",93,67.75,878,1296,"DrivingAccuracyPercentage",2009
42,42,"Jeff Quinney",78,67.68,735,1086,"DrivingAccuracyPercentage",2009
43,43,"KJ Choi",65,67.67,607,897,"DrivingAccuracyPercentage",2009
44,44,"Rick Price",54,67.47,450,667,"DrivingAccuracyPercentage",2009
45,45,"Greg Owen",97,67.31,836,1242,"DrivingAccuracyPercentage",2009
46,46,"Jason Dufner",90,67.28,804,1195,"DrivingAccuracyPercentage",2009
47,47,"DJ Trahan",96,67.19,901,1341,"DrivingAccuracyPercentage",2009
48,48,"Briny Baird",89,67.15,795,1184,"DrivingAccuracyPercentage",2009
49,49,"Kenny Perry",92,67.01,853,1273,"DrivingAccuracyPercentage",2009
50,50,"Robert Allenby",71,66.94,656,980,"DrivingAccuracyPercentage",2009
51,51,"Brian Davis",103,66.91,922,1378,"DrivingAccuracyPercentage",2009
52,52,"Charlie Wi",92,66.9,857,1281,"DrivingAccuracyPercentage",2009
53,53,"Steve Stricker",81,66.82,735,1100,"DrivingAccuracyPercentage",2009
54,54,"Chris DiMarco",97,66.8,865,1295,"DrivingAccuracyPercentage",2009
55,55,"Tim Petrovic",97,66.77,882,1321,"DrivingAccuracyPercentage",2009
56,56,"Vaughn Taylor",88,66.61,780,1171,"DrivingAccuracyPercentage",2009
57,57,"Kris Blanks",60,66.53,499,750,"DrivingAccuracyPercentage",2009
58,58,"Peter Lonard",86,66.52,759,1141,"DrivingAccuracyPercentage",2009
59,59,"Jonathan Byrd",89,66.3,785,1184,"DrivingAccuracyPercentage",2009
60,60,"Jason Gore",74,66.15,635,960,"DrivingAccuracyPercentage",2009
61,61,"Marc Turnesa",77,66.14,711,1075,"DrivingAccuracyPercentage",2009
62,62,"Mathew Goggin",76,66.08,680,1029,"DrivingAccuracyPercentage",2009
62,62,"Will Ma Kenzie",69,66.08,637,964,"DrivingAccuracyPercentage",2009
64,64,"Bob Heintz",59,66.01,505,765,"DrivingAccuracyPercentage",2009
65,65,"Bryce Molder",69,66,563,853,"DrivingAccuracyPercentage",2009
66,66,"Matt Kuchar",82,65.99,753,1141,"DrivingAccuracyPercentage",2009
67,67,"John Rollins",92,65.85,808,1227,"DrivingAccuracyPercentage",2009
68,68,"Bo Van Pelt",100,65.62,838,1277,"DrivingAccuracyPercentage",2009
69,69,"Steve Lowery",83,65.54,757,1155,"DrivingAccuracyPercentage",2009
70,70,"Lucas Glover",93,65.49,850,1298,"DrivingAccuracyPercentage",2009
71,71,"Ryan Moore",89,65.46,775,1184,"DrivingAccuracyPercentage",2009
72,72,"Cliff Kresge",78,65.33,654,1001,"DrivingAccuracyPercentage",2009
73,73,"Stephen Ames",77,65.23,681,1044,"DrivingAccuracyPercentage",2009
74,74,"Hunter Mahan",94,65.19,839,1287,"DrivingAccuracyPercentage",2009
75,75,"Ian Poulter",59,65.18,511,784,"DrivingAccuracyPercentage",2009
76,76,"Matt Weibring",65,64.88,534,823,"DrivingAccuracyPercentage",2009
77,77,"Ernie Els",70,64.87,602,928,"DrivingAccuracyPercentage",2009
78,78,"John Senden",100,64.83,905,1396,"DrivingAccuracyPercentage",2009
79,79,"Jerry Kelly",90,64.8,740,1142,"DrivingAccuracyPercentage",2009
79,79,"Justin Rose",71,64.8,635,980,"DrivingAccuracyPercentage",2009
81,81,"Ben Curtis",63,64.75,562,868,"DrivingAccuracyPercentage",2009
82,82,"Casey Wittenberg",71,64.69,566,875,"DrivingAccuracyPercentage",2009
83,83,"Todd Hamilton",83,64.6,730,1130,"DrivingAccuracyPercentage",2009
84,84,"Johnson Wagner",81,64.42,728,1130,"DrivingAccuracyPercentage",2009
85,85,"Dean Wilson",81,64.33,689,1071,"DrivingAccuracyPercentage",2009
86,86,"Tom Pernice Jr",82,64.29,731,1137,"DrivingAccuracyPercentage",2009
86,86,"Tiger Woods",64,64.29,558,868,"DrivingAccuracyPercentage",2009
88,88,"Rocco Mediate",79,64.18,670,1044,"DrivingAccuracyPercentage",2009
89,89,"Rich Beem",77,64.05,613,957,"DrivingAccuracyPercentage",2009
89,89,"Ted Purdy",101,64.05,832,1299,"DrivingAccuracyPercentage",2009
91,91,"Nicholas Thompson",96,64.04,837,1307,"DrivingAccuracyPercentage",2009
92,92,"Bill Lunde",83,64,720,1125,"DrivingAccuracyPercentage",2009
93,93,"Charles Warren",63,63.9,508,795,"DrivingAccuracyPercentage",2009
94,94,"Scott Sterling",51,63.87,380,595,"DrivingAccuracyPercentage",2009
94,94,"Peter Tomasulo",61,63.87,488,764,"DrivingAccuracyPercentage",2009
96,96,"Aron Price",89,63.82,718,1125,"DrivingAccuracyPercentage",2009
97,97,"Rod Pampling",72,63.81,633,992,"DrivingAccuracyPercentage",2009
98,98,"Woody Austin",84,63.76,746,1170,"DrivingAccuracyPercentage",2009
99,99,"Greg Chalmers",85,63.74,682,1070,"DrivingAccuracyPercentage",2009
100,100,"Chris Stroud",88,63.73,745,1169,"DrivingAccuracyPercentage",2009
101,101,"Greg Kraft",51,63.58,419,659,"DrivingAccuracyPercentage",2009
102,102,"Brian Vranesh",51,63.51,416,655,"DrivingAccuracyPercentage",2009
103,103,"Chad Campbell",90,63.5,762,1200,"DrivingAccuracyPercentage",2009
104,104,"Steve Marino",98,63.41,832,1312,"DrivingAccuracyPercentage",2009
104,104,"Kevin Na",91,63.41,766,1208,"DrivingAccuracyPercentage",2009
106,106,"Mike Weir",85,63.26,742,1173,"DrivingAccuracyPercentage",2009
107,107,"Martin Laird",72,63.09,617,978,"DrivingAccuracyPercentage",2009
108,108,"Steve Flesch",77,63.01,673,1068,"DrivingAccuracyPercentage",2009
109,109,"Pat Perez",74,62.89,632,1005,"DrivingAccuracyPercentage",2009
110,110,"Bill Haas",91,62.81,760,1210,"DrivingAccuracyPercentage",2009
111,111,"James Nitties",86,62.62,717,1145,"DrivingAccuracyPercentage",2009
112,112,"Kevin Sutherland",96,62.59,828,1323,"DrivingAccuracyPercentage",2009
113,113,"Ken Duke",87,62.51,757,1211,"DrivingAccuracyPercentage",2009
114,114,"Luke Donald",79,62.5,665,1064,"DrivingAccuracyPercentage",2009
115,115,"Lee Janzen",74,62.39,589,944,"DrivingAccuracyPercentage",2009
116,116,"David Mathis",82,62.37,658,1055,"DrivingAccuracyPercentage",2009
117,117,"Kevin Stadler",65,62.3,494,793,"DrivingAccuracyPercentage",2009
118,118,"Cameron Beckman",87,62.2,719,1156,"DrivingAccuracyPercentage",2009
119,119,"Spencer Levin",75,62.13,612,985,"DrivingAccuracyPercentage",2009
120,120,"Brendon Todd",53,62.03,441,711,"DrivingAccuracyPercentage",2009
121,121,"Brendon de Jonge",90,61.86,738,1193,"DrivingAccuracyPercentage",2009
122,122,"Ryuji Imada",85,61.62,732,1188,"DrivingAccuracyPercentage",2009
123,123,"Sean OHair",80,61.6,656,1065,"DrivingAccuracyPercentage",2009
124,124,"Jarrod Lyle",65,61.59,489,794,"DrivingAccuracyPercentage",2009
125,125,"John Merrick",91,61.47,713,1160,"DrivingAccuracyPercentage",2009
126,126,"Camilo Villegas",76,61.31,629,1026,"DrivingAccuracyPercentage",2009
127,127,"JJ Henry",97,61.3,795,1297,"DrivingAccuracyPercentage",2009
128,128,"Ryan Palmer",78,61.23,668,1091,"DrivingAccuracyPercentage",2009
129,129,"Kevin Streelman",97,61.16,792,1295,"DrivingAccuracyPercentage",2009
130,130,"Mark Calcavecchia",72,61.06,613,1004,"DrivingAccuracyPercentage",2009
131,131,"Vijay Singh",71,60.89,590,969,"DrivingAccuracyPercentage",2009
132,132,"Nathan Green",104,60.66,845,1393,"DrivingAccuracyPercentage",2009
133,133,"YE Yang",83,60.56,668,1103,"DrivingAccuracyPercentage",2009
134,134,"Michael Letzig",96,60.53,773,1277,"DrivingAccuracyPercentage",2009
135,135,"George McNeill",82,60.5,674,1114,"DrivingAccuracyPercentage",2009
136,136,"Jason Day",61,60.22,445,739,"DrivingAccuracyPercentage",2009
137,137,"Troy Matteson",95,60.03,760,1266,"DrivingAccuracyPercentage",2009
138,138,"Sergio Garcia",59,59.61,484,812,"DrivingAccuracyPercentage",2009
139,139,"Retief Goosen",74,59.59,606,1017,"DrivingAccuracyPercentage",2009
140,140,"Webb Simpson",94,59.57,781,1311,"DrivingAccuracyPercentage",2009
141,141,"Marc Leishman",91,59.44,721,1213,"DrivingAccuracyPercentage",2009
142,142,"Stuart Appleby",79,59.1,643,1088,"DrivingAccuracyPercentage",2009
143,143,"Davis Love III",89,58.97,720,1221,"DrivingAccuracyPercentage",2009
144,144,"Brad Faxon",59,58.92,482,818,"DrivingAccuracyPercentage",2009
144,144,"Brett Quigley",92,58.92,687,1166,"DrivingAccuracyPercentage",2009
146,146,"Charles Howell III",99,58.87,747,1269,"DrivingAccuracyPercentage",2009
147,147,"Freddie Jacobson",83,58.78,666,1133,"DrivingAccuracyPercentage",2009
148,148,"Adam Scott",53,58.77,429,730,"DrivingAccuracyPercentage",2009
149,149,"Matt Bettencourt",98,58.58,799,1364,"DrivingAccuracyPercentage",2009
149,149,"Stewart Cink",79,58.58,601,1026,"DrivingAccuracyPercentage",2009
151,151,"Geoff Ogilvy",78,58.4,591,1012,"DrivingAccuracyPercentage",2009
152,152,"Ricky Barnes",67,58.3,481,825,"DrivingAccuracyPercentage",2009
153,153,"Tim Herron",87,58.28,704,1208,"DrivingAccuracyPercentage",2009
154,154,"Rory Sabbatini",81,57.89,646,1116,"DrivingAccuracyPercentage",2009
155,155,"Nick Watney",86,57.81,692,1197,"DrivingAccuracyPercentage",2009
156,156,"Charley Hoffman",97,57.59,778,1351,"DrivingAccuracyPercentage",2009
157,157,"Carl Pettersson",86,57.55,694,1206,"DrivingAccuracyPercentage",2009
158,158,"Joe Ogilvie",85,57.52,662,1151,"DrivingAccuracyPercentage",2009
159,159,"Daniel Chopra",89,57.37,716,1248,"DrivingAccuracyPercentage",2009
160,160,"Brad Adamonis",70,57.04,539,945,"DrivingAccuracyPercentage",2009
161,161,"Robert Garrigus",83,56.86,626,1101,"DrivingAccuracyPercentage",2009
162,162,"Derek Fathauer",63,56.62,449,793,"DrivingAccuracyPercentage",2009
163,163,"Aaron Baddeley",66,56.48,514,910,"DrivingAccuracyPercentage",2009
164,164,"Brian Bateman",55,56.4,432,766,"DrivingAccuracyPercentage",2009
165,165,"Tag Ridings",50,56.14,343,611,"DrivingAccuracyPercentage",2009
166,166,"Fred Couples",54,55.91,421,753,"DrivingAccuracyPercentage",2009
167,167,"Scott Piercy",85,55.76,629,1128,"DrivingAccuracyPercentage",2009
168,168,"Leif Olson",51,55.5,363,654,"DrivingAccuracyPercentage",2009
169,169,"Dustin Johnson",85,55.4,652,1177,"DrivingAccuracyPercentage",2009
169,169,"Matt Jones",56,55.4,385,695,"DrivingAccuracyPercentage",2009
171,171,"Padraig Harrington",66,55.12,501,909,"DrivingAccuracyPercentage",2009
172,172,"Harrison Frazar",93,54.32,673,1239,"DrivingAccuracyPercentage",2009
173,173,"Parker McLachlin",71,54.29,538,991,"DrivingAccuracyPercentage",2009
174,174,"Jeff Overton",92,53.87,661,1227,"DrivingAccuracyPercentage",2009
175,175,"Anthony Kim",76,53.65,558,1040,"DrivingAccuracyPercentage",2009
176,176,"Jimmy Walker",74,53.59,507,946,"DrivingAccuracyPercentage",2009
177,177,"Gary Woodland",53,53.06,347,654,"DrivingAccuracyPercentage",2009
178,178,"Bubba Watson",73,53.05,540,1018,"DrivingAccuracyPercentage",2009
179,179,"Phil Mickelson",66,52.21,460,881,"DrivingAccuracyPercentage",2009
180,180,"Andres Romero",58,51.62,414,802,"DrivingAccuracyPercentage",2009
181,181,"Angel Cabrera",55,51.46,389,756,"DrivingAccuracyPercentage",2009
182,182,"Eric Axley",71,50.97,474,930,"DrivingAccuracyPercentage",2009
183,183,"David Duval",56,50.9,397,780,"DrivingAccuracyPercentage",2009
184,184,"JB Holmes",74,48.02,498,1037,"DrivingAccuracyPercentage",2009
