"DrivingAccuracyPercentage_RANKTHISWEEK_2009","DrivingAccuracyPercentage_RANKLASTWEEK_2009","DrivingAccuracyPercentage_PLAYERNAME_2009","DrivingAccuracyPercentage_ROUNDS_2009","DrivingAccuracyPercentage_Pct_2009","DrivingAccuracyPercentage_FAIRWAYSHIT_2009","DrivingAccuracyPercentage_POSSIBLEFAIRWAYS_2009","stat_name","year"
1,1,"Joe Durant",62,74.09,552,745,"DrivingAccuracyPercentage",2009
2,2,"Tim Clark",81,74.06,805,1087,"DrivingAccuracyPercentage",2009
3,3,"Scott McCarron",91,73.32,929,1267,"DrivingAccuracyPercentage",2009
4,4,"David Toms",98,73.26,959,1309,"DrivingAccuracyPercentage",2009
5,5,"Kirk Triplett",60,72.62,602,829,"DrivingAccuracyPercentage",2009
6,6,"Brian Gay",96,72.24,929,1286,"DrivingAccuracyPercentage",2009
7,7,"Heath Slocum",95,71.99,910,1264,"DrivingAccuracyPercentage",2009
8,8,"Bart Bryant",58,71.9,540,751,"DrivingAccuracyPercentage",2009
9,9,"Chris Riley",77,71.49,707,989,"DrivingAccuracyPercentage",2009
10,10,"Zach Johnson",94,71.47,922,1290,"DrivingAccuracyPercentage",2009
11,11,"Scott Verplank",88,71.4,839,1175,"DrivingAccuracyPercentage",2009
12,12,"Darron Stiles",52,71.3,477,669,"DrivingAccuracyPercentage",2009
13,13,"Jeff Klauk",97,71.19,939,1319,"DrivingAccuracyPercentage",2009
14,14,"Corey Pavin",73,70.95,640,902,"DrivingAccuracyPercentage",2009
15,15,"Mark Brooks",55,70.86,462,652,"DrivingAccuracyPercentage",2009
16,16,"Patrick Sheehan",51,70.62,423,599,"DrivingAccuracyPercentage",2009
17,17,"Tom Lehman",55,70.52,500,709,"DrivingAccuracyPercentage",2009
18,18,"Jason Bohn",88,70.45,863,1225,"DrivingAccuracyPercentage",2009
19,19,"Chez Reavie",81,70.19,758,1080,"DrivingAccuracyPercentage",2009
20,20,"Billy Mayfair",83,70.01,810,1157,"DrivingAccuracyPercentage",2009
21,21,"Glen Day",79,69.95,689,985,"DrivingAccuracyPercentage",2009
21,21,"Brandt Snedeker",81,69.95,752,1075,"DrivingAccuracyPercentage",2009
23,23,"Colt Knost",71,69.83,611,875,"DrivingAccuracyPercentage",2009
24,24,"Alex Cejka",82,69.8,749,1073,"DrivingAccuracyPercentage",2009
25,25,"Jim Furyk",86,69.66,806,1157,"DrivingAccuracyPercentage",2009
26,26,"Jay Williamson",69,69.61,591,849,"DrivingAccuracyPercentage",2009
27,27,"Kent Jones",73,69.28,627,905,"DrivingAccuracyPercentage",2009
28,28,"Mark Wilson",99,69.09,912,1320,"DrivingAccuracyPercentage",2009
29,29,"Nick OHern",90,69.06,826,1196,"DrivingAccuracyPercentage",2009
30,30,"Paul Goydos",79,69.02,742,1075,"DrivingAccuracyPercentage",2009
31,31,"John Mallinger",90,68.82,821,1193,"DrivingAccuracyPercentage",2009
32,32,"Justin Leonard",95,68.81,878,1276,"DrivingAccuracyPercentage",2009
33,33,"Richard Johnson",85,68.63,805,1173,"DrivingAccuracyPercentage",2009
