"Back9Par4ScoringAverage_RANKTHISWEEK_2012","Back9Par4ScoringAverage_RANKLASTWEEK_2012","Back9Par4ScoringAverage_PLAYERNAME_2012","Back9Par4ScoringAverage_ROUNDS_2012","Back9Par4ScoringAverage_AVG_2012","Back9Par4ScoringAverage_TOTALSTROKES_2012","Back9Par4ScoringAverage_TOTALHOLES_2012","stat_name","year"
1,1,"Justin Rose",69,3.96,1419,358,"Back9Par4ScoringAverage",2012
2,2,"Chris Kirk",93,3.99,1926,483,"Back9Par4ScoringAverage",2012
2,2,"John Senden",81,3.99,1653,414,"Back9Par4ScoringAverage",2012
2,2,"Webb Simpson",77,3.99,1619,406,"Back9Par4ScoringAverage",2012
5,5,"Jonas Blixt",72,4,1540,385,"Back9Par4ScoringAverage",2012
5,5,"Matt Kuchar",86,4,1786,446,"Back9Par4ScoringAverage",2012
5,5,"Graeme McDowell",55,4,1177,294,"Back9Par4ScoringAverage",2012
5,5,"Steve Stricker",73,4,1527,382,"Back9Par4ScoringAverage",2012
5,5,"Bubba Watson",68,4,1441,360,"Back9Par4ScoringAverage",2012
10,10,"Will Claxton",99,4.01,2156,537,"Back9Par4ScoringAverage",2012
10,10,"Bill Haas",79,4.01,1677,418,"Back9Par4ScoringAverage",2012
10,10,"Dustin Johnson",70,4.01,1462,365,"Back9Par4ScoringAverage",2012
10,10,"Ryan Moore",89,4.01,1890,471,"Back9Par4ScoringAverage",2012
10,10,"Tiger Woods",69,4.01,1470,367,"Back9Par4ScoringAverage",2012
15,15,"Brendon de Jonge",115,4.02,2459,611,"Back9Par4ScoringAverage",2012
15,15,"Luke Donald",63,4.02,1344,334,"Back9Par4ScoringAverage",2012
15,15,"Jason Dufner",83,4.02,1768,440,"Back9Par4ScoringAverage",2012
15,15,"Nathan Green",73,4.02,1496,372,"Back9Par4ScoringAverage",2012
15,15,"JJ Henry",93,4.02,1912,476,"Back9Par4ScoringAverage",2012
15,15,"Russell Knox",72,4.02,1455,362,"Back9Par4ScoringAverage",2012
15,15,"Davis Love III",64,4.02,1402,349,"Back9Par4ScoringAverage",2012
15,15,"Kevin Stadler",85,4.02,1773,441,"Back9Par4ScoringAverage",2012
23,23,"Roberto Castro",92,4.03,1966,488,"Back9Par4ScoringAverage",2012
23,23,"Jim Furyk",85,4.03,1844,458,"Back9Par4ScoringAverage",2012
23,23,"Robert Garrigus",89,4.03,1906,473,"Back9Par4ScoringAverage",2012
23,23,"Billy Horschel",63,4.03,1295,321,"Back9Par4ScoringAverage",2012
23,23,"Richard Lee",71,4.03,1452,360,"Back9Par4ScoringAverage",2012
23,23,"William McGirt",96,4.03,2081,516,"Back9Par4ScoringAverage",2012
23,23,"Rory McIlroy",60,4.03,1217,302,"Back9Par4ScoringAverage",2012
23,23,"Charl Schwartzel",56,4.03,1194,296,"Back9Par4ScoringAverage",2012
23,23,"Vijay Singh",99,4.03,2156,535,"Back9Par4ScoringAverage",2012
23,23,"Steve Wheatcroft",56,4.03,1119,278,"Back9Par4ScoringAverage",2012
33,33,"Blake Adams",107,4.04,2298,569,"Back9Par4ScoringAverage",2012
33,33,"Stuart Appleby",75,4.04,1532,379,"Back9Par4ScoringAverage",2012
33,33,"Chad Campbell",84,4.04,1879,465,"Back9Par4ScoringAverage",2012
33,33,"Ben Curtis",62,4.04,1334,330,"Back9Par4ScoringAverage",2012
33,33,"Brian Davis",91,4.04,1949,483,"Back9Par4ScoringAverage",2012
33,33,"Graham DeLaet",79,4.04,1740,431,"Back9Par4ScoringAverage",2012
33,33,"Ken Duke",104,4.04,2239,554,"Back9Par4ScoringAverage",2012
33,33,"Bob Estes",78,4.04,1719,426,"Back9Par4ScoringAverage",2012
33,33,"Matt Every",80,4.04,1742,431,"Back9Par4ScoringAverage",2012
33,33,"Mathew Goggin",65,4.04,1333,330,"Back9Par4ScoringAverage",2012
33,33,"JB Holmes",90,4.04,1855,459,"Back9Par4ScoringAverage",2012
33,33,"John Huh",99,4.04,2191,542,"Back9Par4ScoringAverage",2012
33,33,"Kevin Kisner",69,4.04,1393,345,"Back9Par4ScoringAverage",2012
33,33,"John Merrick",83,4.04,1712,424,"Back9Par4ScoringAverage",2012
33,33,"Phil Mickelson",79,4.04,1677,415,"Back9Par4ScoringAverage",2012
33,33,"Bryce Molder",83,4.04,1702,421,"Back9Par4ScoringAverage",2012
33,33,"Seung Yul Noh",105,4.04,2211,547,"Back9Par4ScoringAverage",2012
33,33,"Carl Pettersson",92,4.04,2021,500,"Back9Par4ScoringAverage",2012
33,33,"Scott Piercy",95,4.04,2040,505,"Back9Par4ScoringAverage",2012
33,33,"Heath Slocum",93,4.04,1961,485,"Back9Par4ScoringAverage",2012
33,33,"David Toms",60,4.04,1228,304,"Back9Par4ScoringAverage",2012
54,54,"Keegan Bradley",90,4.05,1951,482,"Back9Par4ScoringAverage",2012
54,54,"Gavin Coles",72,4.05,1530,378,"Back9Par4ScoringAverage",2012
54,54,"Ben Crane",73,4.05,1547,382,"Back9Par4ScoringAverage",2012
54,54,"Brian Gay",91,4.05,1887,466,"Back9Par4ScoringAverage",2012
54,54,"David Hearn",95,4.05,2061,509,"Back9Par4ScoringAverage",2012
54,54,"Jerry Kelly",84,4.05,1826,451,"Back9Par4ScoringAverage",2012
54,54,"Kevin Na",80,4.05,1680,415,"Back9Par4ScoringAverage",2012
54,54,"Pat Perez",81,4.05,1663,411,"Back9Par4ScoringAverage",2012
54,54,"Rory Sabbatini",84,4.05,1849,456,"Back9Par4ScoringAverage",2012
54,54,"Patrick Sheehan",58,4.05,1228,303,"Back9Par4ScoringAverage",2012
54,54,"Brandt Snedeker",81,4.05,1693,418,"Back9Par4ScoringAverage",2012
54,54,"Henrik Stenson",51,4.05,1118,276,"Back9Par4ScoringAverage",2012
54,54,"Vaughn Taylor",81,4.05,1708,422,"Back9Par4ScoringAverage",2012
54,54,"Bo Van Pelt",84,4.05,1803,445,"Back9Par4ScoringAverage",2012
54,54,"Johnson Wagner",88,4.05,1920,474,"Back9Par4ScoringAverage",2012
54,54,"Boo Weekley",74,4.05,1539,380,"Back9Par4ScoringAverage",2012
70,70,"Bud Cauley",99,4.06,2134,525,"Back9Par4ScoringAverage",2012
70,70,"Martin Flores",95,4.06,2089,515,"Back9Par4ScoringAverage",2012
70,70,"Hunter Haas",69,4.06,1422,350,"Back9Par4ScoringAverage",2012
70,70,"Padraig Harrington",67,4.06,1399,345,"Back9Par4ScoringAverage",2012
70,70,"Charley Hoffman",88,4.06,1901,468,"Back9Par4ScoringAverage",2012
70,70,"Zach Johnson",95,4.06,2060,508,"Back9Par4ScoringAverage",2012
70,70,"Matt Jones",53,4.06,1133,279,"Back9Par4ScoringAverage",2012
70,70,"Danny Lee",74,4.06,1498,369,"Back9Par4ScoringAverage",2012
70,70,"Marc Leishman",84,4.06,1834,452,"Back9Par4ScoringAverage",2012
70,70,"Jeff Maggert",83,4.06,1805,445,"Back9Par4ScoringAverage",2012
70,70,"Hunter Mahan",88,4.06,1818,448,"Back9Par4ScoringAverage",2012
70,70,"Sean OHair",84,4.06,1866,460,"Back9Par4ScoringAverage",2012
70,70,"Geoff Ogilvy",73,4.06,1560,384,"Back9Par4ScoringAverage",2012
70,70,"Jeff Overton",101,4.06,2178,537,"Back9Par4ScoringAverage",2012
70,70,"Greg Owen",90,4.06,2024,498,"Back9Par4ScoringAverage",2012
70,70,"Kyle Reifers",86,4.06,1828,450,"Back9Par4ScoringAverage",2012
70,70,"Daniel Summerhays",81,4.06,1784,439,"Back9Par4ScoringAverage",2012
70,70,"Jimmy Walker",101,4.06,2148,529,"Back9Par4ScoringAverage",2012
70,70,"Nick Watney",97,4.06,2054,506,"Back9Par4ScoringAverage",2012
89,89,"Miguel Angel Carballo",73,4.07,1488,366,"Back9Par4ScoringAverage",2012
89,89,"Gary Christian",91,4.07,1920,472,"Back9Par4ScoringAverage",2012
89,89,"Tim Clark",60,4.07,1351,332,"Back9Par4ScoringAverage",2012
89,89,"Scott Dunlap",57,4.07,1159,285,"Back9Par4ScoringAverage",2012
89,89,"Harris English",98,4.07,2175,534,"Back9Par4ScoringAverage",2012
89,89,"Tom Gillis",75,4.07,1624,399,"Back9Par4ScoringAverage",2012
89,89,"Tim Herron",88,4.07,1935,476,"Back9Par4ScoringAverage",2012
89,89,"Troy Kelly",68,4.07,1400,344,"Back9Par4ScoringAverage",2012
89,89,"Jason Kokrak",79,4.07,1624,399,"Back9Par4ScoringAverage",2012
89,89,"Bill Lunde",83,4.07,1674,411,"Back9Par4ScoringAverage",2012
89,89,"David Mathis",83,4.07,1750,430,"Back9Par4ScoringAverage",2012
89,89,"Billy Mayfair",90,4.07,1893,465,"Back9Par4ScoringAverage",2012
