"1PuttsperRound_RANKTHISWEEK_2013","1PuttsperRound_RANKLASTWEEK_2013","1PuttsperRound_PLAYERNAME_2013","1PuttsperRound_ROUNDS_2013","1PuttsperRound_AVG_2013","1PuttsperRound_TOTAL1PUTTS_2013","1PuttsperRound_TOTALROUNDS_2013","stat_name","year"
1,1,"Brian Gay",79,8.23,650,79,"1PuttsperRound",2013
2,2,"Aaron Baddeley",68,8.17,539,66,"1PuttsperRound",2013
3,3,"Mike Weir",60,7.91,459,58,"1PuttsperRound",2013
4,4,"Greg Chalmers",77,7.85,573,73,"1PuttsperRound",2013
5,5,"Chris Kirk",89,7.83,697,89,"1PuttsperRound",2013
6,6,"Brandt Snedeker",79,7.7,608,79,"1PuttsperRound",2013
6,6,"Vaughn Taylor",50,7.7,354,46,"1PuttsperRound",2013
8,8,"Charlie Wi",75,7.69,546,71,"1PuttsperRound",2013
9,9,"Steven Bowditch",67,7.65,497,65,"1PuttsperRound",2013
10,10,"Jonas Blixt",76,7.62,579,76,"1PuttsperRound",2013
10,10,"Phil Mickelson",78,7.62,594,78,"1PuttsperRound",2013
12,12,"Bryce Molder",82,7.58,606,80,"1PuttsperRound",2013
13,13,"Stephen Ames",49,7.57,371,49,"1PuttsperRound",2013
14,14,"Patrick Reed",83,7.55,627,83,"1PuttsperRound",2013
15,15,"Luke Donald",60,7.53,437,58,"1PuttsperRound",2013
15,15,"Freddie Jacobson",63,7.53,452,60,"1PuttsperRound",2013
15,15,"Chris Stroud",88,7.53,663,88,"1PuttsperRound",2013
18,18,"Jason Day",86,7.51,601,80,"1PuttsperRound",2013
18,18,"David Hearn",88,7.51,661,88,"1PuttsperRound",2013
18,18,"Justin Leonard",86,7.51,646,86,"1PuttsperRound",2013
21,21,"Sangmoon Bae",83,7.49,622,83,"1PuttsperRound",2013
21,21,"Peter Hanson",45,7.49,322,43,"1PuttsperRound",2013
23,23,"Bob Estes",66,7.47,493,66,"1PuttsperRound",2013
23,23,"Andres Romero",63,7.47,441,59,"1PuttsperRound",2013
25,25,"Brian Davis",91,7.46,679,91,"1PuttsperRound",2013
25,25,"Charles Howell III",87,7.46,634,85,"1PuttsperRound",2013
27,27,"Rory McIlroy",56,7.45,410,55,"1PuttsperRound",2013
28,28,"James Driscoll",76,7.43,535,72,"1PuttsperRound",2013
29,29,"Jordan Spieth",82,7.41,608,82,"1PuttsperRound",2013
30,30,"Steve Stricker",51,7.4,348,47,"1PuttsperRound",2013
31,31,"Matt Kuchar",93,7.39,643,87,"1PuttsperRound",2013
32,32,"Ben Crane",62,7.38,428,58,"1PuttsperRound",2013
32,32,"Rickie Fowler",75,7.38,546,74,"1PuttsperRound",2013
34,34,"David Lingmerth",68,7.37,501,68,"1PuttsperRound",2013
34,34,"Jeff Overton",78,7.37,575,78,"1PuttsperRound",2013
36,36,"Morgan Hoffmann",64,7.36,471,64,"1PuttsperRound",2013
37,37,"Matt Every",89,7.34,653,89,"1PuttsperRound",2013
37,37,"Luke Guthrie",82,7.34,602,82,"1PuttsperRound",2013
39,39,"Ryan Palmer",79,7.33,579,79,"1PuttsperRound",2013
39,39,"Tiger Woods",61,7.33,440,60,"1PuttsperRound",2013
41,41,"Scott Stallings",79,7.32,578,79,"1PuttsperRound",2013
42,42,"Erik Compton",74,7.3,540,74,"1PuttsperRound",2013
42,42,"Doug LaBelle II",72,7.3,511,70,"1PuttsperRound",2013
44,44,"Martin Flores",83,7.29,605,83,"1PuttsperRound",2013
44,44,"Matt Jones",83,7.29,605,83,"1PuttsperRound",2013
46,46,"Harris English",95,7.26,690,95,"1PuttsperRound",2013
46,46,"Brian Harman",89,7.26,617,85,"1PuttsperRound",2013
46,46,"Jimmy Walker",84,7.26,610,84,"1PuttsperRound",2013
49,49,"David Lynn",70,7.25,500,69,"1PuttsperRound",2013
49,49,"Aaron Watkins",46,7.25,319,44,"1PuttsperRound",2013
51,51,"Tom Gillis",69,7.23,470,65,"1PuttsperRound",2013
52,52,"Jason Kokrak",78,7.22,563,78,"1PuttsperRound",2013
53,53,"Russell Henley",80,7.21,562,78,"1PuttsperRound",2013
54,54,"Tim Herron",45,7.2,324,45,"1PuttsperRound",2013
54,54,"Jin Park",52,7.2,360,50,"1PuttsperRound",2013
56,56,"Stuart Appleby",88,7.19,604,84,"1PuttsperRound",2013
56,56,"Jason Bohn",70,7.19,503,70,"1PuttsperRound",2013
58,58,"Lee Williams",62,7.18,431,60,"1PuttsperRound",2013
59,59,"Justin Bolli",59,7.16,394,55,"1PuttsperRound",2013
59,59,"Tim Clark",64,7.16,437,61,"1PuttsperRound",2013
61,61,"Colt Knost",69,7.15,465,65,"1PuttsperRound",2013
61,61,"Ted Potter Jr",65,7.15,436,61,"1PuttsperRound",2013
63,63,"Ken Duke",87,7.14,621,87,"1PuttsperRound",2013
63,63,"Darron Stiles",51,7.14,350,49,"1PuttsperRound",2013
63,63,"Casey Wittenberg",72,7.14,500,70,"1PuttsperRound",2013
66,66,"Charley Hoffman",84,7.13,599,84,"1PuttsperRound",2013
66,66,"Daniel Summerhays",83,7.13,592,83,"1PuttsperRound",2013
68,68,"Fabian Gomez",65,7.12,463,65,"1PuttsperRound",2013
68,68,"Richard Lee",81,7.12,548,77,"1PuttsperRound",2013
68,68,"Camilo Villegas",79,7.12,534,75,"1PuttsperRound",2013
71,71,"Jerry Kelly",75,7.11,533,75,"1PuttsperRound",2013
71,71,"Jeff Maggert",63,7.11,448,63,"1PuttsperRound",2013
71,71,"Ryan Moore",72,7.11,505,71,"1PuttsperRound",2013
71,71,"Shawn Stefani",63,7.11,448,63,"1PuttsperRound",2013
75,75,"William McGirt",75,7.09,532,75,"1PuttsperRound",2013
76,76,"Billy Horschel",96,7.08,680,96,"1PuttsperRound",2013
76,76,"Graeme McDowell",53,7.08,347,49,"1PuttsperRound",2013
76,76,"Ian Poulter",59,7.08,375,53,"1PuttsperRound",2013
79,79,"Scott Langley",79,7.07,530,75,"1PuttsperRound",2013
79,79,"Alistair Presnell",59,7.07,403,57,"1PuttsperRound",2013
81,81,"Tommy Gainey",84,7.06,593,84,"1PuttsperRound",2013
81,81,"Cameron Percy",68,7.06,466,66,"1PuttsperRound",2013
81,81,"DA Points",87,7.06,614,87,"1PuttsperRound",2013
84,84,"Sergio Garcia",65,7.05,444,63,"1PuttsperRound",2013
84,84,"Rory Sabbatini",86,7.05,578,82,"1PuttsperRound",2013
86,86,"Marc Leishman",77,7.03,541,77,"1PuttsperRound",2013
86,86,"Charl Schwartzel",69,7.03,478,68,"1PuttsperRound",2013
86,86,"Webb Simpson",92,7.03,619,88,"1PuttsperRound",2013
89,89,"Roberto Castro",97,7.02,681,97,"1PuttsperRound",2013
89,89,"DH Lee",65,7.02,456,65,"1PuttsperRound",2013
89,89,"David Toms",49,7.02,309,44,"1PuttsperRound",2013
92,92,"KJ Choi",85,7.01,589,84,"1PuttsperRound",2013
93,93,"Luke List",65,7,427,61,"1PuttsperRound",2013
93,93,"Cameron Tringale",80,7,560,80,"1PuttsperRound",2013
95,95,"Keegan Bradley",88,6.99,608,87,"1PuttsperRound",2013
95,95,"James Hahn",78,6.99,517,74,"1PuttsperRound",2013
97,97,"Robert Karlsson",56,6.98,363,52,"1PuttsperRound",2013
98,98,"Jason Dufner",78,6.95,535,77,"1PuttsperRound",2013
98,98,"Carl Pettersson",82,6.95,556,80,"1PuttsperRound",2013
98,98,"YE Yang",56,6.95,389,56,"1PuttsperRound",2013
101,101,"Padraig Harrington",52,6.94,340,49,"1PuttsperRound",2013
102,102,"Geoff Ogilvy",57,6.91,394,57,"1PuttsperRound",2013
103,103,"Ernie Els",63,6.9,428,62,"1PuttsperRound",2013
103,103,"Brad Fritsch",81,6.9,531,77,"1PuttsperRound",2013
103,103,"Dicky Pride",71,6.9,462,67,"1PuttsperRound",2013
103,103,"Kevin Streelman",86,6.9,593,86,"1PuttsperRound",2013
107,107,"Kevin Chappell",80,6.89,551,80,"1PuttsperRound",2013
107,107,"Scott Piercy",78,6.89,517,75,"1PuttsperRound",2013
109,109,"Scott Brown",65,6.88,447,65,"1PuttsperRound",2013
110,110,"Lee Westwood",70,6.87,474,69,"1PuttsperRound",2013
111,111,"Brendon de Jonge",110,6.86,755,110,"1PuttsperRound",2013
111,111,"Chez Reavie",72,6.86,494,72,"1PuttsperRound",2013
113,113,"Tag Ridings",69,6.85,445,65,"1PuttsperRound",2013
114,114,"Brian Stuard",78,6.84,506,74,"1PuttsperRound",2013
114,114,"Nicholas Thompson",99,6.84,677,99,"1PuttsperRound",2013
116,116,"Robert Streb",75,6.83,485,71,"1PuttsperRound",2013
117,117,"Michael Thompson",66,6.82,450,66,"1PuttsperRound",2013
118,118,"Dustin Johnson",71,6.8,476,70,"1PuttsperRound",2013
118,118,"Pat Perez",69,6.8,469,69,"1PuttsperRound",2013
120,120,"Seung Yul Noh",71,6.79,455,67,"1PuttsperRound",2013
121,121,"Jim Furyk",80,6.78,529,78,"1PuttsperRound",2013
121,121,"Brendan Steele",86,6.78,556,82,"1PuttsperRound",2013
121,121,"Gary Woodland",94,6.78,610,90,"1PuttsperRound",2013
124,124,"Bill Haas",85,6.76,568,84,"1PuttsperRound",2013
124,124,"George McNeill",68,6.76,460,68,"1PuttsperRound",2013
126,126,"Martin Laird",68,6.75,459,68,"1PuttsperRound",2013
127,127,"Justin Rose",62,6.73,404,60,"1PuttsperRound",2013
127,127,"Josh Teater",86,6.73,552,82,"1PuttsperRound",2013
129,129,"John Merrick",79,6.71,530,79,"1PuttsperRound",2013
130,130,"Zach Johnson",84,6.69,555,83,"1PuttsperRound",2013
131,131,"Hunter Mahan",91,6.68,568,85,"1PuttsperRound",2013
131,131,"John Rollins",77,6.68,488,73,"1PuttsperRound",2013
133,133,"Troy Matteson",68,6.67,440,66,"1PuttsperRound",2013
134,134,"Graham DeLaet",94,6.66,626,94,"1PuttsperRound",2013
134,134,"Steve LeBrun",66,6.66,413,62,"1PuttsperRound",2013
136,136,"Ben Curtis",59,6.65,379,57,"1PuttsperRound",2013
137,137,"Robert Allenby",58,6.63,371,56,"1PuttsperRound",2013
137,137,"DJ Trahan",48,6.63,305,46,"1PuttsperRound",2013
139,139,"Ben Kohles",75,6.62,470,71,"1PuttsperRound",2013
140,140,"Kevin Stadler",83,6.61,522,79,"1PuttsperRound",2013
141,141,"Rod Pampling",46,6.6,277,42,"1PuttsperRound",2013
141,141,"Bo Van Pelt",72,6.6,462,70,"1PuttsperRound",2013
143,143,"Scott Gardiner",61,6.58,388,59,"1PuttsperRound",2013
143,143,"Johnson Wagner",64,6.58,395,60,"1PuttsperRound",2013
145,145,"Chad Campbell",78,6.57,499,76,"1PuttsperRound",2013
145,145,"John Huh",88,6.57,578,88,"1PuttsperRound",2013
147,147,"Bubba Watson",76,6.56,479,73,"1PuttsperRound",2013
148,148,"Henrik Stenson",65,6.55,419,64,"1PuttsperRound",2013
149,149,"Bud Cauley",67,6.54,412,63,"1PuttsperRound",2013
150,150,"Justin Hicks",79,6.52,489,75,"1PuttsperRound",2013
