"TenthTeeLateRound1ScoringAverage_RANKTHISWEEK_2011","TenthTeeLateRound1ScoringAverage_RANKLASTWEEK_2011","TenthTeeLateRound1ScoringAverage_PLAYERNAME_2011","TenthTeeLateRound1ScoringAverage__2011","TenthTeeLateRound1ScoringAverage_AVG_2011","TenthTeeLateRound1ScoringAverage_TOTALSTROKES_2011","TenthTeeLateRound1ScoringAverage_TOTALROUNDS_2011","stat_name","year"
1,1,"Graeme McDowell",NA,67,67,1,"TenthTeeLateRound1ScoringAverage",2011
2,2,"Paul Stankowski",NA,67.5,135,2,"TenthTeeLateRound1ScoringAverage",2011
3,3,"JB Holmes",NA,68.5,274,4,"TenthTeeLateRound1ScoringAverage",2011
3,3,"Matt Kuchar",NA,68.5,137,2,"TenthTeeLateRound1ScoringAverage",2011
3,3,"Martin Laird",NA,68.5,411,6,"TenthTeeLateRound1ScoringAverage",2011
6,6,"Kris Blanks",NA,68.56,617,9,"TenthTeeLateRound1ScoringAverage",2011
7,7,"Hunter Mahan",NA,68.6,343,5,"TenthTeeLateRound1ScoringAverage",2011
8,8,"Jerry Kelly",NA,68.86,482,7,"TenthTeeLateRound1ScoringAverage",2011
9,9,"Chris Couch",NA,69,345,5,"TenthTeeLateRound1ScoringAverage",2011
9,9,"Luke Donald",NA,69,138,2,"TenthTeeLateRound1ScoringAverage",2011
9,9,"Rickie Fowler",NA,69,414,6,"TenthTeeLateRound1ScoringAverage",2011
9,9,"Webb Simpson",NA,69,69,1,"TenthTeeLateRound1ScoringAverage",2011
13,13,"Brendon de Jonge",NA,69.2,346,5,"TenthTeeLateRound1ScoringAverage",2011
13,13,"Robert Garrigus",NA,69.2,346,5,"TenthTeeLateRound1ScoringAverage",2011
15,15,"Charlie Wi",NA,69.25,277,4,"TenthTeeLateRound1ScoringAverage",2011
16,16,"Bill Haas",NA,69.33,416,6,"TenthTeeLateRound1ScoringAverage",2011
16,16,"George McNeill",NA,69.33,416,6,"TenthTeeLateRound1ScoringAverage",2011
16,16,"Mark Wilson",NA,69.33,416,6,"TenthTeeLateRound1ScoringAverage",2011
19,19,"Chris Stroud",NA,69.38,555,8,"TenthTeeLateRound1ScoringAverage",2011
