"ScramblingFringeRTPScore_RANKTHISWEEK_2013","ScramblingFringeRTPScore_RANKLASTWEEK_2013","ScramblingFringeRTPScore_PLAYERNAME_2013","ScramblingFringeRTPScore_ROUNDS_2013","ScramblingFringeRTPScore_AVGRTP_2013","ScramblingFringeRTPScore_TOTALHOLES_2013","ScramblingFringeRTPScore_TOTALRTP_2013","stat_name","year"
91,NA,"Martin Flores",83,0.048,63,3,"ScramblingFringeRTPScore",2013
91,NA,"Ryo Ishikawa",72,0.048,42,2,"ScramblingFringeRTPScore",2013
93,NA,"Cameron Tringale",80,0.049,61,3,"ScramblingFringeRTPScore",2013
94,NA,"Stephen Ames",49,0.05,40,2,"ScramblingFringeRTPScore",2013
95,NA,"Lucas Glover",65,0.052,58,3,"ScramblingFringeRTPScore",2013
96,NA,"Scott Gardiner",61,0.053,38,2,"ScramblingFringeRTPScore",2013
96,NA,"Greg Owen",73,0.053,57,3,"ScramblingFringeRTPScore",2013
98,NA,"Jonas Blixt",76,0.054,56,3,"ScramblingFringeRTPScore",2013
98,NA,"Nicholas Thompson",99,0.054,74,4,"ScramblingFringeRTPScore",2013
100,NA,"Rickie Fowler",75,0.055,55,3,"ScramblingFringeRTPScore",2013
100,NA,"David Mathis",71,0.055,55,3,"ScramblingFringeRTPScore",2013
102,NA,"Justin Hicks",79,0.056,72,4,"ScramblingFringeRTPScore",2013
103,NA,"Josh Teater",86,0.058,52,3,"ScramblingFringeRTPScore",2013
104,NA,"Mike Weir",60,0.061,49,3,"ScramblingFringeRTPScore",2013
105,NA,"David Hearn",88,0.063,64,4,"ScramblingFringeRTPScore",2013
105,NA,"Patrick Reed",83,0.063,64,4,"ScramblingFringeRTPScore",2013
107,NA,"Tom Gillis",69,0.064,47,3,"ScramblingFringeRTPScore",2013
107,NA,"Ryan Moore",72,0.064,47,3,"ScramblingFringeRTPScore",2013
109,NA,"Gary Woodland",94,0.065,62,4,"ScramblingFringeRTPScore",2013
110,NA,"Webb Simpson",92,0.066,61,4,"ScramblingFringeRTPScore",2013
111,NA,"Stuart Appleby",88,0.068,74,5,"ScramblingFringeRTPScore",2013
111,NA,"John Merrick",79,0.068,59,4,"ScramblingFringeRTPScore",2013
111,NA,"Mark Wilson",56,0.068,44,3,"ScramblingFringeRTPScore",2013
114,NA,"Brendan Steele",86,0.069,58,4,"ScramblingFringeRTPScore",2013
114,NA,"Daniel Summerhays",83,0.069,72,5,"ScramblingFringeRTPScore",2013
114,NA,"Lee Williams",62,0.069,58,4,"ScramblingFringeRTPScore",2013
117,NA,"Dustin Johnson",71,0.07,43,3,"ScramblingFringeRTPScore",2013
117,NA,"Kyle Stanley",71,0.07,43,3,"ScramblingFringeRTPScore",2013
119,NA,"Martin Kaymer",61,0.071,28,2,"ScramblingFringeRTPScore",2013
119,NA,"Colt Knost",69,0.071,56,4,"ScramblingFringeRTPScore",2013
121,NA,"John Huh",88,0.073,55,4,"ScramblingFringeRTPScore",2013
121,NA,"John Rollins",77,0.073,55,4,"ScramblingFringeRTPScore",2013
123,NA,"Charlie Beljan",62,0.075,53,4,"ScramblingFringeRTPScore",2013
123,NA,"JJ Henry",83,0.075,53,4,"ScramblingFringeRTPScore",2013
125,NA,"Erik Compton",74,0.077,52,4,"ScramblingFringeRTPScore",2013
125,NA,"Charl Schwartzel",69,0.077,26,2,"ScramblingFringeRTPScore",2013
127,NA,"Richard Lee",81,0.078,51,4,"ScramblingFringeRTPScore",2013
128,NA,"Matt Every",89,0.08,75,6,"ScramblingFringeRTPScore",2013
129,NA,"Sergio Garcia",65,0.081,37,3,"ScramblingFringeRTPScore",2013
130,NA,"Bryce Molder",82,0.082,61,5,"ScramblingFringeRTPScore",2013
131,NA,"Camilo Villegas",79,0.083,60,5,"ScramblingFringeRTPScore",2013
132,NA,"Will Claxton",67,0.085,47,4,"ScramblingFringeRTPScore",2013
133,NA,"Sean OHair",56,0.086,35,3,"ScramblingFringeRTPScore",2013
134,NA,"Scott Stallings",79,0.087,46,4,"ScramblingFringeRTPScore",2013
135,NA,"Adam Scott",61,0.088,34,3,"ScramblingFringeRTPScore",2013
135,NA,"Boo Weekley",100,0.088,68,6,"ScramblingFringeRTPScore",2013
137,NA,"Robert Allenby",58,0.089,56,5,"ScramblingFringeRTPScore",2013
137,NA,"Bubba Watson",76,0.089,45,4,"ScramblingFringeRTPScore",2013
139,NA,"Michael Bradley",56,0.091,33,3,"ScramblingFringeRTPScore",2013
139,NA,"Steve Stricker",51,0.091,22,2,"ScramblingFringeRTPScore",2013
139,NA,"Nick Watney",88,0.091,55,5,"ScramblingFringeRTPScore",2013
142,NA,"William McGirt",75,0.093,75,7,"ScramblingFringeRTPScore",2013
142,NA,"Tag Ridings",69,0.093,43,4,"ScramblingFringeRTPScore",2013
144,NA,"Harris English",95,0.094,64,6,"ScramblingFringeRTPScore",2013
144,NA,"Vijay Singh",61,0.094,32,3,"ScramblingFringeRTPScore",2013
146,NA,"Justin Bolli",59,0.095,42,4,"ScramblingFringeRTPScore",2013
146,NA,"Billy Horschel",96,0.095,74,7,"ScramblingFringeRTPScore",2013
148,NA,"Jason Bohn",70,0.1,40,4,"ScramblingFringeRTPScore",2013
148,NA,"Jeff Maggert",63,0.1,60,6,"ScramblingFringeRTPScore",2013
148,NA,"Seung Yul Noh",71,0.1,50,5,"ScramblingFringeRTPScore",2013
151,NA,"Fabian Gomez",65,0.102,59,6,"ScramblingFringeRTPScore",2013
151,NA,"Dicky Pride",71,0.102,49,5,"ScramblingFringeRTPScore",2013
153,NA,"Kevin Chappell",80,0.111,63,7,"ScramblingFringeRTPScore",2013
153,NA,"Rory McIlroy",56,0.111,27,3,"ScramblingFringeRTPScore",2013
155,NA,"Chez Reavie",72,0.115,52,6,"ScramblingFringeRTPScore",2013
155,NA,"Brian Stuard",78,0.115,61,7,"ScramblingFringeRTPScore",2013
157,NA,"Roberto Castro",97,0.118,68,8,"ScramblingFringeRTPScore",2013
158,NA,"DH Lee",65,0.122,49,6,"ScramblingFringeRTPScore",2013
159,NA,"Kevin Stadler",83,0.125,64,8,"ScramblingFringeRTPScore",2013
160,NA,"Bobby Gates",49,0.138,29,4,"ScramblingFringeRTPScore",2013
161,NA,"Brad Fritsch",81,0.14,57,8,"ScramblingFringeRTPScore",2013
162,NA,"Ben Crane",62,0.143,49,7,"ScramblingFringeRTPScore",2013
162,NA,"Brian Davis",91,0.143,84,12,"ScramblingFringeRTPScore",2013
162,NA,"Jim Herman",59,0.143,42,6,"ScramblingFringeRTPScore",2013
165,NA,"Ricky Barnes",74,0.146,48,7,"ScramblingFringeRTPScore",2013
166,NA,"Geoff Ogilvy",57,0.154,39,6,"ScramblingFringeRTPScore",2013
166,NA,"Jin Park",52,0.154,52,8,"ScramblingFringeRTPScore",2013
166,NA,"Michael Thompson",66,0.154,39,6,"ScramblingFringeRTPScore",2013
169,NA,"Henrik Norlander",70,0.156,45,7,"ScramblingFringeRTPScore",2013
170,NA,"Andres Romero",63,0.158,57,9,"ScramblingFringeRTPScore",2013
171,NA,"DA Points",87,0.161,62,10,"ScramblingFringeRTPScore",2013
172,NA,"Peter Hanson",45,0.167,24,4,"ScramblingFringeRTPScore",2013
172,NA,"John Senden",79,0.167,48,8,"ScramblingFringeRTPScore",2013
174,NA,"Shawn Stefani",63,0.17,47,8,"ScramblingFringeRTPScore",2013
175,NA,"Henrik Stenson",65,0.176,34,6,"ScramblingFringeRTPScore",2013
176,NA,"Freddie Jacobson",63,0.182,33,6,"ScramblingFringeRTPScore",2013
177,NA,"Trevor Immelman",73,0.184,49,9,"ScramblingFringeRTPScore",2013
178,NA,"Phil Mickelson",78,0.257,35,9,"ScramblingFringeRTPScore",2013
179,NA,"Eric Meierdierks",48,0.263,38,10,"ScramblingFringeRTPScore",2013
180,NA,"Derek Ernst",58,0.281,32,9,"ScramblingFringeRTPScore",2013
