"FirstTeeLateRound2ScoringAverage_RANKTHISWEEK_2014","FirstTeeLateRound2ScoringAverage_RANKLASTWEEK_2014","FirstTeeLateRound2ScoringAverage_PLAYERNAME_2014","FirstTeeLateRound2ScoringAverage__2014","FirstTeeLateRound2ScoringAverage_AVG_2014","FirstTeeLateRound2ScoringAverage_TOTALSTROKES_2014","FirstTeeLateRound2ScoringAverage_TOTALROUNDS_2014","stat_name","year"
1,1,"Robert Streb",NA,67,201,3,"FirstTeeLateRound2ScoringAverage",2014
2,2,"Andrew Svoboda",NA,67.67,203,3,"FirstTeeLateRound2ScoringAverage",2014
3,3,"James Driscoll",NA,68.2,341,5,"FirstTeeLateRound2ScoringAverage",2014
3,3,"Sergio Garcia",NA,68.2,341,5,"FirstTeeLateRound2ScoringAverage",2014
3,3,"Billy Horschel",NA,68.2,341,5,"FirstTeeLateRound2ScoringAverage",2014
3,3,"Seung Yul Noh",NA,68.2,341,5,"FirstTeeLateRound2ScoringAverage",2014
7,7,"Nick Watney",NA,68.25,273,4,"FirstTeeLateRound2ScoringAverage",2014
8,8,"Scott Brown",NA,68.5,274,4,"FirstTeeLateRound2ScoringAverage",2014
8,8,"Adam Scott",NA,68.5,548,8,"FirstTeeLateRound2ScoringAverage",2014
10,10,"Chris Stroud",NA,68.57,480,7,"FirstTeeLateRound2ScoringAverage",2014
11,11,"Retief Goosen",NA,68.6,343,5,"FirstTeeLateRound2ScoringAverage",2014
12,12,"Ben Crane",NA,68.71,481,7,"FirstTeeLateRound2ScoringAverage",2014
13,13,"Brice Garnett",NA,68.8,344,5,"FirstTeeLateRound2ScoringAverage",2014
14,14,"Graham DeLaet",NA,69,276,4,"FirstTeeLateRound2ScoringAverage",2014
14,14,"Dustin Johnson",NA,69,483,7,"FirstTeeLateRound2ScoringAverage",2014
14,14,"John Senden",NA,69,414,6,"FirstTeeLateRound2ScoringAverage",2014
14,14,"Will Wilcox",NA,69,276,4,"FirstTeeLateRound2ScoringAverage",2014
18,18,"Chris Kirk",NA,69.17,415,6,"FirstTeeLateRound2ScoringAverage",2014
