"FirstTeeLateRound4ScoringAverage_RANKTHISWEEK_2016","FirstTeeLateRound4ScoringAverage_RANKLASTWEEK_2016","FirstTeeLateRound4ScoringAverage_PLAYERNAME_2016","FirstTeeLateRound4ScoringAverage__2016","FirstTeeLateRound4ScoringAverage_AVG_2016","FirstTeeLateRound4ScoringAverage_TOTALSTROKES_2016","FirstTeeLateRound4ScoringAverage_TOTALROUNDS_2016","stat_name","year"
1,1,"Vaughn Taylor",NA,65,65,1,"FirstTeeLateRound4ScoringAverage",2016
2,3,"Brendon de Jonge",NA,67,67,1,"FirstTeeLateRound4ScoringAverage",2016
2,3,"Andres Romero",NA,67,67,1,"FirstTeeLateRound4ScoringAverage",2016
4,2,"Fabian Gomez",NA,67.5,270,4,"FirstTeeLateRound4ScoringAverage",2016
5,6,"Matthew Fitzpatrick",NA,67.67,203,3,"FirstTeeLateRound4ScoringAverage",2016
6,7,"Jason Bohn",NA,68,204,3,"FirstTeeLateRound4ScoringAverage",2016
6,7,"Peter Malnati",NA,68,136,2,"FirstTeeLateRound4ScoringAverage",2016
6,7,"William McGirt",NA,68,136,2,"FirstTeeLateRound4ScoringAverage",2016
6,7,"Scott Stallings",NA,68,68,1,"FirstTeeLateRound4ScoringAverage",2016
6,7,"Chris Stroud",NA,68,68,1,"FirstTeeLateRound4ScoringAverage",2016
6,7,"Bubba Watson",NA,68,136,2,"FirstTeeLateRound4ScoringAverage",2016
12,5,"Adam Scott",NA,68.17,409,6,"FirstTeeLateRound4ScoringAverage",2016
13,13,"Brandt Snedeker",NA,68.33,205,3,"FirstTeeLateRound4ScoringAverage",2016
14,14,"Zac Blair",NA,68.5,137,2,"FirstTeeLateRound4ScoringAverage",2016
14,14,"Jon Curran",NA,68.5,137,2,"FirstTeeLateRound4ScoringAverage",2016
14,14,"Ben Martin",NA,68.5,137,2,"FirstTeeLateRound4ScoringAverage",2016
17,17,"Jim Herman",NA,68.67,206,3,"FirstTeeLateRound4ScoringAverage",2016
18,19,"Jason Dufner",NA,68.75,275,4,"FirstTeeLateRound4ScoringAverage",2016
19,20,"Chad Campbell",NA,69,138,2,"FirstTeeLateRound4ScoringAverage",2016
19,20,"Chad Collins",NA,69,69,1,"FirstTeeLateRound4ScoringAverage",2016
19,20,"Branden Grace",NA,69,207,3,"FirstTeeLateRound4ScoringAverage",2016
19,20,"Bryce Molder",NA,69,207,3,"FirstTeeLateRound4ScoringAverage",2016
19,20,"Ryan Moore",NA,69,345,5,"FirstTeeLateRound4ScoringAverage",2016
19,20,"Brett Stegmaier",NA,69,69,1,"FirstTeeLateRound4ScoringAverage",2016
25,30,"Hideki Matsuyama",NA,69.14,484,7,"FirstTeeLateRound4ScoringAverage",2016
25,29,"Kevin Na",NA,69.14,484,7,"FirstTeeLateRound4ScoringAverage",2016
27,31,"Si Woo Kim",NA,69.2,346,5,"FirstTeeLateRound4ScoringAverage",2016
