"ConsecutiveSandSaves_RANKTHISWEEK_2007","ConsecutiveSandSaves_RANKLASTWEEK_2007","ConsecutiveSandSaves_PLAYERNAME_2007","ConsecutiveSandSaves_EVENTS_2007","ConsecutiveSandSaves_STREAK_2007","ConsecutiveSandSaves_CURRENTSTREAK_2007","ConsecutiveSandSaves_ROUND_2007","ConsecutiveSandSaves_HOLE_2007","ConsecutiveSandSaves_YEARTOURN_2007","stat_name","year"
24,24,"Doug LaBelle II",33,9,2,3,17,2007320,"ConsecutiveSandSaves",2007
24,24,"Justin Leonard",29,9,3,2,15,2007200,"ConsecutiveSandSaves",2007
24,24,"Phil Mickelson",22,9,NA,1,4,2007380,"ConsecutiveSandSaves",2007
24,24,"Geoff Ogilvy",22,9,NA,3,10,2007370,"ConsecutiveSandSaves",2007
24,24,"Jeev Milkha Singh",12,9,NA,4,2,2007340,"ConsecutiveSandSaves",2007
24,24,"Steve Wheatcroft",25,9,NA,3,15,2007260,"ConsecutiveSandSaves",2007
24,24,"Charlie Wi",27,9,1,3,11,2007170,"ConsecutiveSandSaves",2007
42,42,"Alex Cejka",25,8,3,2,18,2007370,"ConsecutiveSandSaves",2007
42,42,"Glen Day",27,8,NA,1,14,2007330,"ConsecutiveSandSaves",2007
42,42,"Fred Funk",22,8,NA,1,11,2007050,"ConsecutiveSandSaves",2007
42,42,"Anders Hansen",17,8,1,2,7,2007350,"ConsecutiveSandSaves",2007
42,42,"Tripp Isenhour",32,8,NA,4,2,2007030,"ConsecutiveSandSaves",2007
42,42,"Bernhard Langer",14,8,1,3,12,2007200,"ConsecutiveSandSaves",2007
42,42,"Sean OHair",28,8,NA,1,15,2007460,"ConsecutiveSandSaves",2007
42,42,"Ryan Palmer",30,8,1,4,16,2007420,"ConsecutiveSandSaves",2007
42,42,"Tim Petrovic",32,8,NA,1,12,2007180,"ConsecutiveSandSaves",2007
42,42,"John Rollins",29,8,NA,4,3,2007200,"ConsecutiveSandSaves",2007
42,42,"Vaughn Taylor",28,8,NA,2,13,2007390,"ConsecutiveSandSaves",2007
42,42,"Brett Wetterich",28,8,NA,3,11,2007040,"ConsecutiveSandSaves",2007
54,54,"Michael Allen",22,7,NA,3,8,2007180,"ConsecutiveSandSaves",2007
54,54,"Stephen Ames",23,7,5,3,6,2007150,"ConsecutiveSandSaves",2007
54,54,"Briny Baird",31,7,NA,3,5,2007290,"ConsecutiveSandSaves",2007
54,54,"Ryan Benzel",1,7,NA,2,13,2007350,"ConsecutiveSandSaves",2007
54,54,"Andrew Buckle",26,7,NA,1,10,2007280,"ConsecutiveSandSaves",2007
54,54,"Daniel Chopra",34,7,2,3,13,2007140,"ConsecutiveSandSaves",2007
54,54,"John Daly",24,7,NA,4,15,2007450,"ConsecutiveSandSaves",2007
54,54,"Marco Dawson",23,7,3,4,5,2007450,"ConsecutiveSandSaves",2007
54,54,"Jay Delsing",12,7,NA,1,4,2007420,"ConsecutiveSandSaves",2007
54,54,"Ernie Els",16,7,NA,2,15,2007390,"ConsecutiveSandSaves",2007
54,54,"Brad Faxon",18,7,2,1,13,2007100,"ConsecutiveSandSaves",2007
54,54,"Todd Fischer",4,7,7,3,7,2007330,"ConsecutiveSandSaves",2007
54,54,"Nathan Green",29,7,2,1,10,2007020,"ConsecutiveSandSaves",2007
54,54,"Anton Haig",2,7,NA,2,16,2007340,"ConsecutiveSandSaves",2007
54,54,"JP Hayes",28,7,1,1,15,2007360,"ConsecutiveSandSaves",2007
54,54,"Charles Howell III",26,7,1,2,11,2007340,"ConsecutiveSandSaves",2007
54,54,"Richard Johnson",32,7,NA,1,15,2007230,"ConsecutiveSandSaves",2007
54,54,"Kent Jones",30,7,4,3,14,2007420,"ConsecutiveSandSaves",2007
54,54,"Cliff Kresge",30,7,NA,1,4,2007220,"ConsecutiveSandSaves",2007
54,54,"Craig Lile",24,7,2,3,12,2007330,"ConsecutiveSandSaves",2007
54,54,"Jeff Maggert",26,7,NA,2,8,2007110,"ConsecutiveSandSaves",2007
54,54,"Parker McLachlin",28,7,1,3,15,2007190,"ConsecutiveSandSaves",2007
54,54,"Arron Oberholser",21,7,NA,2,11,2007140,"ConsecutiveSandSaves",2007
54,54,"Jeff Overton",19,7,1,1,4,2007410,"ConsecutiveSandSaves",2007
54,54,"Rod Pampling",25,7,4,3,17,2007070,"ConsecutiveSandSaves",2007
54,54,"Carl Pettersson",31,7,1,1,9,2007360,"ConsecutiveSandSaves",2007
54,54,"Dicky Pride",25,7,NA,1,1,2007270,"ConsecutiveSandSaves",2007
54,54,"Vijay Singh",27,7,4,1,1,2007350,"ConsecutiveSandSaves",2007
54,54,"Brandt Snedeker",29,7,NA,1,6,2007400,"ConsecutiveSandSaves",2007
54,54,"Henrik Stenson",15,7,NA,1,9,2007200,"ConsecutiveSandSaves",2007
54,54,"Kevin Sutherland",25,7,NA,4,14,2007140,"ConsecutiveSandSaves",2007
54,54,"Kirk Triplett",25,7,1,3,10,2007450,"ConsecutiveSandSaves",2007
54,54,"Bubba Watson",26,7,NA,4,16,2007040,"ConsecutiveSandSaves",2007
54,54,"Garrett Willis",13,7,NA,1,3,2007060,"ConsecutiveSandSaves",2007
54,54,"Mark Wilson",25,7,NA,2,15,2007390,"ConsecutiveSandSaves",2007
54,54,"Tiger Woods",16,7,1,4,17,2007150,"ConsecutiveSandSaves",2007
90,90,"Eric Axley",36,6,1,2,10,2007270,"ConsecutiveSandSaves",2007
90,90,"Rich Barcelo",26,6,NA,4,13,2007240,"ConsecutiveSandSaves",2007
90,90,"Notah Begay III",7,6,2,2,12,2007280,"ConsecutiveSandSaves",2007
90,90,"Thomas Bjorn",6,6,2,3,18,2007310,"ConsecutiveSandSaves",2007
90,90,"Craig Bowden",25,6,1,1,5,2007180,"ConsecutiveSandSaves",2007
90,90,"Tom Byrum",20,6,1,2,6,2007060,"ConsecutiveSandSaves",2007
90,90,"Paul Casey",10,6,NA,2,13,2007130,"ConsecutiveSandSaves",2007
90,90,"Stewart Cink",25,6,2,3,14,2007350,"ConsecutiveSandSaves",2007
90,90,"Darren Clarke",10,6,2,2,3,2007270,"ConsecutiveSandSaves",2007
90,90,"Ben Curtis",25,6,2,2,3,2007200,"ConsecutiveSandSaves",2007
90,90,"Bubba Dickerson",19,6,2,2,5,2007170,"ConsecutiveSandSaves",2007
90,90,"Luke Donald",20,6,4,4,7,2007350,"ConsecutiveSandSaves",2007
90,90,"Jason Dufner",32,6,NA,1,9,2007140,"ConsecutiveSandSaves",2007
90,90,"Joe Durant",28,6,NA,2,12,2007410,"ConsecutiveSandSaves",2007
90,90,"Bob Estes",28,6,NA,1,16,2007410,"ConsecutiveSandSaves",2007
90,90,"Harrison Frazar",32,6,NA,1,13,2007420,"ConsecutiveSandSaves",2007
90,90,"Sergio Garcia",19,6,5,1,6,2007130,"ConsecutiveSandSaves",2007
90,90,"Brian Gay",32,6,NA,3,17,2007360,"ConsecutiveSandSaves",2007
90,90,"Scott Gutschewski",22,6,1,2,14,2007290,"ConsecutiveSandSaves",2007
90,90,"Dudley Hart",12,6,1,2,4,2007100,"ConsecutiveSandSaves",2007
90,90,"Bob Heintz",27,6,3,1,1,2007110,"ConsecutiveSandSaves",2007
90,90,"Mark Hensby",25,6,NA,4,14,2007340,"ConsecutiveSandSaves",2007
90,90,"Freddie Jacobson",20,6,1,2,5,2007220,"ConsecutiveSandSaves",2007
90,90,"Shingo Katayama",7,6,NA,2,13,2007130,"ConsecutiveSandSaves",2007
90,90,"Jarrod Lyle",24,6,2,1,5,2007320,"ConsecutiveSandSaves",2007
90,90,"Hunter Mahan",27,6,4,4,10,2007280,"ConsecutiveSandSaves",2007
90,90,"John Mallinger",29,6,1,1,17,2007320,"ConsecutiveSandSaves",2007
90,90,"Shigeki Maruyama",31,6,4,1,2,2007300,"ConsecutiveSandSaves",2007
90,90,"Billy Mayfair",30,6,NA,1,4,2007390,"ConsecutiveSandSaves",2007
90,90,"Jim McGovern",5,6,NA,1,5,2007420,"ConsecutiveSandSaves",2007
90,90,"Bryce Molder",21,6,4,2,7,2007330,"ConsecutiveSandSaves",2007
90,90,"Joe Ogilvie",31,6,1,1,16,2007260,"ConsecutiveSandSaves",2007
90,90,"Jose Maria Olazabal",16,6,1,4,7,2007150,"ConsecutiveSandSaves",2007
90,90,"Jesper Parnevik",27,6,NA,4,10,2007100,"ConsecutiveSandSaves",2007
90,90,"Steve Pellegrine",1,6,NA,1,12,2007060,"ConsecutiveSandSaves",2007
90,90,"Kenny Perry",24,6,1,3,10,2007260,"ConsecutiveSandSaves",2007
90,90,"Ian Poulter",18,6,2,2,13,2007030,"ConsecutiveSandSaves",2007
90,90,"Jeff Quinney",29,6,NA,1,12,2007070,"ConsecutiveSandSaves",2007
90,90,"Kyle Reifers",27,6,NA,2,15,2007230,"ConsecutiveSandSaves",2007
90,90,"Justin Rose",16,6,3,1,2,2007030,"ConsecutiveSandSaves",2007
90,90,"Michael Sim",17,6,NA,1,8,2007420,"ConsecutiveSandSaves",2007
90,90,"Heath Slocum",28,6,3,2,3,2007380,"ConsecutiveSandSaves",2007
90,90,"David Toms",22,6,5,3,17,2007350,"ConsecutiveSandSaves",2007
90,90,"Jaco Van Zyl",21,6,NA,2,15,2007360,"ConsecutiveSandSaves",2007
90,90,"Scott Verplank",23,6,1,4,11,2007220,"ConsecutiveSandSaves",2007
90,90,"Camilo Villegas",24,6,NA,2,17,2007150,"ConsecutiveSandSaves",2007
90,90,"Boo Weekley",29,6,NA,1,8,2007350,"ConsecutiveSandSaves",2007
90,90,"Mike Weir",23,6,6,2,11,2007460,"ConsecutiveSandSaves",2007
90,90,"Jay Williamson",14,6,3,3,10,2007270,"ConsecutiveSandSaves",2007
90,90,"Dean Wilson",28,6,NA,1,5,2007160,"ConsecutiveSandSaves",2007
140,140,"Billy Andrade",27,5,NA,4,18,2007280,"ConsecutiveSandSaves",2007
140,140,"Ryan Armour",32,5,3,4,6,2007120,"ConsecutiveSandSaves",2007
140,140,"Woody Austin",27,5,1,4,13,2007110,"ConsecutiveSandSaves",2007
140,140,"Ricky Barnes",2,5,NA,3,3,2007060,"ConsecutiveSandSaves",2007
140,140,"Cameron Beckman",29,5,NA,3,8,2007450,"ConsecutiveSandSaves",2007
140,140,"Jeff Brehaut",21,5,NA,4,7,2007250,"ConsecutiveSandSaves",2007
140,140,"DJ Brigman",22,5,1,1,12,2007060,"ConsecutiveSandSaves",2007
140,140,"Angel Cabrera",14,5,5,4,3,2007390,"ConsecutiveSandSaves",2007
140,140,"Chad Campbell",28,5,1,2,9,2007410,"ConsecutiveSandSaves",2007
140,140,"Kenneth Ferrie",2,5,2,1,1,2007150,"ConsecutiveSandSaves",2007
140,140,"Peter Fowler",1,5,NA,1,2,2007310,"ConsecutiveSandSaves",2007
140,140,"Carlos Franco",12,5,4,1,12,2007330,"ConsecutiveSandSaves",2007
140,140,"Jim Furyk",23,5,1,4,12,2007200,"ConsecutiveSandSaves",2007
140,140,"Lucas Glover",29,5,2,1,15,2007270,"ConsecutiveSandSaves",2007
140,140,"Retief Goosen",14,5,1,4,8,2007200,"ConsecutiveSandSaves",2007
140,140,"Jeff Gove",30,5,NA,3,6,2007465,"ConsecutiveSandSaves",2007
140,140,"Paul Gow",26,5,2,2,7,2007100,"ConsecutiveSandSaves",2007
140,140,"Richard Green",5,5,NA,3,18,2007310,"ConsecutiveSandSaves",2007
140,140,"Mathias Gronberg",31,5,NA,2,5,2007290,"ConsecutiveSandSaves",2007
140,140,"Scott Gump",12,5,2,1,12,2007330,"ConsecutiveSandSaves",2007
140,140,"Bill Haas",30,5,3,3,5,2007040,"ConsecutiveSandSaves",2007
140,140,"Matt Hendrix",24,5,1,2,12,2007330,"ConsecutiveSandSaves",2007
140,140,"JJ Henry",26,5,NA,3,5,2007220,"ConsecutiveSandSaves",2007
140,140,"JB Holmes",24,5,NA,1,13,2007220,"ConsecutiveSandSaves",2007
140,140,"Raphael Jacquelin",3,5,NA,1,10,2007310,"ConsecutiveSandSaves",2007
140,140,"Lee Janzen",24,5,5,2,7,2007480,"ConsecutiveSandSaves",2007
140,140,"Zach Johnson",23,5,2,3,2,2007310,"ConsecutiveSandSaves",2007
140,140,"Robert Karlsson",13,5,4,1,16,2007180,"ConsecutiveSandSaves",2007
140,140,"Stephen Leaney",26,5,NA,3,5,2007180,"ConsecutiveSandSaves",2007
140,140,"Tom Lehman",19,5,2,4,7,2007270,"ConsecutiveSandSaves",2007
140,140,"Frank Lickliter II",30,5,2,4,8,2007220,"ConsecutiveSandSaves",2007
140,140,"Peter Lonard",27,5,1,4,17,2007110,"ConsecutiveSandSaves",2007
140,140,"Steve Lowery",22,5,NA,4,2,2007230,"ConsecutiveSandSaves",2007
140,140,"Will Ma Kenzie",30,5,NA,4,15,2007330,"ConsecutiveSandSaves",2007
140,140,"Steve Marino",31,5,1,1,3,2007220,"ConsecutiveSandSaves",2007
140,140,"Daisuke Maruyama",28,5,NA,3,16,2007240,"ConsecutiveSandSaves",2007
140,140,"Bob May",16,5,NA,3,11,2007330,"ConsecutiveSandSaves",2007
140,140,"John Merrick",29,5,NA,1,2,2007420,"ConsecutiveSandSaves",2007
140,140,"Colin Montgomerie",9,5,1,2,6,2007130,"ConsecutiveSandSaves",2007
140,140,"Ryan Moore",28,5,NA,1,8,2007230,"ConsecutiveSandSaves",2007
140,140,"Jonathan Moore",2,5,1,2,17,2007160,"ConsecutiveSandSaves",2007
140,140,"Nick OHern",22,5,1,2,1,2007250,"ConsecutiveSandSaves",2007
140,140,"Greg Owen",29,5,2,3,7,2007030,"ConsecutiveSandSaves",2007
140,140,"Pat Perez",27,5,1,1,7,2007350,"ConsecutiveSandSaves",2007
140,140,"Brett Quigley",25,5,NA,3,3,2007050,"ConsecutiveSandSaves",2007
140,140,"Jim Rutledge",23,5,NA,2,9,2007290,"ConsecutiveSandSaves",2007
140,140,"Rory Sabbatini",23,5,NA,3,12,2007390,"ConsecutiveSandSaves",2007
140,140,"Jason Schultz",22,5,NA,2,13,2007450,"ConsecutiveSandSaves",2007
140,140,"John Senden",27,5,NA,4,18,2007310,"ConsecutiveSandSaves",2007
140,140,"Wes Short Jr",12,5,NA,3,14,2007140,"ConsecutiveSandSaves",2007
140,140,"Jerry Smith",19,5,NA,4,12,2007320,"ConsecutiveSandSaves",2007
140,140,"Kevin Stadler",31,5,1,3,7,2007270,"ConsecutiveSandSaves",2007
140,140,"Paul Stankowski",18,5,5,4,3,2007330,"ConsecutiveSandSaves",2007
140,140,"Phil Tataurangi",8,5,NA,1,11,2007360,"ConsecutiveSandSaves",2007
140,140,"DJ Trahan",30,5,NA,2,7,2007420,"ConsecutiveSandSaves",2007
140,140,"Grant Waite",12,5,NA,4,1,2007450,"ConsecutiveSandSaves",2007
140,140,"Nick Watney",26,5,2,2,10,2007050,"ConsecutiveSandSaves",2007
140,140,"Tom Watson",2,5,NA,2,5,2007060,"ConsecutiveSandSaves",2007
140,140,"YE Yang",9,5,NA,1,13,2007340,"ConsecutiveSandSaves",2007
199,199,"Steven Alker",1,4,1,1,8,2007310,"ConsecutiveSandSaves",2007
199,199,"Steve Allan",18,4,2,2,18,2007330,"ConsecutiveSandSaves",2007
199,199,"Robert Allenby",28,4,2,3,14,2007270,"ConsecutiveSandSaves",2007
199,199,"Tommy Armour III",24,4,1,2,3,2007220,"ConsecutiveSandSaves",2007
199,199,"Rich Beem",29,4,1,3,7,2007150,"ConsecutiveSandSaves",2007
199,199,"David Branshaw",30,4,NA,2,5,2007460,"ConsecutiveSandSaves",2007
199,199,"Bart Bryant",25,4,3,1,14,2007350,"ConsecutiveSandSaves",2007
199,199,"Mark Calcavecchia",28,4,1,4,6,2007390,"ConsecutiveSandSaves",2007
199,199,"Chris Couch",30,4,1,1,7,2007300,"ConsecutiveSandSaves",2007
199,199,"Ben Crane",9,4,NA,1,16,2007070,"ConsecutiveSandSaves",2007
199,199,"Brendon de Jonge",26,4,2,3,14,2007465,"ConsecutiveSandSaves",2007
199,199,"Chris DiMarco",24,4,2,1,4,2007350,"ConsecutiveSandSaves",2007
199,199,"Matt Every",2,4,2,1,10,2007220,"ConsecutiveSandSaves",2007
199,199,"Nick Flanagan",4,4,1,1,7,2007410,"ConsecutiveSandSaves",2007
199,199,"Mark Foster",1,4,4,1,10,2007310,"ConsecutiveSandSaves",2007
199,199,"Robert Gamez",30,4,1,3,13,2007300,"ConsecutiveSandSaves",2007
199,199,"Tom Gillis",3,4,4,3,11,2007270,"ConsecutiveSandSaves",2007
199,199,"Bill Glasson",4,4,4,1,4,2007450,"ConsecutiveSandSaves",2007
199,199,"Mathew Goggin",30,4,4,3,10,2007480,"ConsecutiveSandSaves",2007
199,199,"Todd Hamilton",28,4,1,2,13,2007250,"ConsecutiveSandSaves",2007
199,199,"Padraig Harrington",18,4,3,3,18,2007370,"ConsecutiveSandSaves",2007
199,199,"Charley Hoffman",30,4,2,2,5,2007140,"ConsecutiveSandSaves",2007
199,199,"David Howell",10,4,NA,2,2,2007150,"ConsecutiveSandSaves",2007
199,199,"Miguel Angel Jimenez",5,4,1,4,1,2007310,"ConsecutiveSandSaves",2007
199,199,"Tom Johnson",27,4,4,1,7,2007480,"ConsecutiveSandSaves",2007
199,199,"Steve Jones",9,4,NA,1,18,2007210,"ConsecutiveSandSaves",2007
199,199,"Jerry Kelly",28,4,NA,2,15,2007230,"ConsecutiveSandSaves",2007
199,199,"Bronson La Cassie",1,4,4,3,17,2007290,"ConsecutiveSandSaves",2007
199,199,"Neal Lancaster",13,4,NA,2,7,2007465,"ConsecutiveSandSaves",2007
199,199,"JL Lewis",4,4,1,2,10,2007190,"ConsecutiveSandSaves",2007
199,199,"WC Liang",2,4,NA,1,7,2007340,"ConsecutiveSandSaves",2007
199,199,"Davis Love III",21,4,NA,1,15,2007050,"ConsecutiveSandSaves",2007
199,199,"Troy Matteson",26,4,NA,1,5,2007380,"ConsecutiveSandSaves",2007
199,199,"Rocco Mediate",22,4,NA,2,18,2007390,"ConsecutiveSandSaves",2007
199,199,"Larry Mize",12,4,NA,2,7,2007290,"ConsecutiveSandSaves",2007
199,199,"Mark OMeara",4,4,NA,1,11,2007040,"ConsecutiveSandSaves",2007
199,199,"Hennie Otto",1,4,NA,2,13,2007130,"ConsecutiveSandSaves",2007
199,199,"Craig Perks",15,4,4,2,16,2007420,"ConsecutiveSandSaves",2007
199,199,"Michael Putnam",29,4,1,1,18,2007460,"ConsecutiveSandSaves",2007
199,199,"Richie Ramsay",6,4,4,2,5,2007310,"ConsecutiveSandSaves",2007
199,199,"Loren Roberts",3,4,4,2,18,2007240,"ConsecutiveSandSaves",2007
199,199,"Mark Rummings",2,4,4,1,4,2007120,"ConsecutiveSandSaves",2007
199,199,"Brady Schnell",1,4,1,1,2,2007290,"ConsecutiveSandSaves",2007
199,199,"Paul Sheehan",11,4,1,1,17,2007310,"ConsecutiveSandSaves",2007
199,199,"Joey Sindelar",25,4,NA,2,13,2007300,"ConsecutiveSandSaves",2007
199,199,"Jeff Sluman",21,4,2,2,15,2007320,"ConsecutiveSandSaves",2007
199,199,"Adam Speirs",1,4,4,1,8,2007250,"ConsecutiveSandSaves",2007
199,199,"Craig Stadler",1,4,NA,1,7,2007150,"ConsecutiveSandSaves",2007
199,199,"BJ Staten",7,4,2,1,10,2007210,"ConsecutiveSandSaves",2007
199,199,"Darron Stiles",24,4,NA,3,3,2007040,"ConsecutiveSandSaves",2007
199,199,"Chris Stroud",24,4,NA,2,12,2007330,"ConsecutiveSandSaves",2007
199,199,"Chris Tidland",21,4,NA,3,17,2007360,"ConsecutiveSandSaves",2007
199,199,"Bob Tway",32,4,NA,2,18,2007160,"ConsecutiveSandSaves",2007
199,199,"Bo Van Pelt",30,4,NA,4,2,2007060,"ConsecutiveSandSaves",2007
199,199,"Vance Veazey",9,4,NA,1,17,2007270,"ConsecutiveSandSaves",2007
199,199,"Duffy Waldorf",23,4,2,4,3,2007240,"ConsecutiveSandSaves",2007
199,199,"Charles Warren",29,4,2,2,15,2007450,"ConsecutiveSandSaves",2007
199,199,"Lee Westwood",8,4,4,3,16,2007350,"ConsecutiveSandSaves",2007
199,199,"Willie Wood",6,4,4,4,5,2007360,"ConsecutiveSandSaves",2007
199,199,"Kaname Yokoo",2,4,NA,2,7,2007020,"ConsecutiveSandSaves",2007
259,259,"William Amundsen",1,3,NA,1,8,2007350,"ConsecutiveSandSaves",2007
259,259,"Arjun Atwal",12,3,NA,3,15,2007440,"ConsecutiveSandSaves",2007
259,259,"Peter Baker",1,3,NA,1,7,2007310,"ConsecutiveSandSaves",2007
259,259,"Brian Bateman",18,3,NA,2,3,2007270,"ConsecutiveSandSaves",2007
259,259,"Frank Bensel",1,3,NA,2,6,2007250,"ConsecutiveSandSaves",2007
259,259,"Shane Bertsch",4,3,1,4,16,2007030,"ConsecutiveSandSaves",2007
259,259,"Steven Bowditch",5,3,NA,1,15,2007060,"ConsecutiveSandSaves",2007
259,259,"Paul Broadhurst",2,3,NA,4,15,2007130,"ConsecutiveSandSaves",2007
259,259,"Kelvin Burgin",1,3,3,2,10,2007240,"ConsecutiveSandSaves",2007
259,259,"Bob Burns",5,3,NA,4,1,2007210,"ConsecutiveSandSaves",2007
259,259,"John Cook",13,3,NA,1,8,2007270,"ConsecutiveSandSaves",2007
259,259,"David Coupland",1,3,3,1,8,2007310,"ConsecutiveSandSaves",2007
259,259,"Kris Cox",8,3,NA,2,1,2007180,"ConsecutiveSandSaves",2007
259,259,"Adilson da Silva",1,3,3,1,7,2007310,"ConsecutiveSandSaves",2007
259,259,"Nick Dougherty",3,3,NA,4,13,2007310,"ConsecutiveSandSaves",2007
259,259,"David Duval",7,3,NA,1,2,2007030,"ConsecutiveSandSaves",2007
259,259,"Pelle Edberg",1,3,NA,3,6,2007310,"ConsecutiveSandSaves",2007
259,259,"Johan Edfors",8,3,1,2,4,2007310,"ConsecutiveSandSaves",2007
259,259,"Joel Edwards",4,3,NA,1,15,2007330,"ConsecutiveSandSaves",2007
259,259,"Niclas Fasth",10,3,2,1,10,2007250,"ConsecutiveSandSaves",2007
259,259,"Ben Ferguson",1,3,3,1,8,2007320,"ConsecutiveSandSaves",2007
259,259,"Dan Forsman",12,3,NA,2,10,2007330,"ConsecutiveSandSaves",2007
259,259,"David Frost",3,3,NA,2,12,2007060,"ConsecutiveSandSaves",2007
259,259,"Jim Gallagher Jr",9,3,NA,4,10,2007420,"ConsecutiveSandSaves",2007
259,259,"Robert Garrigus",28,3,NA,2,4,2007460,"ConsecutiveSandSaves",2007
259,259,"Brent Geiberger",17,3,1,3,8,2007030,"ConsecutiveSandSaves",2007
259,259,"Derek Gillespie",1,3,3,1,14,2007320,"ConsecutiveSandSaves",2007
259,259,"Gary Hallberg",7,3,NA,2,12,2007060,"ConsecutiveSandSaves",2007
259,259,"John Huston",16,3,NA,1,9,2007420,"ConsecutiveSandSaves",2007
259,259,"Peter Jacobsen",1,3,3,2,6,2007060,"ConsecutiveSandSaves",2007
259,259,"Thongchai Jaidee",3,3,NA,1,6,2007340,"ConsecutiveSandSaves",2007
259,259,"Vince Jewell",1,3,1,2,2,2007180,"ConsecutiveSandSaves",2007
259,259,"Andrew Johnson",1,3,3,1,18,2007110,"ConsecutiveSandSaves",2007
259,259,"Scott Laycock",1,3,NA,1,8,2007310,"ConsecutiveSandSaves",2007
259,259,"Han Lee",1,3,3,2,7,2007040,"ConsecutiveSandSaves",2007
259,259,"Ian Leggatt",4,3,3,1,11,2007360,"ConsecutiveSandSaves",2007
259,259,"Thomas Levet",5,3,1,1,8,2007140,"ConsecutiveSandSaves",2007
259,259,"Bill Lunde",1,3,NA,3,17,2007450,"ConsecutiveSandSaves",2007
259,259,"Sandy Lyle",2,3,3,1,17,2007310,"ConsecutiveSandSaves",2007
259,259,"Andrew Magee",1,3,NA,1,17,2007060,"ConsecutiveSandSaves",2007
259,259,"Andy Matthews",2,3,NA,1,13,2007270,"ConsecutiveSandSaves",2007
259,259,"Len Mattiace",10,3,NA,3,4,2007060,"ConsecutiveSandSaves",2007
259,259,"Paul McGinley",5,3,NA,1,16,2007350,"ConsecutiveSandSaves",2007
259,259,"Rory McIlroy",1,3,3,3,17,2007310,"ConsecutiveSandSaves",2007
259,259,"Kelly Mitchum",4,3,1,2,6,2007190,"ConsecutiveSandSaves",2007
