"LeftRoughTendency_RANKTHISWEEK_2015","LeftRoughTendency_RANKLASTWEEK_2015","LeftRoughTendency_PLAYERNAME_2015","LeftRoughTendency_ROUNDS_2015","LeftRoughTendency_Pct_2015","LeftRoughTendency_TOTALLEFTROUGH_2015","LeftRoughTendency_POSSIBLEFWYS_2015","LeftRoughTendency_RELATIVETOPAR_2015","stat_name","year"
155,155,"Phil Mickelson",70,16.23,123,758,-0.06,"LeftRoughTendency",2015
156,156,"Adam Scott",51,16.29,72,442,0.19,"LeftRoughTendency",2015
157,157,"Michael Thompson",83,16.38,171,1044,0.07,"LeftRoughTendency",2015
158,158,"Derek Fathauer",81,16.48,149,904,0.05,"LeftRoughTendency",2015
159,159,"Ryan Palmer",80,16.51,123,745,-0.06,"LeftRoughTendency",2015
160,160,"JB Holmes",89,16.61,149,897,0.01,"LeftRoughTendency",2015
161,161,"Vijay Singh",78,16.65,159,955,-0.03,"LeftRoughTendency",2015
162,162,"Robert Garrigus",70,16.71,126,754,0.1,"LeftRoughTendency",2015
163,163,"Dustin Johnson",75,16.73,125,747,0.09,"LeftRoughTendency",2015
164,164,"Jason Kokrak",88,16.82,185,1100,-0.01,"LeftRoughTendency",2015
165,165,"Marc Leishman",74,16.84,126,748,0.02,"LeftRoughTendency",2015
166,166,"Angel Cabrera",53,16.89,99,586,0.08,"LeftRoughTendency",2015
167,167,"DA Points",72,16.94,135,797,0.1,"LeftRoughTendency",2015
168,168,"Ernie Els",57,16.95,91,537,0.07,"LeftRoughTendency",2015
169,169,"Andres Romero",69,17.05,127,745,0,"LeftRoughTendency",2015
170,170,"Andrew Svoboda",80,17.08,166,972,0.21,"LeftRoughTendency",2015
171,171,"Luke Donald",71,17.14,127,741,0.01,"LeftRoughTendency",2015
172,172,"Brandt Snedeker",98,17.18,179,1042,0.07,"LeftRoughTendency",2015
173,173,"Chesson Hadley",101,17.33,214,1235,0.14,"LeftRoughTendency",2015
174,174,"Padraig Harrington",60,17.34,116,669,0.09,"LeftRoughTendency",2015
175,175,"Jimmy Walker",89,17.65,155,878,0.06,"LeftRoughTendency",2015
176,176,"Paul Casey",87,17.71,155,875,0.02,"LeftRoughTendency",2015
177,177,"Seung Yul Noh",65,17.83,133,746,0.07,"LeftRoughTendency",2015
178,178,"Bubba Watson",71,17.91,139,776,-0.05,"LeftRoughTendency",2015
179,179,"Eric Axley",57,18.15,108,595,-0.05,"LeftRoughTendency",2015
180,180,"JJ Henry",94,18.35,193,1052,0.15,"LeftRoughTendency",2015
181,181,"Jason Day",75,18.56,147,792,0.01,"LeftRoughTendency",2015
182,182,"Matt Every",73,18.69,143,765,0,"LeftRoughTendency",2015
183,183,"Jonathan Randolph",72,19.02,148,778,0.05,"LeftRoughTendency",2015
184,184,"Steven Bowditch",103,19.85,242,1219,0.04,"LeftRoughTendency",2015
