"Approach175200yardsRTPScore_RANKTHISWEEK_2012","Approach175200yardsRTPScore_RANKLASTWEEK_2012","Approach175200yardsRTPScore_PLAYERNAME_2012","Approach175200yardsRTPScore_ROUNDS_2012","Approach175200yardsRTPScore_AVGRTP_2012","stat_name","year"
1,1,"Bubba Watson",68,-0.152,"Approach175200yardsRTPScore",2012
2,2,"Rory McIlroy",60,-0.138,"Approach175200yardsRTPScore",2012
3,3,"Ryan Palmer",81,-0.098,"Approach175200yardsRTPScore",2012
4,4,"Jason Dufner",83,-0.096,"Approach175200yardsRTPScore",2012
5,5,"Phil Mickelson",79,-0.092,"Approach175200yardsRTPScore",2012
6,6,"Edward Loar",59,-0.077,"Approach175200yardsRTPScore",2012
7,7,"Robert Garrigus",89,-0.07,"Approach175200yardsRTPScore",2012
8,8,"Brandt Snedeker",81,-0.069,"Approach175200yardsRTPScore",2012
9,9,"Steve Stricker",73,-0.068,"Approach175200yardsRTPScore",2012
10,10,"Freddie Jacobson",61,-0.066,"Approach175200yardsRTPScore",2012
11,11,"Luke Donald",63,-0.064,"Approach175200yardsRTPScore",2012
12,12,"John Senden",81,-0.063,"Approach175200yardsRTPScore",2012
13,13,"Jason Day",57,-0.058,"Approach175200yardsRTPScore",2012
14,14,"Adam Scott",59,-0.051,"Approach175200yardsRTPScore",2012
15,15,"Derek Lamely",64,-0.049,"Approach175200yardsRTPScore",2012
15,15,"John Mallinger",74,-0.049,"Approach175200yardsRTPScore",2012
17,17,"Scott Piercy",95,-0.047,"Approach175200yardsRTPScore",2012
18,18,"Geoff Ogilvy",73,-0.046,"Approach175200yardsRTPScore",2012
19,19,"Tim Herron",88,-0.042,"Approach175200yardsRTPScore",2012
20,20,"Harrison Frazar",56,-0.037,"Approach175200yardsRTPScore",2012
21,21,"Dustin Johnson",70,-0.036,"Approach175200yardsRTPScore",2012
22,22,"Sergio Garcia",57,-0.027,"Approach175200yardsRTPScore",2012
22,22,"Nick Watney",97,-0.027,"Approach175200yardsRTPScore",2012
