"Total1Putts1520_RANKTHISWEEK_2008","Total1Putts1520_RANKLASTWEEK_2008","Total1Putts1520_PLAYERNAME_2008","Total1Putts1520_ROUNDS_2008","Total1Putts1520_TOTAL_2008","Total1Putts1520_TOTALFORALLDISTANCES_2008","Total1Putts1520_PCTOFALL1PUTTS_2008","stat_name","year"
1,1,"Ken Duke",116,48,770,6.2,"Total1Putts1520",2008
2,2,"Dean Wilson",109,46,669,6.9,"Total1Putts1520",2008
3,3,"Eric Axley",113,44,736,6,"Total1Putts1520",2008
4,4,"Steve Flesch",95,43,571,7.5,"Total1Putts1520",2008
4,4,"Patrick Sheehan",124,43,758,5.7,"Total1Putts1520",2008
6,6,"Brian Davis",108,42,736,5.7,"Total1Putts1520",2008
6,6,"Steve Marino",119,42,706,5.9,"Total1Putts1520",2008
8,8,"Brian Gay",102,41,666,6.2,"Total1Putts1520",2008
8,8,"Frank Lickliter II",107,41,705,5.8,"Total1Putts1520",2008
10,10,"Justin Leonard",101,40,524,7.6,"Total1Putts1520",2008
11,11,"Tom Pernice Jr",104,39,719,5.4,"Total1Putts1520",2008
11,11,"Kenny Perry",97,39,623,6.3,"Total1Putts1520",2008
11,11,"Carl Pettersson",110,39,713,5.5,"Total1Putts1520",2008
14,14,"DJ Trahan",94,38,525,7.2,"Total1Putts1520",2008
15,15,"Kevin Streelman",114,37,646,5.7,"Total1Putts1520",2008
16,16,"Chad Campbell",94,35,582,6,"Total1Putts1520",2008
16,16,"Lucas Glover",91,35,557,6.3,"Total1Putts1520",2008
16,16,"Charlie Wi",97,35,611,5.7,"Total1Putts1520",2008
19,19,"Chad Collins",72,34,479,7.1,"Total1Putts1520",2008
19,19,"Jason Gore",94,34,578,5.9,"Total1Putts1520",2008
19,19,"Troy Matteson",94,34,573,5.9,"Total1Putts1520",2008
19,19,"Billy Mayfair",103,34,614,5.5,"Total1Putts1520",2008
19,19,"George McNeill",97,34,594,5.7,"Total1Putts1520",2008
19,19,"Kevin Na",97,34,682,5,"Total1Putts1520",2008
19,19,"Ryan Palmer",69,34,442,7.7,"Total1Putts1520",2008
19,19,"Rod Pampling",83,34,466,7.3,"Total1Putts1520",2008
19,19,"Nicholas Thompson",113,34,675,5,"Total1Putts1520",2008
28,28,"Shane Bertsch",96,33,642,5.1,"Total1Putts1520",2008
28,28,"Mathias Gronberg",87,33,559,5.9,"Total1Putts1520",2008
28,28,"Jeff Quinney",87,33,563,5.9,"Total1Putts1520",2008
28,28,"John Senden",93,33,496,6.7,"Total1Putts1520",2008
32,32,"Stephen Ames",83,32,451,7.1,"Total1Putts1520",2008
32,32,"Chris DiMarco",87,32,532,6,"Total1Putts1520",2008
32,32,"JJ Henry",108,32,603,5.3,"Total1Putts1520",2008
32,32,"Richard Johnson",77,32,529,6,"Total1Putts1520",2008
32,32,"Kevin Sutherland",98,32,599,5.3,"Total1Putts1520",2008
32,32,"Mark Wilson",107,32,730,4.4,"Total1Putts1520",2008
38,38,"Robert Allenby",108,31,539,5.8,"Total1Putts1520",2008
38,38,"Briny Baird",113,31,622,5,"Total1Putts1520",2008
38,38,"Carlos Franco",73,31,417,7.4,"Total1Putts1520",2008
38,38,"Nathan Green",95,31,711,4.4,"Total1Putts1520",2008
38,38,"Tim Herron",97,31,641,4.8,"Total1Putts1520",2008
38,38,"Pat Perez",93,31,555,5.6,"Total1Putts1520",2008
38,38,"Marc Turnesa",87,31,571,5.4,"Total1Putts1520",2008
45,45,"Mathew Goggin",91,30,534,5.6,"Total1Putts1520",2008
45,45,"John Mallinger",95,30,648,4.6,"Total1Putts1520",2008
47,47,"Brad Adamonis",87,29,486,6,"Total1Putts1520",2008
47,47,"Ryan Armour",87,29,498,5.8,"Total1Putts1520",2008
47,47,"Nick Flanagan",89,29,541,5.4,"Total1Putts1520",2008
47,47,"Matt Jones",95,29,596,4.9,"Total1Putts1520",2008
47,47,"Parker McLachlin",88,29,571,5.1,"Total1Putts1520",2008
47,47,"Nick Watney",96,29,571,5.1,"Total1Putts1520",2008
53,53,"Daniel Chopra",84,28,538,5.2,"Total1Putts1520",2008
53,53,"Nick OHern",82,28,519,5.4,"Total1Putts1520",2008
53,53,"Chez Reavie",102,28,614,4.6,"Total1Putts1520",2008
53,53,"Heath Slocum",104,28,546,5.1,"Total1Putts1520",2008
57,57,"Jonathan Byrd",88,27,558,4.8,"Total1Putts1520",2008
57,57,"Ben Crane",86,27,547,4.9,"Total1Putts1520",2008
57,57,"Paul Goydos",78,27,480,5.6,"Total1Putts1520",2008
57,57,"JP Hayes",67,27,438,6.2,"Total1Putts1520",2008
57,57,"Joe Ogilvie",100,27,651,4.1,"Total1Putts1520",2008
57,57,"Jesper Parnevik",88,27,570,4.7,"Total1Putts1520",2008
57,57,"Bob Tway",70,27,446,6.1,"Total1Putts1520",2008
64,64,"Rich Beem",90,26,528,4.9,"Total1Putts1520",2008
64,64,"Jason Day",81,26,536,4.9,"Total1Putts1520",2008
64,64,"Bob Estes",90,26,569,4.6,"Total1Putts1520",2008
64,64,"Charley Hoffman",94,26,593,4.4,"Total1Putts1520",2008
64,64,"Charles Howell III",101,26,572,4.5,"Total1Putts1520",2008
64,64,"Martin Laird",98,26,586,4.4,"Total1Putts1520",2008
64,64,"Peter Lonard",92,26,551,4.7,"Total1Putts1520",2008
64,64,"Rocco Mediate",87,26,468,5.6,"Total1Putts1520",2008
