"PuttingRating_RANKTHISWEEK_2012","PuttingRating_RANKLASTWEEK_2012","PuttingRating_PLAYERNAME_2012","PuttingRating_EVENTS_2012","PuttingRating_RATING_2012","stat_name","year"
1,1,"Joey Snyder III",1,9.4,"PuttingRating",2012
2,2,"Yoshinori Fujimoto",1,9,"PuttingRating",2012
2,2,"Paul Goydos",2,9,"PuttingRating",2012
2,2,"Brett Wetterich",1,9,"PuttingRating",2012
5,5,"Jason Gore",1,8.9,"PuttingRating",2012
6,6,"Eric Axley",1,8.8,"PuttingRating",2012
6,6,"David Duval",2,8.8,"PuttingRating",2012
6,6,"Anthony Kim",2,8.8,"PuttingRating",2012
6,6,"Corey Pavin",2,8.8,"PuttingRating",2012
6,6,"Tadahiro Takayama",1,8.8,"PuttingRating",2012
6,6,"Willie Wood",1,8.8,"PuttingRating",2012
12,12,"Jonas Blixt",14,8.6,"PuttingRating",2012
12,12,"Derek Ernst",1,8.6,"PuttingRating",2012
14,14,"Fred Funk",1,8.5,"PuttingRating",2012
14,14,"YE Yang",10,8.5,"PuttingRating",2012
16,16,"Aaron Baddeley",12,8.4,"PuttingRating",2012
16,16,"Tadd Fujikawa",1,8.4,"PuttingRating",2012
16,16,"Skip Kendall",3,8.4,"PuttingRating",2012
16,16,"Kevin Kisner",8,8.4,"PuttingRating",2012
16,16,"Len Mattiace",1,8.4,"PuttingRating",2012
16,16,"Peter Tomasulo",1,8.4,"PuttingRating",2012
22,22,"Rich Beem",1,8.3,"PuttingRating",2012
22,22,"Daniel Chopra",6,8.3,"PuttingRating",2012
22,22,"Gavin Coles",10,8.3,"PuttingRating",2012
22,22,"John Daly",7,8.3,"PuttingRating",2012
22,22,"Jamie Donaldson",2,8.3,"PuttingRating",2012
22,22,"Jonathan Fly",1,8.3,"PuttingRating",2012
22,22,"Brian Gay",15,8.3,"PuttingRating",2012
22,22,"Luke Guthrie",3,8.3,"PuttingRating",2012
22,22,"Hunter Hamrick",2,8.3,"PuttingRating",2012
22,22,"Billy Hurley III",6,8.3,"PuttingRating",2012
22,22,"Kent Jones",1,8.3,"PuttingRating",2012
22,22,"Martin Kaymer",3,8.3,"PuttingRating",2012
22,22,"David Mathis",10,8.3,"PuttingRating",2012
22,22,"Koumei Oda",1,8.3,"PuttingRating",2012
22,22,"Tim Petrovic",4,8.3,"PuttingRating",2012
22,22,"Rory Sabbatini",12,8.3,"PuttingRating",2012
22,22,"Marcel Siem",1,8.3,"PuttingRating",2012
22,22,"Garrett Willis",4,8.3,"PuttingRating",2012
40,40,"Woody Austin",2,8.2,"PuttingRating",2012
40,40,"Sangmoon Bae",12,8.2,"PuttingRating",2012
40,40,"Thomas Bjorn",3,8.2,"PuttingRating",2012
40,40,"Jason Bohn",10,8.2,"PuttingRating",2012
40,40,"Joseph Bramlett",1,8.2,"PuttingRating",2012
40,40,"Erik Compton",12,8.2,"PuttingRating",2012
40,40,"Brian Davis",15,8.2,"PuttingRating",2012
40,40,"Jason Day",11,8.2,"PuttingRating",2012
40,40,"Chris DiMarco",11,8.2,"PuttingRating",2012
40,40,"Andres Gonzales",1,8.2,"PuttingRating",2012
40,40,"Ryuji Imada",9,8.2,"PuttingRating",2012
40,40,"Miguel Angel Jimenez",1,8.2,"PuttingRating",2012
40,40,"Zach Johnson",19,8.2,"PuttingRating",2012
40,40,"Derek Lamely",6,8.2,"PuttingRating",2012
40,40,"Richard Lee",10,8.2,"PuttingRating",2012
40,40,"Phil Mickelson",15,8.2,"PuttingRating",2012
40,40,"Brendon Todd",7,8.2,"PuttingRating",2012
57,57,"Steven Bowditch",4,8.1,"PuttingRating",2012
57,57,"Paul Casey",2,8.1,"PuttingRating",2012
57,57,"Greg Chalmers",17,8.1,"PuttingRating",2012
57,57,"Fred Couples",2,8.1,"PuttingRating",2012
57,57,"Ben Crane",13,8.1,"PuttingRating",2012
57,57,"Ben Curtis",10,8.1,"PuttingRating",2012
57,57,"Glen Day",1,8.1,"PuttingRating",2012
57,57,"Ken Duke",20,8.1,"PuttingRating",2012
57,57,"Martin Flores",16,8.1,"PuttingRating",2012
57,57,"JJ Killeen",14,8.1,"PuttingRating",2012
57,57,"Kelly Kraft",2,8.1,"PuttingRating",2012
57,57,"Rory McIlroy",9,8.1,"PuttingRating",2012
57,57,"Kevin Na",15,8.1,"PuttingRating",2012
57,57,"Jeff Overton",21,8.1,"PuttingRating",2012
57,57,"Carl Pettersson",18,8.1,"PuttingRating",2012
57,57,"Patrick Reed",7,8.1,"PuttingRating",2012
57,57,"Webb Simpson",15,8.1,"PuttingRating",2012
57,57,"Bo Van Pelt",16,8.1,"PuttingRating",2012
75,75,"Shane Bertsch",5,8,"PuttingRating",2012
75,75,"Matt Bettencourt",7,8,"PuttingRating",2012
75,75,"Tommy Biershenk",8,8,"PuttingRating",2012
75,75,"Bart Bryant",1,8,"PuttingRating",2012
75,75,"Jonathan Byrd",12,8,"PuttingRating",2012
75,75,"Nicolas Colsaerts",5,8,"PuttingRating",2012
75,75,"James Driscoll",13,8,"PuttingRating",2012
75,75,"Bob Estes",14,8,"PuttingRating",2012
75,75,"Marcus Fraser",1,8,"PuttingRating",2012
75,75,"Jim Furyk",15,8,"PuttingRating",2012
75,75,"Tommy Gainey",16,8,"PuttingRating",2012
75,75,"Anders Hansen",1,8,"PuttingRating",2012
75,75,"Padraig Harrington",10,8,"PuttingRating",2012
75,75,"Jerry Kelly",13,8,"PuttingRating",2012
75,75,"Matt Kuchar",17,8,"PuttingRating",2012
75,75,"Spencer Levin",15,8,"PuttingRating",2012
75,75,"Frank Lickliter II",2,8,"PuttingRating",2012
75,75,"Davis Love III",10,8,"PuttingRating",2012
75,75,"Rocco Mediate",10,8,"PuttingRating",2012
75,75,"Ryan Palmer",16,8,"PuttingRating",2012
75,75,"Scott Piercy",18,8,"PuttingRating",2012
75,75,"Fran Quinn",1,8,"PuttingRating",2012
75,75,"Brandt Snedeker",16,8,"PuttingRating",2012
75,75,"Marc Turnesa",2,8,"PuttingRating",2012
75,75,"Chase Wright",1,8,"PuttingRating",2012
100,100,"Mark Anderson",10,7.9,"PuttingRating",2012
100,100,"Scott Brown",6,7.9,"PuttingRating",2012
100,100,"Alex Cejka",5,7.9,"PuttingRating",2012
100,100,"Darren Clarke",1,7.9,"PuttingRating",2012
100,100,"Marco Dawson",7,7.9,"PuttingRating",2012
100,100,"Matt Every",12,7.9,"PuttingRating",2012
100,100,"Tom Gillis",15,7.9,"PuttingRating",2012
100,100,"Lucas Glover",4,7.9,"PuttingRating",2012
100,100,"Retief Goosen",5,7.9,"PuttingRating",2012
100,100,"Todd Hamilton",2,7.9,"PuttingRating",2012
100,100,"Dustin Johnson",14,7.9,"PuttingRating",2012
100,100,"Sung Kang",6,7.9,"PuttingRating",2012
100,100,"Martin Laird",12,7.9,"PuttingRating",2012
100,100,"Edward Loar",3,7.9,"PuttingRating",2012
100,100,"Matt McQuillan",2,7.9,"PuttingRating",2012
100,100,"Bryce Molder",15,7.9,"PuttingRating",2012
100,100,"Francesco Molinari",2,7.9,"PuttingRating",2012
100,100,"Juvic Pagunsan",1,7.9,"PuttingRating",2012
100,100,"Chris Riley",7,7.9,"PuttingRating",2012
100,100,"John Rollins",13,7.9,"PuttingRating",2012
100,100,"Steve Stricker",13,7.9,"PuttingRating",2012
100,100,"Chris Stroud",13,7.9,"PuttingRating",2012
100,100,"Josh Teater",17,7.9,"PuttingRating",2012
100,100,"Michael Thompson",13,7.9,"PuttingRating",2012
100,100,"Tom Watson",1,7.9,"PuttingRating",2012
100,100,"Charlie Wi",17,7.9,"PuttingRating",2012
100,100,"Tiger Woods",11,7.9,"PuttingRating",2012
127,127,"Thomas Aiken",1,7.8,"PuttingRating",2012
127,127,"Arjun Atwal",10,7.8,"PuttingRating",2012
127,127,"Keegan Bradley",16,7.8,"PuttingRating",2012
127,127,"Rafa Cabrera Bello",2,7.8,"PuttingRating",2012
127,127,"Patrick Cantlay",5,7.8,"PuttingRating",2012
127,127,"Bud Cauley",21,7.8,"PuttingRating",2012
127,127,"Stewart Cink",12,7.8,"PuttingRating",2012
127,127,"Tim Clark",10,7.8,"PuttingRating",2012
127,127,"Chris Couch",9,7.8,"PuttingRating",2012
127,127,"Luke Donald",12,7.8,"PuttingRating",2012
127,127,"Jason Dufner",16,7.8,"PuttingRating",2012
127,127,"Gonzalo Fdez Castano",2,7.8,"PuttingRating",2012
127,127,"Harrison Frazar",7,7.8,"PuttingRating",2012
127,127,"Sergio Garcia",11,7.8,"PuttingRating",2012
127,127,"Nathan Green",11,7.8,"PuttingRating",2012
127,127,"Brian Harman",19,7.8,"PuttingRating",2012
127,127,"John Huh",20,7.8,"PuttingRating",2012
127,127,"Ryo Ishikawa",7,7.8,"PuttingRating",2012
127,127,"Matt Jones",7,7.8,"PuttingRating",2012
127,127,"Doug LaBelle II",1,7.8,"PuttingRating",2012
127,127,"Danny Lee",10,7.8,"PuttingRating",2012
127,127,"Jeff Maggert",14,7.8,"PuttingRating",2012
127,127,"Ryan Moore",20,7.8,"PuttingRating",2012
127,127,"Garth Mulroy",8,7.8,"PuttingRating",2012
127,127,"Nick OHern",11,7.8,"PuttingRating",2012
127,127,"Pat Perez",17,7.8,"PuttingRating",2012
127,127,"Tom Pernice Jr",6,7.8,"PuttingRating",2012
127,127,"Ian Poulter",10,7.8,"PuttingRating",2012
127,127,"Andres Romero",9,7.8,"PuttingRating",2012
127,127,"Vaughn Taylor",11,7.8,"PuttingRating",2012
127,127,"David Toms",8,7.8,"PuttingRating",2012
127,127,"Jimmy Walker",21,7.8,"PuttingRating",2012
159,159,"Stuart Appleby",12,7.7,"PuttingRating",2012
159,159,"Cameron Beckman",12,7.7,"PuttingRating",2012
159,159,"KJ Choi",12,7.7,"PuttingRating",2012
159,159,"Rickie Fowler",16,7.7,"PuttingRating",2012
159,159,"Robert Garrigus",18,7.7,"PuttingRating",2012
159,159,"Branden Grace",3,7.7,"PuttingRating",2012
159,159,"Hunter Haas",8,7.7,"PuttingRating",2012
159,159,"Jim Herman",1,7.7,"PuttingRating",2012
159,159,"JB Holmes",17,7.7,"PuttingRating",2012
159,159,"Freddie Jacobson",10,7.7,"PuttingRating",2012
159,159,"Lee Janzen",6,7.7,"PuttingRating",2012
159,159,"Robert Karlsson",8,7.7,"PuttingRating",2012
159,159,"Troy Kelly",8,7.7,"PuttingRating",2012
159,159,"Chris Kirk",19,7.7,"PuttingRating",2012
159,159,"Colt Knost",9,7.7,"PuttingRating",2012
159,159,"Bill Lunde",13,7.7,"PuttingRating",2012
159,159,"Will Ma Kenzie",1,7.7,"PuttingRating",2012
159,159,"Graeme McDowell",8,7.7,"PuttingRating",2012
159,159,"Joe Ogilvie",6,7.7,"PuttingRating",2012
159,159,"Rod Pampling",14,7.7,"PuttingRating",2012
159,159,"Kenny Perry",4,7.7,"PuttingRating",2012
159,159,"DA Points",15,7.7,"PuttingRating",2012
159,159,"Dicky Pride",9,7.7,"PuttingRating",2012
159,159,"Charl Schwartzel",9,7.7,"PuttingRating",2012
159,159,"Patrick Sheehan",5,7.7,"PuttingRating",2012
159,159,"Cameron Tringale",17,7.7,"PuttingRating",2012
185,185,"Blake Adams",18,7.6,"PuttingRating",2012
185,185,"Guy Boros",1,7.6,"PuttingRating",2012
185,185,"Chad Campbell",12,7.6,"PuttingRating",2012
185,185,"Miguel Angel Carballo",9,7.6,"PuttingRating",2012
185,185,"Gary Christian",15,7.6,"PuttingRating",2012
185,185,"Will Claxton",19,7.6,"PuttingRating",2012
185,185,"Brendon de Jonge",24,7.6,"PuttingRating",2012
185,185,"Joe Durant",4,7.6,"PuttingRating",2012
185,185,"Ernie Els",15,7.6,"PuttingRating",2012
185,185,"David Hearn",18,7.6,"PuttingRating",2012
185,185,"Charley Hoffman",14,7.6,"PuttingRating",2012
185,185,"Trevor Immelman",11,7.6,"PuttingRating",2012
185,185,"Jamie Lovemark",5,7.6,"PuttingRating",2012
185,185,"John Mallinger",12,7.6,"PuttingRating",2012
185,185,"William McGirt",15,7.6,"PuttingRating",2012
185,185,"Zack Miller",3,7.6,"PuttingRating",2012
185,185,"Seung Yul Noh",20,7.6,"PuttingRating",2012
185,185,"Geoff Ogilvy",14,7.6,"PuttingRating",2012
185,185,"John Senden",15,7.6,"PuttingRating",2012
185,185,"Vijay Singh",20,7.6,"PuttingRating",2012
185,185,"Paul Stankowski",3,7.6,"PuttingRating",2012
185,185,"Henrik Stenson",9,7.6,"PuttingRating",2012
185,185,"Kevin Streelman",17,7.6,"PuttingRating",2012
185,185,"Daniel Summerhays",12,7.6,"PuttingRating",2012
185,185,"Roland Thatcher",6,7.6,"PuttingRating",2012
185,185,"Jhonattan Vegas",13,7.6,"PuttingRating",2012
185,185,"Johnson Wagner",16,7.6,"PuttingRating",2012
185,185,"Nick Watney",19,7.6,"PuttingRating",2012
213,213,"Angel Cabrera",4,7.5,"PuttingRating",2012
