"GIRPercentageLess125yards_RANKTHISWEEK_2008","GIRPercentageLess125yards_RANKLASTWEEK_2008","GIRPercentageLess125yards_PLAYERNAME_2008","GIRPercentageLess125yards_ROUNDS_2008","GIRPercentageLess125yards_Pct_2008","GIRPercentageLess125yards_GREENSHIT_2008","GIRPercentageLess125yards_TOTALHOLES_2008","GIRPercentageLess125yards_RELATIVETOPAR_2008","stat_name","year"
1,NA,"Kevin Sutherland",98,87.61,382,436,-0.46,"GIRPercentageLess125yards",2008
2,NA,"David Duval",51,87.5,161,184,-0.39,"GIRPercentageLess125yards",2008
3,NA,"Jim Furyk",95,87.36,311,356,-0.47,"GIRPercentageLess125yards",2008
4,NA,"Steve Stricker",75,87.32,241,276,-0.46,"GIRPercentageLess125yards",2008
5,NA,"Billy Mayfair",103,86.65,370,427,-0.39,"GIRPercentageLess125yards",2008
6,NA,"Mike Weir",88,86.61,304,351,-0.47,"GIRPercentageLess125yards",2008
7,NA,"Jeff Gove",50,86.54,180,208,-0.41,"GIRPercentageLess125yards",2008
8,NA,"Scott Sterling",89,86.32,303,351,-0.4,"GIRPercentageLess125yards",2008
9,NA,"Bob Tway",70,86.3,233,270,-0.45,"GIRPercentageLess125yards",2008
10,NA,"Phil Mickelson",80,86.17,299,347,-0.51,"GIRPercentageLess125yards",2008
11,NA,"Rory Sabbatini",77,85.99,313,364,-0.41,"GIRPercentageLess125yards",2008
12,NA,"Scott Verplank",82,85.71,288,336,-0.4,"GIRPercentageLess125yards",2008
13,NA,"Aaron Baddeley",76,85.48,259,303,-0.53,"GIRPercentageLess125yards",2008
14,NA,"Justin Bolli",87,85.47,306,358,-0.37,"GIRPercentageLess125yards",2008
15,NA,"Craig Kanada",65,85.37,210,246,-0.39,"GIRPercentageLess125yards",2008
16,NA,"Corey Pavin",69,85.28,168,197,-0.44,"GIRPercentageLess125yards",2008
17,NA,"Carlos Franco",73,85.15,258,303,-0.46,"GIRPercentageLess125yards",2008
18,NA,"Fred Couples",60,85.11,263,309,-0.48,"GIRPercentageLess125yards",2008
19,NA,"Briny Baird",113,85.09,371,436,-0.4,"GIRPercentageLess125yards",2008
20,NA,"Woody Austin",109,85.08,422,496,-0.42,"GIRPercentageLess125yards",2008
21,NA,"Justin Leonard",101,85.07,302,355,-0.5,"GIRPercentageLess125yards",2008
22,NA,"Geoff Ogilvy",65,85.06,222,261,-0.4,"GIRPercentageLess125yards",2008
23,NA,"Joe Durant",92,85.01,346,407,-0.34,"GIRPercentageLess125yards",2008
24,NA,"Jason Gore",94,84.99,385,453,-0.44,"GIRPercentageLess125yards",2008
25,NA,"John Merrick",98,84.94,344,405,-0.42,"GIRPercentageLess125yards",2008
26,NA,"Hunter Mahan",87,84.86,297,350,-0.45,"GIRPercentageLess125yards",2008
27,NA,"Tim Petrovic",97,84.75,339,400,-0.39,"GIRPercentageLess125yards",2008
28,NA,"Sergio Garcia",72,84.73,222,262,-0.45,"GIRPercentageLess125yards",2008
29,NA,"Shane Bertsch",96,84.71,360,425,-0.4,"GIRPercentageLess125yards",2008
30,NA,"Harrison Frazar",73,84.52,333,394,-0.38,"GIRPercentageLess125yards",2008
30,NA,"Vijay Singh",82,84.52,333,394,-0.45,"GIRPercentageLess125yards",2008
32,NA,"Chris Riley",51,84.49,158,187,-0.42,"GIRPercentageLess125yards",2008
33,NA,"JJ Henry",108,84.44,434,514,-0.36,"GIRPercentageLess125yards",2008
34,NA,"Marc Turnesa",87,84.32,285,338,-0.48,"GIRPercentageLess125yards",2008
35,NA,"Frank Lickliter II",107,84.26,439,521,-0.42,"GIRPercentageLess125yards",2008
35,NA,"Brenden Pappas",66,84.26,257,305,-0.47,"GIRPercentageLess125yards",2008
35,NA,"Jay Williamson",96,84.26,332,394,-0.34,"GIRPercentageLess125yards",2008
38,NA,"John Huston",56,84.23,235,279,-0.48,"GIRPercentageLess125yards",2008
39,NA,"Adam Scott",51,84.18,165,196,-0.52,"GIRPercentageLess125yards",2008
40,NA,"George McNeill",97,84.17,420,499,-0.44,"GIRPercentageLess125yards",2008
41,NA,"Dean Wilson",109,84.13,350,416,-0.43,"GIRPercentageLess125yards",2008
42,NA,"Mathew Goggin",91,84.1,365,434,-0.47,"GIRPercentageLess125yards",2008
43,NA,"Matt Kuchar",88,84.08,280,333,-0.4,"GIRPercentageLess125yards",2008
44,NA,"Jeff Maggert",86,84.01,352,419,-0.35,"GIRPercentageLess125yards",2008
45,NA,"Alejandro Canizares",52,83.96,157,187,-0.41,"GIRPercentageLess125yards",2008
46,NA,"Tim Clark",90,83.94,298,355,-0.39,"GIRPercentageLess125yards",2008
47,NA,"Bob Estes",90,83.91,339,404,-0.36,"GIRPercentageLess125yards",2008
48,NA,"Charles Howell III",101,83.89,427,509,-0.43,"GIRPercentageLess125yards",2008
49,NA,"Boo Weekley",86,83.87,312,372,-0.39,"GIRPercentageLess125yards",2008
50,NA,"Pat Perez",93,83.85,353,421,-0.48,"GIRPercentageLess125yards",2008
51,NA,"Tim Wilkinson",95,83.83,337,402,-0.42,"GIRPercentageLess125yards",2008
52,NA,"Dudley Hart",74,83.82,228,272,-0.4,"GIRPercentageLess125yards",2008
53,NA,"Ryuji Imada",80,83.78,248,296,-0.46,"GIRPercentageLess125yards",2008
54,NA,"Tom Lehman",51,83.77,160,191,-0.37,"GIRPercentageLess125yards",2008
55,NA,"Stephen Ames",83,83.73,278,332,-0.44,"GIRPercentageLess125yards",2008
56,NA,"Jeff Quinney",87,83.71,262,313,-0.42,"GIRPercentageLess125yards",2008
57,NA,"David Toms",70,83.62,245,293,-0.47,"GIRPercentageLess125yards",2008
58,NA,"Ted Purdy",68,83.6,265,317,-0.36,"GIRPercentageLess125yards",2008
59,NA,"Brett Quigley",80,83.56,305,365,-0.42,"GIRPercentageLess125yards",2008
60,NA,"Ron Whittaker",54,83.52,147,176,-0.41,"GIRPercentageLess125yards",2008
61,NA,"Will Ma Kenzie",62,83.51,238,285,-0.42,"GIRPercentageLess125yards",2008
62,NA,"Paul Goydos",78,83.49,273,327,-0.41,"GIRPercentageLess125yards",2008
63,NA,"Brandt Jobe",52,83.47,197,236,-0.38,"GIRPercentageLess125yards",2008
64,NA,"Ben Crane",86,83.43,302,362,-0.43,"GIRPercentageLess125yards",2008
65,NA,"Jerry Kelly",89,83.39,261,313,-0.41,"GIRPercentageLess125yards",2008
66,NA,"Michael Allen",91,83.38,331,397,-0.45,"GIRPercentageLess125yards",2008
67,NA,"YE Yang",89,83.37,336,403,-0.43,"GIRPercentageLess125yards",2008
68,NA,"Doug LaBelle II",65,83.26,189,227,-0.36,"GIRPercentageLess125yards",2008
69,NA,"Bo Van Pelt",101,83.23,407,489,-0.44,"GIRPercentageLess125yards",2008
70,NA,"Steve Elkington",84,83.21,327,393,-0.37,"GIRPercentageLess125yards",2008
71,NA,"Trevor Immelman",70,83.19,198,238,-0.39,"GIRPercentageLess125yards",2008
72,NA,"Bill Haas",99,83.13,409,492,-0.45,"GIRPercentageLess125yards",2008
73,NA,"JP Hayes",67,83.11,251,302,-0.35,"GIRPercentageLess125yards",2008
73,NA,"Freddie Jacobson",78,83.11,251,302,-0.45,"GIRPercentageLess125yards",2008
75,NA,"Brad Adamonis",87,83.08,329,396,-0.42,"GIRPercentageLess125yards",2008
76,NA,"Chris Stroud",81,83.06,299,360,-0.42,"GIRPercentageLess125yards",2008
77,NA,"Ken Duke",116,83.03,455,548,-0.42,"GIRPercentageLess125yards",2008
77,NA,"Lucas Glover",91,83.03,362,436,-0.45,"GIRPercentageLess125yards",2008
79,NA,"Tom Pernice Jr",104,82.95,365,440,-0.45,"GIRPercentageLess125yards",2008
80,NA,"Robert Allenby",108,82.92,335,404,-0.45,"GIRPercentageLess125yards",2008
81,NA,"Michael Letzig",88,82.91,291,351,-0.5,"GIRPercentageLess125yards",2008
82,NA,"Shigeki Maruyama",50,82.9,160,193,-0.42,"GIRPercentageLess125yards",2008
82,NA,"Nick Watney",96,82.9,446,538,-0.45,"GIRPercentageLess125yards",2008
84,NA,"Zach Johnson",85,82.85,314,379,-0.38,"GIRPercentageLess125yards",2008
85,NA,"Martin Laird",98,82.79,380,459,-0.47,"GIRPercentageLess125yards",2008
86,NA,"Stuart Appleby",87,82.77,269,325,-0.46,"GIRPercentageLess125yards",2008
87,NA,"Nick OHern",82,82.73,273,330,-0.42,"GIRPercentageLess125yards",2008
88,NA,"Heath Slocum",104,82.7,349,422,-0.36,"GIRPercentageLess125yards",2008
89,NA,"John Senden",93,82.69,320,387,-0.44,"GIRPercentageLess125yards",2008
90,NA,"Kenny Perry",97,82.63,409,495,-0.44,"GIRPercentageLess125yards",2008
91,NA,"Steve Flesch",95,82.59,351,425,-0.39,"GIRPercentageLess125yards",2008
92,NA,"Rocco Mediate",87,82.58,275,333,-0.42,"GIRPercentageLess125yards",2008
93,NA,"Rod Pampling",83,82.55,298,361,-0.42,"GIRPercentageLess125yards",2008
94,NA,"Ben Curtis",80,82.51,250,303,-0.46,"GIRPercentageLess125yards",2008
94,NA,"Stephen Leaney",53,82.51,151,183,-0.34,"GIRPercentageLess125yards",2008
96,NA,"Steve Marino",119,82.47,475,576,-0.41,"GIRPercentageLess125yards",2008
97,NA,"Jim McGovern",75,82.4,220,267,-0.36,"GIRPercentageLess125yards",2008
98,NA,"Tag Ridings",88,82.39,379,460,-0.45,"GIRPercentageLess125yards",2008
99,NA,"Jeff Overton",103,82.35,420,510,-0.42,"GIRPercentageLess125yards",2008
100,NA,"Joe Ogilvie",100,82.33,438,532,-0.46,"GIRPercentageLess125yards",2008
101,NA,"Alex Cejka",75,82.31,228,277,-0.36,"GIRPercentageLess125yards",2008
102,NA,"Peter Lonard",92,82.28,339,412,-0.45,"GIRPercentageLess125yards",2008
103,NA,"Cody Freeman",66,82.24,213,259,-0.35,"GIRPercentageLess125yards",2008
104,NA,"Stewart Cink",87,82.23,287,349,-0.52,"GIRPercentageLess125yards",2008
105,NA,"Omar Uresti",74,82.21,268,326,-0.39,"GIRPercentageLess125yards",2008
106,NA,"Patrick Sheehan",124,82.17,401,488,-0.38,"GIRPercentageLess125yards",2008
107,NA,"Chad Campbell",94,82.02,333,406,-0.53,"GIRPercentageLess125yards",2008
108,NA,"Ryan Palmer",69,81.99,264,322,-0.48,"GIRPercentageLess125yards",2008
109,NA,"Todd Demsey",80,81.96,309,377,-0.44,"GIRPercentageLess125yards",2008
