"Back9Round2ScoringAverage_RANKTHISWEEK_2012","Back9Round2ScoringAverage_RANKLASTWEEK_2012","Back9Round2ScoringAverage_PLAYERNAME_2012","Back9Round2ScoringAverage__2012","Back9Round2ScoringAverage_AVG_2012","Back9Round2ScoringAverage_TOTALSTROKES_2012","Back9Round2ScoringAverage_TOTALROUNDS_2012","stat_name","year"
1,1,"Justin Rose",NA,34.5,621,18,"Back9Round2ScoringAverage",2012
2,2,"Jason Dufner",NA,34.52,725,21,"Back9Round2ScoringAverage",2012
3,3,"Zach Johnson",NA,34.54,829,24,"Back9Round2ScoringAverage",2012
4,4,"Steve Stricker",NA,34.56,622,18,"Back9Round2ScoringAverage",2012
5,5,"Sean OHair",NA,34.65,797,23,"Back9Round2ScoringAverage",2012
6,6,"John Huh",NA,34.67,936,27,"Back9Round2ScoringAverage",2012
7,7,"Kevin Na",NA,34.68,763,22,"Back9Round2ScoringAverage",2012
8,8,"Harris English",NA,34.7,937,27,"Back9Round2ScoringAverage",2012
9,9,"Henrik Stenson",NA,34.79,487,14,"Back9Round2ScoringAverage",2012
10,10,"John Senden",NA,34.81,731,21,"Back9Round2ScoringAverage",2012
11,11,"Dustin Johnson",NA,34.82,592,17,"Back9Round2ScoringAverage",2012
12,12,"Webb Simpson",NA,34.86,732,21,"Back9Round2ScoringAverage",2012
13,13,"Camilo Villegas",NA,34.87,802,23,"Back9Round2ScoringAverage",2012
14,14,"Billy Horschel",NA,34.88,558,16,"Back9Round2ScoringAverage",2012
14,14,"Jason Kokrak",NA,34.88,907,26,"Back9Round2ScoringAverage",2012
16,16,"Graeme McDowell",NA,34.93,524,15,"Back9Round2ScoringAverage",2012
17,17,"Tiger Woods",NA,34.94,629,18,"Back9Round2ScoringAverage",2012
18,18,"Seung Yul Noh",NA,34.96,944,27,"Back9Round2ScoringAverage",2012
19,19,"Scott Dunlap",NA,35,630,18,"Back9Round2ScoringAverage",2012
19,19,"Boo Weekley",NA,35,770,22,"Back9Round2ScoringAverage",2012
21,21,"Chris Kirk",NA,35.04,876,25,"Back9Round2ScoringAverage",2012
21,21,"John Merrick",NA,35.04,841,24,"Back9Round2ScoringAverage",2012
21,21,"Ryan Moore",NA,35.04,841,24,"Back9Round2ScoringAverage",2012
24,24,"Geoff Ogilvy",NA,35.05,666,19,"Back9Round2ScoringAverage",2012
25,25,"Bubba Watson",NA,35.06,631,18,"Back9Round2ScoringAverage",2012
26,26,"Will Claxton",NA,35.07,982,28,"Back9Round2ScoringAverage",2012
26,26,"Rory McIlroy",NA,35.07,526,15,"Back9Round2ScoringAverage",2012
28,28,"Graham DeLaet",NA,35.09,807,23,"Back9Round2ScoringAverage",2012
28,28,"Russell Knox",NA,35.09,772,22,"Back9Round2ScoringAverage",2012
30,30,"Ken Duke",NA,35.13,1054,30,"Back9Round2ScoringAverage",2012
30,30,"Adam Scott",NA,35.13,527,15,"Back9Round2ScoringAverage",2012
32,32,"Bobby Gates",NA,35.14,984,28,"Back9Round2ScoringAverage",2012
32,32,"Tom Gillis",NA,35.14,738,21,"Back9Round2ScoringAverage",2012
32,32,"Rocco Mediate",NA,35.14,738,21,"Back9Round2ScoringAverage",2012
35,35,"Roberto Castro",NA,35.15,914,26,"Back9Round2ScoringAverage",2012
35,35,"Kevin Streelman",NA,35.15,914,26,"Back9Round2ScoringAverage",2012
37,37,"Bob Estes",NA,35.17,809,23,"Back9Round2ScoringAverage",2012
38,38,"Danny Lee",NA,35.18,774,22,"Back9Round2ScoringAverage",2012
38,38,"Bo Van Pelt",NA,35.18,774,22,"Back9Round2ScoringAverage",2012
40,40,"Chad Campbell",NA,35.19,950,27,"Back9Round2ScoringAverage",2012
40,40,"JJ Henry",NA,35.19,950,27,"Back9Round2ScoringAverage",2012
42,42,"Davis Love III",NA,35.2,704,20,"Back9Round2ScoringAverage",2012
43,43,"Jeff Overton",NA,35.21,986,28,"Back9Round2ScoringAverage",2012
44,44,"David Hearn",NA,35.25,987,28,"Back9Round2ScoringAverage",2012
44,44,"Jimmy Walker",NA,35.25,987,28,"Back9Round2ScoringAverage",2012
46,46,"Jim Furyk",NA,35.26,811,23,"Back9Round2ScoringAverage",2012
46,46,"YE Yang",NA,35.26,670,19,"Back9Round2ScoringAverage",2012
48,48,"Brendon de Jonge",NA,35.29,1094,31,"Back9Round2ScoringAverage",2012
49,49,"Martin Flores",NA,35.3,1059,30,"Back9Round2ScoringAverage",2012
49,49,"Tim Herron",NA,35.3,953,27,"Back9Round2ScoringAverage",2012
49,49,"Billy Mayfair",NA,35.3,953,27,"Back9Round2ScoringAverage",2012
52,52,"Bill Haas",NA,35.32,777,22,"Back9Round2ScoringAverage",2012
53,53,"Charley Hoffman",NA,35.33,954,27,"Back9Round2ScoringAverage",2012
54,54,"Marc Leishman",NA,35.35,813,23,"Back9Round2ScoringAverage",2012
55,55,"Brian Harman",NA,35.37,1061,30,"Back9Round2ScoringAverage",2012
56,56,"Keegan Bradley",NA,35.38,849,24,"Back9Round2ScoringAverage",2012
56,56,"JB Holmes",NA,35.38,849,24,"Back9Round2ScoringAverage",2012
58,58,"Chris Couch",NA,35.39,637,18,"Back9Round2ScoringAverage",2012
59,59,"Robert Garrigus",NA,35.4,885,25,"Back9Round2ScoringAverage",2012
60,60,"George McNeill",NA,35.42,850,24,"Back9Round2ScoringAverage",2012
61,61,"Stuart Appleby",NA,35.43,815,23,"Back9Round2ScoringAverage",2012
61,61,"Pat Perez",NA,35.43,744,21,"Back9Round2ScoringAverage",2012
63,63,"Jeff Maggert",NA,35.44,957,27,"Back9Round2ScoringAverage",2012
63,63,"Louis Oosthuizen",NA,35.44,638,18,"Back9Round2ScoringAverage",2012
65,65,"Richard Lee",NA,35.45,780,22,"Back9Round2ScoringAverage",2012
66,66,"Gary Christian",NA,35.48,958,27,"Back9Round2ScoringAverage",2012
66,66,"Matt Kuchar",NA,35.48,745,21,"Back9Round2ScoringAverage",2012
66,66,"Justin Leonard",NA,35.48,887,25,"Back9Round2ScoringAverage",2012
66,66,"Brandt Snedeker",NA,35.48,745,21,"Back9Round2ScoringAverage",2012
70,70,"Bill Lunde",NA,35.5,852,24,"Back9Round2ScoringAverage",2012
71,71,"Jonas Blixt",NA,35.52,746,21,"Back9Round2ScoringAverage",2012
71,71,"Phil Mickelson",NA,35.52,746,21,"Back9Round2ScoringAverage",2012
73,73,"Padraig Harrington",NA,35.53,604,17,"Back9Round2ScoringAverage",2012
73,73,"Steve Wheatcroft",NA,35.53,675,19,"Back9Round2ScoringAverage",2012
75,75,"Bud Cauley",NA,35.54,995,28,"Back9Round2ScoringAverage",2012
75,75,"Greg Chalmers",NA,35.54,853,24,"Back9Round2ScoringAverage",2012
75,75,"Trevor Immelman",NA,35.54,853,24,"Back9Round2ScoringAverage",2012
75,75,"Carl Pettersson",NA,35.54,924,26,"Back9Round2ScoringAverage",2012
79,79,"Brian Davis",NA,35.57,996,28,"Back9Round2ScoringAverage",2012
79,79,"Nathan Green",NA,35.57,747,21,"Back9Round2ScoringAverage",2012
79,79,"John Mallinger",NA,35.57,818,23,"Back9Round2ScoringAverage",2012
82,82,"Greg Owen",NA,35.59,961,27,"Back9Round2ScoringAverage",2012
83,83,"Sergio Garcia",NA,35.6,534,15,"Back9Round2ScoringAverage",2012
84,84,"Jason Bohn",NA,35.62,926,26,"Back9Round2ScoringAverage",2012
84,84,"Charles Howell III",NA,35.62,1033,29,"Back9Round2ScoringAverage",2012
84,84,"Vijay Singh",NA,35.62,926,26,"Back9Round2ScoringAverage",2012
84,84,"Daniel Summerhays",NA,35.62,926,26,"Back9Round2ScoringAverage",2012
88,88,"DJ Trahan",NA,35.63,855,24,"Back9Round2ScoringAverage",2012
89,89,"Bryce Molder",NA,35.65,820,23,"Back9Round2ScoringAverage",2012
89,89,"Alexandre Rocha",NA,35.65,713,20,"Back9Round2ScoringAverage",2012
89,89,"Cameron Tringale",NA,35.65,927,26,"Back9Round2ScoringAverage",2012
92,92,"William McGirt",NA,35.67,1070,30,"Back9Round2ScoringAverage",2012
93,93,"Charlie Beljan",NA,35.68,678,19,"Back9Round2ScoringAverage",2012
93,93,"Michael Bradley",NA,35.68,785,22,"Back9Round2ScoringAverage",2012
93,93,"Harrison Frazar",NA,35.68,678,19,"Back9Round2ScoringAverage",2012
93,93,"Hunter Mahan",NA,35.68,785,22,"Back9Round2ScoringAverage",2012
93,93,"Scott Piercy",NA,35.68,999,28,"Back9Round2ScoringAverage",2012
98,98,"Kevin Chappell",NA,35.69,928,26,"Back9Round2ScoringAverage",2012
98,98,"Kyle Stanley",NA,35.69,928,26,"Back9Round2ScoringAverage",2012
100,100,"Ricky Barnes",NA,35.7,964,27,"Back9Round2ScoringAverage",2012
100,100,"Heath Slocum",NA,35.7,964,27,"Back9Round2ScoringAverage",2012
100,100,"Johnson Wagner",NA,35.7,964,27,"Back9Round2ScoringAverage",2012
103,103,"Vaughn Taylor",NA,35.72,893,25,"Back9Round2ScoringAverage",2012
