"SandSavesfrom2030yards_RANKTHISWEEK_2012","SandSavesfrom2030yards_RANKLASTWEEK_2012","SandSavesfrom2030yards_PLAYERNAME_2012","SandSavesfrom2030yards_ROUNDS_2012","SandSavesfrom2030yards_Pct_2012","SandSavesfrom2030yards_OFSAVES_2012","SandSavesfrom2030yards_OFBUNKERS_2012","stat_name","year"
1,1,"Stephen Ames",54,75,9,12,"SandSavesfrom2030yards",2012
2,2,"Greg Chalmers",88,74.42,32,43,"SandSavesfrom2030yards",2012
3,3,"Lee Westwood",60,71.43,15,21,"SandSavesfrom2030yards",2012
4,4,"Rory McIlroy",60,69.23,9,13,"SandSavesfrom2030yards",2012
5,5,"Jim Furyk",85,68.75,22,32,"SandSavesfrom2030yards",2012
6,6,"Martin Flores",95,64.86,24,37,"SandSavesfrom2030yards",2012
7,7,"Matt Kuchar",86,64.52,20,31,"SandSavesfrom2030yards",2012
8,8,"Kevin Na",80,64.1,25,39,"SandSavesfrom2030yards",2012
9,9,"Charles Howell III",98,63.64,35,55,"SandSavesfrom2030yards",2012
9,9,"Phil Mickelson",79,63.64,21,33,"SandSavesfrom2030yards",2012
11,11,"Jonas Blixt",72,63.33,19,30,"SandSavesfrom2030yards",2012
11,11,"Jason Dufner",83,63.33,19,30,"SandSavesfrom2030yards",2012
11,11,"YE Yang",64,63.33,19,30,"SandSavesfrom2030yards",2012
14,14,"Nick OHern",78,62.22,28,45,"SandSavesfrom2030yards",2012
15,15,"Kyle Reifers",86,61.76,21,34,"SandSavesfrom2030yards",2012
16,16,"Billy Hurley III",70,61.29,19,31,"SandSavesfrom2030yards",2012
16,16,"Webb Simpson",77,61.29,19,31,"SandSavesfrom2030yards",2012
18,18,"Bud Cauley",99,60.71,17,28,"SandSavesfrom2030yards",2012
18,18,"Ryuji Imada",78,60.71,17,28,"SandSavesfrom2030yards",2012
18,18,"Mark Wilson",84,60.71,17,28,"SandSavesfrom2030yards",2012
21,21,"Davis Love III",64,60,12,20,"SandSavesfrom2030yards",2012
22,22,"Nathan Green",73,59.38,19,32,"SandSavesfrom2030yards",2012
23,23,"Pat Perez",81,58.97,23,39,"SandSavesfrom2030yards",2012
24,24,"David Hearn",95,58.82,20,34,"SandSavesfrom2030yards",2012
