"ProximitytoHolefrom1020yards_RANKTHISWEEK_2014","ProximitytoHolefrom1020yards_RANKLASTWEEK_2014","ProximitytoHolefrom1020yards_PLAYERNAME_2014","ProximitytoHolefrom1020yards_ROUNDS_2014","ProximitytoHolefrom1020yards_AVGDTP_2014","ProximitytoHolefrom1020yards_TOTALDISTANCEFEET_2014","ProximitytoHolefrom1020yards_OFSHOTS_2014","ProximitytoHolefrom1020yards_SCRAMBLINGRANK_2014","stat_name","year"
1,1,"Bud Cauley",56,NA,745.917,142,57,"ProximitytoHolefrom1020yards",2014
2,2,"Jim Furyk",84,NA,969.667,178,1,"ProximitytoHolefrom1020yards",2014
3,3,"Zach Johnson",97,NA,1274.5,224,36,"ProximitytoHolefrom1020yards",2014
3,3,"Lee Westwood",57,NA,808.333,143,127,"ProximitytoHolefrom1020yards",2014
5,5,"Jason Day",54,NA,559.583,97,5,"ProximitytoHolefrom1020yards",2014
5,5,"Gonzalo Fdez Castano",83,NA,1411.917,245,100,"ProximitytoHolefrom1020yards",2014
5,5,"Vijay Singh",83,NA,1291.833,225,73,"ProximitytoHolefrom1020yards",2014
8,8,"Matt Kuchar",91,NA,1262.083,215,12,"ProximitytoHolefrom1020yards",2014
8,8,"Justin Rose",70,NA,835.167,144,31,"ProximitytoHolefrom1020yards",2014
10,10,"Ryo Ishikawa",75,NA,1079.417,182,152,"ProximitytoHolefrom1020yards",2014
10,10,"Mark Wilson",69,NA,1030.917,174,138,"ProximitytoHolefrom1020yards",2014
12,12,"Luke Donald",57,NA,802.5,134,38,"ProximitytoHolefrom1020yards",2014
12,12,"Harris English",95,NA,1381.167,230,110,"ProximitytoHolefrom1020yards",2014
12,12,"Justin Leonard",75,NA,1173.5,196,6,"ProximitytoHolefrom1020yards",2014
12,12,"Cameron Tringale",111,NA,1713.333,285,70,"ProximitytoHolefrom1020yards",2014
16,16,"Rickie Fowler",91,NA,1131.75,186,17,"ProximitytoHolefrom1020yards",2014
16,16,"Sergio Garcia",61,NA,717.417,118,2,"ProximitytoHolefrom1020yards",2014
16,16,"DH Lee",54,NA,909.167,150,86,"ProximitytoHolefrom1020yards",2014
16,16,"Kevin Na",94,NA,1522,251,4,"ProximitytoHolefrom1020yards",2014
20,20,"Briny Baird",50,NA,826.25,134,118,"ProximitytoHolefrom1020yards",2014
20,20,"Kevin Chappell",100,NA,1463.833,238,114,"ProximitytoHolefrom1020yards",2014
20,20,"Ernie Els",85,NA,1433.083,232,26,"ProximitytoHolefrom1020yards",2014
20,20,"Brian Gay",81,NA,1280.25,209,3,"ProximitytoHolefrom1020yards",2014
20,20,"Ian Poulter",57,NA,857.833,139,98,"ProximitytoHolefrom1020yards",2014
20,20,"Webb Simpson",87,NA,1278,208,77,"ProximitytoHolefrom1020yards",2014
20,20,"Camilo Villegas",95,NA,1426.667,230,125,"ProximitytoHolefrom1020yards",2014
27,27,"Jason Dufner",57,NA,732.583,118,166,"ProximitytoHolefrom1020yards",2014
27,27,"JB Holmes",86,NA,1700.583,271,89,"ProximitytoHolefrom1020yards",2014
27,27,"John Huh",87,NA,1368.75,220,107,"ProximitytoHolefrom1020yards",2014
27,27,"Russell Knox",92,NA,1551.083,247,8,"ProximitytoHolefrom1020yards",2014
27,27,"Rory McIlroy",66,NA,929.75,149,88,"ProximitytoHolefrom1020yards",2014
27,27,"Phil Mickelson",71,NA,1076.833,172,20,"ProximitytoHolefrom1020yards",2014
27,27,"Tyrone Van Aswegen",79,NA,1380.583,220,94,"ProximitytoHolefrom1020yards",2014
27,27,"Charlie Wi",72,NA,1421.917,227,15,"ProximitytoHolefrom1020yards",2014
35,35,"Ricky Barnes",92,NA,1636.75,259,19,"ProximitytoHolefrom1020yards",2014
35,35,"Roberto Castro",76,NA,1013.167,160,136,"ProximitytoHolefrom1020yards",2014
35,35,"Ken Duke",80,NA,1179.417,187,109,"ProximitytoHolefrom1020yards",2014
35,35,"Brian Harman",111,NA,1966.833,309,60,"ProximitytoHolefrom1020yards",2014
35,35,"Jason Kokrak",65,NA,1286.167,202,59,"ProximitytoHolefrom1020yards",2014
35,35,"Heath Slocum",71,NA,1027.75,162,24,"ProximitytoHolefrom1020yards",2014
35,35,"Jhonattan Vegas",77,NA,1184,187,72,"ProximitytoHolefrom1020yards",2014
35,35,"Tim Wilkinson",86,NA,1444.667,229,10,"ProximitytoHolefrom1020yards",2014
43,43,"Steven Bowditch",93,NA,1671.25,259,120,"ProximitytoHolefrom1020yards",2014
43,43,"Jonathan Byrd",76,NA,1315.917,205,99,"ProximitytoHolefrom1020yards",2014
43,43,"Chad Collins",78,NA,1299.75,202,60,"ProximitytoHolefrom1020yards",2014
