"AveragePuttingDistanceAll2putts_RANKTHISWEEK_2005","AveragePuttingDistanceAll2putts_RANKLASTWEEK_2005","AveragePuttingDistanceAll2putts_PLAYERNAME_2005","AveragePuttingDistanceAll2putts_ROUNDS_2005","AveragePuttingDistanceAll2putts_AVG_2005","AveragePuttingDistanceAll2putts_DISTANCEFEET_2005","AveragePuttingDistanceAll2putts_TOTALPUTTS_2005","stat_name","year"
1,1,"Kevin Sutherland",89,NA,19241.417,763,"AveragePuttingDistanceAll2putts",2005
2,2,"Len Mattiace",86,NA,18344.333,737,"AveragePuttingDistanceAll2putts",2005
3,3,"Steve Elkington",67,NA,14723.583,599,"AveragePuttingDistanceAll2putts",2005
4,4,"Ben Crane",78,NA,14936.417,609,"AveragePuttingDistanceAll2putts",2005
4,4,"Luke Donald",67,NA,10258.083,418,"AveragePuttingDistanceAll2putts",2005
4,4,"Brent Geiberger",61,NA,13678.75,559,"AveragePuttingDistanceAll2putts",2005
7,7,"Tjaart van der Walt",56,NA,13812.75,566,"AveragePuttingDistanceAll2putts",2005
8,8,"John Senden",101,NA,23825,987,"AveragePuttingDistanceAll2putts",2005
9,9,"Bart Bryant",91,NA,19401.75,808,"AveragePuttingDistanceAll2putts",2005
9,9,"Bob Tway",87,NA,16163.75,674,"AveragePuttingDistanceAll2putts",2005
11,11,"Nick Watney",91,NA,19724.167,826,"AveragePuttingDistanceAll2putts",2005
12,12,"Shaun Micheel",81,NA,15988.167,670,"AveragePuttingDistanceAll2putts",2005
12,12,"Brenden Pappas",51,NA,11518.667,484,"AveragePuttingDistanceAll2putts",2005
12,12,"Chris Smith",93,NA,22470.5,943,"AveragePuttingDistanceAll2putts",2005
15,15,"Charles Howell III",95,NA,17830.583,752,"AveragePuttingDistanceAll2putts",2005
15,15,"Sean OHair",103,NA,20522.417,865,"AveragePuttingDistanceAll2putts",2005
17,17,"Aaron Baddeley",84,NA,16929.25,716,"AveragePuttingDistanceAll2putts",2005
17,17,"Tag Ridings",93,NA,19213.917,811,"AveragePuttingDistanceAll2putts",2005
17,17,"John Rollins",97,NA,20495.75,866,"AveragePuttingDistanceAll2putts",2005
17,17,"Dean Wilson",86,NA,19290.5,816,"AveragePuttingDistanceAll2putts",2005
21,21,"James Driscoll",73,NA,14870.833,631,"AveragePuttingDistanceAll2putts",2005
21,21,"Billy Mayfair",114,NA,25195.833,1070,"AveragePuttingDistanceAll2putts",2005
