"SandSavesfrom1020yards_RANKTHISWEEK_2013","SandSavesfrom1020yards_RANKLASTWEEK_2013","SandSavesfrom1020yards_PLAYERNAME_2013","SandSavesfrom1020yards_ROUNDS_2013","SandSavesfrom1020yards_Pct_2013","SandSavesfrom1020yards_OFSAVES_2013","SandSavesfrom1020yards_OFBUNKERS_2013","stat_name","year"
74,74,"Chris Stroud",88,57.58,38,66,"SandSavesfrom1020yards",2013
75,75,"Charl Schwartzel",69,57.14,44,77,"SandSavesfrom1020yards",2013
76,76,"Sangmoon Bae",83,56.94,41,72,"SandSavesfrom1020yards",2013
76,76,"Harris English",95,56.94,41,72,"SandSavesfrom1020yards",2013
76,76,"Nicholas Thompson",99,56.94,41,72,"SandSavesfrom1020yards",2013
79,79,"Scott Stallings",79,56.92,37,65,"SandSavesfrom1020yards",2013
80,80,"Richard Lee",81,56.34,40,71,"SandSavesfrom1020yards",2013
81,81,"Morgan Hoffmann",64,56.25,27,48,"SandSavesfrom1020yards",2013
81,81,"Matt Jones",83,56.25,36,64,"SandSavesfrom1020yards",2013
83,83,"Ryan Palmer",79,55.93,33,59,"SandSavesfrom1020yards",2013
84,84,"Boo Weekley",100,55.74,34,61,"SandSavesfrom1020yards",2013
85,85,"David Lingmerth",68,55.56,35,63,"SandSavesfrom1020yards",2013
86,86,"Charlie Wi",75,55.29,47,85,"SandSavesfrom1020yards",2013
87,87,"Matt Every",89,55.26,42,76,"SandSavesfrom1020yards",2013
88,88,"Colt Knost",69,55.1,27,49,"SandSavesfrom1020yards",2013
88,88,"Henrik Norlander",70,55.1,27,49,"SandSavesfrom1020yards",2013
90,90,"Greg Owen",73,55,33,60,"SandSavesfrom1020yards",2013
91,91,"Vijay Singh",61,54.9,28,51,"SandSavesfrom1020yards",2013
92,92,"Bill Haas",85,54.55,30,55,"SandSavesfrom1020yards",2013
92,92,"Trevor Immelman",73,54.55,24,44,"SandSavesfrom1020yards",2013
92,92,"Sean OHair",56,54.55,24,44,"SandSavesfrom1020yards",2013
92,92,"Dicky Pride",71,54.55,30,55,"SandSavesfrom1020yards",2013
96,96,"Rory Sabbatini",86,54.39,31,57,"SandSavesfrom1020yards",2013
97,97,"Ernie Els",63,54.29,19,35,"SandSavesfrom1020yards",2013
97,97,"Dustin Johnson",71,54.29,19,35,"SandSavesfrom1020yards",2013
99,99,"Alistair Presnell",59,53.66,22,41,"SandSavesfrom1020yards",2013
100,100,"Brandt Jobe",62,53.57,30,56,"SandSavesfrom1020yards",2013
101,101,"Russell Henley",80,53.45,31,58,"SandSavesfrom1020yards",2013
102,102,"Charley Hoffman",84,53.42,39,73,"SandSavesfrom1020yards",2013
103,103,"Lee Westwood",70,53.33,24,45,"SandSavesfrom1020yards",2013
104,104,"Luke Guthrie",82,53.13,34,64,"SandSavesfrom1020yards",2013
104,104,"Graeme McDowell",53,53.13,17,32,"SandSavesfrom1020yards",2013
106,106,"Rod Pampling",46,52.94,18,34,"SandSavesfrom1020yards",2013
107,107,"Billy Horschel",96,52.87,46,87,"SandSavesfrom1020yards",2013
108,108,"Martin Laird",68,52.83,28,53,"SandSavesfrom1020yards",2013
109,109,"Stephen Ames",49,52.78,19,36,"SandSavesfrom1020yards",2013
110,110,"Chad Campbell",78,52.73,29,55,"SandSavesfrom1020yards",2013
111,111,"Ryo Ishikawa",72,52.63,30,57,"SandSavesfrom1020yards",2013
111,111,"John Rollins",77,52.63,30,57,"SandSavesfrom1020yards",2013
113,113,"Jason Kokrak",78,52.56,41,78,"SandSavesfrom1020yards",2013
114,114,"Daniel Summerhays",83,52.5,42,80,"SandSavesfrom1020yards",2013
115,115,"Chris Kirk",89,52.38,33,63,"SandSavesfrom1020yards",2013
116,116,"Robert Allenby",58,51.72,30,58,"SandSavesfrom1020yards",2013
116,116,"Justin Leonard",86,51.72,30,58,"SandSavesfrom1020yards",2013
118,118,"David Mathis",71,51.61,32,62,"SandSavesfrom1020yards",2013
119,119,"Jin Park",52,51.52,17,33,"SandSavesfrom1020yards",2013
120,120,"Henrik Stenson",65,51.35,19,37,"SandSavesfrom1020yards",2013
121,121,"Ben Kohles",75,50.98,26,51,"SandSavesfrom1020yards",2013
121,121,"YE Yang",56,50.98,26,51,"SandSavesfrom1020yards",2013
123,123,"Luke List",65,50.91,28,55,"SandSavesfrom1020yards",2013
124,124,"Roberto Castro",97,50.77,33,65,"SandSavesfrom1020yards",2013
125,125,"Justin Bolli",59,50,23,46,"SandSavesfrom1020yards",2013
125,125,"Fabian Gomez",65,50,29,58,"SandSavesfrom1020yards",2013
125,125,"Seung Yul Noh",71,50,26,52,"SandSavesfrom1020yards",2013
125,125,"Josh Teater",86,50,28,56,"SandSavesfrom1020yards",2013
129,129,"Pat Perez",69,49.25,33,67,"SandSavesfrom1020yards",2013
130,130,"James Hahn",78,49.15,29,59,"SandSavesfrom1020yards",2013
131,131,"Charlie Beljan",62,49.12,28,57,"SandSavesfrom1020yards",2013
132,132,"Ricky Barnes",74,49.02,25,51,"SandSavesfrom1020yards",2013
133,133,"Geoff Ogilvy",57,48.98,24,49,"SandSavesfrom1020yards",2013
134,134,"Rory McIlroy",56,48.65,18,37,"SandSavesfrom1020yards",2013
135,135,"Brian Harman",89,48.61,35,72,"SandSavesfrom1020yards",2013
136,136,"Jeff Overton",78,48.53,33,68,"SandSavesfrom1020yards",2013
137,137,"Martin Kaymer",61,48.28,14,29,"SandSavesfrom1020yards",2013
137,137,"John Merrick",79,48.28,28,58,"SandSavesfrom1020yards",2013
139,139,"Graham DeLaet",94,48.21,27,56,"SandSavesfrom1020yards",2013
140,140,"Mark Wilson",56,47.92,23,48,"SandSavesfrom1020yards",2013
141,141,"Ken Duke",87,47.14,33,70,"SandSavesfrom1020yards",2013
142,142,"Tommy Gainey",84,47.06,32,68,"SandSavesfrom1020yards",2013
142,142,"Chez Reavie",72,47.06,32,68,"SandSavesfrom1020yards",2013
144,144,"Carl Pettersson",82,46.97,31,66,"SandSavesfrom1020yards",2013
145,145,"Bubba Watson",76,46.67,21,45,"SandSavesfrom1020yards",2013
146,146,"Nick Watney",88,46.55,27,58,"SandSavesfrom1020yards",2013
147,147,"Lucas Glover",65,46.15,18,39,"SandSavesfrom1020yards",2013
148,148,"DA Points",87,46.03,29,63,"SandSavesfrom1020yards",2013
149,149,"Jim Herman",59,45.95,17,37,"SandSavesfrom1020yards",2013
150,150,"Scott Brown",65,45.45,25,55,"SandSavesfrom1020yards",2013
150,150,"Steve LeBrun",66,45.45,20,44,"SandSavesfrom1020yards",2013
150,150,"Scott Piercy",78,45.45,30,66,"SandSavesfrom1020yards",2013
150,150,"Ted Potter Jr",65,45.45,20,44,"SandSavesfrom1020yards",2013
150,150,"Vaughn Taylor",50,45.45,15,33,"SandSavesfrom1020yards",2013
155,155,"Scott Gardiner",61,45.16,28,62,"SandSavesfrom1020yards",2013
156,156,"Johnson Wagner",64,45.1,23,51,"SandSavesfrom1020yards",2013
157,157,"Zach Johnson",84,45,18,40,"SandSavesfrom1020yards",2013
157,157,"Bo Van Pelt",72,45,27,60,"SandSavesfrom1020yards",2013
159,159,"DH Lee",65,44.9,22,49,"SandSavesfrom1020yards",2013
160,160,"JJ Henry",83,44.64,25,56,"SandSavesfrom1020yards",2013
161,161,"Justin Hicks",79,44.44,24,54,"SandSavesfrom1020yards",2013
162,162,"George McNeill",68,43.75,21,48,"SandSavesfrom1020yards",2013
163,163,"Gary Woodland",94,43.66,31,71,"SandSavesfrom1020yards",2013
164,164,"Derek Ernst",58,43.4,23,53,"SandSavesfrom1020yards",2013
165,165,"Aaron Watkins",46,43.33,13,30,"SandSavesfrom1020yards",2013
166,166,"Robert Streb",75,43.14,22,51,"SandSavesfrom1020yards",2013
167,167,"Ben Curtis",59,42.42,14,33,"SandSavesfrom1020yards",2013
167,167,"David Hearn",88,42.42,28,66,"SandSavesfrom1020yards",2013
169,169,"Marc Leishman",77,42,21,50,"SandSavesfrom1020yards",2013
170,170,"John Senden",79,41.94,26,62,"SandSavesfrom1020yards",2013
171,171,"Bobby Gates",49,40,20,50,"SandSavesfrom1020yards",2013
172,172,"Kyle Stanley",71,38.89,21,54,"SandSavesfrom1020yards",2013
173,173,"Eric Meierdierks",48,38.46,15,39,"SandSavesfrom1020yards",2013
174,174,"Robert Garrigus",69,37.78,17,45,"SandSavesfrom1020yards",2013
175,175,"Michael Bradley",56,37.5,12,32,"SandSavesfrom1020yards",2013
176,176,"Nicolas Colsaerts",50,35,14,40,"SandSavesfrom1020yards",2013
177,177,"Angel Cabrera",73,34.69,17,49,"SandSavesfrom1020yards",2013
178,178,"Andrew Svoboda",46,33.33,9,27,"SandSavesfrom1020yards",2013
179,179,"DJ Trahan",48,32,8,25,"SandSavesfrom1020yards",2013
180,180,"Will Claxton",67,28.95,11,38,"SandSavesfrom1020yards",2013
