"MissedFairwayPercentOther_RANKTHISWEEK_2014","MissedFairwayPercentOther_RANKLASTWEEK_2014","MissedFairwayPercentOther_PLAYERNAME_2014","MissedFairwayPercentOther_ROUNDS_2014","MissedFairwayPercentOther_Pct_2014","MissedFairwayPercentOther_TOTALMISSED_2014","MissedFairwayPercentOther_TOTALFWYS_2014","MissedFairwayPercentOther_RELATIVETOPAR_2014","stat_name","year"
60,60,"George McNeill",79,3.1,30,968,0.53,"MissedFairwayPercentOther",2014
61,61,"Chad Campbell",57,3.12,20,642,0.65,"MissedFairwayPercentOther",2014
61,61,"Ted Potter Jr",68,3.12,26,834,0.88,"MissedFairwayPercentOther",2014
61,61,"Patrick Reed",92,3.12,32,1027,0.53,"MissedFairwayPercentOther",2014
64,64,"Ben Curtis",77,3.16,28,885,0.79,"MissedFairwayPercentOther",2014
64,64,"Jim Herman",62,3.16,21,665,0.43,"MissedFairwayPercentOther",2014
66,66,"DH Lee",54,3.19,20,626,1.2,"MissedFairwayPercentOther",2014
67,67,"Jordan Spieth",102,3.2,35,1094,0.4,"MissedFairwayPercentOther",2014
68,68,"Davis Love III",74,3.25,28,862,0.54,"MissedFairwayPercentOther",2014
68,68,"Hideki Matsuyama",82,3.25,29,893,0.38,"MissedFairwayPercentOther",2014
68,68,"Kevin Tway",64,3.25,21,647,0.81,"MissedFairwayPercentOther",2014
71,71,"Jason Bohn",81,3.27,33,1010,0.64,"MissedFairwayPercentOther",2014
71,71,"John Peterson",62,3.27,25,764,0.76,"MissedFairwayPercentOther",2014
73,73,"Will Ma Kenzie",82,3.28,33,1006,0.24,"MissedFairwayPercentOther",2014
74,74,"Robert Allenby",83,3.32,32,965,0.44,"MissedFairwayPercentOther",2014
75,75,"Chris Kirk",105,3.34,40,1199,0.48,"MissedFairwayPercentOther",2014
76,76,"Stuart Appleby",92,3.35,39,1164,0.54,"MissedFairwayPercentOther",2014
76,76,"Kevin Streelman",79,3.35,28,836,0.43,"MissedFairwayPercentOther",2014
78,78,"Brandt Snedeker",89,3.39,31,914,0.58,"MissedFairwayPercentOther",2014
79,79,"Matt Jones",83,3.4,28,823,0.71,"MissedFairwayPercentOther",2014
79,79,"Brendan Steele",89,3.4,33,971,0.33,"MissedFairwayPercentOther",2014
81,81,"Webb Simpson",87,3.41,35,1026,0.54,"MissedFairwayPercentOther",2014
82,82,"Sergio Garcia",61,3.44,19,552,0.42,"MissedFairwayPercentOther",2014
83,83,"Ryan Palmer",85,3.45,32,928,0.28,"MissedFairwayPercentOther",2014
83,83,"YE Yang",79,3.45,29,841,0.76,"MissedFairwayPercentOther",2014
85,85,"Trevor Immelman",84,3.46,32,925,0.31,"MissedFairwayPercentOther",2014
86,86,"Graham DeLaet",80,3.5,31,885,0.77,"MissedFairwayPercentOther",2014
87,87,"Jhonattan Vegas",77,3.51,31,882,0.55,"MissedFairwayPercentOther",2014
88,88,"Briny Baird",50,3.53,22,624,0.77,"MissedFairwayPercentOther",2014
88,88,"Luke Guthrie",85,3.53,37,1048,0.73,"MissedFairwayPercentOther",2014
90,90,"KJ Choi",80,3.57,33,925,0.67,"MissedFairwayPercentOther",2014
91,91,"Adam Scott",68,3.58,28,783,0.18,"MissedFairwayPercentOther",2014
91,91,"Will Wilcox",51,3.58,20,559,0.75,"MissedFairwayPercentOther",2014
93,93,"Greg Chalmers",85,3.59,36,1003,0.75,"MissedFairwayPercentOther",2014
93,93,"Scott Stallings",77,3.59,31,863,0.68,"MissedFairwayPercentOther",2014
95,95,"Erik Compton",88,3.6,37,1029,0.7,"MissedFairwayPercentOther",2014
96,96,"Ricky Barnes",92,3.62,39,1077,0.59,"MissedFairwayPercentOther",2014
97,97,"Richard Lee",80,3.66,31,846,0.42,"MissedFairwayPercentOther",2014
97,97,"Ben Martin",80,3.66,32,875,0.63,"MissedFairwayPercentOther",2014
97,97,"Shawn Stefani",60,3.66,29,793,0.83,"MissedFairwayPercentOther",2014
100,100,"Josh Teater",90,3.67,38,1036,0.66,"MissedFairwayPercentOther",2014
101,101,"Lee Westwood",57,3.69,22,597,0.64,"MissedFairwayPercentOther",2014
102,102,"Vijay Singh",83,3.7,39,1053,0.64,"MissedFairwayPercentOther",2014
103,103,"Stewart Cink",91,3.73,37,991,0.51,"MissedFairwayPercentOther",2014
104,104,"Kevin Chappell",100,3.75,45,1199,0.58,"MissedFairwayPercentOther",2014
104,104,"Johnson Wagner",69,3.75,30,801,0.97,"MissedFairwayPercentOther",2014
106,106,"Brian Gay",81,3.77,33,875,0.64,"MissedFairwayPercentOther",2014
106,106,"Justin Rose",70,3.77,27,717,0.41,"MissedFairwayPercentOther",2014
106,106,"Charlie Wi",72,3.77,34,901,0.59,"MissedFairwayPercentOther",2014
109,109,"Brian Harman",111,3.78,53,1403,0.49,"MissedFairwayPercentOther",2014
110,110,"Luke Donald",57,3.8,23,606,0.52,"MissedFairwayPercentOther",2014
110,110,"Henrik Stenson",56,3.8,20,526,0.7,"MissedFairwayPercentOther",2014
112,112,"Michael Putnam",106,3.82,48,1255,0.52,"MissedFairwayPercentOther",2014
113,113,"Russell Henley",92,3.85,40,1040,0.55,"MissedFairwayPercentOther",2014
114,114,"Tommy Gainey",73,3.86,32,828,0.69,"MissedFairwayPercentOther",2014
114,114,"Louis Oosthuizen",50,3.86,16,415,0.44,"MissedFairwayPercentOther",2014
116,116,"Bubba Watson",76,3.87,30,776,0.63,"MissedFairwayPercentOther",2014
117,117,"Brice Garnett",92,3.89,42,1080,0.76,"MissedFairwayPercentOther",2014
118,118,"Brad Fritsch",50,3.9,21,539,0.71,"MissedFairwayPercentOther",2014
119,119,"Carl Pettersson",91,3.91,46,1175,0.54,"MissedFairwayPercentOther",2014
119,119,"Jim Renner",61,3.91,28,716,1,"MissedFairwayPercentOther",2014
121,121,"Kevin Kisner",85,3.93,38,966,0.63,"MissedFairwayPercentOther",2014
122,122,"Gary Woodland",93,3.96,40,1010,0.38,"MissedFairwayPercentOther",2014
123,123,"Andres Romero",81,3.97,39,982,0.62,"MissedFairwayPercentOther",2014
124,124,"Chris Stroud",88,4,40,1001,0.58,"MissedFairwayPercentOther",2014
125,125,"Chad Collins",78,4.04,34,842,0.79,"MissedFairwayPercentOther",2014
126,126,"Freddie Jacobson",91,4.05,45,1110,0.51,"MissedFairwayPercentOther",2014
127,127,"Jeff Overton",80,4.16,38,914,0.37,"MissedFairwayPercentOther",2014
128,128,"Bryce Molder",77,4.19,37,883,0.7,"MissedFairwayPercentOther",2014
128,128,"Bo Van Pelt",83,4.19,39,931,0.79,"MissedFairwayPercentOther",2014
130,130,"Bronson La Cassie",51,4.22,21,498,0.67,"MissedFairwayPercentOther",2014
131,131,"Marc Leishman",81,4.23,40,945,0.28,"MissedFairwayPercentOther",2014
132,132,"James Hahn",82,4.26,43,1010,0.53,"MissedFairwayPercentOther",2014
133,133,"Sean OHair",77,4.38,40,914,0.9,"MissedFairwayPercentOther",2014
134,134,"Camilo Villegas",95,4.41,51,1156,0.61,"MissedFairwayPercentOther",2014
135,135,"Wes Roach",67,4.45,31,696,1.1,"MissedFairwayPercentOther",2014
136,136,"Retief Goosen",94,4.47,48,1073,1.13,"MissedFairwayPercentOther",2014
136,136,"Geoff Ogilvy",84,4.47,45,1007,0.29,"MissedFairwayPercentOther",2014
138,138,"Jimmy Walker",98,4.49,45,1003,0.27,"MissedFairwayPercentOther",2014
139,139,"Tyrone Van Aswegen",79,4.51,40,886,0.93,"MissedFairwayPercentOther",2014
140,140,"Martin Laird",66,4.57,35,766,0.74,"MissedFairwayPercentOther",2014
141,141,"Troy Merritt",62,4.59,35,762,0.97,"MissedFairwayPercentOther",2014
142,142,"Martin Flores",85,4.6,43,934,0.49,"MissedFairwayPercentOther",2014
143,143,"Angel Cabrera",69,4.63,39,842,0.64,"MissedFairwayPercentOther",2014
144,144,"Kyle Stanley",87,4.64,46,991,0.85,"MissedFairwayPercentOther",2014
145,145,"Ernie Els",85,4.65,40,860,0.4,"MissedFairwayPercentOther",2014
145,145,"Troy Matteson",62,4.65,31,667,0.58,"MissedFairwayPercentOther",2014
147,147,"Chesson Hadley",84,4.67,46,984,0.67,"MissedFairwayPercentOther",2014
147,147,"John Rollins",84,4.67,43,920,0.81,"MissedFairwayPercentOther",2014
149,149,"Harris English",95,4.72,48,1018,0.5,"MissedFairwayPercentOther",2014
149,149,"Rickie Fowler",91,4.72,40,847,0.63,"MissedFairwayPercentOther",2014
151,151,"Charlie Beljan",76,4.76,44,924,0.77,"MissedFairwayPercentOther",2014
152,152,"Lucas Glover",68,4.78,31,649,0.71,"MissedFairwayPercentOther",2014
152,152,"Phil Mickelson",71,4.78,33,690,0.21,"MissedFairwayPercentOther",2014
154,154,"Pat Perez",84,4.81,50,1039,0.62,"MissedFairwayPercentOther",2014
155,155,"Charles Howell III",106,4.82,63,1308,0.32,"MissedFairwayPercentOther",2014
156,156,"Matt Every",85,4.85,43,887,0.7,"MissedFairwayPercentOther",2014
157,157,"Gonzalo Fdez Castano",83,4.91,47,958,0.57,"MissedFairwayPercentOther",2014
158,158,"Michael Thompson",74,4.95,41,829,0.68,"MissedFairwayPercentOther",2014
159,159,"Seung Yul Noh",92,5.05,52,1029,0.48,"MissedFairwayPercentOther",2014
160,160,"Dustin Johnson",58,5.06,29,573,0.62,"MissedFairwayPercentOther",2014
161,161,"JB Holmes",86,5.08,53,1044,0.42,"MissedFairwayPercentOther",2014
162,162,"Morgan Hoffmann",103,5.11,63,1232,0.63,"MissedFairwayPercentOther",2014
163,163,"Ryo Ishikawa",75,5.2,44,846,0.75,"MissedFairwayPercentOther",2014
164,164,"Charley Hoffman",93,5.25,55,1048,0.49,"MissedFairwayPercentOther",2014
165,165,"James Driscoll",71,5.29,42,794,0.64,"MissedFairwayPercentOther",2014
166,166,"Jason Kokrak",65,5.51,46,835,0.52,"MissedFairwayPercentOther",2014
167,167,"Brooks Koepka",56,5.52,32,580,0.28,"MissedFairwayPercentOther",2014
168,168,"Robert Garrigus",80,5.58,56,1004,0.46,"MissedFairwayPercentOther",2014
169,169,"Andrew Loupe",65,5.74,39,679,0.46,"MissedFairwayPercentOther",2014
170,170,"Bud Cauley",56,5.8,37,638,0.7,"MissedFairwayPercentOther",2014
171,171,"Rory Sabbatini",82,5.92,53,896,0.77,"MissedFairwayPercentOther",2014
172,172,"Martin Kaymer",65,5.99,40,668,0.28,"MissedFairwayPercentOther",2014
173,173,"Jonas Blixt",64,6.24,37,593,0.41,"MissedFairwayPercentOther",2014
174,174,"Aaron Baddeley",74,6.27,50,797,0.56,"MissedFairwayPercentOther",2014
175,175,"Steven Bowditch",93,6.33,68,1074,0.6,"MissedFairwayPercentOther",2014
176,176,"Jamie Lovemark",64,6.34,41,647,0.56,"MissedFairwayPercentOther",2014
176,176,"Mike Weir",69,6.34,46,726,0.72,"MissedFairwayPercentOther",2014
