"HangTime_RANKTHISWEEK_2014","HangTime_RANKLASTWEEK_2014","HangTime_PLAYERNAME_2014","HangTime_ROUNDS_2014","HangTime_AVG_2014","HangTime_TOTALACTUALHANGTIME_2014","HangTime_TOTALATTEMPTS_2014","HangTime_LONGESTACTHANGTIME_2014","HangTime_SHORTESTACTHANGTIME_2014","stat_name","year"
10,10,"Bubba Watson",76,6.6,309.5,47,7.9,4.7,"HangTime",2014
10,10,"Mark Wilson",69,6.6,393.5,60,7.4,4.1,"HangTime",2014
25,25,"Charlie Beljan",76,6.5,456.1,70,7.8,4.6,"HangTime",2014
25,25,"Keegan Bradley",89,6.5,416.1,64,7.7,2.8,"HangTime",2014
25,25,"Jonathan Byrd",76,6.5,419.9,65,7.6,1.6,"HangTime",2014
25,25,"Paul Casey",56,6.5,277.6,43,7.5,4.5,"HangTime",2014
25,25,"Stewart Cink",91,6.5,434.2,67,7.9,3.9,"HangTime",2014
25,25,"Robert Garrigus",80,6.5,433.5,67,7.6,3,"HangTime",2014
25,25,"Luke Guthrie",85,6.5,533.3,82,7.5,4.8,"HangTime",2014
25,25,"Billy Horschel",92,6.5,449.5,69,7.6,4.5,"HangTime",2014
25,25,"Danny Lee",84,6.5,409.2,63,7.7,4.3,"HangTime",2014
25,25,"Richard Lee",80,6.5,437.3,67,7.7,3.9,"HangTime",2014
25,25,"Davis Love III",74,6.5,342.1,53,7.2,4.9,"HangTime",2014
25,25,"Hideki Matsuyama",82,6.5,421.3,65,7.5,5.4,"HangTime",2014
25,25,"John Rollins",84,6.5,409.7,63,7.8,2.6,"HangTime",2014
25,25,"Kevin Streelman",79,6.5,429.6,66,7.6,3.9,"HangTime",2014
25,25,"Nicholas Thompson",85,6.5,443.1,68,7.5,3.4,"HangTime",2014
25,25,"Kevin Tway",64,6.5,306.3,47,7.5,4.7,"HangTime",2014
25,25,"Jhonattan Vegas",77,6.5,426.6,66,7.9,2.6,"HangTime",2014
25,25,"Jimmy Walker",98,6.5,429.1,66,7.5,3.5,"HangTime",2014
25,25,"Gary Woodland",93,6.5,417.1,64,7.7,4.6,"HangTime",2014
44,44,"Aaron Baddeley",74,6.4,363.1,57,7.3,3.6,"HangTime",2014
44,44,"Briny Baird",50,6.4,244.3,38,7.8,5.2,"HangTime",2014
44,44,"Roberto Castro",76,6.4,379.6,59,7.5,4,"HangTime",2014
44,44,"Kevin Chappell",100,6.4,568.1,89,7.6,2.9,"HangTime",2014
44,44,"Ben Crane",81,6.4,518.4,81,7.2,5,"HangTime",2014
44,44,"Harris English",95,6.4,405.9,63,7.8,2.9,"HangTime",2014
44,44,"Russell Henley",92,6.4,495.4,77,7.7,4.5,"HangTime",2014
44,44,"Kevin Kisner",85,6.4,469.1,73,7.6,4.8,"HangTime",2014
44,44,"Ben Martin",80,6.4,379.9,59,7.4,5.2,"HangTime",2014
44,44,"Troy Merritt",62,6.4,379.6,59,7.3,5.3,"HangTime",2014
44,44,"Phil Mickelson",71,6.4,299,47,7.2,4.6,"HangTime",2014
44,44,"Sean OHair",77,6.4,369.8,58,7.8,3.8,"HangTime",2014
44,44,"Patrick Reed",92,6.4,425.7,67,7.4,3.8,"HangTime",2014
44,44,"Webb Simpson",87,6.4,450.9,71,7.6,4.3,"HangTime",2014
44,44,"Scott Stallings",77,6.4,395.8,62,7.7,4.1,"HangTime",2014
44,44,"Brendan Steele",89,6.4,463.5,72,7.6,4.2,"HangTime",2014
44,44,"Shawn Stefani",60,6.4,358.1,56,8.1,1.9,"HangTime",2014
44,44,"Henrik Stenson",56,6.4,173.7,27,7.3,5.3,"HangTime",2014
44,44,"Cameron Tringale",111,6.4,637.8,100,7.3,4.9,"HangTime",2014
44,44,"Johnson Wagner",69,6.4,363.1,57,7.4,4.8,"HangTime",2014
44,44,"Lee Westwood",57,6.4,270.4,42,7.6,4,"HangTime",2014
65,65,"Jonas Blixt",64,6.3,233.7,37,7.3,4.3,"HangTime",2014
65,65,"Chad Campbell",57,6.3,290.5,46,7.5,5.5,"HangTime",2014
65,65,"Ben Curtis",77,6.3,408.5,65,7.3,4.8,"HangTime",2014
65,65,"Brian Davis",93,6.3,545,86,7.4,2.7,"HangTime",2014
65,65,"Matt Every",85,6.3,415.6,66,7.5,3.7,"HangTime",2014
65,65,"Gonzalo Fdez Castano",83,6.3,440.8,70,7.6,2.5,"HangTime",2014
65,65,"Sergio Garcia",61,6.3,215.1,34,7.7,2.9,"HangTime",2014
65,65,"Brice Garnett",92,6.3,489.2,78,7.3,3.5,"HangTime",2014
65,65,"Retief Goosen",94,6.3,538.6,86,7.5,4.2,"HangTime",2014
65,65,"David Hearn",97,6.3,544.6,86,7.2,3.7,"HangTime",2014
65,65,"Morgan Hoffmann",103,6.3,545.9,86,7.5,4,"HangTime",2014
65,65,"Charles Howell III",106,6.3,599.1,95,7.6,5,"HangTime",2014
65,65,"John Huh",87,6.3,442.3,70,7.5,4.2,"HangTime",2014
65,65,"Dustin Johnson",58,6.3,243.9,39,7.7,4.8,"HangTime",2014
65,65,"Matt Jones",83,6.3,436.6,69,7.5,3.8,"HangTime",2014
65,65,"Bronson La Cassie",51,6.3,246.8,39,7.1,4.6,"HangTime",2014
65,65,"David Lingmerth",80,6.3,450.3,71,7.7,0.9,"HangTime",2014
65,65,"Troy Matteson",62,6.3,291,46,7.6,3.5,"HangTime",2014
65,65,"Rory McIlroy",66,6.3,285.7,45,7.8,4.8,"HangTime",2014
65,65,"Kevin Na",94,6.3,529.5,84,7.5,4.2,"HangTime",2014
65,65,"Pat Perez",84,6.3,462.1,73,7.3,3.2,"HangTime",2014
65,65,"John Peterson",62,6.3,371,59,7.3,2.5,"HangTime",2014
65,65,"DA Points",75,6.3,313.4,50,7.3,2.8,"HangTime",2014
65,65,"Michael Putnam",106,6.3,532.9,84,7.4,4.4,"HangTime",2014
65,65,"Jim Renner",61,6.3,306.8,49,7.6,4.8,"HangTime",2014
65,65,"Brandt Snedeker",89,6.3,421.4,67,7.2,1.5,"HangTime",2014
65,65,"Andrew Svoboda",77,6.3,457,73,7.1,4,"HangTime",2014
65,65,"Michael Thompson",74,6.3,337.6,54,7.6,0.9,"HangTime",2014
65,65,"David Toms",64,6.3,339.1,54,7.2,4.2,"HangTime",2014
65,65,"Tyrone Van Aswegen",79,6.3,284.5,45,7.8,4.2,"HangTime",2014
65,65,"Will Wilcox",51,6.3,245.4,39,7.6,4.3,"HangTime",2014
96,96,"Jason Bohn",81,6.2,506.8,82,7.2,3.8,"HangTime",2014
96,96,"Jason Day",54,6.2,167.3,27,7.2,4.1,"HangTime",2014
96,96,"Ernie Els",85,6.2,395.7,64,7.5,4.6,"HangTime",2014
96,96,"Tommy Gainey",73,6.2,361.5,58,7.1,4.4,"HangTime",2014
96,96,"Justin Hicks",103,6.2,580.9,94,7.1,4,"HangTime",2014
96,96,"Billy Hurley III",86,6.2,473.1,76,7.3,4.1,"HangTime",2014
96,96,"Zach Johnson",97,6.2,540.9,87,7.2,1.5,"HangTime",2014
96,96,"Chris Kirk",105,6.2,523.4,84,7,3.2,"HangTime",2014
96,96,"Jason Kokrak",65,6.2,361.6,58,7.5,4,"HangTime",2014
96,96,"Martin Laird",66,6.2,279.1,45,7.6,4.6,"HangTime",2014
96,96,"Graeme McDowell",66,6.2,305.5,49,7.3,2.4,"HangTime",2014
96,96,"Seung Yul Noh",92,6.2,458.8,74,7.6,2.8,"HangTime",2014
96,96,"Louis Oosthuizen",50,6.2,168.5,27,7.7,5,"HangTime",2014
96,96,"Carl Pettersson",91,6.2,547.6,88,7.5,4.8,"HangTime",2014
96,96,"Ian Poulter",57,6.2,255.8,41,7.2,4.8,"HangTime",2014
96,96,"Justin Rose",70,6.2,329.6,53,7.3,3.4,"HangTime",2014
96,96,"Charl Schwartzel",64,6.2,324.2,52,7.4,2.9,"HangTime",2014
96,96,"Vijay Singh",83,6.2,457.5,74,7.3,2.5,"HangTime",2014
96,96,"Heath Slocum",71,6.2,383.1,62,7.1,5,"HangTime",2014
96,96,"Kevin Stadler",90,6.2,412.9,67,7.1,3.6,"HangTime",2014
96,96,"Brian Stuard",91,6.2,501.4,81,7.3,4.1,"HangTime",2014
96,96,"Bo Van Pelt",83,6.2,431.3,70,7.2,2.1,"HangTime",2014
96,96,"Nick Watney",80,6.2,323.6,52,7.4,3.7,"HangTime",2014
119,119,"Sangmoon Bae",76,6.1,385.5,63,7.1,4.3,"HangTime",2014
119,119,"Steven Bowditch",93,6.1,480.6,79,7.1,3.1,"HangTime",2014
119,119,"Scott Brown",100,6.1,509.3,83,7.2,4.5,"HangTime",2014
119,119,"Erik Compton",88,6.1,495.9,81,7.4,3.3,"HangTime",2014
119,119,"Brendon de Jonge",109,6.1,559.3,91,7.5,2.6,"HangTime",2014
119,119,"Martin Flores",85,6.1,428.2,70,7.3,3.7,"HangTime",2014
119,119,"Brad Fritsch",50,6.1,214.4,35,7.1,2.6,"HangTime",2014
119,119,"Lucas Glover",68,6.1,294.3,48,7.4,3.4,"HangTime",2014
119,119,"Jim Herman",62,6.1,286,47,7.4,3.5,"HangTime",2014
119,119,"Martin Kaymer",65,6.1,306.5,50,7.3,1,"HangTime",2014
119,119,"Jeff Maggert",54,6.1,267.9,44,7.1,4.6,"HangTime",2014
119,119,"William McGirt",96,6.1,557.5,92,7,3.5,"HangTime",2014
119,119,"George McNeill",79,6.1,414.1,68,7.1,4.2,"HangTime",2014
119,119,"Bryce Molder",77,6.1,381.7,63,6.9,3.6,"HangTime",2014
119,119,"Ryan Moore",86,6.1,408.2,67,7.4,0.8,"HangTime",2014
119,119,"Ted Potter Jr",68,6.1,365.1,60,7,4.4,"HangTime",2014
119,119,"Wes Roach",67,6.1,312.6,51,7.8,4.4,"HangTime",2014
119,119,"John Senden",99,6.1,537.8,88,7.2,2.8,"HangTime",2014
119,119,"Robert Streb",75,6.1,404.4,66,7.4,3.9,"HangTime",2014
119,119,"Daniel Summerhays",98,6.1,576.5,95,7.3,1.9,"HangTime",2014
119,119,"Charlie Wi",72,6.1,399.1,65,7.2,3.7,"HangTime",2014
119,119,"Tim Wilkinson",86,6.1,472.3,77,7,3.9,"HangTime",2014
141,141,"Robert Allenby",83,6,365.2,61,7,3.6,"HangTime",2014
141,141,"Woody Austin",63,6,329.3,55,7,4.7,"HangTime",2014
141,141,"Jim Furyk",84,6,430.4,72,7.2,2,"HangTime",2014
141,141,"Brian Gay",81,6,383.8,64,7.1,3.9,"HangTime",2014
141,141,"Chesson Hadley",84,6,475.7,79,7,4,"HangTime",2014
141,141,"Brian Harman",111,6,616.7,103,7,3.8,"HangTime",2014
141,141,"Matt Kuchar",91,6,458.5,76,6.9,4.5,"HangTime",2014
141,141,"DH Lee",54,6,271.6,45,7.1,3.7,"HangTime",2014
141,141,"Jeff Overton",80,6,406.7,68,7.1,3.5,"HangTime",2014
141,141,"Adam Scott",68,6,316.6,53,7.3,3,"HangTime",2014
141,141,"Jordan Spieth",102,6,506.3,84,7.3,3.8,"HangTime",2014
141,141,"Chris Stroud",88,6,435.5,72,7.1,3.8,"HangTime",2014
141,141,"Brendon Todd",108,6,513.9,86,7.1,3.3,"HangTime",2014
154,154,"James Driscoll",71,5.9,289.9,49,7,1.2,"HangTime",2014
154,154,"Andres Romero",81,5.9,343,58,8,3,"HangTime",2014
154,154,"Rory Sabbatini",82,5.9,390.2,66,7.1,3.6,"HangTime",2014
154,154,"Boo Weekley",73,5.9,307.4,52,6.8,3.3,"HangTime",2014
158,158,"Stuart Appleby",92,5.8,506.9,88,7.1,1.9,"HangTime",2014
158,158,"Greg Chalmers",85,5.8,443.7,76,7.1,2.5,"HangTime",2014
158,158,"KJ Choi",80,5.8,391.7,67,6.7,2.4,"HangTime",2014
158,158,"Tim Clark",75,5.8,357,62,7.4,3.6,"HangTime",2014
158,158,"Chad Collins",78,5.8,316.5,55,6.9,2.9,"HangTime",2014
158,158,"Jerry Kelly",80,5.8,401.5,69,6.9,3.2,"HangTime",2014
158,158,"John Merrick",87,5.8,403.1,69,7,3.3,"HangTime",2014
158,158,"Camilo Villegas",95,5.8,535.9,92,6.9,3.1,"HangTime",2014
166,166,"Ken Duke",80,5.7,321.4,56,7.2,3.9,"HangTime",2014
166,166,"Freddie Jacobson",91,5.7,386.3,68,7,3.4,"HangTime",2014
166,166,"Russell Knox",92,5.7,521.3,91,6.7,2,"HangTime",2014
166,166,"Justin Leonard",75,5.7,370.5,65,6.5,2.5,"HangTime",2014
166,166,"Spencer Levin",59,5.7,278.8,49,6.6,2.7,"HangTime",2014
166,166,"Mike Weir",69,5.7,297,52,6.8,3.8,"HangTime",2014
172,172,"Ricky Barnes",92,5.6,429,76,7.1,2.9,"HangTime",2014
172,172,"Jason Dufner",57,5.6,224.7,40,6.8,3.5,"HangTime",2014
172,172,"Trevor Immelman",84,5.6,353.3,63,7,1.2,"HangTime",2014
172,172,"Ryo Ishikawa",75,5.6,315.3,56,6.9,0.8,"HangTime",2014
176,176,"Scott Langley",95,5.5,432.9,79,6.6,3.6,"HangTime",2014
176,176,"YE Yang",79,5.5,330.3,60,6.8,1.9,"HangTime",2014
