"GoingfortheGreen_RANKTHISWEEK_2011","GoingfortheGreen_RANKLASTWEEK_2011","GoingfortheGreen_PLAYERNAME_2011","GoingfortheGreen_ROUNDS_2011","GoingfortheGreen_Pct_2011","GoingfortheGreen_ATTEMPTS_2011","GoingfortheGreen_NONATTEMPTS_2011","GoingfortheGreen_RTPGOINGFORTHEGREEN_2011","GoingfortheGreen_RTPNOTGOINGFORTHEGRN_2011","stat_name","year"
1,1,"Bubba Watson",85,74.04,174,61,-121,2,"GoingfortheGreen",2011
2,2,"Robert Garrigus",83,72.69,197,74,-107,5,"GoingfortheGreen",2011
3,3,"Boo Weekley",66,71.14,143,58,-76,4,"GoingfortheGreen",2011
4,4,"Jhonattan Vegas",84,70.66,183,76,-101,4,"GoingfortheGreen",2011
5,5,"Chris Couch",73,70.59,168,70,-102,-2,"GoingfortheGreen",2011
6,6,"Sergio Garcia",61,69.87,109,47,-62,3,"GoingfortheGreen",2011
7,7,"Gary Woodland",93,69.84,176,76,-106,23,"GoingfortheGreen",2011
8,8,"Dustin Johnson",72,69.52,146,64,-94,11,"GoingfortheGreen",2011
9,9,"Charley Hoffman",93,69.1,208,93,-126,13,"GoingfortheGreen",2011
10,10,"Aaron Baddeley",77,68.3,153,71,-91,-6,"GoingfortheGreen",2011
11,11,"Angel Cabrera",50,68,85,40,-49,-4,"GoingfortheGreen",2011
12,12,"Nick Watney",80,67.86,152,72,-91,-4,"GoingfortheGreen",2011
13,13,"Adam Scott",60,67.08,108,53,-71,1,"GoingfortheGreen",2011
14,14,"Scott Piercy",78,66.95,158,78,-77,0,"GoingfortheGreen",2011
15,15,"JB Holmes",57,66.32,126,64,-76,-8,"GoingfortheGreen",2011
16,16,"Steven Bowditch",86,66.31,185,94,-109,-3,"GoingfortheGreen",2011
17,17,"Bo Van Pelt",92,66.14,168,86,-92,-11,"GoingfortheGreen",2011
18,18,"Bill Haas",93,65.17,174,93,-98,-8,"GoingfortheGreen",2011
19,19,"Tag Ridings",87,65.1,166,89,-86,9,"GoingfortheGreen",2011
20,20,"DJ Trahan",91,64.85,190,103,-104,5,"GoingfortheGreen",2011
21,21,"Kyle Stanley",98,64.69,185,101,-114,-6,"GoingfortheGreen",2011
22,22,"Phil Mickelson",79,64.6,146,80,-99,0,"GoingfortheGreen",2011
23,23,"Jason Day",76,63.98,135,76,-83,3,"GoingfortheGreen",2011
24,24,"Martin Laird",77,63.93,156,88,-90,-5,"GoingfortheGreen",2011
25,25,"Jeff Overton",92,63.71,165,94,-83,-6,"GoingfortheGreen",2011
26,26,"Webb Simpson",98,62.12,182,111,-126,-24,"GoingfortheGreen",2011
27,27,"Andres Romero",77,61.85,154,95,-99,11,"GoingfortheGreen",2011
28,28,"Josh Teater",104,61.66,201,125,-129,1,"GoingfortheGreen",2011
29,29,"John Senden",94,61.33,184,116,-99,2,"GoingfortheGreen",2011
30,30,"Ryan Palmer",82,60.83,146,94,-76,2,"GoingfortheGreen",2011
31,31,"Jonathan Byrd",83,60.23,159,105,-104,-11,"GoingfortheGreen",2011
32,32,"Ryan Moore",79,60.18,136,90,-59,-9,"GoingfortheGreen",2011
33,33,"Kevin Chappell",78,60,135,90,-72,9,"GoingfortheGreen",2011
33,33,"Tom Gillis",55,60,93,62,-38,-4,"GoingfortheGreen",2011
33,33,"Rod Pampling",72,60,120,80,-64,-3,"GoingfortheGreen",2011
36,36,"Joseph Bramlett",73,59.91,130,87,-63,2,"GoingfortheGreen",2011
37,37,"Will Strickler",51,59.86,88,59,-52,9,"GoingfortheGreen",2011
38,38,"Cameron Tringale",110,59.3,204,140,-102,-5,"GoingfortheGreen",2011
39,39,"Robert Allenby",84,59.13,149,103,-64,-9,"GoingfortheGreen",2011
40,40,"Scott McCarron",65,58.89,106,74,-54,5,"GoingfortheGreen",2011
41,41,"Charl Schwartzel",58,58.62,85,60,-45,3,"GoingfortheGreen",2011
42,42,"Bobby Gates",82,58.61,143,101,-79,5,"GoingfortheGreen",2011
43,43,"Robert Karlsson",61,57.93,95,69,-56,-3,"GoingfortheGreen",2011
44,44,"James Driscoll",71,57.89,132,96,-71,3,"GoingfortheGreen",2011
45,45,"Kevin Stadler",88,57.45,158,117,-67,1,"GoingfortheGreen",2011
46,46,"Keegan Bradley",91,57.14,152,114,-82,1,"GoingfortheGreen",2011
46,46,"Troy Matteson",91,57.14,172,129,-80,3,"GoingfortheGreen",2011
46,46,"Rory Sabbatini",85,57.14,128,96,-74,-11,"GoingfortheGreen",2011
49,49,"Sung Kang",63,57.06,101,76,-53,-7,"GoingfortheGreen",2011
50,50,"Justin Rose",79,57.02,138,104,-88,-7,"GoingfortheGreen",2011
51,51,"Anthony Kim",72,57.01,122,92,-68,-3,"GoingfortheGreen",2011
52,52,"Marc Leishman",87,56.75,164,125,-94,7,"GoingfortheGreen",2011
52,52,"Hunter Mahan",92,56.75,164,125,-98,-25,"GoingfortheGreen",2011
54,54,"George McNeill",69,56.72,114,87,-75,4,"GoingfortheGreen",2011
55,55,"John Rollins",85,56.51,152,117,-88,-2,"GoingfortheGreen",2011
56,56,"Tommy Gainey",104,56.25,180,140,-83,-1,"GoingfortheGreen",2011
