"Last15EventsPutting_RANKTHISWEEK_2011","Last15EventsPutting_RANKLASTWEEK_2011","Last15EventsPutting_PLAYERNAME_2011","Last15EventsPutting_EVENTS_2011","Last15EventsPutting_RATING_2011","stat_name","year"
1,1,"Jordan Spieth",1,9.5,"Last15EventsPutting",2011
2,2,"Chris Baryla",1,9.2,"Last15EventsPutting",2011
2,2,"Shigeki Maruyama",1,9.2,"Last15EventsPutting",2011
4,4,"Todd Fischer",1,9,"Last15EventsPutting",2011
5,5,"Anthony Paolucci",1,8.8,"Last15EventsPutting",2011
5,5,"Patrick Reed",1,8.8,"Last15EventsPutting",2011
7,7,"Jesper Parnevik",3,8.7,"Last15EventsPutting",2011
7,7,"Chris Tidland",1,8.7,"Last15EventsPutting",2011
9,9,"Mathias Gronberg",1,8.6,"Last15EventsPutting",2011
9,9,"Matt Jones",3,8.6,"Last15EventsPutting",2011
9,9,"Peter Lonard",2,8.6,"Last15EventsPutting",2011
9,9,"Bryce Molder",9,8.6,"Last15EventsPutting",2011
9,9,"Kevin Na",8,8.6,"Last15EventsPutting",2011
14,14,"Steven Bowditch",6,8.5,"Last15EventsPutting",2011
14,14,"Greg Chalmers",8,8.5,"Last15EventsPutting",2011
14,14,"Brad Faxon",1,8.5,"Last15EventsPutting",2011
14,14,"Jose Maria Olazabal",1,8.5,"Last15EventsPutting",2011
14,14,"Andres Romero",10,8.5,"Last15EventsPutting",2011
14,14,"Willie Wood",1,8.5,"Last15EventsPutting",2011
20,20,"Jeff Klauk",3,8.4,"Last15EventsPutting",2011
20,20,"Michael Letzig",5,8.4,"Last15EventsPutting",2011
20,20,"WC Liang",2,8.4,"Last15EventsPutting",2011
20,20,"Steve Stricker",7,8.4,"Last15EventsPutting",2011
24,24,"Daniel Chopra",2,8.3,"Last15EventsPutting",2011
24,24,"Luke Donald",10,8.3,"Last15EventsPutting",2011
24,24,"Richard Green",1,8.3,"Last15EventsPutting",2011
24,24,"Morgan Hoffmann",2,8.3,"Last15EventsPutting",2011
24,24,"Freddie Jacobson",9,8.3,"Last15EventsPutting",2011
24,24,"Joe Ogilvie",7,8.3,"Last15EventsPutting",2011
24,24,"Nate Smith",3,8.3,"Last15EventsPutting",2011
24,24,"Michael Thompson",9,8.3,"Last15EventsPutting",2011
24,24,"Charlie Wi",9,8.3,"Last15EventsPutting",2011
33,33,"Aaron Baddeley",9,8.2,"Last15EventsPutting",2011
33,33,"Marcus Fraser",1,8.2,"Last15EventsPutting",2011
33,33,"Zach Johnson",7,8.2,"Last15EventsPutting",2011
33,33,"Chris Kirk",7,8.2,"Last15EventsPutting",2011
33,33,"Matt Kuchar",7,8.2,"Last15EventsPutting",2011
33,33,"John Mallinger",5,8.2,"Last15EventsPutting",2011
33,33,"George McNeill",8,8.2,"Last15EventsPutting",2011
33,33,"Garth Mulroy",1,8.2,"Last15EventsPutting",2011
33,33,"Alexander Noren",2,8.2,"Last15EventsPutting",2011
33,33,"Tom Pernice Jr",7,8.2,"Last15EventsPutting",2011
33,33,"Webb Simpson",9,8.2,"Last15EventsPutting",2011
33,33,"Dean Wilson",7,8.2,"Last15EventsPutting",2011
45,45,"Blake Adams",11,8.1,"Last15EventsPutting",2011
45,45,"Stephen Ames",7,8.1,"Last15EventsPutting",2011
45,45,"DJ Brigman",6,8.1,"Last15EventsPutting",2011
45,45,"Tom Byrum",1,8.1,"Last15EventsPutting",2011
45,45,"Angel Cabrera",4,8.1,"Last15EventsPutting",2011
45,45,"Chris Couch",10,8.1,"Last15EventsPutting",2011
45,45,"Brian Davis",9,8.1,"Last15EventsPutting",2011
45,45,"Steve Flesch",10,8.1,"Last15EventsPutting",2011
45,45,"Rickie Fowler",7,8.1,"Last15EventsPutting",2011
45,45,"Scott Gordon",1,8.1,"Last15EventsPutting",2011
45,45,"Ryuji Imada",7,8.1,"Last15EventsPutting",2011
45,45,"Jamie Lovemark",1,8.1,"Last15EventsPutting",2011
45,45,"Matteo Manassero",3,8.1,"Last15EventsPutting",2011
45,45,"Scott McCarron",5,8.1,"Last15EventsPutting",2011
45,45,"Nick OHern",8,8.1,"Last15EventsPutting",2011
45,45,"Corey Pavin",4,8.1,"Last15EventsPutting",2011
45,45,"Carl Pettersson",11,8.1,"Last15EventsPutting",2011
45,45,"Ted Purdy",2,8.1,"Last15EventsPutting",2011
45,45,"Brett Quigley",4,8.1,"Last15EventsPutting",2011
45,45,"Jeff Quinney",6,8.1,"Last15EventsPutting",2011
45,45,"Sam Saunders",3,8.1,"Last15EventsPutting",2011
45,45,"Brandt Snedeker",8,8.1,"Last15EventsPutting",2011
45,45,"Henrik Stenson",5,8.1,"Last15EventsPutting",2011
45,45,"Kevin Streelman",9,8.1,"Last15EventsPutting",2011
69,69,"Shane Bertsch",9,8,"Last15EventsPutting",2011
69,69,"Bud Cauley",6,8,"Last15EventsPutting",2011
69,69,"Brendon de Jonge",7,8,"Last15EventsPutting",2011
69,69,"Chris DiMarco",7,8,"Last15EventsPutting",2011
69,69,"David Duval",3,8,"Last15EventsPutting",2011
69,69,"Brad Fritsch",1,8,"Last15EventsPutting",2011
69,69,"Tommy Gainey",6,8,"Last15EventsPutting",2011
69,69,"Brian Gay",7,8,"Last15EventsPutting",2011
69,69,"Nathan Green",7,8,"Last15EventsPutting",2011
69,69,"Padraig Harrington",8,8,"Last15EventsPutting",2011
69,69,"Billy Horschel",7,8,"Last15EventsPutting",2011
69,69,"Lee Janzen",9,8,"Last15EventsPutting",2011
69,69,"Sung Kang",6,8,"Last15EventsPutting",2011
69,69,"Robert Karlsson",7,8,"Last15EventsPutting",2011
69,69,"Martin Kaymer",5,8,"Last15EventsPutting",2011
69,69,"Frank Lickliter II",7,8,"Last15EventsPutting",2011
69,69,"Matt McQuillan",6,8,"Last15EventsPutting",2011
69,69,"Ryan Moore",9,8,"Last15EventsPutting",2011
69,69,"Seung Yul Noh",1,8,"Last15EventsPutting",2011
69,69,"Geoff Ogilvy",8,8,"Last15EventsPutting",2011
69,69,"Pat Perez",10,8,"Last15EventsPutting",2011
69,69,"Dicky Pride",5,8,"Last15EventsPutting",2011
69,69,"Chez Reavie",9,8,"Last15EventsPutting",2011
69,69,"Mike Small",1,8,"Last15EventsPutting",2011
69,69,"Paul Stankowski",11,8,"Last15EventsPutting",2011
69,69,"Andre Stolz",2,8,"Last15EventsPutting",2011
69,69,"Will Strickler",6,8,"Last15EventsPutting",2011
69,69,"Roland Thatcher",5,8,"Last15EventsPutting",2011
69,69,"David Toms",7,8,"Last15EventsPutting",2011
69,69,"Nick Watney",9,8,"Last15EventsPutting",2011
69,69,"Mike Weir",2,8,"Last15EventsPutting",2011
100,100,"Michael Allen",3,7.9,"Last15EventsPutting",2011
100,100,"Jason Bohn",10,7.9,"Last15EventsPutting",2011
100,100,"Mark Brooks",2,7.9,"Last15EventsPutting",2011
100,100,"SSP Chawrasia",1,7.9,"Last15EventsPutting",2011
100,100,"Robert Damron",2,7.9,"Last15EventsPutting",2011
100,100,"Jason Day",9,7.9,"Last15EventsPutting",2011
100,100,"Bob Estes",5,7.9,"Last15EventsPutting",2011
100,100,"Mathew Goggin",1,7.9,"Last15EventsPutting",2011
100,100,"Retief Goosen",8,7.9,"Last15EventsPutting",2011
100,100,"Paul Goydos",8,7.9,"Last15EventsPutting",2011
100,100,"Richard Johnson",6,7.9,"Last15EventsPutting",2011
100,100,"Skip Kendall",4,7.9,"Last15EventsPutting",2011
100,100,"Bio Kim",5,7.9,"Last15EventsPutting",2011
100,100,"Kevin Kisner",8,7.9,"Last15EventsPutting",2011
100,100,"Derek Lamely",5,7.9,"Last15EventsPutting",2011
100,100,"Steve Marino",7,7.9,"Last15EventsPutting",2011
100,100,"David Mathis",9,7.9,"Last15EventsPutting",2011
100,100,"William McGirt",10,7.9,"Last15EventsPutting",2011
100,100,"Tim Petrovic",8,7.9,"Last15EventsPutting",2011
100,100,"Michael Putnam",6,7.9,"Last15EventsPutting",2011
100,100,"Justin Rose",7,7.9,"Last15EventsPutting",2011
100,100,"Vaughn Taylor",8,7.9,"Last15EventsPutting",2011
100,100,"Garrett Willis",8,7.9,"Last15EventsPutting",2011
123,123,"Arjun Atwal",7,7.8,"Last15EventsPutting",2011
123,123,"Notah Begay III",1,7.8,"Last15EventsPutting",2011
123,123,"Jonathan Byrd",6,7.8,"Last15EventsPutting",2011
123,123,"Tim Clark",3,7.8,"Last15EventsPutting",2011
123,123,"Ben Crane",6,7.8,"Last15EventsPutting",2011
123,123,"James Driscoll",7,7.8,"Last15EventsPutting",2011
123,123,"Steve Elkington",6,7.8,"Last15EventsPutting",2011
123,123,"Mark Hensby",3,7.8,"Last15EventsPutting",2011
123,123,"Ryo Ishikawa",3,7.8,"Last15EventsPutting",2011
123,123,"Erick Justesen",1,7.8,"Last15EventsPutting",2011
123,123,"Jerry Kelly",8,7.8,"Last15EventsPutting",2011
123,123,"Anthony Kim",3,7.8,"Last15EventsPutting",2011
123,123,"Jarrod Lyle",3,7.8,"Last15EventsPutting",2011
123,123,"Graeme McDowell",5,7.8,"Last15EventsPutting",2011
123,123,"Rory McIlroy",4,7.8,"Last15EventsPutting",2011
123,123,"Rod Pampling",10,7.8,"Last15EventsPutting",2011
123,123,"Carl Paulson",3,7.8,"Last15EventsPutting",2011
123,123,"Ian Poulter",5,7.8,"Last15EventsPutting",2011
123,123,"Adam Scott",7,7.8,"Last15EventsPutting",2011
123,123,"Michael Sim",2,7.8,"Last15EventsPutting",2011
123,123,"Kyle Stanley",10,7.8,"Last15EventsPutting",2011
123,123,"Scott Verplank",7,7.8,"Last15EventsPutting",2011
123,123,"Lee Westwood",5,7.8,"Last15EventsPutting",2011
123,123,"Tiger Woods",6,7.8,"Last15EventsPutting",2011
147,147,"Guy Boros",2,7.7,"Last15EventsPutting",2011
147,147,"Keegan Bradley",7,7.7,"Last15EventsPutting",2011
147,147,"Josh Broadaway",1,7.7,"Last15EventsPutting",2011
147,147,"Kevin Chappell",6,7.7,"Last15EventsPutting",2011
147,147,"KJ Choi",8,7.7,"Last15EventsPutting",2011
147,147,"Stewart Cink",6,7.7,"Last15EventsPutting",2011
147,147,"Chad Collins",6,7.7,"Last15EventsPutting",2011
147,147,"Ben Curtis",6,7.7,"Last15EventsPutting",2011
147,147,"Matt Every",4,7.7,"Last15EventsPutting",2011
147,147,"Robert Gamez",3,7.7,"Last15EventsPutting",2011
147,147,"David Hearn",11,7.7,"Last15EventsPutting",2011
147,147,"Charles Howell III",10,7.7,"Last15EventsPutting",2011
147,147,"Trevor Immelman",6,7.7,"Last15EventsPutting",2011
147,147,"Colt Knost",5,7.7,"Last15EventsPutting",2011
147,147,"Tom Lehman",2,7.7,"Last15EventsPutting",2011
147,147,"Marc Leishman",6,7.7,"Last15EventsPutting",2011
147,147,"Phil Mickelson",9,7.7,"Last15EventsPutting",2011
147,147,"Cameron Percy",6,7.7,"Last15EventsPutting",2011
147,147,"Kenny Perry",5,7.7,"Last15EventsPutting",2011
147,147,"Aron Price",9,7.7,"Last15EventsPutting",2011
147,147,"Chris Riley",7,7.7,"Last15EventsPutting",2011
147,147,"Jimmy Walker",8,7.7,"Last15EventsPutting",2011
147,147,"Mark Wilson",7,7.7,"Last15EventsPutting",2011
170,170,"Woody Austin",10,7.6,"Last15EventsPutting",2011
170,170,"Craig Barlow",5,7.6,"Last15EventsPutting",2011
170,170,"Matt Bettencourt",5,7.6,"Last15EventsPutting",2011
170,170,"Michael Bradley",7,7.6,"Last15EventsPutting",2011
170,170,"Harrison Frazar",4,7.6,"Last15EventsPutting",2011
170,170,"Sergio Garcia",9,7.6,"Last15EventsPutting",2011
170,170,"Fabian Gomez",8,7.6,"Last15EventsPutting",2011
170,170,"Hunter Haas",6,7.6,"Last15EventsPutting",2011
170,170,"Todd Hamilton",3,7.6,"Last15EventsPutting",2011
170,170,"Tim Herron",9,7.6,"Last15EventsPutting",2011
170,170,"Brandt Jobe",10,7.6,"Last15EventsPutting",2011
170,170,"Kent Jones",7,7.6,"Last15EventsPutting",2011
170,170,"Troy Kelly",1,7.6,"Last15EventsPutting",2011
170,170,"KT Kim",3,7.6,"Last15EventsPutting",2011
170,170,"Martin Laird",7,7.6,"Last15EventsPutting",2011
170,170,"Bill Lunde",7,7.6,"Last15EventsPutting",2011
170,170,"Hunter Mahan",9,7.6,"Last15EventsPutting",2011
170,170,"Troy Matteson",9,7.6,"Last15EventsPutting",2011
170,170,"Rocco Mediate",4,7.6,"Last15EventsPutting",2011
170,170,"Edoardo Molinari",6,7.6,"Last15EventsPutting",2011
170,170,"Hennie Otto",2,7.6,"Last15EventsPutting",2011
170,170,"Jeff Overton",8,7.6,"Last15EventsPutting",2011
170,170,"Ryan Palmer",6,7.6,"Last15EventsPutting",2011
170,170,"Jaebum Park",1,7.6,"Last15EventsPutting",2011
170,170,"Martin Piller",4,7.6,"Last15EventsPutting",2011
