"Total3Putts2025_RANKTHISWEEK_2016","Total3Putts2025_RANKLASTWEEK_2016","Total3Putts2025_PLAYERNAME_2016","Total3Putts2025_ROUNDS_2016","Total3Putts2025_TOTAL3PUTTS2025_2016","Total3Putts2025_TOTAL3PUTTS_2016","stat_name","year"
1,1,"Jason Gore",51,5,24,"Total3Putts2025",2016
2,2,"Graham DeLaet",50,4,26,"Total3Putts2025",2016
2,2,"Bryce Molder",50,4,16,"Total3Putts2025",2016
2,2,"Justin Thomas",53,4,21,"Total3Putts2025",2016
2,2,"Harold Varner III",58,4,45,"Total3Putts2025",2016
6,6,"Steven Bowditch",40,3,21,"Total3Putts2025",2016
6,6,"Bronson Burgoon",53,3,21,"Total3Putts2025",2016
6,6,"Lucas Glover",53,3,25,"Total3Putts2025",2016
6,6,"Andres Gonzales",46,3,19,"Total3Putts2025",2016
6,6,"Adam Hadwin",53,3,12,"Total3Putts2025",2016
6,6,"Tom Hoge",47,3,15,"Total3Putts2025",2016
6,6,"Billy Hurley III",22,3,6,"Total3Putts2025",2016
6,19,"Will Ma Kenzie",54,3,25,"Total3Putts2025",2016
6,6,"Ryan Palmer",46,3,22,"Total3Putts2025",2016
6,6,"Scott Piercy",45,3,11,"Total3Putts2025",2016
6,19,"Scott Pinckney",53,3,38,"Total3Putts2025",2016
6,6,"Patrick Rodgers",49,3,27,"Total3Putts2025",2016
6,6,"Andy Sullivan",25,3,8,"Total3Putts2025",2016
6,6,"David Toms",38,3,18,"Total3Putts2025",2016
6,6,"Steve Wheatcroft",53,3,19,"Total3Putts2025",2016
21,19,"Blayne Barber",44,2,22,"Total3Putts2025",2016
21,19,"Angel Cabrera",42,2,20,"Total3Putts2025",2016
21,50,"Chad Campbell",54,2,27,"Total3Putts2025",2016
21,19,"Stewart Cink",45,2,23,"Total3Putts2025",2016
21,19,"Chad Collins",45,2,13,"Total3Putts2025",2016
21,19,"Ben Crane",48,2,19,"Total3Putts2025",2016
21,50,"Luke Donald",49,2,11,"Total3Putts2025",2016
21,19,"Jamie Donaldson",28,2,12,"Total3Putts2025",2016
21,19,"Ken Duke",26,2,15,"Total3Putts2025",2016
21,19,"Tony Finau",49,2,17,"Total3Putts2025",2016
21,19,"Brian Harman",60,2,20,"Total3Putts2025",2016
21,19,"Justin Hicks",26,2,19,"Total3Putts2025",2016
21,19,"Billy Horschel",45,2,15,"Total3Putts2025",2016
21,50,"Whee Kim",54,2,20,"Total3Putts2025",2016
21,19,"Michael Kim",62,2,26,"Total3Putts2025",2016
21,19,"David Lingmerth",54,2,16,"Total3Putts2025",2016
21,19,"Luke List",51,2,26,"Total3Putts2025",2016
21,19,"Jamie Lovemark",57,2,31,"Total3Putts2025",2016
21,50,"Ben Martin",48,2,21,"Total3Putts2025",2016
21,19,"Seung Yul Noh",54,2,24,"Total3Putts2025",2016
21,19,"Henrik Norlander",41,2,15,"Total3Putts2025",2016
21,19,"Geoff Ogilvy",37,2,17,"Total3Putts2025",2016
21,19,"Rob Oppenheim",37,2,19,"Total3Putts2025",2016
21,19,"Chez Reavie",56,2,24,"Total3Putts2025",2016
21,19,"Kyle Reifers",63,2,23,"Total3Putts2025",2016
21,19,"Rory Sabbatini",40,2,24,"Total3Putts2025",2016
21,19,"Webb Simpson",34,2,18,"Total3Putts2025",2016
21,50,"Vijay Singh",42,2,18,"Total3Putts2025",2016
21,19,"Scott Stallings",46,2,18,"Total3Putts2025",2016
21,19,"Shawn Stefani",45,2,20,"Total3Putts2025",2016
21,19,"Hudson Swafford",52,2,22,"Total3Putts2025",2016
21,19,"DJ Trahan",23,2,5,"Total3Putts2025",2016
21,19,"Will Wilcox",47,2,16,"Total3Putts2025",2016
54,50,"Robert Allenby",35,1,16,"Total3Putts2025",2016
54,50,"Byeong Hun An",23,1,8,"Total3Putts2025",2016
54,50,"Abraham Ancer",26,1,8,"Total3Putts2025",2016
54,50,"Stuart Appleby",39,1,14,"Total3Putts2025",2016
54,50,"Ricky Barnes",57,1,13,"Total3Putts2025",2016
54,50,"Charlie Beljan",26,1,22,"Total3Putts2025",2016
54,50,"Zac Blair",56,1,21,"Total3Putts2025",2016
54,50,"Keegan Bradley",40,1,16,"Total3Putts2025",2016
54,50,"Scott Brown",59,1,14,"Total3Putts2025",2016
54,50,"Miguel Angel Carballo",24,1,11,"Total3Putts2025",2016
54,50,"Alex Cejka",47,1,13,"Total3Putts2025",2016
54,50,"Kevin Chappell",49,1,26,"Total3Putts2025",2016
54,50,"KJ Choi",47,1,11,"Total3Putts2025",2016
54,50,"Erik Compton",45,1,11,"Total3Putts2025",2016
54,50,"Jon Curran",55,1,13,"Total3Putts2025",2016
54,50,"Jason Dufner",53,1,25,"Total3Putts2025",2016
54,50,"Harris English",51,1,14,"Total3Putts2025",2016
54,50,"Derek Ernst",36,1,16,"Total3Putts2025",2016
54,50,"Sergio Garcia",28,1,9,"Total3Putts2025",2016
54,50,"Rhein Gibson",36,1,13,"Total3Putts2025",2016
54,50,"Fabian Gomez",49,1,22,"Total3Putts2025",2016
54,50,"Branden Grace",31,1,6,"Total3Putts2025",2016
54,50,"Bill Haas",42,1,14,"Total3Putts2025",2016
54,50,"Chesson Hadley",51,1,17,"Total3Putts2025",2016
54,50,"Padraig Harrington",38,1,18,"Total3Putts2025",2016
54,50,"Jim Herman",55,1,26,"Total3Putts2025",2016
54,50,"Charles Howell III",63,1,20,"Total3Putts2025",2016
