"TotalMoneyOfficialandUnofficial_RANKTHISWEEK_2007","TotalMoneyOfficialandUnofficial_RANKLASTWEEK_2007","TotalMoneyOfficialandUnofficial_PLAYERNAME_2007","TotalMoneyOfficialandUnofficial_EVENTS_2007","TotalMoneyOfficialandUnofficial_MONEY_2007","stat_name","year"
98,97,"Michael Allen",22,1016952,"TotalMoneyOfficialandUnofficial",2007
99,98,"Davis Love III",21,1016489,"TotalMoneyOfficialandUnofficial",2007
100,99,"Stephen Leaney",26,1015200,"TotalMoneyOfficialandUnofficial",2007
101,100,"Johnson Wagner",33,1013024,"TotalMoneyOfficialandUnofficial",2007
102,102,"Jeff Overton",19,1009630,"TotalMoneyOfficialandUnofficial",2007
103,103,"Steve Elkington",26,1006875,"TotalMoneyOfficialandUnofficial",2007
104,128,"Niclas Fasth",11,998405,"TotalMoneyOfficialandUnofficial",2007
105,104,"Briny Baird",31,985453,"TotalMoneyOfficialandUnofficial",2007
106,105,"Jose Maria Olazabal",16,979249,"TotalMoneyOfficialandUnofficial",2007
107,106,"Mark Hensby",25,969731,"TotalMoneyOfficialandUnofficial",2007
108,107,"Mathew Goggin",30,969488,"TotalMoneyOfficialandUnofficial",2007
109,108,"Bill Haas",30,967443,"TotalMoneyOfficialandUnofficial",2007
110,109,"Shigeki Maruyama",31,951288,"TotalMoneyOfficialandUnofficial",2007
111,110,"Tim Herron",27,951200,"TotalMoneyOfficialandUnofficial",2007
112,111,"Shaun Micheel",29,948195,"TotalMoneyOfficialandUnofficial",2007
113,112,"Alex Cejka",26,939053,"TotalMoneyOfficialandUnofficial",2007
114,113,"Tom Pernice Jr",31,927408,"TotalMoneyOfficialandUnofficial",2007
115,114,"Tommy Armour III",24,919134,"TotalMoneyOfficialandUnofficial",2007
116,115,"Cameron Beckman",29,902258,"TotalMoneyOfficialandUnofficial",2007
117,116,"Cliff Kresge",30,901549,"TotalMoneyOfficialandUnofficial",2007
118,117,"JP Hayes",28,890815,"TotalMoneyOfficialandUnofficial",2007
119,118,"Matt Kuchar",26,886146,"TotalMoneyOfficialandUnofficial",2007
120,119,"Tom Lehman",19,880824,"TotalMoneyOfficialandUnofficial",2007
121,120,"Bob Estes",28,878051,"TotalMoneyOfficialandUnofficial",2007
122,121,"JB Holmes",24,874216,"TotalMoneyOfficialandUnofficial",2007
123,122,"Andres Romero",4,869164,"TotalMoneyOfficialandUnofficial",2007
124,123,"Rich Beem",29,868658,"TotalMoneyOfficialandUnofficial",2007
125,124,"Ryan Armour",32,862979,"TotalMoneyOfficialandUnofficial",2007
126,125,"Kevin Na",27,856669,"TotalMoneyOfficialandUnofficial",2007
127,126,"Jeff Maggert",26,845585,"TotalMoneyOfficialandUnofficial",2007
128,127,"Jay Williamson",14,835515,"TotalMoneyOfficialandUnofficial",2007
129,129,"Kevin Stadler",31,810876,"TotalMoneyOfficialandUnofficial",2007
130,130,"Marc Warren",1,8e+05,"TotalMoneyOfficialandUnofficial",2007
131,131,"Mathias Gronberg",31,785180,"TotalMoneyOfficialandUnofficial",2007
132,132,"Ben Curtis",25,772321,"TotalMoneyOfficialandUnofficial",2007
133,133,"Ted Purdy",34,758734,"TotalMoneyOfficialandUnofficial",2007
134,134,"Craig Kanada",35,743305,"TotalMoneyOfficialandUnofficial",2007
135,135,"Joe Durant",28,723599,"TotalMoneyOfficialandUnofficial",2007
136,136,"Brett Quigley",25,717411,"TotalMoneyOfficialandUnofficial",2007
137,190,"Lee Westwood",9,708280,"TotalMoneyOfficialandUnofficial",2007
138,137,"Chris Stroud",25,708106,"TotalMoneyOfficialandUnofficial",2007
139,138,"Harrison Frazar",33,703534,"TotalMoneyOfficialandUnofficial",2007
140,139,"Robert Gamez",31,693464,"TotalMoneyOfficialandUnofficial",2007
141,140,"Robert Karlsson",14,680120,"TotalMoneyOfficialandUnofficial",2007
142,141,"Kent Jones",31,676108,"TotalMoneyOfficialandUnofficial",2007
143,142,"John Merrick",30,674438,"TotalMoneyOfficialandUnofficial",2007
144,143,"Bob Heintz",28,654342,"TotalMoneyOfficialandUnofficial",2007
145,144,"Parker McLachlin",29,652582,"TotalMoneyOfficialandUnofficial",2007
146,145,"Frank Lickliter II",31,634084,"TotalMoneyOfficialandUnofficial",2007
147,165,"Fred Couples",6,615585,"TotalMoneyOfficialandUnofficial",2007
148,146,"Doug LaBelle II",34,604633,"TotalMoneyOfficialandUnofficial",2007
149,147,"Jason Dufner",33,574992,"TotalMoneyOfficialandUnofficial",2007
150,148,"Steve Allan",19,573059,"TotalMoneyOfficialandUnofficial",2007
151,149,"Richard Green",5,544070,"TotalMoneyOfficialandUnofficial",2007
152,150,"Jeff Gove",31,531644,"TotalMoneyOfficialandUnofficial",2007
153,151,"Jason Bohn",17,527512,"TotalMoneyOfficialandUnofficial",2007
154,152,"Ryan Palmer",31,524988,"TotalMoneyOfficialandUnofficial",2007
155,153,"Marco Dawson",24,521432,"TotalMoneyOfficialandUnofficial",2007
156,154,"Andrew Buckle",27,513630,"TotalMoneyOfficialandUnofficial",2007
157,155,"Anders Hansen",18,511716,"TotalMoneyOfficialandUnofficial",2007
158,156,"Gavin Coles",29,511353,"TotalMoneyOfficialandUnofficial",2007
159,157,"Steve Lowery",23,502622,"TotalMoneyOfficialandUnofficial",2007
160,158,"Daisuke Maruyama",29,499206,"TotalMoneyOfficialandUnofficial",2007
161,159,"Billy Andrade",27,499197,"TotalMoneyOfficialandUnofficial",2007
162,160,"Corey Pavin",25,498252,"TotalMoneyOfficialandUnofficial",2007
163,161,"Tripp Isenhour",32,471980,"TotalMoneyOfficialandUnofficial",2007
164,162,"Bob Tway",32,456767,"TotalMoneyOfficialandUnofficial",2007
165,163,"Brendon de Jonge",27,452172,"TotalMoneyOfficialandUnofficial",2007
166,164,"Eric Axley",36,440911,"TotalMoneyOfficialandUnofficial",2007
167,166,"Greg Owen",30,431601,"TotalMoneyOfficialandUnofficial",2007
168,167,"Michael Putnam",29,422359,"TotalMoneyOfficialandUnofficial",2007
169,168,"Dicky Pride",26,415792,"TotalMoneyOfficialandUnofficial",2007
170,169,"Lee Janzen",24,409189,"TotalMoneyOfficialandUnofficial",2007
171,170,"Chris Riley",18,403199,"TotalMoneyOfficialandUnofficial",2007
172,171,"Richard Johnson",33,402951,"TotalMoneyOfficialandUnofficial",2007
173,172,"Michael Sim",17,399900,"TotalMoneyOfficialandUnofficial",2007
174,173,"Glen Day",27,397491,"TotalMoneyOfficialandUnofficial",2007
175,174,"Jarrod Lyle",25,395303,"TotalMoneyOfficialandUnofficial",2007
176,175,"Duffy Waldorf",24,384018,"TotalMoneyOfficialandUnofficial",2007
177,176,"Tag Ridings",19,376590,"TotalMoneyOfficialandUnofficial",2007
178,177,"Jeff Sluman",23,368192,"TotalMoneyOfficialandUnofficial",2007
179,178,"Chris Couch",30,355386,"TotalMoneyOfficialandUnofficial",2007
180,179,"Chris Tidland",22,344482,"TotalMoneyOfficialandUnofficial",2007
181,180,"Rich Barcelo",26,334244,"TotalMoneyOfficialandUnofficial",2007
182,181,"Craig Bowden",26,333970,"TotalMoneyOfficialandUnofficial",2007
183,182,"David Branshaw",30,323407,"TotalMoneyOfficialandUnofficial",2007
184,183,"John Daly",25,321001,"TotalMoneyOfficialandUnofficial",2007
185,184,"Kirk Triplett",25,316034,"TotalMoneyOfficialandUnofficial",2007
186,185,"Joey Sindelar",25,310717,"TotalMoneyOfficialandUnofficial",2007
187,186,"Olin Browne",15,304605,"TotalMoneyOfficialandUnofficial",2007
188,187,"Greg Norman",2,302500,"TotalMoneyOfficialandUnofficial",2007
189,188,"Dudley Hart",12,299249,"TotalMoneyOfficialandUnofficial",2007
190,189,"Natalie Gulbis",2,288333,"TotalMoneyOfficialandUnofficial",2007
191,191,"Paul Stankowski",18,282389,"TotalMoneyOfficialandUnofficial",2007
192,192,"Greg Kraft",11,278590,"TotalMoneyOfficialandUnofficial",2007
193,193,"Ben Crane",9,278252,"TotalMoneyOfficialandUnofficial",2007
194,194,"Raphael Jacquelin",4,277419,"TotalMoneyOfficialandUnofficial",2007
195,195,"Kyle Reifers",28,276369,"TotalMoneyOfficialandUnofficial",2007
196,196,"DJ Brigman",22,268205,"TotalMoneyOfficialandUnofficial",2007
197,197,"Paul Gow",26,264149,"TotalMoneyOfficialandUnofficial",2007
198,198,"Gregory Havret",4,258500,"TotalMoneyOfficialandUnofficial",2007
199,199,"Bryce Molder",21,257593,"TotalMoneyOfficialandUnofficial",2007
200,200,"Craig Lile",25,255659,"TotalMoneyOfficialandUnofficial",2007
201,201,"Scott Gutschewski",23,252179,"TotalMoneyOfficialandUnofficial",2007
202,202,"Bob May",17,249970,"TotalMoneyOfficialandUnofficial",2007
203,203,"Garrett Willis",13,233569,"TotalMoneyOfficialandUnofficial",2007
204,204,"Neal Lancaster",13,229053,"TotalMoneyOfficialandUnofficial",2007
205,205,"Nick Dougherty",3,227922,"TotalMoneyOfficialandUnofficial",2007
206,206,"Jeev Milkha Singh",12,227679,"TotalMoneyOfficialandUnofficial",2007
207,207,"Simon Dyson",1,227500,"TotalMoneyOfficialandUnofficial",2007
208,208,"Darron Stiles",25,220379,"TotalMoneyOfficialandUnofficial",2007
209,209,"Miguel Angel Jimenez",6,219241,"TotalMoneyOfficialandUnofficial",2007
210,210,"David Howell",10,213583,"TotalMoneyOfficialandUnofficial",2007
211,211,"Jeff Brehaut",21,202389,"TotalMoneyOfficialandUnofficial",2007
212,212,"Tom Byrum",20,201508,"TotalMoneyOfficialandUnofficial",2007
213,213,"YE Yang",10,195980,"TotalMoneyOfficialandUnofficial",2007
214,214,"Paul McGinley",5,195152,"TotalMoneyOfficialandUnofficial",2007
215,215,"Shingo Katayama",7,194928,"TotalMoneyOfficialandUnofficial",2007
216,216,"Tom Johnson",28,190926,"TotalMoneyOfficialandUnofficial",2007
217,217,"Thomas Bjorn",6,188044,"TotalMoneyOfficialandUnofficial",2007
218,218,"Peter Hanson",4,186909,"TotalMoneyOfficialandUnofficial",2007
219,219,"Dan Forsman",12,185522,"TotalMoneyOfficialandUnofficial",2007
220,220,"Vance Veazey",10,185208,"TotalMoneyOfficialandUnofficial",2007
221,221,"Jay Delsing",12,181809,"TotalMoneyOfficialandUnofficial",2007
222,222,"BJ Staten",8,180505,"TotalMoneyOfficialandUnofficial",2007
223,223,"Paul Azinger",13,174069,"TotalMoneyOfficialandUnofficial",2007
224,224,"John Huston",16,170570,"TotalMoneyOfficialandUnofficial",2007
225,225,"Paul Broadhurst",2,169458,"TotalMoneyOfficialandUnofficial",2007
226,226,"Carlos Franco",14,165021,"TotalMoneyOfficialandUnofficial",2007
227,227,"Jason Schultz",23,163244,"TotalMoneyOfficialandUnofficial",2007
228,228,"Mark Brooks",18,162839,"TotalMoneyOfficialandUnofficial",2007
229,229,"Michael Campbell",9,159832,"TotalMoneyOfficialandUnofficial",2007
230,230,"John Elway",1,155000,"TotalMoneyOfficialandUnofficial",2007
231,231,"Craig Barlow",16,154214,"TotalMoneyOfficialandUnofficial",2007
232,232,"Brad Faxon",19,153395,"TotalMoneyOfficialandUnofficial",2007
233,233,"Steve Wheatcroft",25,153246,"TotalMoneyOfficialandUnofficial",2007
234,234,"Thongchai Jaidee",4,150500,"TotalMoneyOfficialandUnofficial",2007
235,235,"Markus Brier",3,149458,"TotalMoneyOfficialandUnofficial",2007
236,236,"Johan Edfors",8,140005,"TotalMoneyOfficialandUnofficial",2007
237,237,"Bradley Dredge",5,137533,"TotalMoneyOfficialandUnofficial",2007
238,238,"Alejandro Canizares",4,136900,"TotalMoneyOfficialandUnofficial",2007
239,239,"Arjun Atwal",12,135015,"TotalMoneyOfficialandUnofficial",2007
240,240,"Charl Schwartzel",6,134303,"TotalMoneyOfficialandUnofficial",2007
241,241,"Cristie Kerr",1,133333,"TotalMoneyOfficialandUnofficial",2007
241,241,"Morgan Pressel",1,133333,"TotalMoneyOfficialandUnofficial",2007
243,243,"Michael Boyd",22,126839,"TotalMoneyOfficialandUnofficial",2007
244,244,"Nick Flanagan",4,122029,"TotalMoneyOfficialandUnofficial",2007
245,245,"Skip Kendall",6,121346,"TotalMoneyOfficialandUnofficial",2007
246,246,"Pelle Edberg",1,120458,"TotalMoneyOfficialandUnofficial",2007
247,247,"John Cook",13,119756,"TotalMoneyOfficialandUnofficial",2007
248,248,"Mark OMeara",5,117914,"TotalMoneyOfficialandUnofficial",2007
249,249,"Todd Hamilton",28,109776,"TotalMoneyOfficialandUnofficial",2007
250,250,"Matt Hendrix",24,108269,"TotalMoneyOfficialandUnofficial",2007
251,251,"Darren Clarke",10,107981,"TotalMoneyOfficialandUnofficial",2007
252,252,"Larry Mize",12,105740,"TotalMoneyOfficialandUnofficial",2007
253,253,"Dan Marino",1,105000,"TotalMoneyOfficialandUnofficial",2007
254,254,"Scott Hoch",1,95000,"TotalMoneyOfficialandUnofficial",2007
254,254,"Scott McCarron",1,95000,"TotalMoneyOfficialandUnofficial",2007
256,256,"Anton Haig",2,94750,"TotalMoneyOfficialandUnofficial",2007
257,257,"Bubba Dickerson",20,92430,"TotalMoneyOfficialandUnofficial",2007
258,258,"Todd Fischer",5,92000,"TotalMoneyOfficialandUnofficial",2007
259,259,"Brent Geiberger",17,91750,"TotalMoneyOfficialandUnofficial",2007
260,260,"WC Liang",3,80500,"TotalMoneyOfficialandUnofficial",2007
261,261,"Grant Waite",13,80347,"TotalMoneyOfficialandUnofficial",2007
262,262,"Roger Clemens",1,77500,"TotalMoneyOfficialandUnofficial",2007
263,263,"Phil Tataurangi",8,77102,"TotalMoneyOfficialandUnofficial",2007
264,264,"David Duval",7,71945,"TotalMoneyOfficialandUnofficial",2007
265,265,"Robert Jan Derksen",1,70750,"TotalMoneyOfficialandUnofficial",2007
265,265,"Ricardo Gonzalez",1,70750,"TotalMoneyOfficialandUnofficial",2007
265,265,"Martin Kaymer",1,70750,"TotalMoneyOfficialandUnofficial",2007
265,265,"Maarten Lafeber",1,70750,"TotalMoneyOfficialandUnofficial",2007
269,269,"Jose Manuel Lara",3,68500,"TotalMoneyOfficialandUnofficial",2007
270,270,"Nick Price",1,65000,"TotalMoneyOfficialandUnofficial",2007
271,271,"Omar Uresti",4,64350,"TotalMoneyOfficialandUnofficial",2007
271,271,"Tom Watson",2,64350,"TotalMoneyOfficialandUnofficial",2007
273,273,"Jerry Smith",19,63335,"TotalMoneyOfficialandUnofficial",2007
274,274,"Peter Jacobsen",2,62500,"TotalMoneyOfficialandUnofficial",2007
274,274,"Jerry Rice",1,62500,"TotalMoneyOfficialandUnofficial",2007
276,276,"Jim Rutledge",23,62242,"TotalMoneyOfficialandUnofficial",2007
277,277,"Hideto Tanihara",5,58500,"TotalMoneyOfficialandUnofficial",2007
278,278,"Fabrizio Zanotti",2,57900,"TotalMoneyOfficialandUnofficial",2007
279,279,"Kenneth Ferrie",3,56084,"TotalMoneyOfficialandUnofficial",2007
280,280,"Jaco Van Zyl",21,53763,"TotalMoneyOfficialandUnofficial",2007
281,281,"Graeme McDowell",3,52768,"TotalMoneyOfficialandUnofficial",2007
282,282,"Jim McGovern",6,52333,"TotalMoneyOfficialandUnofficial",2007
283,283,"Andy Bare",1,52143,"TotalMoneyOfficialandUnofficial",2007
284,284,"Soren Hansen",2,50500,"TotalMoneyOfficialandUnofficial",2007
285,285,"Chris Smith",9,50381,"TotalMoneyOfficialandUnofficial",2007
286,286,"Sandy Lyle",2,47494,"TotalMoneyOfficialandUnofficial",2007
287,287,"Graeme Storm",3,47150,"TotalMoneyOfficialandUnofficial",2007
288,288,"Pablo Martin Benavides",6,45313,"TotalMoneyOfficialandUnofficial",2007
289,289,"John Bickerton",2,45000,"TotalMoneyOfficialandUnofficial",2007
289,289,"Louis Oosthuizen",1,45000,"TotalMoneyOfficialandUnofficial",2007
291,291,"Sung Lee",1,43750,"TotalMoneyOfficialandUnofficial",2007
291,291,"Seong Ho Lee",2,43750,"TotalMoneyOfficialandUnofficial",2007
291,291,"Lian Wei Zhang",1,43750,"TotalMoneyOfficialandUnofficial",2007
294,294,"Kyle Thompson",1,42900,"TotalMoneyOfficialandUnofficial",2007
295,295,"Wes Short Jr",12,42119,"TotalMoneyOfficialandUnofficial",2007
296,296,"Richard Sterne",3,42000,"TotalMoneyOfficialandUnofficial",2007
297,297,"Kris Cox",9,41729,"TotalMoneyOfficialandUnofficial",2007
298,298,"Mark Foster",1,41352,"TotalMoneyOfficialandUnofficial",2007
299,299,"Brett Rumford",1,40000,"TotalMoneyOfficialandUnofficial",2007
300,300,"Shane Bertsch",4,39760,"TotalMoneyOfficialandUnofficial",2007
301,301,"Hennie Otto",1,39250,"TotalMoneyOfficialandUnofficial",2007
302,302,"Jim Gallagher Jr",9,38635,"TotalMoneyOfficialandUnofficial",2007
303,303,"Anthony Wall",4,38000,"TotalMoneyOfficialandUnofficial",2007
304,304,"Todd Demsey",2,37411,"TotalMoneyOfficialandUnofficial",2007
305,305,"Prom Meesawat",1,36750,"TotalMoneyOfficialandUnofficial",2007
306,306,"Mikko Ilonen",1,36250,"TotalMoneyOfficialandUnofficial",2007
306,306,"Pasi Purhonen",1,36250,"TotalMoneyOfficialandUnofficial",2007
308,308,"Steve Jones",9,34922,"TotalMoneyOfficialandUnofficial",2007
309,309,"Prayad Marksaeng",1,32000,"TotalMoneyOfficialandUnofficial",2007
310,310,"Michael Bradley",8,31889,"TotalMoneyOfficialandUnofficial",2007
311,311,"Russ Cochran",1,31275,"TotalMoneyOfficialandUnofficial",2007
312,312,"Franklin Langham",2,30720,"TotalMoneyOfficialandUnofficial",2007
313,313,"Jin Park",2,30000,"TotalMoneyOfficialandUnofficial",2007
314,314,"Ross Bain",1,29821,"TotalMoneyOfficialandUnofficial",2007
315,315,"Gaurav Ghei",1,29000,"TotalMoneyOfficialandUnofficial",2007
315,315,"Claude Grenier",1,29000,"TotalMoneyOfficialandUnofficial",2007
315,315,"Wes Heffernan",2,29000,"TotalMoneyOfficialandUnofficial",2007
315,315,"Edoardo Molinari",1,29000,"TotalMoneyOfficialandUnofficial",2007
315,315,"Francesco Molinari",2,29000,"TotalMoneyOfficialandUnofficial",2007
315,315,"Jyoti Randhawa",2,29000,"TotalMoneyOfficialandUnofficial",2007
321,321,"Danny Ellis",2,28771,"TotalMoneyOfficialandUnofficial",2007
322,322,"Jason Allred",1,27500,"TotalMoneyOfficialandUnofficial",2007
323,323,"Colt Knost",5,27483,"TotalMoneyOfficialandUnofficial",2007
324,324,"Won Joon Lee",2,26736,"TotalMoneyOfficialandUnofficial",2007
325,325,"Marcus Fraser",1,25016,"TotalMoneyOfficialandUnofficial",2007
326,326,"Brad Adamonis",3,25000,"TotalMoneyOfficialandUnofficial",2007
326,326,"Stephen Dodd",1,25000,"TotalMoneyOfficialandUnofficial",2007
326,326,"Cody Freeman",1,25000,"TotalMoneyOfficialandUnofficial",2007
326,326,"Tommy Gainey",2,25000,"TotalMoneyOfficialandUnofficial",2007
326,326,"Dustin Johnson",2,25000,"TotalMoneyOfficialandUnofficial",2007
326,326,"Antonio Lascuna",1,25000,"TotalMoneyOfficialandUnofficial",2007
326,326,"David Lutterus",1,25000,"TotalMoneyOfficialandUnofficial",2007
326,326,"Travis Perkins",1,25000,"TotalMoneyOfficialandUnofficial",2007
326,326,"Gerald Rosales",1,25000,"TotalMoneyOfficialandUnofficial",2007
326,326,"Bob Sowards",1,25000,"TotalMoneyOfficialandUnofficial",2007
326,326,"Kevin Streelman",1,25000,"TotalMoneyOfficialandUnofficial",2007
