"Approachesfrom75100yards_RANKTHISWEEK_2010","Approachesfrom75100yards_RANKLASTWEEK_2010","Approachesfrom75100yards_PLAYERNAME_2010","Approachesfrom75100yards_ROUNDS_2010","Approachesfrom75100yards_AVG_2010","Approachesfrom75100yards_TOTALDISTANCEFEET_2010","Approachesfrom75100yards_OFATTEMPTS_2010","Approachesfrom75100yards_RELATIVETOPAR_2010","stat_name","year"
1,1,"Mike Weir",59,NA,343.25,32,-6,"Approachesfrom75100yards",2010
2,2,"Jeff Overton",89,NA,843.5,66,-15,"Approachesfrom75100yards",2010
3,3,"Padraig Harrington",57,NA,477,35,-6,"Approachesfrom75100yards",2010
3,3,"Vaughn Taylor",87,NA,1147.667,84,-13,"Approachesfrom75100yards",2010
5,5,"Ernie Els",72,NA,493.833,36,-7,"Approachesfrom75100yards",2010
6,6,"Kevin Johnson",62,NA,746.25,54,-6,"Approachesfrom75100yards",2010
7,7,"Boo Weekley",88,NA,1148.5,82,-15,"Approachesfrom75100yards",2010
8,8,"Stewart Cink",84,NA,806.75,57,-13,"Approachesfrom75100yards",2010
8,8,"Geoff Ogilvy",62,NA,667.167,47,-19,"Approachesfrom75100yards",2010
10,10,"James Driscoll",78,NA,828.583,58,-8,"Approachesfrom75100yards",2010
11,11,"Jim Furyk",76,NA,803.167,56,-14,"Approachesfrom75100yards",2010
11,11,"Paul Goydos",78,NA,1229.25,86,-29,"Approachesfrom75100yards",2010
13,13,"Rickie Fowler",98,NA,1153.167,80,-30,"Approachesfrom75100yards",2010
14,14,"Sergio Garcia",58,NA,609.417,42,-16,"Approachesfrom75100yards",2010
15,15,"Brian Gay",101,NA,1804.583,124,-28,"Approachesfrom75100yards",2010
16,16,"Ben Crane",85,NA,762.333,52,-14,"Approachesfrom75100yards",2010
17,17,"Omar Uresti",74,NA,975.583,66,-12,"Approachesfrom75100yards",2010
18,18,"Bob Estes",79,NA,785.167,53,-12,"Approachesfrom75100yards",2010
19,19,"Justin Bolli",55,NA,837.083,56,-15,"Approachesfrom75100yards",2010
20,20,"Heath Slocum",97,NA,1067.25,71,-11,"Approachesfrom75100yards",2010
20,20,"Charlie Wi",95,NA,1094.917,73,-20,"Approachesfrom75100yards",2010
22,22,"JP Hayes",79,NA,936,62,-15,"Approachesfrom75100yards",2010
23,23,"Webb Simpson",98,NA,1499.333,99,-31,"Approachesfrom75100yards",2010
23,23,"Steve Stricker",73,NA,881,58,-14,"Approachesfrom75100yards",2010
25,25,"Tim Clark",88,NA,1265.167,83,-18,"Approachesfrom75100yards",2010
25,25,"Chad Collins",87,NA,852.75,56,-10,"Approachesfrom75100yards",2010
25,25,"Steve Flesch",78,NA,944.167,62,-5,"Approachesfrom75100yards",2010
25,25,"Lee Janzen",77,NA,1005.25,66,-18,"Approachesfrom75100yards",2010
29,29,"Zach Johnson",93,NA,1089.167,71,-10,"Approachesfrom75100yards",2010
29,29,"Matt Kuchar",97,NA,1058.667,69,-17,"Approachesfrom75100yards",2010
29,29,"Alex Prugh",88,NA,1368.167,89,-9,"Approachesfrom75100yards",2010
32,32,"Michael Bradley",77,NA,925.083,60,-11,"Approachesfrom75100yards",2010
33,33,"Retief Goosen",75,NA,713.333,46,-17,"Approachesfrom75100yards",2010
33,33,"Joe Ogilvie",99,NA,1129.25,73,-17,"Approachesfrom75100yards",2010
33,33,"Adam Scott",70,NA,481.25,31,-3,"Approachesfrom75100yards",2010
33,33,"Nicholas Thompson",88,NA,990.917,64,-14,"Approachesfrom75100yards",2010
37,37,"Ian Poulter",55,NA,467.167,30,-7,"Approachesfrom75100yards",2010
37,37,"John Senden",103,NA,1153.667,74,-14,"Approachesfrom75100yards",2010
39,39,"Justin Rose",78,NA,955.25,61,-7,"Approachesfrom75100yards",2010
40,40,"Bryce Molder",84,NA,1139.167,72,-14,"Approachesfrom75100yards",2010
41,41,"Blake Adams",84,NA,1006.417,63,-15,"Approachesfrom75100yards",2010
41,41,"Chris DiMarco",88,NA,1363.167,85,-20,"Approachesfrom75100yards",2010
41,41,"John Mallinger",78,NA,990.583,62,-11,"Approachesfrom75100yards",2010
41,41,"Brandt Snedeker",89,NA,1186.5,74,-11,"Approachesfrom75100yards",2010
41,41,"Chris Stroud",90,NA,1134.917,71,-9,"Approachesfrom75100yards",2010
41,41,"Garrett Willis",82,NA,865.667,54,-7,"Approachesfrom75100yards",2010
47,47,"Rod Pampling",77,NA,901.75,56,0,"Approachesfrom75100yards",2010
47,47,"Paul Stankowski",62,NA,706.667,44,-6,"Approachesfrom75100yards",2010
49,49,"Robert Allenby",76,NA,760.167,47,-8,"Approachesfrom75100yards",2010
49,49,"Mathias Gronberg",61,NA,646,40,-8,"Approachesfrom75100yards",2010
51,51,"JJ Henry",92,NA,1087.667,67,-16,"Approachesfrom75100yards",2010
51,51,"Charles Howell III",103,NA,1557.917,96,-17,"Approachesfrom75100yards",2010
51,51,"Justin Leonard",89,NA,1330.25,82,-9,"Approachesfrom75100yards",2010
51,51,"Greg Owen",69,NA,908.75,56,-12,"Approachesfrom75100yards",2010
51,51,"John Rollins",81,NA,1286.417,79,-18,"Approachesfrom75100yards",2010
51,51,"David Toms",86,NA,1103.333,68,-20,"Approachesfrom75100yards",2010
51,51,"Camilo Villegas",78,NA,585.833,36,-1,"Approachesfrom75100yards",2010
58,58,"Marc Leishman",87,NA,930.5,57,-8,"Approachesfrom75100yards",2010
58,58,"John Merrick",109,NA,1389.083,85,-13,"Approachesfrom75100yards",2010
58,58,"Kevin Na",94,NA,1190.417,73,-15,"Approachesfrom75100yards",2010
58,58,"DA Points",90,NA,1096.417,67,-6,"Approachesfrom75100yards",2010
58,58,"Rory Sabbatini",79,NA,1047.917,64,-5,"Approachesfrom75100yards",2010
63,63,"Aaron Baddeley",94,NA,1184.833,72,-10,"Approachesfrom75100yards",2010
63,63,"Jonathan Byrd",85,NA,1035.5,63,-5,"Approachesfrom75100yards",2010
63,63,"Billy Mayfair",78,NA,689,42,-4,"Approachesfrom75100yards",2010
63,63,"Aron Price",70,NA,887.417,54,-10,"Approachesfrom75100yards",2010
67,67,"Jason Bohn",84,NA,939.75,57,-10,"Approachesfrom75100yards",2010
67,67,"Nathan Green",86,NA,923.583,56,1,"Approachesfrom75100yards",2010
67,67,"Ryuji Imada",90,NA,1319.417,80,-19,"Approachesfrom75100yards",2010
67,67,"DJ Trahan",92,NA,1008.25,61,-16,"Approachesfrom75100yards",2010
67,67,"Cameron Tringale",55,NA,773.583,47,4,"Approachesfrom75100yards",2010
72,72,"Tom Pernice Jr",74,NA,713.417,43,-6,"Approachesfrom75100yards",2010
73,73,"Ricky Barnes",103,NA,1250.583,75,-12,"Approachesfrom75100yards",2010
73,73,"Bill Haas",87,NA,948.583,57,-14,"Approachesfrom75100yards",2010
75,75,"Jimmy Walker",82,NA,985.833,59,-10,"Approachesfrom75100yards",2010
76,76,"Woody Austin",93,NA,1447.25,86,-12,"Approachesfrom75100yards",2010
76,76,"Roland Thatcher",72,NA,991.167,59,-14,"Approachesfrom75100yards",2010
76,76,"Nick Watney",91,NA,1041.417,62,-7,"Approachesfrom75100yards",2010
76,76,"Dean Wilson",54,NA,606.083,36,-11,"Approachesfrom75100yards",2010
80,80,"Freddie Jacobson",83,NA,965.75,57,-11,"Approachesfrom75100yards",2010
80,80,"Kevin Stadler",86,NA,863.333,51,-1,"Approachesfrom75100yards",2010
82,82,"Joe Durant",67,NA,1035.917,61,-10,"Approachesfrom75100yards",2010
82,82,"Troy Matteson",84,NA,1189.167,70,-8,"Approachesfrom75100yards",2010
