"BestYTDStreakwoa3Putt_RANKTHISWEEK_2007","BestYTDStreakwoa3Putt_RANKLASTWEEK_2007","BestYTDStreakwoa3Putt_PLAYERNAME_2007","BestYTDStreakwoa3Putt_EVENTS_2007","BestYTDStreakwoa3Putt_BESTSTREAK_2007","BestYTDStreakwoa3Putt_CURRENTSTREAK_2007","stat_name","year"
1,1,"Jeff Maggert",26,312,17,"BestYTDStreakwoa3Putt",2007
2,2,"Tom Lehman",19,288,NA,"BestYTDStreakwoa3Putt",2007
3,3,"Zach Johnson",23,278,9,"BestYTDStreakwoa3Putt",2007
4,4,"KJ Choi",25,272,28,"BestYTDStreakwoa3Putt",2007
5,5,"Greg Kraft",10,249,2,"BestYTDStreakwoa3Putt",2007
5,5,"Steve Stricker",23,249,72,"BestYTDStreakwoa3Putt",2007
7,7,"Bob Heintz",27,245,15,"BestYTDStreakwoa3Putt",2007
8,8,"Stewart Cink",25,243,15,"BestYTDStreakwoa3Putt",2007
8,8,"Robert Damron",10,243,243,"BestYTDStreakwoa3Putt",2007
8,8,"Phil Mickelson",22,243,243,"BestYTDStreakwoa3Putt",2007
11,11,"Brent Geiberger",17,238,50,"BestYTDStreakwoa3Putt",2007
12,12,"Richard Green",5,232,4,"BestYTDStreakwoa3Putt",2007
13,13,"Sergio Garcia",19,225,225,"BestYTDStreakwoa3Putt",2007
14,14,"Charley Hoffman",30,217,8,"BestYTDStreakwoa3Putt",2007
15,15,"Bob Tway",32,215,NA,"BestYTDStreakwoa3Putt",2007
16,16,"Joe Ogilvie",31,214,NA,"BestYTDStreakwoa3Putt",2007
17,17,"Brandt Snedeker",29,211,1,"BestYTDStreakwoa3Putt",2007
18,18,"Carl Pettersson",31,203,15,"BestYTDStreakwoa3Putt",2007
19,19,"Tommy Armour III",24,202,20,"BestYTDStreakwoa3Putt",2007
20,20,"Cliff Kresge",30,200,NA,"BestYTDStreakwoa3Putt",2007
20,20,"Heath Slocum",28,200,9,"BestYTDStreakwoa3Putt",2007
22,22,"Gavin Coles",28,199,41,"BestYTDStreakwoa3Putt",2007
23,23,"Ken Duke",31,197,17,"BestYTDStreakwoa3Putt",2007
24,24,"Marco Dawson",23,195,53,"BestYTDStreakwoa3Putt",2007
24,24,"Paul Gow",26,195,57,"BestYTDStreakwoa3Putt",2007
24,24,"Mathias Gronberg",31,195,20,"BestYTDStreakwoa3Putt",2007
24,24,"Richard Johnson",32,195,56,"BestYTDStreakwoa3Putt",2007
24,24,"Shigeki Maruyama",31,195,6,"BestYTDStreakwoa3Putt",2007
24,24,"Corey Pavin",25,195,1,"BestYTDStreakwoa3Putt",2007
30,30,"Rory Sabbatini",23,189,75,"BestYTDStreakwoa3Putt",2007
31,31,"Jay Williamson",14,188,6,"BestYTDStreakwoa3Putt",2007
32,32,"Brett Quigley",25,186,15,"BestYTDStreakwoa3Putt",2007
33,33,"Billy Mayfair",30,184,86,"BestYTDStreakwoa3Putt",2007
34,34,"Craig Bowden",25,183,1,"BestYTDStreakwoa3Putt",2007
34,34,"Doug LaBelle II",33,183,6,"BestYTDStreakwoa3Putt",2007
36,36,"Rod Pampling",25,181,11,"BestYTDStreakwoa3Putt",2007
37,37,"Stephen Ames",23,180,7,"BestYTDStreakwoa3Putt",2007
37,37,"Jay Delsing",12,180,5,"BestYTDStreakwoa3Putt",2007
37,37,"David Duval",7,180,53,"BestYTDStreakwoa3Putt",2007
40,40,"Ryan Palmer",30,179,NA,"BestYTDStreakwoa3Putt",2007
40,40,"Chris Smith",8,179,47,"BestYTDStreakwoa3Putt",2007
42,42,"Bob Estes",28,176,3,"BestYTDStreakwoa3Putt",2007
43,43,"Olin Browne",15,174,NA,"BestYTDStreakwoa3Putt",2007
43,43,"Steve Elkington",25,174,48,"BestYTDStreakwoa3Putt",2007
45,45,"Ryan Armour",32,173,7,"BestYTDStreakwoa3Putt",2007
45,45,"Brian Gay",32,173,39,"BestYTDStreakwoa3Putt",2007
47,47,"Jeff Gove",30,172,168,"BestYTDStreakwoa3Putt",2007
48,48,"Trevor Immelman",21,171,13,"BestYTDStreakwoa3Putt",2007
48,48,"Jose Maria Olazabal",16,171,142,"BestYTDStreakwoa3Putt",2007
50,50,"Mathew Goggin",30,167,14,"BestYTDStreakwoa3Putt",2007
51,51,"Kevin Stadler",31,166,9,"BestYTDStreakwoa3Putt",2007
51,51,"DJ Trahan",30,166,11,"BestYTDStreakwoa3Putt",2007
53,53,"JJ Henry",26,165,4,"BestYTDStreakwoa3Putt",2007
54,54,"Eric Axley",36,164,13,"BestYTDStreakwoa3Putt",2007
54,54,"Bill Haas",30,164,19,"BestYTDStreakwoa3Putt",2007
54,54,"Ryan Moore",28,164,31,"BestYTDStreakwoa3Putt",2007
57,57,"Nick OHern",22,163,59,"BestYTDStreakwoa3Putt",2007
58,58,"Freddie Jacobson",20,162,12,"BestYTDStreakwoa3Putt",2007
58,58,"Stephen Leaney",26,162,5,"BestYTDStreakwoa3Putt",2007
58,58,"Rocco Mediate",22,162,9,"BestYTDStreakwoa3Putt",2007
61,61,"Johnson Wagner",33,161,9,"BestYTDStreakwoa3Putt",2007
62,62,"David Toms",22,160,97,"BestYTDStreakwoa3Putt",2007
63,63,"Niclas Fasth",10,159,2,"BestYTDStreakwoa3Putt",2007
63,63,"Brad Faxon",18,159,22,"BestYTDStreakwoa3Putt",2007
65,65,"Aaron Baddeley",23,158,NA,"BestYTDStreakwoa3Putt",2007
65,65,"Michael Boyd",21,158,44,"BestYTDStreakwoa3Putt",2007
65,65,"Lee Janzen",24,158,13,"BestYTDStreakwoa3Putt",2007
65,65,"Mark Wilson",25,158,24,"BestYTDStreakwoa3Putt",2007
65,65,"Tiger Woods",16,158,158,"BestYTDStreakwoa3Putt",2007
70,70,"Jim Furyk",23,157,66,"BestYTDStreakwoa3Putt",2007
70,70,"Kevin Na",27,157,10,"BestYTDStreakwoa3Putt",2007
72,72,"Vijay Singh",27,151,76,"BestYTDStreakwoa3Putt",2007
72,72,"Vaughn Taylor",28,151,22,"BestYTDStreakwoa3Putt",2007
74,74,"Bubba Dickerson",19,149,14,"BestYTDStreakwoa3Putt",2007
74,74,"Steve Flesch",31,149,5,"BestYTDStreakwoa3Putt",2007
74,74,"Matt Kuchar",26,149,78,"BestYTDStreakwoa3Putt",2007
77,77,"Daniel Chopra",34,148,18,"BestYTDStreakwoa3Putt",2007
77,77,"Anders Hansen",17,148,28,"BestYTDStreakwoa3Putt",2007
79,79,"Jeff Overton",19,147,17,"BestYTDStreakwoa3Putt",2007
80,80,"Rich Barcelo",26,146,71,"BestYTDStreakwoa3Putt",2007
80,80,"Ben Curtis",25,146,11,"BestYTDStreakwoa3Putt",2007
80,80,"Arron Oberholser",21,146,NA,"BestYTDStreakwoa3Putt",2007
80,80,"Chris Stroud",24,146,67,"BestYTDStreakwoa3Putt",2007
84,84,"Thomas Bjorn",6,145,NA,"BestYTDStreakwoa3Putt",2007
84,84,"Robert Garrigus",28,145,NA,"BestYTDStreakwoa3Putt",2007
84,84,"Bo Van Pelt",30,145,47,"BestYTDStreakwoa3Putt",2007
84,84,"Dean Wilson",28,145,17,"BestYTDStreakwoa3Putt",2007
88,88,"Scott Gump",12,144,5,"BestYTDStreakwoa3Putt",2007
88,88,"Padraig Harrington",18,144,43,"BestYTDStreakwoa3Putt",2007
88,88,"Michael Putnam",29,144,9,"BestYTDStreakwoa3Putt",2007
91,91,"Shingo Katayama",7,143,143,"BestYTDStreakwoa3Putt",2007
91,91,"Davis Love III",21,143,21,"BestYTDStreakwoa3Putt",2007
93,93,"Mark Hensby",25,142,35,"BestYTDStreakwoa3Putt",2007
