"3PuttAvoidanceRound5_RANKTHISWEEK_2006","3PuttAvoidanceRound5_RANKLASTWEEK_2006","3PuttAvoidanceRound5_PLAYERNAME_2006","3PuttAvoidanceRound5__2006","3PuttAvoidanceRound5_Pct_2006","3PuttAvoidanceRound5_TOTAL3PUTTS_2006","3PuttAvoidanceRound5_TOTALHOLES_2006","stat_name","year"
1,1,"Michael Allen",NA,5.56,1,18,"3PuttAvoidanceRound5",2006
1,1,"Stephen Ames",NA,5.56,1,18,"3PuttAvoidanceRound5",2006
1,1,"Arjun Atwal",NA,5.56,1,18,"3PuttAvoidanceRound5",2006
1,1,"Craig Barlow",NA,5.56,1,18,"3PuttAvoidanceRound5",2006
1,1,"Rich Beem",NA,5.56,1,18,"3PuttAvoidanceRound5",2006
1,1,"David Branshaw",NA,5.56,1,18,"3PuttAvoidanceRound5",2006
1,1,"Olin Browne",NA,5.56,1,18,"3PuttAvoidanceRound5",2006
1,1,"John Cook",NA,5.56,1,18,"3PuttAvoidanceRound5",2006
1,1,"Ben Curtis",NA,5.56,1,18,"3PuttAvoidanceRound5",2006
1,1,"Brian Davis",NA,5.56,1,18,"3PuttAvoidanceRound5",2006
1,1,"David Duval",NA,5.56,1,18,"3PuttAvoidanceRound5",2006
1,1,"Robert Gamez",NA,5.56,1,18,"3PuttAvoidanceRound5",2006
1,1,"Robert Garrigus",NA,5.56,1,18,"3PuttAvoidanceRound5",2006
1,1,"Bill Haas",NA,5.56,1,18,"3PuttAvoidanceRound5",2006
1,1,"John Huston",NA,5.56,1,18,"3PuttAvoidanceRound5",2006
1,1,"Brandt Jobe",NA,5.56,1,18,"3PuttAvoidanceRound5",2006
1,1,"Jeff Maggert",NA,5.56,1,18,"3PuttAvoidanceRound5",2006
1,1,"Corey Pavin",NA,5.56,1,18,"3PuttAvoidanceRound5",2006
1,1,"DA Points",NA,5.56,1,18,"3PuttAvoidanceRound5",2006
1,1,"Rory Sabbatini",NA,5.56,1,18,"3PuttAvoidanceRound5",2006
1,1,"Patrick Sheehan",NA,5.56,1,18,"3PuttAvoidanceRound5",2006
1,1,"Heath Slocum",NA,5.56,1,18,"3PuttAvoidanceRound5",2006
1,1,"Scott Verplank",NA,5.56,1,18,"3PuttAvoidanceRound5",2006
1,1,"Nick Watney",NA,5.56,1,18,"3PuttAvoidanceRound5",2006
1,1,"Mike Weir",NA,5.56,1,18,"3PuttAvoidanceRound5",2006
1,1,"Dean Wilson",NA,5.56,1,18,"3PuttAvoidanceRound5",2006
27,27,"Tim Clark",NA,11.11,2,18,"3PuttAvoidanceRound5",2006
27,27,"Joe Durant",NA,11.11,2,18,"3PuttAvoidanceRound5",2006
27,27,"Steve Elkington",NA,11.11,2,18,"3PuttAvoidanceRound5",2006
27,27,"Dudley Hart",NA,11.11,2,18,"3PuttAvoidanceRound5",2006
27,27,"Tim Herron",NA,11.11,2,18,"3PuttAvoidanceRound5",2006
27,27,"Bernhard Langer",NA,11.11,2,18,"3PuttAvoidanceRound5",2006
27,27,"Mark OMeara",NA,11.11,2,18,"3PuttAvoidanceRound5",2006
27,27,"Joe Ogilvie",NA,11.11,2,18,"3PuttAvoidanceRound5",2006
27,27,"Greg Owen",NA,11.11,2,18,"3PuttAvoidanceRound5",2006
27,27,"Carl Pettersson",NA,11.11,2,18,"3PuttAvoidanceRound5",2006
27,27,"John Senden",NA,11.11,2,18,"3PuttAvoidanceRound5",2006
38,38,"Woody Austin",NA,16.67,3,18,"3PuttAvoidanceRound5",2006
38,38,"Fred Funk",NA,16.67,3,18,"3PuttAvoidanceRound5",2006
38,38,"Pat Perez",NA,16.67,3,18,"3PuttAvoidanceRound5",2006
