"Last15EventsPutting_RANKTHISWEEK_2015","Last15EventsPutting_RANKLASTWEEK_2015","Last15EventsPutting_PLAYERNAME_2015","Last15EventsPutting_EVENTS_2015","Last15EventsPutting_RATING_2015","stat_name","year"
1,1,"Joe Affrunti",1,9.5,"Last15EventsPutting",2015
2,2,"Andy Sullivan",1,9.4,"Last15EventsPutting",2015
3,3,"Ollie Schniederjans",2,9.2,"Last15EventsPutting",2015
4,4,"George Coetzee",2,9.1,"Last15EventsPutting",2015
4,4,"Steve Marino",1,9.1,"Last15EventsPutting",2015
6,6,"Steve Lowery",1,8.9,"Last15EventsPutting",2015
6,6,"Martin Piller",1,8.9,"Last15EventsPutting",2015
6,6,"Michael Smith",1,8.9,"Last15EventsPutting",2015
9,9,"Jason Allred",1,8.8,"Last15EventsPutting",2015
9,9,"Bryson DeChambeau",1,8.8,"Last15EventsPutting",2015
9,9,"Trevor Immelman",1,8.8,"Last15EventsPutting",2015
12,12,"Tyrrell Hatton",1,8.7,"Last15EventsPutting",2015
12,12,"Tom Johnson",1,8.7,"Last15EventsPutting",2015
12,12,"Scott Verplank",2,8.7,"Last15EventsPutting",2015
15,15,"Erik Compton",7,8.6,"Last15EventsPutting",2015
15,15,"Rickie Fowler",8,8.6,"Last15EventsPutting",2015
15,15,"DH Lee",1,8.6,"Last15EventsPutting",2015
15,15,"Robby Shelton",1,8.6,"Last15EventsPutting",2015
15,15,"Gunn Yang",1,8.6,"Last15EventsPutting",2015
20,20,"Austin Cook",5,8.5,"Last15EventsPutting",2015
20,20,"Nick Cullen",1,8.5,"Last15EventsPutting",2015
20,20,"Cameron Smith",6,8.5,"Last15EventsPutting",2015
23,23,"Mark Anderson",3,8.4,"Last15EventsPutting",2015
23,23,"Soren Kjeldsen",1,8.4,"Last15EventsPutting",2015
23,23,"Rod Pampling",4,8.4,"Last15EventsPutting",2015
23,23,"Carl Pettersson",10,8.4,"Last15EventsPutting",2015
23,23,"Daniel Summerhays",8,8.4,"Last15EventsPutting",2015
23,23,"Brendon Todd",9,8.4,"Last15EventsPutting",2015
23,23,"Peter Uihlein",1,8.4,"Last15EventsPutting",2015
23,23,"Cory Whitsett",2,8.4,"Last15EventsPutting",2015
31,31,"Blayne Barber",4,8.3,"Last15EventsPutting",2015
31,31,"Matt Bettencourt",3,8.3,"Last15EventsPutting",2015
31,31,"Derek Fathauer",5,8.3,"Last15EventsPutting",2015
31,31,"Steve Flesch",1,8.3,"Last15EventsPutting",2015
31,31,"JB Holmes",8,8.3,"Last15EventsPutting",2015
31,31,"Danny Lee",12,8.3,"Last15EventsPutting",2015
31,31,"Jordan Niebrugge",1,8.3,"Last15EventsPutting",2015
31,31,"Kenny Perry",3,8.3,"Last15EventsPutting",2015
31,31,"Nicholas Thompson",4,8.3,"Last15EventsPutting",2015
31,31,"Marc Warren",5,8.3,"Last15EventsPutting",2015
31,31,"Steve Wheatcroft",5,8.3,"Last15EventsPutting",2015
31,31,"Gary Woodland",7,8.3,"Last15EventsPutting",2015
43,43,"Thomas Aiken",2,8.2,"Last15EventsPutting",2015
43,43,"Kiradech Aphibarnrat",3,8.2,"Last15EventsPutting",2015
43,43,"Thomas Bjorn",4,8.2,"Last15EventsPutting",2015
