"Back9Round4ScoringAverage_RANKTHISWEEK_2010","Back9Round4ScoringAverage_RANKLASTWEEK_2010","Back9Round4ScoringAverage_PLAYERNAME_2010","Back9Round4ScoringAverage__2010","Back9Round4ScoringAverage_AVG_2010","Back9Round4ScoringAverage_TOTALSTROKES_2010","Back9Round4ScoringAverage_TOTALROUNDS_2010","stat_name","year"
76,76,"Johnson Wagner",NA,35.57,498,14,"Back9Round4ScoringAverage",2010
77,77,"Tim Clark",NA,35.58,676,19,"Back9Round4ScoringAverage",2010
77,77,"Brendon de Jonge",NA,35.58,854,24,"Back9Round4ScoringAverage",2010
79,79,"Richard Johnson",NA,35.59,605,17,"Back9Round4ScoringAverage",2010
80,80,"Stewart Cink",NA,35.61,641,18,"Back9Round4ScoringAverage",2010
81,81,"John Senden",NA,35.62,748,21,"Back9Round4ScoringAverage",2010
82,82,"Briny Baird",NA,35.63,570,16,"Back9Round4ScoringAverage",2010
82,82,"Greg Chalmers",NA,35.63,677,19,"Back9Round4ScoringAverage",2010
84,84,"Brandt Snedeker",NA,35.67,642,18,"Back9Round4ScoringAverage",2010
85,85,"Chad Collins",NA,35.69,571,16,"Back9Round4ScoringAverage",2010
86,86,"Bill Lunde",NA,35.7,357,10,"Back9Round4ScoringAverage",2010
86,86,"Jeev Milkha Singh",NA,35.7,357,10,"Back9Round4ScoringAverage",2010
88,88,"Robert Allenby",NA,35.71,607,17,"Back9Round4ScoringAverage",2010
88,88,"Jerry Kelly",NA,35.71,750,21,"Back9Round4ScoringAverage",2010
88,88,"Steve Lowery",NA,35.71,250,7,"Back9Round4ScoringAverage",2010
88,88,"Vaughn Taylor",NA,35.71,607,17,"Back9Round4ScoringAverage",2010
88,88,"Jay Williamson",NA,35.71,500,14,"Back9Round4ScoringAverage",2010
93,93,"JJ Henry",NA,35.72,643,18,"Back9Round4ScoringAverage",2010
94,94,"Davis Love III",NA,35.73,536,15,"Back9Round4ScoringAverage",2010
95,95,"Cliff Kresge",NA,35.75,286,8,"Back9Round4ScoringAverage",2010
95,95,"Bryce Molder",NA,35.75,572,16,"Back9Round4ScoringAverage",2010
97,97,"Woody Austin",NA,35.76,608,17,"Back9Round4ScoringAverage",2010
97,97,"Kevin Sutherland",NA,35.76,608,17,"Back9Round4ScoringAverage",2010
99,99,"Billy Mayfair",NA,35.77,465,13,"Back9Round4ScoringAverage",2010
100,100,"Jason Day",NA,35.78,644,18,"Back9Round4ScoringAverage",2010
100,100,"Jeff Overton",NA,35.78,644,18,"Back9Round4ScoringAverage",2010
100,100,"Dean Wilson",NA,35.78,322,9,"Back9Round4ScoringAverage",2010
103,103,"Graham DeLaet",NA,35.8,537,15,"Back9Round4ScoringAverage",2010
103,103,"Alex Prugh",NA,35.8,537,15,"Back9Round4ScoringAverage",2010
103,103,"Adam Scott",NA,35.8,537,15,"Back9Round4ScoringAverage",2010
106,106,"DA Points",NA,35.81,573,16,"Back9Round4ScoringAverage",2010
107,107,"Padraig Harrington",NA,35.82,394,11,"Back9Round4ScoringAverage",2010
107,107,"Matt Jones",NA,35.82,609,17,"Back9Round4ScoringAverage",2010
107,107,"Brian Stuard",NA,35.82,394,11,"Back9Round4ScoringAverage",2010
110,110,"JB Holmes",NA,35.83,860,24,"Back9Round4ScoringAverage",2010
110,110,"Hunter Mahan",NA,35.83,645,18,"Back9Round4ScoringAverage",2010
110,110,"Geoff Ogilvy",NA,35.83,430,12,"Back9Round4ScoringAverage",2010
113,113,"KJ Choi",NA,35.84,681,19,"Back9Round4ScoringAverage",2010
113,113,"Martin Laird",NA,35.84,681,19,"Back9Round4ScoringAverage",2010
115,115,"Michael Bradley",NA,35.86,502,14,"Back9Round4ScoringAverage",2010
116,116,"Ernie Els",NA,35.88,574,16,"Back9Round4ScoringAverage",2010
117,117,"David Lutterus",NA,35.89,323,9,"Back9Round4ScoringAverage",2010
118,118,"Rickie Fowler",NA,35.9,754,21,"Back9Round4ScoringAverage",2010
118,118,"Carl Pettersson",NA,35.9,718,20,"Back9Round4ScoringAverage",2010
120,120,"Ted Purdy",NA,35.92,467,13,"Back9Round4ScoringAverage",2010
121,121,"Joe Durant",NA,35.93,503,14,"Back9Round4ScoringAverage",2010
121,121,"Robert Garrigus",NA,35.93,503,14,"Back9Round4ScoringAverage",2010
121,121,"Andres Romero",NA,35.93,539,15,"Back9Round4ScoringAverage",2010
124,124,"Scott Verplank",NA,35.94,575,16,"Back9Round4ScoringAverage",2010
125,125,"Zach Johnson",NA,35.95,755,21,"Back9Round4ScoringAverage",2010
125,125,"Charlie Wi",NA,35.95,719,20,"Back9Round4ScoringAverage",2010
127,127,"Jason Bohn",NA,36,576,16,"Back9Round4ScoringAverage",2010
127,127,"Greg Kraft",NA,36,144,4,"Back9Round4ScoringAverage",2010
127,127,"Spencer Levin",NA,36,864,24,"Back9Round4ScoringAverage",2010
127,127,"Will Ma Kenzie",NA,36,468,13,"Back9Round4ScoringAverage",2010
127,127,"Heath Slocum",NA,36,828,23,"Back9Round4ScoringAverage",2010
127,127,"Kevin Stadler",NA,36,540,15,"Back9Round4ScoringAverage",2010
127,127,"Boo Weekley",NA,36,612,17,"Back9Round4ScoringAverage",2010
134,134,"Dustin Johnson",NA,36.05,685,19,"Back9Round4ScoringAverage",2010
135,135,"Luke Donald",NA,36.07,541,15,"Back9Round4ScoringAverage",2010
135,135,"Shaun Micheel",NA,36.07,505,14,"Back9Round4ScoringAverage",2010
137,137,"George McNeill",NA,36.08,433,12,"Back9Round4ScoringAverage",2010
138,138,"Phil Mickelson",NA,36.11,650,18,"Back9Round4ScoringAverage",2010
138,138,"Steve Wheatcroft",NA,36.11,325,9,"Back9Round4ScoringAverage",2010
140,140,"Steve Elkington",NA,36.13,542,15,"Back9Round4ScoringAverage",2010
141,141,"Angel Cabrera",NA,36.15,470,13,"Back9Round4ScoringAverage",2010
142,142,"Brett Wetterich",NA,36.18,398,11,"Back9Round4ScoringAverage",2010
143,143,"Blake Adams",NA,36.19,579,16,"Back9Round4ScoringAverage",2010
143,143,"Scott McCarron",NA,36.19,579,16,"Back9Round4ScoringAverage",2010
143,143,"Sean OHair",NA,36.19,579,16,"Back9Round4ScoringAverage",2010
146,146,"Stuart Appleby",NA,36.21,688,19,"Back9Round4ScoringAverage",2010
146,146,"Steve Flesch",NA,36.21,507,14,"Back9Round4ScoringAverage",2010
148,148,"Justin Leonard",NA,36.22,652,18,"Back9Round4ScoringAverage",2010
149,149,"Matt Bettencourt",NA,36.23,471,13,"Back9Round4ScoringAverage",2010
150,150,"Derek Lamely",NA,36.25,435,12,"Back9Round4ScoringAverage",2010
150,150,"Brenden Pappas",NA,36.25,290,8,"Back9Round4ScoringAverage",2010
150,150,"Cameron Percy",NA,36.25,435,12,"Back9Round4ScoringAverage",2010
153,153,"John Mallinger",NA,36.27,399,11,"Back9Round4ScoringAverage",2010
153,153,"Kenny Perry",NA,36.27,544,15,"Back9Round4ScoringAverage",2010
155,155,"Garth Mulroy",NA,36.29,254,7,"Back9Round4ScoringAverage",2010
156,156,"Roland Thatcher",NA,36.3,363,10,"Back9Round4ScoringAverage",2010
157,157,"Chris DiMarco",NA,36.32,690,19,"Back9Round4ScoringAverage",2010
158,158,"Rod Pampling",NA,36.33,436,12,"Back9Round4ScoringAverage",2010
159,159,"Steve Marino",NA,36.35,618,17,"Back9Round4ScoringAverage",2010
160,160,"JP Hayes",NA,36.36,509,14,"Back9Round4ScoringAverage",2010
161,161,"Trevor Immelman",NA,36.38,291,8,"Back9Round4ScoringAverage",2010
162,162,"Mike Weir",NA,36.4,364,10,"Back9Round4ScoringAverage",2010
163,163,"Brent Delahoussaye",NA,36.43,255,7,"Back9Round4ScoringAverage",2010
163,163,"Paul Goydos",NA,36.43,510,14,"Back9Round4ScoringAverage",2010
165,165,"Martin Flores",NA,36.45,401,11,"Back9Round4ScoringAverage",2010
166,166,"Brett Quigley",NA,36.47,693,19,"Back9Round4ScoringAverage",2010
167,167,"Craig Bowden",NA,36.5,292,8,"Back9Round4ScoringAverage",2010
167,167,"Jeff Gove",NA,36.5,219,6,"Back9Round4ScoringAverage",2010
167,167,"Roger Tambellini",NA,36.5,438,12,"Back9Round4ScoringAverage",2010
170,170,"Lucas Glover",NA,36.53,548,15,"Back9Round4ScoringAverage",2010
170,170,"Camilo Villegas",NA,36.53,621,17,"Back9Round4ScoringAverage",2010
172,172,"Alex Cejka",NA,36.54,475,13,"Back9Round4ScoringAverage",2010
173,173,"Bill Haas",NA,36.56,658,18,"Back9Round4ScoringAverage",2010
174,174,"Sergio Garcia",NA,36.58,439,12,"Back9Round4ScoringAverage",2010
175,175,"David Duval",NA,36.64,403,11,"Back9Round4ScoringAverage",2010
175,175,"Skip Kendall",NA,36.64,403,11,"Back9Round4ScoringAverage",2010
175,175,"Jeff Maggert",NA,36.64,403,11,"Back9Round4ScoringAverage",2010
178,178,"Nathan Green",NA,36.69,587,16,"Back9Round4ScoringAverage",2010
179,179,"Brian Davis",NA,36.72,661,18,"Back9Round4ScoringAverage",2010
180,180,"Tom Pernice Jr",NA,36.79,515,14,"Back9Round4ScoringAverage",2010
181,181,"Kevin Johnson",NA,36.8,184,5,"Back9Round4ScoringAverage",2010
181,181,"Chris Tidland",NA,36.8,552,15,"Back9Round4ScoringAverage",2010
183,183,"Brad Faxon",NA,36.83,221,6,"Back9Round4ScoringAverage",2010
184,184,"Mark Calcavecchia",NA,37.11,334,9,"Back9Round4ScoringAverage",2010
184,184,"Greg Owen",NA,37.11,334,9,"Back9Round4ScoringAverage",2010
186,186,"Daniel Chopra",NA,37.22,335,9,"Back9Round4ScoringAverage",2010
187,187,"Justin Bolli",NA,37.25,149,4,"Back9Round4ScoringAverage",2010
188,188,"Ian Poulter",NA,37.5,375,10,"Back9Round4ScoringAverage",2010
188,188,"Chris Wilson",NA,37.5,225,6,"Back9Round4ScoringAverage",2010
190,190,"John Daly",NA,37.6,376,10,"Back9Round4ScoringAverage",2010
191,191,"Vance Veazey",NA,37.83,227,6,"Back9Round4ScoringAverage",2010
192,192,"Andrew McLardy",NA,38.2,191,5,"Back9Round4ScoringAverage",2010
