"Par3BirdieorBetterLeaders_RANKTHISWEEK_2009","Par3BirdieorBetterLeaders_RANKLASTWEEK_2009","Par3BirdieorBetterLeaders_PLAYERNAME_2009","Par3BirdieorBetterLeaders_ROUNDS_2009","Par3BirdieorBetterLeaders_Pct_2009","Par3BirdieorBetterLeaders_PAR3BIRDIESORBETTER_2009","Par3BirdieorBetterLeaders_PAR3HOLES_2009","stat_name","year"
1,1,"Mark Brooks",55,18.14,41,226,"Par3BirdieorBetterLeaders",2009
2,2,"Kris Blanks",60,17.89,44,246,"Par3BirdieorBetterLeaders",2009
3,3,"Gary Woodland",53,17.59,38,216,"Par3BirdieorBetterLeaders",2009
4,4,"Phil Mickelson",66,17,43,253,"Par3BirdieorBetterLeaders",2009
5,5,"Lucas Glover",93,16.76,63,376,"Par3BirdieorBetterLeaders",2009
6,6,"Dean Wilson",81,16.62,55,331,"Par3BirdieorBetterLeaders",2009
7,7,"Scott Sterling",51,16.59,35,211,"Par3BirdieorBetterLeaders",2009
8,8,"Lee Janzen",74,16.45,50,304,"Par3BirdieorBetterLeaders",2009
9,9,"Daniel Chopra",89,16.38,58,354,"Par3BirdieorBetterLeaders",2009
10,10,"Corey Pavin",73,16.33,49,300,"Par3BirdieorBetterLeaders",2009
11,11,"Hunter Mahan",94,16.26,60,369,"Par3BirdieorBetterLeaders",2009
12,12,"Tiger Woods",64,16.13,40,248,"Par3BirdieorBetterLeaders",2009
13,13,"Bo Van Pelt",100,16.06,66,411,"Par3BirdieorBetterLeaders",2009
14,14,"Jeff Quinney",78,16.04,51,318,"Par3BirdieorBetterLeaders",2009
15,15,"Patrick Sheehan",51,15.94,33,207,"Par3BirdieorBetterLeaders",2009
16,16,"Matt Kuchar",82,15.82,53,335,"Par3BirdieorBetterLeaders",2009
17,17,"Robert Allenby",71,15.71,44,280,"Par3BirdieorBetterLeaders",2009
18,18,"Joe Ogilvie",85,15.67,55,351,"Par3BirdieorBetterLeaders",2009
18,18,"DA Points",99,15.67,63,402,"Par3BirdieorBetterLeaders",2009
20,20,"Ryan Moore",89,15.47,56,362,"Par3BirdieorBetterLeaders",2009
21,21,"Kevin Streelman",97,15.44,61,395,"Par3BirdieorBetterLeaders",2009
22,22,"Jason Day",61,15.38,38,247,"Par3BirdieorBetterLeaders",2009
23,23,"Bob Heintz",59,15.35,37,241,"Par3BirdieorBetterLeaders",2009
