"HitFairwayPercentage_RANKTHISWEEK_2008","HitFairwayPercentage_RANKLASTWEEK_2008","HitFairwayPercentage_PLAYERNAME_2008","HitFairwayPercentage_ROUNDS_2008","HitFairwayPercentage_Pct_2008","HitFairwayPercentage_FAIRWAYSHIT_2008","HitFairwayPercentage_POSSIBLEFAIRWAYS_2008","HitFairwayPercentage_RELATIVETOPAR_2008","stat_name","year"
61,61,"Tim Petrovic",97,67.32,754,1120,-0.12,"HitFairwayPercentage",2008
62,62,"Hunter Mahan",87,67.27,670,996,-0.17,"HitFairwayPercentage",2008
63,63,"Stephen Leaney",53,67.26,419,623,-0.09,"HitFairwayPercentage",2008
64,64,"Jeff Maggert",86,67.25,733,1090,-0.12,"HitFairwayPercentage",2008
65,65,"Rocco Mediate",87,67.22,644,958,-0.12,"HitFairwayPercentage",2008
66,66,"Chad Campbell",94,67.12,786,1171,-0.21,"HitFairwayPercentage",2008
67,67,"Nicholas Thompson",113,66.92,890,1330,-0.15,"HitFairwayPercentage",2008
68,68,"David Toms",70,66.88,519,776,-0.18,"HitFairwayPercentage",2008
69,69,"Robert Allenby",108,66.81,793,1187,-0.18,"HitFairwayPercentage",2008
70,70,"John Merrick",98,66.54,706,1061,-0.16,"HitFairwayPercentage",2008
71,71,"Matt Kuchar",88,66.53,648,974,-0.15,"HitFairwayPercentage",2008
72,72,"Rod Pampling",83,66.42,623,938,-0.17,"HitFairwayPercentage",2008
73,73,"Tom Lehman",51,66.41,350,527,-0.15,"HitFairwayPercentage",2008
74,74,"Tim Clark",90,66.37,673,1014,-0.18,"HitFairwayPercentage",2008
74,74,"John Huston",56,66.37,448,675,-0.22,"HitFairwayPercentage",2008
74,74,"Michael Letzig",88,66.37,679,1023,-0.17,"HitFairwayPercentage",2008
77,77,"Charles Warren",79,66.34,678,1022,-0.06,"HitFairwayPercentage",2008
78,78,"DJ Trahan",94,66.32,711,1072,-0.16,"HitFairwayPercentage",2008
79,79,"Justin Bolli",87,66.3,671,1012,-0.08,"HitFairwayPercentage",2008
80,80,"Mathew Goggin",91,66.17,749,1132,-0.18,"HitFairwayPercentage",2008
81,81,"Mark Calcavecchia",67,66.09,497,752,-0.1,"HitFairwayPercentage",2008
82,82,"JJ Henry",108,66.01,901,1365,-0.16,"HitFairwayPercentage",2008
83,83,"Joe Ogilvie",100,65.89,794,1205,-0.17,"HitFairwayPercentage",2008
84,84,"Todd Demsey",80,65.88,643,976,-0.13,"HitFairwayPercentage",2008
85,85,"Alex Cejka",75,65.5,541,826,-0.08,"HitFairwayPercentage",2008
86,86,"Frank Lickliter II",107,65.34,903,1382,-0.13,"HitFairwayPercentage",2008
87,87,"Marc Turnesa",87,65.33,684,1047,-0.13,"HitFairwayPercentage",2008
88,88,"Pat Perez",93,65.21,714,1095,-0.21,"HitFairwayPercentage",2008
89,89,"Tommy Armour III",77,65.05,590,907,-0.14,"HitFairwayPercentage",2008
90,90,"Paul Casey",55,65.04,320,492,-0.15,"HitFairwayPercentage",2008
91,91,"Tom Pernice Jr",104,64.89,878,1353,-0.16,"HitFairwayPercentage",2008
92,92,"Boo Weekley",86,64.86,576,888,-0.14,"HitFairwayPercentage",2008
93,93,"Steve Marino",119,64.73,927,1432,-0.19,"HitFairwayPercentage",2008
94,94,"Rory Sabbatini",77,64.61,566,876,-0.2,"HitFairwayPercentage",2008
95,95,"Nick Flanagan",89,64.31,708,1101,-0.09,"HitFairwayPercentage",2008
96,96,"Jeff Quinney",87,64.25,647,1007,-0.16,"HitFairwayPercentage",2008
97,97,"Ryan Palmer",69,64.21,531,827,-0.2,"HitFairwayPercentage",2008
98,98,"Jim McGovern",75,64.16,555,865,-0.1,"HitFairwayPercentage",2008
99,99,"Tom Scherrer",56,64.12,386,602,-0.14,"HitFairwayPercentage",2008
100,100,"Kevin Stadler",90,64.04,641,1001,-0.08,"HitFairwayPercentage",2008
101,101,"Stephen Ames",83,63.9,586,917,-0.18,"HitFairwayPercentage",2008
102,102,"JP Hayes",67,63.87,555,869,-0.08,"HitFairwayPercentage",2008
103,103,"Mathias Gronberg",87,63.81,693,1086,-0.15,"HitFairwayPercentage",2008
104,104,"Charley Hoffman",94,63.78,759,1190,-0.16,"HitFairwayPercentage",2008
105,105,"Richard Johnson",60,63.77,433,679,-0.09,"HitFairwayPercentage",2008
106,106,"YE Yang",89,63.75,700,1098,-0.16,"HitFairwayPercentage",2008
107,107,"Will Ma Kenzie",62,63.72,497,780,-0.14,"HitFairwayPercentage",2008
108,108,"Vaughn Taylor",103,63.71,825,1295,-0.16,"HitFairwayPercentage",2008
109,109,"Jesper Parnevik",88,63.68,647,1016,-0.16,"HitFairwayPercentage",2008
110,110,"Lee Janzen",89,63.58,653,1027,-0.12,"HitFairwayPercentage",2008
111,111,"Chris DiMarco",87,63.56,668,1051,-0.13,"HitFairwayPercentage",2008
112,112,"Cliff Kresge",84,63.46,639,1007,-0.1,"HitFairwayPercentage",2008
113,113,"KJ Choi",74,63.4,504,795,-0.16,"HitFairwayPercentage",2008
114,114,"Brett Quigley",80,63.37,635,1002,-0.14,"HitFairwayPercentage",2008
115,115,"Kevin Sutherland",98,63.24,769,1216,-0.2,"HitFairwayPercentage",2008
116,116,"Brad Elder",67,63.11,462,732,-0.16,"HitFairwayPercentage",2008
117,117,"Martin Laird",98,63.06,734,1164,-0.2,"HitFairwayPercentage",2008
118,118,"Kevin Streelman",114,63.03,844,1339,-0.19,"HitFairwayPercentage",2008
119,119,"Freddie Jacobson",78,63.01,557,884,-0.16,"HitFairwayPercentage",2008
120,120,"Dean Wilson",109,62.98,803,1275,-0.17,"HitFairwayPercentage",2008
121,121,"Lucas Glover",91,62.84,722,1149,-0.15,"HitFairwayPercentage",2008
122,122,"Kyle Thompson",70,62.76,492,784,-0.09,"HitFairwayPercentage",2008
123,123,"Ken Duke",116,62.74,911,1452,-0.16,"HitFairwayPercentage",2008
124,124,"Jason Day",81,62.69,657,1048,-0.14,"HitFairwayPercentage",2008
125,125,"Mike Weir",88,62.38,577,925,-0.18,"HitFairwayPercentage",2008
126,126,"Sean OHair",81,62.37,585,938,-0.14,"HitFairwayPercentage",2008
127,127,"Steve Flesch",95,62.35,694,1113,-0.15,"HitFairwayPercentage",2008
128,128,"Kenny Perry",97,62.3,790,1268,-0.2,"HitFairwayPercentage",2008
129,129,"Bo Van Pelt",101,62.29,806,1294,-0.15,"HitFairwayPercentage",2008
130,130,"Marco Dawson",64,62.19,454,730,-0.17,"HitFairwayPercentage",2008
131,131,"Bob Sowards",61,62.13,443,713,-0.13,"HitFairwayPercentage",2008
132,132,"Tim Herron",97,62.08,740,1192,-0.16,"HitFairwayPercentage",2008
133,133,"Alejandro Canizares",52,61.9,351,567,-0.13,"HitFairwayPercentage",2008
133,133,"Troy Matteson",94,61.9,754,1218,-0.12,"HitFairwayPercentage",2008
135,135,"Trevor Immelman",70,61.83,460,744,-0.16,"HitFairwayPercentage",2008
136,136,"Nick Watney",96,61.62,716,1162,-0.21,"HitFairwayPercentage",2008
137,137,"Dudley Hart",74,61.56,570,926,-0.19,"HitFairwayPercentage",2008
138,138,"Geoff Ogilvy",65,61.55,413,671,-0.16,"HitFairwayPercentage",2008
139,139,"Aaron Baddeley",76,61.32,512,835,-0.19,"HitFairwayPercentage",2008
140,140,"Vijay Singh",82,61.23,537,877,-0.2,"HitFairwayPercentage",2008
141,141,"Johnson Wagner",83,61.15,573,937,-0.14,"HitFairwayPercentage",2008
142,142,"Camilo Villegas",79,61.14,535,875,-0.21,"HitFairwayPercentage",2008
143,143,"Ian Poulter",51,61.08,306,501,-0.1,"HitFairwayPercentage",2008
144,144,"David Lutterus",59,61.07,422,691,-0.07,"HitFairwayPercentage",2008
145,145,"Ted Purdy",68,60.98,497,815,-0.12,"HitFairwayPercentage",2008
146,146,"Carl Pettersson",110,60.92,812,1333,-0.15,"HitFairwayPercentage",2008
147,147,"Harrison Frazar",73,60.87,515,846,-0.12,"HitFairwayPercentage",2008
147,147,"George McNeill",97,60.87,753,1237,-0.18,"HitFairwayPercentage",2008
149,149,"Brandt Snedeker",85,60.86,566,930,-0.16,"HitFairwayPercentage",2008
150,150,"Sergio Garcia",72,60.85,471,774,-0.18,"HitFairwayPercentage",2008
151,151,"Steve Lowery",74,60.69,559,921,-0.07,"HitFairwayPercentage",2008
152,152,"Tommy Gainey",60,60.67,381,628,-0.12,"HitFairwayPercentage",2008
153,153,"Davis Love III",78,60.6,543,896,-0.17,"HitFairwayPercentage",2008
154,154,"Ryuji Imada",80,60.55,568,938,-0.16,"HitFairwayPercentage",2008
155,155,"Bill Haas",99,60.37,748,1239,-0.15,"HitFairwayPercentage",2008
156,156,"Padraig Harrington",52,60.28,261,433,-0.14,"HitFairwayPercentage",2008
157,157,"Parker McLachlin",88,60.15,652,1084,-0.14,"HitFairwayPercentage",2008
158,158,"Billy Andrade",71,60.05,508,846,-0.05,"HitFairwayPercentage",2008
159,159,"Nathan Green",95,59.84,748,1250,-0.14,"HitFairwayPercentage",2008
160,160,"Chad Collins",72,59.72,516,864,-0.12,"HitFairwayPercentage",2008
161,161,"Anthony Kim",81,59.65,538,902,-0.21,"HitFairwayPercentage",2008
162,162,"Ernie Els",51,59.63,294,493,-0.17,"HitFairwayPercentage",2008
163,163,"Carlos Franco",73,59.6,509,854,-0.16,"HitFairwayPercentage",2008
164,164,"Tag Ridings",88,59.38,655,1103,-0.16,"HitFairwayPercentage",2008
165,165,"Steve Allan",58,59.17,387,654,-0.11,"HitFairwayPercentage",2008
166,166,"Jon Mills",95,59.1,630,1066,-0.15,"HitFairwayPercentage",2008
167,167,"Stuart Appleby",87,59.05,545,923,-0.19,"HitFairwayPercentage",2008
168,168,"Mark Hensby",71,59.04,519,879,-0.18,"HitFairwayPercentage",2008
169,169,"Brenden Pappas",66,58.96,444,753,-0.16,"HitFairwayPercentage",2008
170,170,"Brad Adamonis",87,58.94,613,1040,-0.14,"HitFairwayPercentage",2008
171,171,"Steve Stricker",75,58.89,467,793,-0.21,"HitFairwayPercentage",2008
172,172,"Retief Goosen",59,58.79,341,580,-0.16,"HitFairwayPercentage",2008
173,173,"Shigeki Maruyama",50,58.74,336,572,-0.16,"HitFairwayPercentage",2008
174,174,"Fred Couples",60,58.33,406,696,-0.23,"HitFairwayPercentage",2008
175,175,"Cody Freeman",66,58.31,435,746,-0.06,"HitFairwayPercentage",2008
176,176,"Stewart Cink",87,58.3,502,861,-0.25,"HitFairwayPercentage",2008
177,177,"Charles Howell III",101,58.12,694,1194,-0.2,"HitFairwayPercentage",2008
178,178,"Robert Garrigus",90,58.06,677,1166,-0.21,"HitFairwayPercentage",2008
179,179,"Brandt Jobe",52,57.81,374,647,-0.13,"HitFairwayPercentage",2008
180,180,"Eric Axley",113,57.8,763,1320,-0.2,"HitFairwayPercentage",2008
180,180,"Brett Rumford",72,57.8,474,820,-0.09,"HitFairwayPercentage",2008
182,182,"Phil Mickelson",80,56.69,462,815,-0.26,"HitFairwayPercentage",2008
183,183,"Bubba Watson",97,56.6,622,1099,-0.19,"HitFairwayPercentage",2008
184,184,"Jason Allred",63,55.93,377,674,-0.14,"HitFairwayPercentage",2008
185,185,"Matt Jones",95,55.85,635,1137,-0.16,"HitFairwayPercentage",2008
186,186,"Jeff Overton",103,55.48,693,1249,-0.19,"HitFairwayPercentage",2008
187,187,"Jimmy Walker",73,54.82,455,830,-0.16,"HitFairwayPercentage",2008
188,188,"David Duval",51,54.77,293,535,-0.12,"HitFairwayPercentage",2008
190,190,"JB Holmes",86,54.56,509,933,-0.22,"HitFairwayPercentage",2008
191,191,"Dustin Johnson",92,54.52,597,1095,-0.17,"HitFairwayPercentage",2008
192,192,"Travis Perkins",53,54.4,297,546,-0.02,"HitFairwayPercentage",2008
193,193,"Adam Scott",51,54.05,260,481,-0.21,"HitFairwayPercentage",2008
194,194,"James Driscoll",85,53.76,558,1038,-0.15,"HitFairwayPercentage",2008
195,195,"Daniel Chopra",84,53.35,501,939,-0.17,"HitFairwayPercentage",2008
196,196,"Angel Cabrera",55,52.34,280,535,-0.19,"HitFairwayPercentage",2008
197,197,"Andres Romero",69,50.96,344,675,-0.18,"HitFairwayPercentage",2008
