"Top5FinalRoundPerformance_RANKTHISWEEK_2013","Top5FinalRoundPerformance_RANKLASTWEEK_2013","Top5FinalRoundPerformance_PLAYERNAME_2013","Top5FinalRoundPerformance_EVENTS_2013","Top5FinalRoundPerformance_PctTIMESIMPROVED_2013","Top5FinalRoundPerformance_OFTIMESIMPROVED_2013","stat_name","year"
1,1,"Sangmoon Bae",26,100,1,"Top5FinalRoundPerformance",2013
1,1,"Jonas Blixt",24,100,2,"Top5FinalRoundPerformance",2013
1,1,"Jason Bohn",23,100,1,"Top5FinalRoundPerformance",2013
1,1,"Steven Bowditch",22,100,1,"Top5FinalRoundPerformance",2013
1,1,"Scott Brown",21,100,1,"Top5FinalRoundPerformance",2013
1,1,"Greg Chalmers",25,100,1,"Top5FinalRoundPerformance",2013
1,1,"Tim Clark",20,100,1,"Top5FinalRoundPerformance",2013
1,1,"Ben Crane",21,100,1,"Top5FinalRoundPerformance",2013
1,1,"Jason Day",21,100,1,"Top5FinalRoundPerformance",2013
1,1,"Derek Ernst",21,100,1,"Top5FinalRoundPerformance",2013
1,1,"Matt Every",28,100,1,"Top5FinalRoundPerformance",2013
1,1,"Lucas Glover",23,100,1,"Top5FinalRoundPerformance",2013
1,1,"Fabian Gomez",23,100,1,"Top5FinalRoundPerformance",2013
1,1,"James Hahn",26,100,1,"Top5FinalRoundPerformance",2013
1,1,"David Hearn",26,100,1,"Top5FinalRoundPerformance",2013
1,1,"Russell Henley",24,100,1,"Top5FinalRoundPerformance",2013
1,1,"Freddie Jacobson",19,100,1,"Top5FinalRoundPerformance",2013
1,1,"Dustin Johnson",22,100,3,"Top5FinalRoundPerformance",2013
1,1,"Robert Karlsson",18,100,1,"Top5FinalRoundPerformance",2013
1,1,"Jerry Kelly",22,100,1,"Top5FinalRoundPerformance",2013
1,1,"Chris Kirk",24,100,1,"Top5FinalRoundPerformance",2013
1,1,"Scott Langley",27,100,1,"Top5FinalRoundPerformance",2013
1,1,"Marc Leishman",23,100,1,"Top5FinalRoundPerformance",2013
1,1,"Justin Leonard",24,100,1,"Top5FinalRoundPerformance",2013
1,1,"David Mathis",24,100,1,"Top5FinalRoundPerformance",2013
1,1,"Graeme McDowell",16,100,2,"Top5FinalRoundPerformance",2013
1,1,"Rory McIlroy",16,100,1,"Top5FinalRoundPerformance",2013
1,1,"Phil Mickelson",21,100,4,"Top5FinalRoundPerformance",2013
1,1,"Geoff Ogilvy",19,100,1,"Top5FinalRoundPerformance",2013
1,1,"Scott Piercy",24,100,1,"Top5FinalRoundPerformance",2013
1,1,"DA Points",28,100,2,"Top5FinalRoundPerformance",2013
1,1,"Adam Scott",16,100,3,"Top5FinalRoundPerformance",2013
1,1,"Scott Stallings",27,100,2,"Top5FinalRoundPerformance",2013
1,1,"Brendan Steele",26,100,1,"Top5FinalRoundPerformance",2013
1,1,"Henrik Stenson",18,100,6,"Top5FinalRoundPerformance",2013
1,1,"Kevin Streelman",25,100,2,"Top5FinalRoundPerformance",2013
1,1,"Brian Stuard",25,100,1,"Top5FinalRoundPerformance",2013
1,1,"Daniel Summerhays",26,100,2,"Top5FinalRoundPerformance",2013
1,1,"Johnson Wagner",24,100,1,"Top5FinalRoundPerformance",2013
1,1,"Bubba Watson",21,100,2,"Top5FinalRoundPerformance",2013
1,1,"Boo Weekley",27,100,1,"Top5FinalRoundPerformance",2013
42,42,"Jim Furyk",22,75,3,"Top5FinalRoundPerformance",2013
42,42,"Billy Horschel",26,75,3,"Top5FinalRoundPerformance",2013
42,42,"Matt Kuchar",23,75,3,"Top5FinalRoundPerformance",2013
42,42,"Jordan Spieth",23,75,3,"Top5FinalRoundPerformance",2013
42,42,"Tiger Woods",16,75,6,"Top5FinalRoundPerformance",2013
47,47,"Steve Stricker",13,71.4,5,"Top5FinalRoundPerformance",2013
48,48,"Keegan Bradley",25,66.7,2,"Top5FinalRoundPerformance",2013
48,48,"Graham DeLaet",26,66.7,2,"Top5FinalRoundPerformance",2013
48,48,"Jason Dufner",22,66.7,2,"Top5FinalRoundPerformance",2013
48,48,"Sergio Garcia",17,66.7,2,"Top5FinalRoundPerformance",2013
48,48,"Charles Howell III",26,66.7,2,"Top5FinalRoundPerformance",2013
48,48,"Patrick Reed",26,66.7,2,"Top5FinalRoundPerformance",2013
48,48,"Brandt Snedeker",23,66.7,4,"Top5FinalRoundPerformance",2013
48,48,"Kyle Stanley",24,66.7,2,"Top5FinalRoundPerformance",2013
48,48,"Lee Westwood",19,66.7,2,"Top5FinalRoundPerformance",2013
48,48,"Gary Woodland",26,66.7,2,"Top5FinalRoundPerformance",2013
58,58,"Zach Johnson",24,60,3,"Top5FinalRoundPerformance",2013
59,59,"Angel Cabrera",21,50,1,"Top5FinalRoundPerformance",2013
59,59,"Kevin Chappell",24,50,1,"Top5FinalRoundPerformance",2013
59,59,"Harris English",26,50,1,"Top5FinalRoundPerformance",2013
59,59,"Rickie Fowler",22,50,1,"Top5FinalRoundPerformance",2013
59,59,"Luke Guthrie",27,50,1,"Top5FinalRoundPerformance",2013
59,59,"Bill Haas",25,50,3,"Top5FinalRoundPerformance",2013
59,59,"Matt Jones",24,50,1,"Top5FinalRoundPerformance",2013
59,59,"Jason Kokrak",25,50,1,"Top5FinalRoundPerformance",2013
59,59,"David Lingmerth",23,50,1,"Top5FinalRoundPerformance",2013
59,59,"David Lynn",22,50,1,"Top5FinalRoundPerformance",2013
59,59,"Hunter Mahan",25,50,1,"Top5FinalRoundPerformance",2013
59,59,"John Merrick",23,50,1,"Top5FinalRoundPerformance",2013
59,59,"Ryan Palmer",22,50,1,"Top5FinalRoundPerformance",2013
59,59,"Andres Romero",21,50,1,"Top5FinalRoundPerformance",2013
59,59,"Justin Rose",17,50,2,"Top5FinalRoundPerformance",2013
59,59,"Charl Schwartzel",19,50,2,"Top5FinalRoundPerformance",2013
59,59,"Webb Simpson",25,50,1,"Top5FinalRoundPerformance",2013
59,59,"Chris Stroud",26,50,1,"Top5FinalRoundPerformance",2013
59,59,"Nicholas Thompson",29,50,1,"Top5FinalRoundPerformance",2013
59,59,"Michael Thompson",22,50,1,"Top5FinalRoundPerformance",2013
59,59,"Jimmy Walker",24,50,2,"Top5FinalRoundPerformance",2013
59,59,"Nick Watney",26,50,1,"Top5FinalRoundPerformance",2013
81,81,"Roberto Castro",29,33.3,1,"Top5FinalRoundPerformance",2013
81,81,"John Huh",28,33.3,1,"Top5FinalRoundPerformance",2013
81,81,"Ryan Moore",22,33.3,1,"Top5FinalRoundPerformance",2013
84,84,"Charley Hoffman",23,20,1,"Top5FinalRoundPerformance",2013
85,85,"Chad Campbell",25,0,NA,"Top5FinalRoundPerformance",2013
85,85,"Stewart Cink",22,0,NA,"Top5FinalRoundPerformance",2013
85,85,"Erik Compton",24,0,NA,"Top5FinalRoundPerformance",2013
85,85,"Brendon de Jonge",30,0,NA,"Top5FinalRoundPerformance",2013
85,85,"Luke Donald",17,0,NA,"Top5FinalRoundPerformance",2013
85,85,"James Driscoll",23,0,NA,"Top5FinalRoundPerformance",2013
85,85,"Ken Duke",28,0,NA,"Top5FinalRoundPerformance",2013
85,85,"Bob Estes",18,0,NA,"Top5FinalRoundPerformance",2013
85,85,"Brad Fritsch",24,0,NA,"Top5FinalRoundPerformance",2013
85,85,"Scott Gardiner",23,0,NA,"Top5FinalRoundPerformance",2013
85,85,"Tom Gillis",22,0,NA,"Top5FinalRoundPerformance",2013
85,85,"Padraig Harrington",17,0,NA,"Top5FinalRoundPerformance",2013
85,85,"JJ Henry",26,0,NA,"Top5FinalRoundPerformance",2013
85,85,"Ben Kohles",25,0,NA,"Top5FinalRoundPerformance",2013
