"ScramblingfromtheRough_RANKTHISWEEK_2008","ScramblingfromtheRough_RANKLASTWEEK_2008","ScramblingfromtheRough_PLAYERNAME_2008","ScramblingfromtheRough_ROUNDS_2008","ScramblingfromtheRough_Pct_2008","ScramblingfromtheRough_SUCCESSES_2008","ScramblingfromtheRough_ATTEMPTS_2008","stat_name","year"
40,40,"John Rollins",94,59.04,111,188,"ScramblingfromtheRough",2008
41,41,"Brad Elder",67,58.96,79,134,"ScramblingfromtheRough",2008
41,41,"Rocco Mediate",87,58.96,102,173,"ScramblingfromtheRough",2008
43,43,"Tim Clark",90,58.95,112,190,"ScramblingfromtheRough",2008
44,44,"Gavin Coles",54,58.82,60,102,"ScramblingfromtheRough",2008
45,45,"Alejandro Canizares",52,58.77,67,114,"ScramblingfromtheRough",2008
46,46,"Parker McLachlin",88,58.5,117,200,"ScramblingfromtheRough",2008
47,47,"Ryuji Imada",80,58.46,114,195,"ScramblingfromtheRough",2008
48,48,"Greg Kraft",63,58.39,87,149,"ScramblingfromtheRough",2008
48,48,"Mike Weir",88,58.39,94,161,"ScramblingfromtheRough",2008
50,50,"Anthony Kim",81,58.33,91,156,"ScramblingfromtheRough",2008
51,51,"Andres Romero",69,58.28,95,163,"ScramblingfromtheRough",2008
52,52,"KJ Choi",74,58.27,74,127,"ScramblingfromtheRough",2008
53,53,"Tim Herron",97,58.23,138,237,"ScramblingfromtheRough",2008
54,54,"Brian Davis",108,58.22,131,225,"ScramblingfromtheRough",2008
55,55,"Stuart Appleby",87,58.14,100,172,"ScramblingfromtheRough",2008
56,56,"Heath Slocum",104,58.05,101,174,"ScramblingfromtheRough",2008
57,57,"Bart Bryant",81,57.89,99,171,"ScramblingfromtheRough",2008
58,58,"Ben Curtis",80,57.86,81,140,"ScramblingfromtheRough",2008
59,59,"Fred Couples",60,57.62,87,151,"ScramblingfromtheRough",2008
60,60,"John Mallinger",95,57.6,125,217,"ScramblingfromtheRough",2008
61,61,"Richard Johnson",60,57.58,76,132,"ScramblingfromtheRough",2008
62,62,"Steve Elkington",84,57.39,101,176,"ScramblingfromtheRough",2008
63,63,"Jim Furyk",95,57.38,105,183,"ScramblingfromtheRough",2008
64,64,"Doug LaBelle II",65,57.36,74,129,"ScramblingfromtheRough",2008
64,64,"Tom Pernice Jr",104,57.36,148,258,"ScramblingfromtheRough",2008
67,67,"Jerry Kelly",89,57.32,94,164,"ScramblingfromtheRough",2008
68,68,"Chad Collins",72,57.3,102,178,"ScramblingfromtheRough",2008
69,69,"Geoff Ogilvy",65,57.03,73,128,"ScramblingfromtheRough",2008
70,70,"Brett Rumford",72,57,114,200,"ScramblingfromtheRough",2008
71,71,"Cameron Beckman",87,56.98,102,179,"ScramblingfromtheRough",2008
72,72,"DJ Trahan",94,56.86,116,204,"ScramblingfromtheRough",2008
73,73,"Bubba Watson",97,56.83,104,183,"ScramblingfromtheRough",2008
74,74,"YE Yang",89,56.63,111,196,"ScramblingfromtheRough",2008
75,75,"Tommy Armour III",77,56.44,92,163,"ScramblingfromtheRough",2008
76,76,"John Riegger",73,56.35,71,126,"ScramblingfromtheRough",2008
77,77,"Woody Austin",109,56.34,120,213,"ScramblingfromtheRough",2008
78,78,"Joe Ogilvie",100,56.3,134,238,"ScramblingfromtheRough",2008
79,79,"Cliff Kresge",84,56.28,103,183,"ScramblingfromtheRough",2008
80,80,"David Lutterus",59,56.25,63,112,"ScramblingfromtheRough",2008
81,81,"Mark Calcavecchia",67,56.2,77,137,"ScramblingfromtheRough",2008
82,82,"Tim Wilkinson",95,56.19,118,210,"ScramblingfromtheRough",2008
83,83,"Kevin Streelman",114,56.14,128,228,"ScramblingfromtheRough",2008
84,84,"Lee Janzen",89,56.08,106,189,"ScramblingfromtheRough",2008
85,85,"Frank Lickliter II",107,55.94,146,261,"ScramblingfromtheRough",2008
86,86,"Angel Cabrera",55,55.88,57,102,"ScramblingfromtheRough",2008
87,87,"Jimmy Walker",73,55.87,100,179,"ScramblingfromtheRough",2008
88,88,"Charley Hoffman",94,55.66,123,221,"ScramblingfromtheRough",2008
88,88,"Kevin Na",97,55.66,118,212,"ScramblingfromtheRough",2008
90,90,"Nicholas Thompson",113,55.65,138,248,"ScramblingfromtheRough",2008
91,91,"Kenneth Ferrie",72,55.64,74,133,"ScramblingfromtheRough",2008
92,92,"Aaron Baddeley",76,55.49,96,173,"ScramblingfromtheRough",2008
93,93,"Ken Duke",116,55.33,161,291,"ScramblingfromtheRough",2008
94,94,"JP Hayes",67,55.26,84,152,"ScramblingfromtheRough",2008
95,95,"Matt Jones",95,55.25,142,257,"ScramblingfromtheRough",2008
95,95,"Dean Wilson",109,55.25,121,219,"ScramblingfromtheRough",2008
97,97,"Dudley Hart",74,55.1,81,147,"ScramblingfromtheRough",2008
98,98,"Jin Park",85,55.07,114,207,"ScramblingfromtheRough",2008
99,99,"Brenden Pappas",66,55.03,82,149,"ScramblingfromtheRough",2008
100,100,"Lucas Glover",91,55.02,115,209,"ScramblingfromtheRough",2008
101,101,"Jim McGovern",75,55,77,140,"ScramblingfromtheRough",2008
101,101,"Mark Wilson",107,55,132,240,"ScramblingfromtheRough",2008
103,103,"Scott McCarron",63,54.96,72,131,"ScramblingfromtheRough",2008
104,104,"Mathew Goggin",91,54.91,95,173,"ScramblingfromtheRough",2008
105,105,"Craig Kanada",65,54.89,73,133,"ScramblingfromtheRough",2008
106,106,"Robert Allenby",108,54.82,91,166,"ScramblingfromtheRough",2008
107,107,"Tom Lehman",51,54.81,57,104,"ScramblingfromtheRough",2008
108,108,"Nick Watney",96,54.77,109,199,"ScramblingfromtheRough",2008
109,109,"Steve Allan",58,54.69,70,128,"ScramblingfromtheRough",2008
110,110,"Kenny Perry",97,54.63,124,227,"ScramblingfromtheRough",2008
111,111,"Bob Tway",70,54.62,65,119,"ScramblingfromtheRough",2008
112,112,"Chris Stroud",81,54.61,83,152,"ScramblingfromtheRough",2008
113,113,"Paul Goydos",78,54.55,96,176,"ScramblingfromtheRough",2008
114,114,"Stewart Cink",87,54.48,79,145,"ScramblingfromtheRough",2008
115,115,"Bill Haas",99,54.38,118,217,"ScramblingfromtheRough",2008
116,116,"Tom Scherrer",56,54.24,64,118,"ScramblingfromtheRough",2008
116,116,"John Senden",93,54.24,96,177,"ScramblingfromtheRough",2008
118,118,"Marc Turnesa",87,54.19,110,203,"ScramblingfromtheRough",2008
119,119,"Daniel Chopra",84,54.13,118,218,"ScramblingfromtheRough",2008
120,120,"JB Holmes",86,54.07,113,209,"ScramblingfromtheRough",2008
121,121,"Tag Ridings",88,54.02,121,224,"ScramblingfromtheRough",2008
122,122,"Omar Uresti",74,54,81,150,"ScramblingfromtheRough",2008
123,123,"Jeff Overton",103,53.94,137,254,"ScramblingfromtheRough",2008
124,124,"Jason Gore",94,53.89,104,193,"ScramblingfromtheRough",2008
125,125,"Alex Cejka",75,53.85,84,156,"ScramblingfromtheRough",2008
126,126,"Robert Gamez",79,53.76,100,186,"ScramblingfromtheRough",2008
127,127,"Ted Purdy",68,53.68,73,136,"ScramblingfromtheRough",2008
128,128,"Jason Day",81,53.59,112,209,"ScramblingfromtheRough",2008
129,129,"Todd Demsey",80,53.57,90,168,"ScramblingfromtheRough",2008
130,130,"Steve Flesch",95,53.54,106,198,"ScramblingfromtheRough",2008
131,131,"Kent Jones",68,53.38,71,133,"ScramblingfromtheRough",2008
132,132,"Sean OHair",81,53.29,89,167,"ScramblingfromtheRough",2008
133,133,"David Duval",51,53.15,76,143,"ScramblingfromtheRough",2008
133,133,"Brandt Jobe",52,53.15,59,111,"ScramblingfromtheRough",2008
135,135,"Freddie Jacobson",78,53.11,94,177,"ScramblingfromtheRough",2008
136,136,"John Merrick",98,53.01,97,183,"ScramblingfromtheRough",2008
137,137,"Camilo Villegas",79,52.98,80,151,"ScramblingfromtheRough",2008
138,138,"Adam Scott",51,52.87,46,87,"ScramblingfromtheRough",2008
139,139,"Olin Browne",77,52.8,85,161,"ScramblingfromtheRough",2008
140,140,"Johnson Wagner",83,52.74,106,201,"ScramblingfromtheRough",2008
141,141,"Steve Lowery",74,52.69,98,186,"ScramblingfromtheRough",2008
141,141,"Brett Quigley",80,52.69,88,167,"ScramblingfromtheRough",2008
143,143,"Will Ma Kenzie",62,52.67,79,150,"ScramblingfromtheRough",2008
144,144,"Cody Freeman",66,52.63,90,171,"ScramblingfromtheRough",2008
144,144,"Mathias Gronberg",87,52.63,110,209,"ScramblingfromtheRough",2008
146,146,"Boo Weekley",86,52.56,82,156,"ScramblingfromtheRough",2008
147,147,"JJ Henry",108,52.45,107,204,"ScramblingfromtheRough",2008
148,148,"Davis Love III",78,52.41,76,145,"ScramblingfromtheRough",2008
149,149,"Michael Allen",91,52.3,91,174,"ScramblingfromtheRough",2008
150,150,"Robert Garrigus",90,51.96,106,204,"ScramblingfromtheRough",2008
151,151,"Nathan Green",95,51.9,123,237,"ScramblingfromtheRough",2008
152,152,"Bob Sowards",61,51.82,71,137,"ScramblingfromtheRough",2008
153,153,"Sergio Garcia",72,51.77,73,141,"ScramblingfromtheRough",2008
153,153,"Rory Sabbatini",77,51.77,73,141,"ScramblingfromtheRough",2008
155,155,"Bob Estes",90,51.76,88,170,"ScramblingfromtheRough",2008
155,155,"Jon Mills",95,51.76,88,170,"ScramblingfromtheRough",2008
157,157,"Ryan Palmer",69,51.68,77,149,"ScramblingfromtheRough",2008
158,158,"Justin Bolli",87,51.61,96,186,"ScramblingfromtheRough",2008
159,159,"Billy Andrade",71,51.46,88,171,"ScramblingfromtheRough",2008
160,160,"Chris DiMarco",87,51.44,107,208,"ScramblingfromtheRough",2008
161,161,"Nick Flanagan",89,51.43,108,210,"ScramblingfromtheRough",2008
162,162,"Jeff Maggert",86,51.28,100,195,"ScramblingfromtheRough",2008
163,163,"Rich Beem",90,50.93,82,161,"ScramblingfromtheRough",2008
164,164,"Rod Pampling",83,50.88,87,171,"ScramblingfromtheRough",2008
165,165,"Kyle Thompson",70,50.61,83,164,"ScramblingfromtheRough",2008
166,166,"Chad Campbell",94,50.54,93,184,"ScramblingfromtheRough",2008
167,167,"Ernie Els",51,50.51,50,99,"ScramblingfromtheRough",2008
167,167,"John Huston",56,50.51,50,99,"ScramblingfromtheRough",2008
169,169,"Ron Whittaker",54,50.45,56,111,"ScramblingfromtheRough",2008
170,170,"Paul Claxton",63,50,63,126,"ScramblingfromtheRough",2008
170,170,"James Driscoll",85,50,86,172,"ScramblingfromtheRough",2008
170,170,"Ryan Moore",72,50,84,168,"ScramblingfromtheRough",2008
173,173,"Brad Adamonis",87,49.76,102,205,"ScramblingfromtheRough",2008
174,174,"Pat Perez",93,49.7,83,167,"ScramblingfromtheRough",2008
174,174,"Charles Warren",79,49.7,83,167,"ScramblingfromtheRough",2008
174,174,"Jay Williamson",96,49.7,82,165,"ScramblingfromtheRough",2008
177,177,"Carlos Franco",73,49.66,72,145,"ScramblingfromtheRough",2008
178,178,"Travis Perkins",53,49.38,80,162,"ScramblingfromtheRough",2008
179,179,"Marco Dawson",64,49.32,72,146,"ScramblingfromtheRough",2008
180,180,"Martin Laird",98,49.03,101,206,"ScramblingfromtheRough",2008
181,181,"Bo Van Pelt",101,48.95,93,190,"ScramblingfromtheRough",2008
182,182,"Jason Allred",63,48.63,71,146,"ScramblingfromtheRough",2008
183,183,"Trevor Immelman",70,48.62,53,109,"ScramblingfromtheRough",2008
184,184,"Todd Hamilton",92,48.24,82,170,"ScramblingfromtheRough",2008
185,185,"Ryan Armour",87,47.76,96,201,"ScramblingfromtheRough",2008
186,186,"Joe Durant",92,47.24,77,163,"ScramblingfromtheRough",2008
187,187,"Kevin Stadler",90,47.03,87,185,"ScramblingfromtheRough",2008
188,188,"Hunter Mahan",87,46.98,70,149,"ScramblingfromtheRough",2008
189,189,"David Toms",70,46.94,46,98,"ScramblingfromtheRough",2008
190,190,"Troy Matteson",94,46.61,103,221,"ScramblingfromtheRough",2008
191,191,"Paul Casey",55,46.24,43,93,"ScramblingfromtheRough",2008
192,192,"Dustin Johnson",92,46.12,113,245,"ScramblingfromtheRough",2008
193,193,"Tommy Gainey",60,45.63,47,103,"ScramblingfromtheRough",2008
194,194,"Mark Hensby",71,45.57,72,158,"ScramblingfromtheRough",2008
195,195,"George McNeill",97,45.45,95,209,"ScramblingfromtheRough",2008
196,196,"Jeff Gove",50,43.02,37,86,"ScramblingfromtheRough",2008
197,197,"Harrison Frazar",73,42.28,52,123,"ScramblingfromtheRough",2008
