"FinalRoundScoringAverage_RANKTHISWEEK_2008","FinalRoundScoringAverage_RANKLASTWEEK_2008","FinalRoundScoringAverage_PLAYERNAME_2008","FinalRoundScoringAverage__2008","FinalRoundScoringAverage_AVG_2008","FinalRoundScoringAverage_TOTALSTROKES_2008","FinalRoundScoringAverage_TOTALROUNDS_2008","stat_name","year"
120,120,"Brad Elder",NA,71.44,643,9,"FinalRoundScoringAverage",2008
120,120,"Mark Hensby",NA,71.44,643,9,"FinalRoundScoringAverage",2008
120,120,"Troy Matteson",NA,71.44,1143,16,"FinalRoundScoringAverage",2008
120,120,"Ted Purdy",NA,71.44,643,9,"FinalRoundScoringAverage",2008
120,120,"Jeff Quinney",NA,71.44,1143,16,"FinalRoundScoringAverage",2008
125,125,"Jim Furyk",NA,71.45,1572,22,"FinalRoundScoringAverage",2008
125,125,"Kenny Perry",NA,71.45,1572,22,"FinalRoundScoringAverage",2008
127,127,"Marc Turnesa",NA,71.46,929,13,"FinalRoundScoringAverage",2008
128,128,"Bart Bryant",NA,71.47,1215,17,"FinalRoundScoringAverage",2008
128,128,"David Toms",NA,71.47,1072,15,"FinalRoundScoringAverage",2008
130,130,"John Rollins",NA,71.5,1287,18,"FinalRoundScoringAverage",2008
131,131,"Sean OHair",NA,71.53,1073,15,"FinalRoundScoringAverage",2008
132,132,"Briny Baird",NA,71.54,1860,26,"FinalRoundScoringAverage",2008
133,133,"Ryan Moore",NA,71.55,787,11,"FinalRoundScoringAverage",2008
134,134,"Vaughn Taylor",NA,71.56,1288,18,"FinalRoundScoringAverage",2008
134,134,"Charles Warren",NA,71.56,644,9,"FinalRoundScoringAverage",2008
136,136,"Woody Austin",NA,71.57,1646,23,"FinalRoundScoringAverage",2008
136,136,"David Lutterus",NA,71.57,501,7,"FinalRoundScoringAverage",2008
136,136,"Tom Scherrer",NA,71.57,501,7,"FinalRoundScoringAverage",2008
139,139,"Kevin Na",NA,71.58,1360,19,"FinalRoundScoringAverage",2008
139,139,"Chris Stroud",NA,71.58,859,12,"FinalRoundScoringAverage",2008
141,141,"Alejandro Canizares",NA,71.6,716,10,"FinalRoundScoringAverage",2008
141,141,"John Huston",NA,71.6,716,10,"FinalRoundScoringAverage",2008
143,143,"Jimmy Walker",NA,71.64,788,11,"FinalRoundScoringAverage",2008
144,144,"Robert Gamez",NA,71.67,860,12,"FinalRoundScoringAverage",2008
145,145,"Mark Calcavecchia",NA,71.7,717,10,"FinalRoundScoringAverage",2008
145,145,"Doug LaBelle II",NA,71.7,717,10,"FinalRoundScoringAverage",2008
147,147,"Jeff Maggert",NA,71.73,1076,15,"FinalRoundScoringAverage",2008
148,148,"Jonathan Byrd",NA,71.75,1148,16,"FinalRoundScoringAverage",2008
149,149,"Geoff Ogilvy",NA,71.77,933,13,"FinalRoundScoringAverage",2008
150,150,"Matt Kuchar",NA,71.81,1149,16,"FinalRoundScoringAverage",2008
151,151,"Parker McLachlin",NA,71.82,1221,17,"FinalRoundScoringAverage",2008
152,152,"Cliff Kresge",NA,71.85,934,13,"FinalRoundScoringAverage",2008
153,153,"Brett Quigley",NA,71.87,1078,15,"FinalRoundScoringAverage",2008
153,153,"YE Yang",NA,71.87,1078,15,"FinalRoundScoringAverage",2008
155,155,"Chez Reavie",NA,71.9,1438,20,"FinalRoundScoringAverage",2008
156,156,"Marco Dawson",NA,71.92,863,12,"FinalRoundScoringAverage",2008
156,156,"Paul Goydos",NA,71.92,935,13,"FinalRoundScoringAverage",2008
156,156,"Trevor Immelman",NA,71.92,935,13,"FinalRoundScoringAverage",2008
159,159,"Johnson Wagner",NA,71.93,1007,14,"FinalRoundScoringAverage",2008
160,160,"Rory Sabbatini",NA,71.94,1151,16,"FinalRoundScoringAverage",2008
161,161,"Brandt Snedeker",NA,72,1224,17,"FinalRoundScoringAverage",2008
161,161,"Kevin Stadler",NA,72,1008,14,"FinalRoundScoringAverage",2008
163,163,"Lee Janzen",NA,72.07,1009,14,"FinalRoundScoringAverage",2008
164,164,"Ian Poulter",NA,72.09,793,11,"FinalRoundScoringAverage",2008
165,165,"Adam Scott",NA,72.1,721,10,"FinalRoundScoringAverage",2008
166,166,"Will Ma Kenzie",NA,72.11,649,9,"FinalRoundScoringAverage",2008
167,167,"John Riegger",NA,72.15,938,13,"FinalRoundScoringAverage",2008
168,168,"Olin Browne",NA,72.18,794,11,"FinalRoundScoringAverage",2008
169,169,"Dustin Johnson",NA,72.19,1155,16,"FinalRoundScoringAverage",2008
169,169,"Patrick Sheehan",NA,72.19,1877,26,"FinalRoundScoringAverage",2008
171,171,"Jesper Parnevik",NA,72.2,1083,15,"FinalRoundScoringAverage",2008
172,172,"Todd Hamilton",NA,72.24,1228,17,"FinalRoundScoringAverage",2008
173,173,"Stephen Leaney",NA,72.25,578,8,"FinalRoundScoringAverage",2008
174,174,"Rich Beem",NA,72.31,1157,16,"FinalRoundScoringAverage",2008
175,175,"JB Holmes",NA,72.35,1230,17,"FinalRoundScoringAverage",2008
176,176,"Tag Ridings",NA,72.36,1013,14,"FinalRoundScoringAverage",2008
177,177,"Justin Bolli",NA,72.38,941,13,"FinalRoundScoringAverage",2008
178,178,"Jeff Overton",NA,72.42,1376,19,"FinalRoundScoringAverage",2008
179,179,"Daniel Chopra",NA,72.43,1014,14,"FinalRoundScoringAverage",2008
180,180,"Frank Lickliter II",NA,72.52,1523,21,"FinalRoundScoringAverage",2008
181,181,"Matt Jones",NA,72.53,1088,15,"FinalRoundScoringAverage",2008
182,182,"Billy Andrade",NA,72.6,726,10,"FinalRoundScoringAverage",2008
182,182,"David Duval",NA,72.6,363,5,"FinalRoundScoringAverage",2008
182,182,"Cody Freeman",NA,72.6,363,5,"FinalRoundScoringAverage",2008
182,182,"Dudley Hart",NA,72.6,1089,15,"FinalRoundScoringAverage",2008
186,186,"Nick Flanagan",NA,72.64,1017,14,"FinalRoundScoringAverage",2008
187,187,"Tom Lehman",NA,72.88,583,8,"FinalRoundScoringAverage",2008
187,187,"Shigeki Maruyama",NA,72.88,583,8,"FinalRoundScoringAverage",2008
189,189,"Angel Cabrera",NA,72.89,656,9,"FinalRoundScoringAverage",2008
190,190,"Jim McGovern",NA,72.91,802,11,"FinalRoundScoringAverage",2008
191,191,"Jay Williamson",NA,72.94,1167,16,"FinalRoundScoringAverage",2008
192,192,"Jin Park",NA,73,876,12,"FinalRoundScoringAverage",2008
193,193,"Rocco Mediate",NA,73.06,1169,16,"FinalRoundScoringAverage",2008
194,194,"Paul Claxton",NA,73.29,513,7,"FinalRoundScoringAverage",2008
195,195,"Travis Perkins",NA,73.33,220,3,"FinalRoundScoringAverage",2008
196,196,"Kyle Thompson",NA,73.75,590,8,"FinalRoundScoringAverage",2008
197,197,"Kenneth Ferrie",NA,73.8,738,10,"FinalRoundScoringAverage",2008
