"AverageDistanceofBirdieputtsmade_RANKTHISWEEK_2015","AverageDistanceofBirdieputtsmade_RANKLASTWEEK_2015","AverageDistanceofBirdieputtsmade_PLAYERNAME_2015","AverageDistanceofBirdieputtsmade_ROUNDS_2015","AverageDistanceofBirdieputtsmade_AVG_2015","AverageDistanceofBirdieputtsmade_TOTDISTFT_2015","AverageDistanceofBirdieputtsmade_TOTBIRDIEPUTTSMADE_2015","AverageDistanceofBirdieputtsmade_LONGESTMADEFT_2015","AverageDistanceofBirdieputtsmade_SHORTESTMADEFT_2015","stat_name","year"
33,33,"Jonas Blixt",78,NA,1757.917,167,62,NA,"AverageDistanceofBirdieputtsmade",2015
33,33,"Sergio Garcia",59,NA,1398.083,133,64,NA,"AverageDistanceofBirdieputtsmade",2015
33,33,"Billy Hurley III",83,NA,1834.833,175,45,1,"AverageDistanceofBirdieputtsmade",2015
36,36,"Chad Campbell",97,NA,3139.667,301,95,NA,"AverageDistanceofBirdieputtsmade",2015
36,36,"John Huh",102,NA,2973.75,286,64,NA,"AverageDistanceofBirdieputtsmade",2015
36,36,"Geoff Ogilvy",50,NA,1114.417,107,53,NA,"AverageDistanceofBirdieputtsmade",2015
36,36,"Pat Perez",96,NA,3146.083,302,54,NA,"AverageDistanceofBirdieputtsmade",2015
36,36,"Michael Thompson",83,NA,2710.833,260,85,NA,"AverageDistanceofBirdieputtsmade",2015
41,41,"Brice Garnett",81,NA,2102.333,204,48,NA,"AverageDistanceofBirdieputtsmade",2015
41,41,"Adam Hadwin",95,NA,2832.833,275,43,NA,"AverageDistanceofBirdieputtsmade",2015
41,41,"Justin Leonard",61,NA,1688.667,164,56,NA,"AverageDistanceofBirdieputtsmade",2015
41,41,"Ian Poulter",68,NA,1733.833,168,41,NA,"AverageDistanceofBirdieputtsmade",2015
41,41,"Bo Van Pelt",81,NA,2285.5,222,46,NA,"AverageDistanceofBirdieputtsmade",2015
41,41,"Tim Wilkinson",73,NA,1687.833,163,48,NA,"AverageDistanceofBirdieputtsmade",2015
47,47,"David Hearn",97,NA,3137.417,306,43,NA,"AverageDistanceofBirdieputtsmade",2015
47,47,"Billy Horschel",99,NA,2848.917,278,50,NA,"AverageDistanceofBirdieputtsmade",2015
47,47,"Andres Romero",69,NA,1848.333,180,57,NA,"AverageDistanceofBirdieputtsmade",2015
47,47,"Brandt Snedeker",98,NA,2682.5,261,57,NA,"AverageDistanceofBirdieputtsmade",2015
47,47,"Jordan Spieth",91,NA,2731.25,267,47,NA,"AverageDistanceofBirdieputtsmade",2015
47,47,"Nicholas Thompson",90,NA,2328.917,227,57,NA,"AverageDistanceofBirdieputtsmade",2015
47,47,"Steve Wheatcroft",87,NA,2622.167,256,45,NA,"AverageDistanceofBirdieputtsmade",2015
54,54,"Kevin Chappell",86,NA,2759.75,272,54,NA,"AverageDistanceofBirdieputtsmade",2015
54,54,"Jon Curran",83,NA,1967.25,194,39,NA,"AverageDistanceofBirdieputtsmade",2015
54,54,"Padraig Harrington",60,NA,1495.667,147,41,NA,"AverageDistanceofBirdieputtsmade",2015
54,54,"Charles Howell III",105,NA,3266.917,322,52,NA,"AverageDistanceofBirdieputtsmade",2015
54,54,"William McGirt",103,NA,3245.25,319,44,NA,"AverageDistanceofBirdieputtsmade",2015
54,54,"DA Points",72,NA,1826,180,56,NA,"AverageDistanceofBirdieputtsmade",2015
54,54,"Daniel Summerhays",101,NA,3176.833,313,44,NA,"AverageDistanceofBirdieputtsmade",2015
54,54,"Andrew Svoboda",80,NA,2317.833,228,44,NA,"AverageDistanceofBirdieputtsmade",2015
62,62,"Aaron Baddeley",76,NA,2259.5,224,60,NA,"AverageDistanceofBirdieputtsmade",2015
62,62,"James Hahn",94,NA,2719.083,270,56,NA,"AverageDistanceofBirdieputtsmade",2015
62,62,"Whee Kim",71,NA,2001.75,199,43,NA,"AverageDistanceofBirdieputtsmade",2015
62,62,"Hunter Mahan",88,NA,2146.917,213,61,NA,"AverageDistanceofBirdieputtsmade",2015
62,62,"Troy Merritt",91,NA,2554.167,253,40,NA,"AverageDistanceofBirdieputtsmade",2015
67,67,"Steven Bowditch",103,NA,3029.167,302,47,NA,"AverageDistanceofBirdieputtsmade",2015
67,67,"Paul Casey",87,NA,2413,242,68,NA,"AverageDistanceofBirdieputtsmade",2015
67,67,"Mark Hubbard",79,NA,2006.25,200,69,NA,"AverageDistanceofBirdieputtsmade",2015
67,67,"Jerry Kelly",79,NA,2346.833,235,63,NA,"AverageDistanceofBirdieputtsmade",2015
67,67,"George McNeill",93,NA,3123.833,313,51,NA,"AverageDistanceofBirdieputtsmade",2015
67,67,"John Peterson",84,NA,2330.583,233,55,NA,"AverageDistanceofBirdieputtsmade",2015
67,67,"Jhonattan Vegas",90,NA,2288,228,55,NA,"AverageDistanceofBirdieputtsmade",2015
74,74,"Robert Allenby",63,NA,1422.5,143,41,NA,"AverageDistanceofBirdieputtsmade",2015
74,74,"KJ Choi",66,NA,1911,192,61,NA,"AverageDistanceofBirdieputtsmade",2015
74,74,"Gonzalo Fdez Castano",81,NA,1902.417,192,48,NA,"AverageDistanceofBirdieputtsmade",2015
74,74,"Jim Herman",88,NA,2643.25,267,47,NA,"AverageDistanceofBirdieputtsmade",2015
74,74,"Scott Langley",94,NA,2534.167,256,74,NA,"AverageDistanceofBirdieputtsmade",2015
74,74,"John Merrick",78,NA,1915.75,194,58,NA,"AverageDistanceofBirdieputtsmade",2015
74,74,"Louis Oosthuizen",68,NA,1602.667,162,54,NA,"AverageDistanceofBirdieputtsmade",2015
74,74,"Kevin Streelman",95,NA,2459.833,249,49,NA,"AverageDistanceofBirdieputtsmade",2015
82,82,"Jason Bohn",95,NA,3197.5,326,51,NA,"AverageDistanceofBirdieputtsmade",2015
82,82,"Alex Cejka",94,NA,2464.75,251,57,NA,"AverageDistanceofBirdieputtsmade",2015
82,82,"Rickie Fowler",76,NA,2092.5,213,71,NA,"AverageDistanceofBirdieputtsmade",2015
82,82,"Ryo Ishikawa",90,NA,2657.167,271,51,NA,"AverageDistanceofBirdieputtsmade",2015
82,82,"Chez Reavie",56,NA,1733.833,177,64,NA,"AverageDistanceofBirdieputtsmade",2015
87,87,"Russell Knox",96,NA,3003,308,49,NA,"AverageDistanceofBirdieputtsmade",2015
87,87,"Kyle Reifers",96,NA,2629.5,269,62,NA,"AverageDistanceofBirdieputtsmade",2015
87,87,"Chris Stroud",84,NA,2346.167,241,52,NA,"AverageDistanceofBirdieputtsmade",2015
87,87,"Gary Woodland",81,NA,1690.417,174,70,NA,"AverageDistanceofBirdieputtsmade",2015
91,91,"Blayne Barber",76,NA,2112,219,51,NA,"AverageDistanceofBirdieputtsmade",2015
91,91,"Ricky Barnes",82,NA,1983,205,51,NA,"AverageDistanceofBirdieputtsmade",2015
91,91,"Erik Compton",86,NA,2395.583,247,47,NA,"AverageDistanceofBirdieputtsmade",2015
91,91,"Derek Fathauer",81,NA,2006.583,207,51,NA,"AverageDistanceofBirdieputtsmade",2015
91,91,"Brooks Koepka",84,NA,2302.417,238,52,NA,"AverageDistanceofBirdieputtsmade",2015
91,91,"Kevin Na",98,NA,2424.75,251,56,NA,"AverageDistanceofBirdieputtsmade",2015
91,91,"Carl Pettersson",106,NA,3139.75,326,56,NA,"AverageDistanceofBirdieputtsmade",2015
91,91,"Patrick Reed",103,NA,2776.583,287,60,NA,"AverageDistanceofBirdieputtsmade",2015
91,91,"Rory Sabbatini",81,NA,2292.333,237,47,NA,"AverageDistanceofBirdieputtsmade",2015
91,91,"Adam Scott",51,NA,1074.583,111,65,NA,"AverageDistanceofBirdieputtsmade",2015
91,91,"Byron Smith",59,NA,1264.417,131,55,NA,"AverageDistanceofBirdieputtsmade",2015
91,91,"Henrik Stenson",63,NA,1700.333,176,57,NA,"AverageDistanceofBirdieputtsmade",2015
91,91,"Robert Streb",110,NA,3644,376,54,NA,"AverageDistanceofBirdieputtsmade",2015
91,91,"Hudson Swafford",97,NA,3016.583,313,56,NA,"AverageDistanceofBirdieputtsmade",2015
91,91,"Brendon Todd",96,NA,2640.167,272,56,NA,"AverageDistanceofBirdieputtsmade",2015
106,106,"Steven Alker",62,NA,1567.833,164,47,NA,"AverageDistanceofBirdieputtsmade",2015
106,106,"JJ Henry",94,NA,2033.083,213,47,NA,"AverageDistanceofBirdieputtsmade",2015
106,106,"Zach Johnson",90,NA,2435,253,41,NA,"AverageDistanceofBirdieputtsmade",2015
106,106,"Martin Laird",77,NA,2383.75,249,50,NA,"AverageDistanceofBirdieputtsmade",2015
106,106,"Jonathan Randolph",72,NA,1738.833,181,43,NA,"AverageDistanceofBirdieputtsmade",2015
106,106,"Jimmy Walker",89,NA,2459,257,58,NA,"AverageDistanceofBirdieputtsmade",2015
106,106,"Nick Watney",91,NA,2714.333,283,49,NA,"AverageDistanceofBirdieputtsmade",2015
113,113,"Scott Brown",97,NA,2631.917,278,55,NA,"AverageDistanceofBirdieputtsmade",2015
113,113,"Cameron Percy",72,NA,1914.25,201,40,NA,"AverageDistanceofBirdieputtsmade",2015
115,115,"Sangmoon Bae",98,NA,2835.417,302,48,NA,"AverageDistanceofBirdieputtsmade",2015
115,115,"Jason Day",75,NA,2460.667,261,50,NA,"AverageDistanceofBirdieputtsmade",2015
115,115,"Ken Duke",93,NA,2376,252,56,NA,"AverageDistanceofBirdieputtsmade",2015
115,115,"Harris English",105,NA,2932.083,311,38,NA,"AverageDistanceofBirdieputtsmade",2015
115,115,"Jason Gore",76,NA,2057.917,219,43,NA,"AverageDistanceofBirdieputtsmade",2015
115,115,"Brian Harman",90,NA,2656.167,281,61,NA,"AverageDistanceofBirdieputtsmade",2015
115,115,"Tom Hoge",83,NA,2299.25,244,68,NA,"AverageDistanceofBirdieputtsmade",2015
115,115,"Danny Lee",120,NA,3468.167,367,43,NA,"AverageDistanceofBirdieputtsmade",2015
115,115,"Phil Mickelson",70,NA,1885.25,200,49,NA,"AverageDistanceofBirdieputtsmade",2015
124,124,"Brendon de Jonge",106,NA,2976.917,319,59,NA,"AverageDistanceofBirdieputtsmade",2015
124,124,"Derek Ernst",75,NA,1855.75,199,73,NA,"AverageDistanceofBirdieputtsmade",2015
124,124,"Jim Furyk",71,NA,1687.167,181,52,NA,"AverageDistanceofBirdieputtsmade",2015
124,124,"Bill Haas",89,NA,2127.5,227,56,NA,"AverageDistanceofBirdieputtsmade",2015
124,124,"Matt Kuchar",97,NA,2678.75,286,54,NA,"AverageDistanceofBirdieputtsmade",2015
124,124,"Francesco Molinari",56,NA,1260,135,47,NA,"AverageDistanceofBirdieputtsmade",2015
124,124,"Carlos Ortiz",100,NA,2857.5,307,57,NA,"AverageDistanceofBirdieputtsmade",2015
124,124,"Michael Putnam",87,NA,1944.5,209,62,NA,"AverageDistanceofBirdieputtsmade",2015
124,124,"Shawn Stefani",94,NA,2991.083,321,52,NA,"AverageDistanceofBirdieputtsmade",2015
133,133,"Kevin Kisner",104,NA,2878.417,310,47,NA,"AverageDistanceofBirdieputtsmade",2015
133,133,"Seung Yul Noh",65,NA,1762.75,190,42,NA,"AverageDistanceofBirdieputtsmade",2015
133,133,"Heath Slocum",57,NA,1020.417,110,40,NA,"AverageDistanceofBirdieputtsmade",2015
136,136,"Roberto Castro",54,NA,1018.5,111,50,NA,"AverageDistanceofBirdieputtsmade",2015
136,136,"Chad Collins",79,NA,1836.917,200,65,NA,"AverageDistanceofBirdieputtsmade",2015
136,136,"Charley Hoffman",97,NA,2565.583,281,70,NA,"AverageDistanceofBirdieputtsmade",2015
139,139,"Keegan Bradley",87,NA,2265.083,249,49,NA,"AverageDistanceofBirdieputtsmade",2015
139,139,"Tony Finau",106,NA,3213.583,354,47,NA,"AverageDistanceofBirdieputtsmade",2015
139,139,"Retief Goosen",81,NA,1760.583,193,41,NA,"AverageDistanceofBirdieputtsmade",2015
139,139,"Jason Kokrak",88,NA,2540.75,281,54,NA,"AverageDistanceofBirdieputtsmade",2015
139,139,"David Lingmerth",90,NA,2311.25,254,41,NA,"AverageDistanceofBirdieputtsmade",2015
139,139,"Ryan Moore",81,NA,2002.5,221,37,NA,"AverageDistanceofBirdieputtsmade",2015
139,139,"Jeff Overton",94,NA,2218,245,48,NA,"AverageDistanceofBirdieputtsmade",2015
139,139,"Boo Weekley",79,NA,2137.833,236,36,NA,"AverageDistanceofBirdieputtsmade",2015
147,147,"Eric Axley",57,NA,1122.583,125,37,NA,"AverageDistanceofBirdieputtsmade",2015
147,147,"Ernie Els",57,NA,1219.333,135,56,NA,"AverageDistanceofBirdieputtsmade",2015
147,147,"Matt Every",73,NA,1444.25,160,42,NA,"AverageDistanceofBirdieputtsmade",2015
147,147,"Chesson Hadley",101,NA,2850.667,317,37,NA,"AverageDistanceofBirdieputtsmade",2015
147,147,"Greg Owen",58,NA,1164.583,130,36,NA,"AverageDistanceofBirdieputtsmade",2015
147,147,"Justin Rose",69,NA,1917.167,214,51,NA,"AverageDistanceofBirdieputtsmade",2015
153,153,"Max Homa",78,NA,1814.167,203,31,NA,"AverageDistanceofBirdieputtsmade",2015
153,153,"Marc Leishman",74,NA,1692.917,190,37,NA,"AverageDistanceofBirdieputtsmade",2015
153,153,"Vijay Singh",78,NA,2042,230,72,NA,"AverageDistanceofBirdieputtsmade",2015
153,153,"Roger Sloan",56,NA,1129.5,127,41,NA,"AverageDistanceofBirdieputtsmade",2015
153,153,"Nick Taylor",91,NA,2678.583,301,57,NA,"AverageDistanceofBirdieputtsmade",2015
158,158,"Chris Kirk",76,NA,1773.917,201,41,NA,"AverageDistanceofBirdieputtsmade",2015
158,158,"Webb Simpson",81,NA,1933.75,218,53,NA,"AverageDistanceofBirdieputtsmade",2015
158,158,"Brendan Steele",88,NA,2569.25,290,60,NA,"AverageDistanceofBirdieputtsmade",2015
161,161,"Angel Cabrera",53,NA,1185.583,136,53,NA,"AverageDistanceofBirdieputtsmade",2015
161,161,"Dustin Johnson",75,NA,1896.25,216,64,NA,"AverageDistanceofBirdieputtsmade",2015
161,161,"Davis Love III",51,NA,1071.5,123,40,NA,"AverageDistanceofBirdieputtsmade",2015
161,161,"Hideki Matsuyama",95,NA,2505,286,39,NA,"AverageDistanceofBirdieputtsmade",2015
161,161,"Patrick Rodgers",57,NA,1517,174,47,NA,"AverageDistanceofBirdieputtsmade",2015
161,161,"Sam Saunders",83,NA,1957.667,223,55,NA,"AverageDistanceofBirdieputtsmade",2015
161,161,"Tyrone Van Aswegen",58,NA,1167.833,133,42,NA,"AverageDistanceofBirdieputtsmade",2015
168,168,"Graham DeLaet",65,NA,1582.167,185,36,NA,"AverageDistanceofBirdieputtsmade",2015
168,168,"Oscar Fraustro",58,NA,1105.25,129,33,NA,"AverageDistanceofBirdieputtsmade",2015
168,168,"Morgan Hoffmann",85,NA,2067.25,241,47,NA,"AverageDistanceofBirdieputtsmade",2015
168,168,"JB Holmes",89,NA,2234.083,261,46,NA,"AverageDistanceofBirdieputtsmade",2015
168,168,"Alex Prugh",84,NA,2094.917,244,48,NA,"AverageDistanceofBirdieputtsmade",2015
168,168,"John Senden",80,NA,1551,181,46,NA,"AverageDistanceofBirdieputtsmade",2015
174,174,"Charlie Beljan",76,NA,1732.333,203,52,NA,"AverageDistanceofBirdieputtsmade",2015
174,174,"Daniel Berger",97,NA,2496.833,295,52,NA,"AverageDistanceofBirdieputtsmade",2015
174,174,"Ryan Palmer",80,NA,1610.833,189,37,NA,"AverageDistanceofBirdieputtsmade",2015
174,174,"Scott Stallings",60,NA,1385,163,35,NA,"AverageDistanceofBirdieputtsmade",2015
178,178,"Lucas Glover",79,NA,2013.667,242,42,NA,"AverageDistanceofBirdieputtsmade",2015
178,178,"Justin Thomas",106,NA,3210.75,387,53,NA,"AverageDistanceofBirdieputtsmade",2015
180,180,"Robert Garrigus",70,NA,1411,171,48,NA,"AverageDistanceofBirdieputtsmade",2015
181,181,"Charl Schwartzel",67,NA,1113.083,136,40,NA,"AverageDistanceofBirdieputtsmade",2015
182,182,"SJ Park",79,NA,1369.083,170,44,NA,"AverageDistanceofBirdieputtsmade",2015
183,183,"Bubba Watson",71,NA,1790.5,232,54,NA,"AverageDistanceofBirdieputtsmade",2015
184,184,"Jim Renner",68,NA,1093.917,142,31,NA,"AverageDistanceofBirdieputtsmade",2015
