"Approach200225yardsRTP_RANKTHISWEEK_2012","Approach200225yardsRTP_RANKLASTWEEK_2012","Approach200225yardsRTP_PLAYERNAME_2012","Approach200225yardsRTP_ROUNDS_2012","Approach200225yardsRTP_AVGRTP_2012","stat_name","year"
1,1,"Rory McIlroy",60,-0.344,"Approach200225yardsRTP",2012
2,2,"John Daly",50,-0.242,"Approach200225yardsRTP",2012
3,3,"Jason Day",57,-0.231,"Approach200225yardsRTP",2012
4,4,"Louis Oosthuizen",65,-0.215,"Approach200225yardsRTP",2012
5,5,"Tiger Woods",69,-0.2,"Approach200225yardsRTP",2012
6,6,"Adam Scott",59,-0.181,"Approach200225yardsRTP",2012
7,7,"Geoff Ogilvy",73,-0.153,"Approach200225yardsRTP",2012
8,8,"Jimmy Walker",101,-0.138,"Approach200225yardsRTP",2012
9,9,"Justin Rose",69,-0.126,"Approach200225yardsRTP",2012
10,10,"Henrik Stenson",51,-0.123,"Approach200225yardsRTP",2012
10,10,"Josh Teater",97,-0.123,"Approach200225yardsRTP",2012
12,12,"Chad Campbell",84,-0.114,"Approach200225yardsRTP",2012
13,13,"Kyle Stanley",86,-0.107,"Approach200225yardsRTP",2012
14,14,"Bud Cauley",99,-0.106,"Approach200225yardsRTP",2012
14,14,"Robert Garrigus",89,-0.106,"Approach200225yardsRTP",2012
16,16,"Bubba Watson",68,-0.094,"Approach200225yardsRTP",2012
17,17,"Brendon de Jonge",115,-0.086,"Approach200225yardsRTP",2012
18,18,"Charles Howell III",98,-0.083,"Approach200225yardsRTP",2012
18,18,"Kevin Streelman",89,-0.083,"Approach200225yardsRTP",2012
20,20,"Gary Woodland",70,-0.081,"Approach200225yardsRTP",2012
21,21,"Michael Thompson",80,-0.079,"Approach200225yardsRTP",2012
22,22,"Gary Christian",91,-0.077,"Approach200225yardsRTP",2012
23,23,"John Senden",81,-0.076,"Approach200225yardsRTP",2012
24,24,"James Driscoll",83,-0.075,"Approach200225yardsRTP",2012
24,24,"Bo Van Pelt",84,-0.075,"Approach200225yardsRTP",2012
26,26,"Sean OHair",84,-0.073,"Approach200225yardsRTP",2012
27,27,"Chris Couch",61,-0.072,"Approach200225yardsRTP",2012
28,28,"Harrison Frazar",56,-0.069,"Approach200225yardsRTP",2012
29,29,"Martin Flores",95,-0.068,"Approach200225yardsRTP",2012
30,30,"Matt Kuchar",86,-0.066,"Approach200225yardsRTP",2012
30,30,"Ryan Palmer",81,-0.066,"Approach200225yardsRTP",2012
32,32,"Padraig Harrington",67,-0.061,"Approach200225yardsRTP",2012
32,32,"Bill Lunde",83,-0.061,"Approach200225yardsRTP",2012
34,34,"Tim Herron",88,-0.06,"Approach200225yardsRTP",2012
35,35,"Kevin Stadler",85,-0.059,"Approach200225yardsRTP",2012
36,36,"Kevin Chappell",91,-0.056,"Approach200225yardsRTP",2012
36,36,"Rory Sabbatini",84,-0.056,"Approach200225yardsRTP",2012
38,38,"Keegan Bradley",90,-0.055,"Approach200225yardsRTP",2012
39,39,"Tom Gillis",75,-0.052,"Approach200225yardsRTP",2012
39,39,"Kevin Kisner",69,-0.052,"Approach200225yardsRTP",2012
41,41,"Russell Knox",72,-0.051,"Approach200225yardsRTP",2012
42,42,"Angel Cabrera",54,-0.05,"Approach200225yardsRTP",2012
43,43,"JB Holmes",90,-0.049,"Approach200225yardsRTP",2012
43,43,"John Huh",99,-0.049,"Approach200225yardsRTP",2012
43,43,"Dicky Pride",62,-0.049,"Approach200225yardsRTP",2012
43,43,"Brendan Steele",77,-0.049,"Approach200225yardsRTP",2012
47,47,"Dustin Johnson",70,-0.048,"Approach200225yardsRTP",2012
48,48,"Rickie Fowler",84,-0.046,"Approach200225yardsRTP",2012
49,49,"Harris English",98,-0.045,"Approach200225yardsRTP",2012
50,50,"Charlie Beljan",61,-0.044,"Approach200225yardsRTP",2012
50,50,"Mathew Goggin",65,-0.044,"Approach200225yardsRTP",2012
52,52,"John Rollins",81,-0.043,"Approach200225yardsRTP",2012
52,52,"Charl Schwartzel",56,-0.043,"Approach200225yardsRTP",2012
54,54,"Bill Haas",79,-0.042,"Approach200225yardsRTP",2012
55,55,"Kevin Na",80,-0.04,"Approach200225yardsRTP",2012
55,55,"Camilo Villegas",79,-0.04,"Approach200225yardsRTP",2012
57,57,"Phil Mickelson",79,-0.039,"Approach200225yardsRTP",2012
58,58,"Bob Estes",78,-0.038,"Approach200225yardsRTP",2012
59,59,"JJ Henry",93,-0.037,"Approach200225yardsRTP",2012
60,60,"John Merrick",83,-0.035,"Approach200225yardsRTP",2012
61,61,"Nathan Green",73,-0.032,"Approach200225yardsRTP",2012
61,61,"Martin Laird",77,-0.032,"Approach200225yardsRTP",2012
63,63,"Nick Watney",97,-0.031,"Approach200225yardsRTP",2012
64,64,"Jason Kokrak",79,-0.03,"Approach200225yardsRTP",2012
65,65,"Daniel Summerhays",81,-0.026,"Approach200225yardsRTP",2012
66,66,"Webb Simpson",77,-0.025,"Approach200225yardsRTP",2012
67,67,"Jim Furyk",85,-0.024,"Approach200225yardsRTP",2012
67,67,"Ryan Moore",89,-0.024,"Approach200225yardsRTP",2012
69,69,"Robert Karlsson",54,-0.022,"Approach200225yardsRTP",2012
70,70,"Ken Duke",104,-0.021,"Approach200225yardsRTP",2012
71,71,"Jeff Overton",101,-0.02,"Approach200225yardsRTP",2012
72,72,"Jason Dufner",83,-0.019,"Approach200225yardsRTP",2012
72,72,"Steve Stricker",73,-0.019,"Approach200225yardsRTP",2012
74,74,"Rod Pampling",88,-0.017,"Approach200225yardsRTP",2012
74,74,"Brandt Snedeker",81,-0.017,"Approach200225yardsRTP",2012
74,74,"Jhonattan Vegas",77,-0.017,"Approach200225yardsRTP",2012
77,77,"Brandt Jobe",57,-0.016,"Approach200225yardsRTP",2012
77,77,"Hunter Mahan",88,-0.016,"Approach200225yardsRTP",2012
79,79,"Greg Chalmers",88,-0.015,"Approach200225yardsRTP",2012
79,79,"Ryo Ishikawa",54,-0.015,"Approach200225yardsRTP",2012
79,79,"Ian Poulter",57,-0.015,"Approach200225yardsRTP",2012
82,82,"David Hearn",95,-0.014,"Approach200225yardsRTP",2012
83,83,"Aaron Baddeley",73,-0.011,"Approach200225yardsRTP",2012
84,84,"Ben Crane",73,-0.01,"Approach200225yardsRTP",2012
84,84,"Trevor Immelman",76,-0.01,"Approach200225yardsRTP",2012
86,86,"Roberto Castro",92,-0.008,"Approach200225yardsRTP",2012
87,87,"Brian Davis",91,-0.007,"Approach200225yardsRTP",2012
88,88,"Stuart Appleby",75,0,"Approach200225yardsRTP",2012
88,88,"Ricky Barnes",92,0,"Approach200225yardsRTP",2012
88,88,"Jonas Blixt",72,0,"Approach200225yardsRTP",2012
88,88,"Colt Knost",79,0,"Approach200225yardsRTP",2012
88,88,"Graeme McDowell",55,0,"Approach200225yardsRTP",2012
88,88,"Scott Piercy",95,0,"Approach200225yardsRTP",2012
88,88,"Cameron Tringale",88,0,"Approach200225yardsRTP",2012
95,95,"Brian Harman",101,0.008,"Approach200225yardsRTP",2012
95,95,"George McNeill",85,0.008,"Approach200225yardsRTP",2012
97,97,"Erik Compton",81,0.009,"Approach200225yardsRTP",2012
97,97,"Troy Matteson",100,0.009,"Approach200225yardsRTP",2012
99,99,"Cameron Beckman",81,0.01,"Approach200225yardsRTP",2012
99,99,"Spencer Levin",81,0.01,"Approach200225yardsRTP",2012
101,101,"Vaughn Taylor",81,0.011,"Approach200225yardsRTP",2012
102,102,"Troy Kelly",68,0.012,"Approach200225yardsRTP",2012
102,102,"Derek Lamely",64,0.012,"Approach200225yardsRTP",2012
104,104,"Sergio Garcia",57,0.014,"Approach200225yardsRTP",2012
105,105,"Steve Wheatcroft",56,0.015,"Approach200225yardsRTP",2012
106,106,"Scott Stallings",78,0.016,"Approach200225yardsRTP",2012
107,107,"Ernie Els",80,0.018,"Approach200225yardsRTP",2012
108,108,"Sangmoon Bae",81,0.021,"Approach200225yardsRTP",2012
109,109,"Jonathan Byrd",69,0.022,"Approach200225yardsRTP",2012
110,110,"Chris Kirk",93,0.023,"Approach200225yardsRTP",2012
110,110,"Johnson Wagner",88,0.023,"Approach200225yardsRTP",2012
112,112,"Tim Clark",60,0.024,"Approach200225yardsRTP",2012
112,112,"Bryce Molder",83,0.024,"Approach200225yardsRTP",2012
112,112,"Boo Weekley",74,0.024,"Approach200225yardsRTP",2012
115,115,"Garth Mulroy",59,0.025,"Approach200225yardsRTP",2012
116,116,"Will Claxton",99,0.031,"Approach200225yardsRTP",2012
116,116,"Billy Mayfair",90,0.031,"Approach200225yardsRTP",2012
118,118,"Matt Jones",53,0.033,"Approach200225yardsRTP",2012
118,118,"Andres Romero",68,0.033,"Approach200225yardsRTP",2012
120,120,"Mark Anderson",75,0.036,"Approach200225yardsRTP",2012
120,120,"Freddie Jacobson",61,0.036,"Approach200225yardsRTP",2012
122,122,"Robert Allenby",76,0.038,"Approach200225yardsRTP",2012
122,122,"Alexandre Rocha",62,0.038,"Approach200225yardsRTP",2012
124,124,"Luke Donald",63,0.04,"Approach200225yardsRTP",2012
124,124,"Zach Johnson",95,0.04,"Approach200225yardsRTP",2012
126,126,"Carl Pettersson",92,0.041,"Approach200225yardsRTP",2012
127,127,"Ryuji Imada",78,0.043,"Approach200225yardsRTP",2012
127,127,"Seung Yul Noh",105,0.043,"Approach200225yardsRTP",2012
129,129,"Davis Love III",64,0.045,"Approach200225yardsRTP",2012
130,130,"KJ Choi",71,0.047,"Approach200225yardsRTP",2012
131,131,"Pat Perez",81,0.051,"Approach200225yardsRTP",2012
131,131,"Vijay Singh",99,0.051,"Approach200225yardsRTP",2012
133,133,"Kris Blanks",65,0.052,"Approach200225yardsRTP",2012
134,134,"Charley Hoffman",88,0.053,"Approach200225yardsRTP",2012
135,135,"Richard Lee",71,0.054,"Approach200225yardsRTP",2012
135,135,"Kyle Reifers",86,0.054,"Approach200225yardsRTP",2012
137,137,"David Toms",60,0.055,"Approach200225yardsRTP",2012
138,138,"Tommy Gainey",98,0.056,"Approach200225yardsRTP",2012
138,138,"DJ Trahan",73,0.056,"Approach200225yardsRTP",2012
140,140,"Chez Reavie",83,0.058,"Approach200225yardsRTP",2012
141,141,"Stephen Ames",54,0.059,"Approach200225yardsRTP",2012
141,141,"Arjun Atwal",79,0.059,"Approach200225yardsRTP",2012
141,141,"Rocco Mediate",70,0.059,"Approach200225yardsRTP",2012
144,144,"Blake Adams",107,0.06,"Approach200225yardsRTP",2012
144,144,"Matt Bettencourt",80,0.06,"Approach200225yardsRTP",2012
144,144,"Jerry Kelly",84,0.06,"Approach200225yardsRTP",2012
147,147,"Matt Every",80,0.065,"Approach200225yardsRTP",2012
148,148,"Bobby Gates",87,0.066,"Approach200225yardsRTP",2012
148,148,"Charlie Wi",86,0.066,"Approach200225yardsRTP",2012
150,150,"YE Yang",64,0.072,"Approach200225yardsRTP",2012
151,151,"Chris Stroud",86,0.076,"Approach200225yardsRTP",2012
152,152,"Michael Bradley",63,0.077,"Approach200225yardsRTP",2012
152,152,"Marco Dawson",60,0.077,"Approach200225yardsRTP",2012
152,152,"Stephen Gangluff",57,0.077,"Approach200225yardsRTP",2012
152,152,"Billy Horschel",63,0.077,"Approach200225yardsRTP",2012
156,156,"David Mathis",83,0.081,"Approach200225yardsRTP",2012
157,157,"Lee Westwood",60,0.082,"Approach200225yardsRTP",2012
158,158,"Graham DeLaet",79,0.083,"Approach200225yardsRTP",2012
158,158,"DA Points",88,0.083,"Approach200225yardsRTP",2012
160,160,"Scott Brown",65,0.085,"Approach200225yardsRTP",2012
160,160,"Mark Wilson",84,0.085,"Approach200225yardsRTP",2012
162,162,"Danny Lee",74,0.086,"Approach200225yardsRTP",2012
162,162,"Greg Owen",90,0.086,"Approach200225yardsRTP",2012
162,162,"Roland Thatcher",55,0.086,"Approach200225yardsRTP",2012
165,165,"William McGirt",96,0.09,"Approach200225yardsRTP",2012
165,165,"Patrick Sheehan",58,0.09,"Approach200225yardsRTP",2012
167,167,"Jason Bohn",81,0.091,"Approach200225yardsRTP",2012
167,167,"Scott Dunlap",57,0.091,"Approach200225yardsRTP",2012
167,167,"Jeff Maggert",83,0.091,"Approach200225yardsRTP",2012
170,170,"Miguel Angel Carballo",73,0.095,"Approach200225yardsRTP",2012
170,170,"Ben Curtis",62,0.095,"Approach200225yardsRTP",2012
172,172,"John Mallinger",74,0.099,"Approach200225yardsRTP",2012
173,173,"Gavin Coles",72,0.102,"Approach200225yardsRTP",2012
174,174,"Marc Leishman",84,0.103,"Approach200225yardsRTP",2012
175,175,"Tom Pernice Jr",62,0.107,"Approach200225yardsRTP",2012
176,176,"Brendon Todd",78,0.11,"Approach200225yardsRTP",2012
177,177,"Brian Gay",91,0.118,"Approach200225yardsRTP",2012
178,178,"Stewart Cink",71,0.128,"Approach200225yardsRTP",2012
179,179,"Tommy Biershenk",74,0.136,"Approach200225yardsRTP",2012
180,180,"Billy Hurley III",70,0.14,"Approach200225yardsRTP",2012
181,181,"Edward Loar",59,0.145,"Approach200225yardsRTP",2012
182,182,"Justin Leonard",79,0.148,"Approach200225yardsRTP",2012
183,183,"Ted Potter Jr",77,0.154,"Approach200225yardsRTP",2012
184,184,"Daniel Chopra",55,0.156,"Approach200225yardsRTP",2012
185,185,"Chris DiMarco",83,0.157,"Approach200225yardsRTP",2012
186,186,"JJ Killeen",101,0.162,"Approach200225yardsRTP",2012
187,187,"Sung Kang",75,0.167,"Approach200225yardsRTP",2012
188,188,"Hunter Haas",69,0.188,"Approach200225yardsRTP",2012
189,189,"Nick OHern",78,0.203,"Approach200225yardsRTP",2012
190,190,"Heath Slocum",93,0.213,"Approach200225yardsRTP",2012
191,191,"Kyle Thompson",51,0.281,"Approach200225yardsRTP",2012
