"TotalHoleOuts_RANKTHISWEEK_2010","TotalHoleOuts_RANKLASTWEEK_2010","TotalHoleOuts_PLAYERNAME_2010","TotalHoleOuts_ROUNDS_2010","TotalHoleOuts_HOLEOUTS_2010","stat_name","year"
162,162,"Brendon de Jonge",114,5,"TotalHoleOuts",2010
162,162,"Joe Durant",67,5,"TotalHoleOuts",2010
162,162,"Sergio Garcia",58,5,"TotalHoleOuts",2010
162,162,"Robert Garrigus",71,5,"TotalHoleOuts",2010
162,162,"Trevor Immelman",55,5,"TotalHoleOuts",2010
162,162,"Cliff Kresge",50,5,"TotalHoleOuts",2010
162,162,"Steve Lowery",67,5,"TotalHoleOuts",2010
162,162,"Ryan Moore",80,5,"TotalHoleOuts",2010
162,162,"Sean OHair",84,5,"TotalHoleOuts",2010
162,162,"Aron Price",70,5,"TotalHoleOuts",2010
162,162,"Adam Scott",70,5,"TotalHoleOuts",2010
162,162,"Kevin Stadler",86,5,"TotalHoleOuts",2010
162,162,"Vance Veazey",58,5,"TotalHoleOuts",2010
178,178,"Mathias Gronberg",61,4,"TotalHoleOuts",2010
178,178,"John Merrick",109,4,"TotalHoleOuts",2010
178,178,"Geoff Ogilvy",62,4,"TotalHoleOuts",2010
178,178,"Ian Poulter",55,4,"TotalHoleOuts",2010
178,178,"Michael Sim",64,4,"TotalHoleOuts",2010
178,178,"Paul Stankowski",62,4,"TotalHoleOuts",2010
178,178,"Charlie Wi",95,4,"TotalHoleOuts",2010
185,185,"Brad Faxon",58,3,"TotalHoleOuts",2010
185,185,"Jeff Gove",57,3,"TotalHoleOuts",2010
185,185,"Rory McIlroy",54,3,"TotalHoleOuts",2010
185,185,"Roger Tambellini",77,3,"TotalHoleOuts",2010
185,185,"Camilo Villegas",78,3,"TotalHoleOuts",2010
185,185,"Dean Wilson",54,3,"TotalHoleOuts",2010
191,191,"Justin Bolli",55,2,"TotalHoleOuts",2010
